"","cerebral_cortex","peritoneum","brain","blood","cerebral_cortex","peritoneum","brain","blood"
"cerebral_cortex",1,0.770774574942684,0.884097336715949,0.827956016067595,NA,0,0,0
"peritoneum",0.770774574942684,1,0.837327878227007,0.85383716371982,0,NA,0,0
"brain",0.884097336715949,0.837327878227007,1,0.861859467254986,0,0,NA,0
"blood",0.827956016067595,0.85383716371982,0.861859467254986,1,0,0,0,NA
