"","other","microglia"
"0610039K10Rik",0.375370028713025,2.3522622926712
"0610040J01Rik",1.71109203466495,4.32321907585186
"1600017P15Rik",0.214810034894909,2.36637829546417
"1700009J07Rik",0.0748187296027855,1.64219759329428
"1700011L22Rik",0.201747926820172,1.24372356741245
"1700016G22Rik",0.106258972902337,1.06613377817138
"1700016J18Rik",0.12965819887113,1.09003048466467
"1700017B05Rik",4.07369608990256,7.88628650921351
"1700017J07Rik",0,1.57320371108618
"1700018M17Rik",0.0988015009590174,0.885719070163837
"1700020N01Rik",0.0880216733187495,1.78706340502592
"1700040L08Rik",0.0989392484073156,0.9234190786627
"1700064M15Rik",0.438699566510252,2.34845765629794
"1810011H11Rik",1.2112693572833,4.34664802582868
"2010008C14Rik",4.00050673680032,6.43952447856482
"2610042L04Rik",0.133177174856878,0.991594015940968
"2610528A11Rik",0.44258928089783,2.94075347278592
"3830403N18Rik",0.349364785893112,1.83055947289187
"4833411C07Rik",0.390107924982383,1.96776028927448
"4930406D18Rik",0.0180008088185794,1.31213811421567
"4930430E12Rik",1.35933022165999,3.34876024524205
"4930478M09Rik",0.166685551298123,1.43897698627984
"4930507D05Rik",0.761554570500391,2.39671064861884
"4930537H20Rik",0.097988807109329,0.917597430622576
"4930567H12Rik",0.0367895378910417,1.02110175313049
"4930589L23Rik",0.129617519447502,1.07536124519223
"4933406I18Rik",0.31760916262556,1.79211672227846
"4933424M12Rik",0.452871773130226,2.38411435905461
"4933433G15Rik",0.40208259577964,2.35677828476792
"5033421B08Rik",0.0422435364600217,1.07523115577584
"6030468B19Rik",0.209906127302541,2.60946146010969
"8030423J24Rik",0.154444409152965,2.40333013173448
"A830008E24Rik",0.176959113634274,2.06378476963744
"AC101945.2",0.270966548369755,2.95422856202594
"AC113125.1",1.63609408797935,2.19389918877062
"AC127578.1",0.0717862951784696,0.514931435622944
"AC129931.1",0.15205593195815,1.73740432940206
"AC131747.1",0.0417207296631287,1.30441545396643
"AC140426.1",0.00775038610643513,1.90421930344376
"AC147545.1",0.185839488679949,1.08157621853805
"AC152827.1",1.48294986798942,3.34708185825787
"AC152940.1",0.644689248881491,1.34746179188295
"AC154239.2",0.0481974671445404,0.684288715054179
"AC160562.1",0.161078254141725,2.70365359448878
"AC163291.1",0.094536332802085,1.06048543532429
"AC164069.1",0.0782800631958489,1.04064572964399
"Abca9",1.76934605659271,4.44926474827477
"Abcc3",1.16590712694075,5.09019553131883
"Abhd15",1.16337448037088,4.2814173426909
"Abi3",1.14504477742836,3.86266535043773
"Adam3",0.104385940762798,1.71863414276242
"Adamts1",3.47426752947218,6.63080275511085
"Adap2",1.01450776822177,3.94683148644559
"Adgre1",3.00198652618892,5.13648977535372
"Adgrg1",3.72409328250083,7.33211938753029
"Adra2a",2.09547498014899,2.78568197737326
"Adrb1",2.3119634145942,5.40503299517853
"Adrb2",4.97660545570492,9.75958487681948
"Agmo",0.483535412844407,2.13097163634762
"Aif1",3.47667509373484,8.58001665145628
"Ak1",2.28285781865649,4.91855499670211
"Alox5ap",3.9537812362014,5.40102410182663
"Ano7",0.134381764499281,1.22413061004647
"Aplp1",4.65593092949157,3.14230543048396
"Arap3",2.00180628028024,5.04035884666793
"Arc",3.36628178556701,3.80801497164843
"Arhgap22",0.254723597306118,2.33346616320075
"Arhgap27",1.91398299065536,5.22263545139567
"Arhgap4",1.65318633977321,3.83867055760736
"Arhgap45",3.92178962044996,7.47130203206531
"Arhgap9",1.98418997283164,4.44906629532272
"Arhgef25",2.75716802777443,3.21256432630665
"Arhgef40",2.7603220998881,4.95027941863986
"Arl4c",2.89317953438082,5.04249261574736
"Arl4d",4.37646203296777,6.49419636066513
"Asap3",1.46972261244428,2.97462820586686
"Asb10",0.116583811480537,3.63727457466806
"Asb2",0.281642147708441,3.8089942824793
"Atf3",3.965301063649,7.04015920566668
"Atp1b2",4.22693132100677,3.60270866256185
"Atp8a2",0.301165842069837,1.48180418963333
"B3galnt1",1.55020549283468,4.03609932720187
"B4galt4",2.07036891854386,4.18997739739078
"BC018473",0.325823328115204,1.69508809187375
"BC106175",0.28201168586771,1.77770753591915
"Basp1",2.12224965363037,5.08711017954516
"Batf",1.05506558275791,2.99460470488678
"Bcan",4.47316855038783,2.61951852831916
"Bcl2a1a",0.696114351919329,3.83611834956561
"Bcl2a1b",0.112146245732853,1.93814254517972
"Bco2",0.916791015606952,3.3967871853457
"Bhlhe41",3.45365387409564,6.23156569393333
"Bin2",3.30562937500129,6.43586977798463
"Blnk",0.992284444704928,4.91673568280247
"Btg2",7.36357409682728,10.3406539951876
"C1qa",6.77372237389444,13.3571627210729
"C1qb",5.82240210231874,12.4654905160552
"C1qc",6.63698814479827,13.2482638117862
"C3ar1",3.4663234722976,8.33408993100399
"C5ar1",3.25692747119133,6.22717278545966
"C5ar2",1.51099979763171,5.20125112926131
"Cables1",0.894262258726097,3.54216513199613
"Camk1",3.89658621850422,6.10793295922909
"Camk2n1",4.19198809937901,5.87689269419447
"Camp",1.91163598587433,4.14100993273316
"Capn3",0.592433684688061,4.73057227663993
"Car4",1.80389094731666,2.36915493000727
"Cbr2",2.57089213300619,4.80795692499734
"Ccdc153",0.109974702663406,0.921182381697428
"Ccdc88b",2.49984531749254,5.42435073097675
"Ccl12",1.04283605694277,8.74790573245859
"Ccl22",0.613930752440656,1.85949317103446
"Ccl24",3.45815819131363,4.64232876892125
"Ccl3",4.29637150546106,11.4785230622133
"Ccl4",3.45443689315324,11.587936265976
"Ccl5",1.55215710842958,2.43456366742071
"Ccl7",1.38987740830363,6.02647968775632
"Ccl8",0.330367665016955,2.7791863519225
"Ccl9",5.6328525236581,8.50982434373355
"Ccr1",4.28954676710516,5.63344441559706
"Ccr1l1",0.330145351295251,2.61190905396579
"Ccr5",2.04817164729342,7.07581729716276
"Ccr6",0.459786326357014,2.19683952333561
"Ccr7",1.07151648078919,1.9695395934666
"Ccrl2",4.31666298221547,9.24211797515666
"Cd14",6.24457627839209,10.9654467221182
"Cd164",6.57184114050323,8.93279549995349
"Cd209f",0.510485113581998,3.28905858149035
"Cd209g",0.40694340001819,1.56377357689321
"Cd276",1.56869868130136,3.08514441060502
"Cd300a",3.93544925536098,6.95869445670779
"Cd300c2",3.36888308443149,9.22021703168103
"Cd33",3.21895024715605,7.21902103182911
"Cd34",1.01516117403845,2.63695694059095
"Cd37",3.47510789033306,7.28723099044169
"Cd52",4.41568361475661,5.69608617975715
"Cd53",4.38264458389513,8.0937363536505
"Cd63",3.26519125700801,5.33285747921206
"Cd68",7.83368426013401,11.370573813521
"Cd74",5.98059280180235,7.69822326381222
"Cd81",7.25245693980516,9.56940534177907
"Cd83",2.64457848914806,8.99578214625611
"Cd86",1.71271270142089,5.31566850108371
"Cdk5r1",3.44364851268853,5.13204718952556
"Cdr1",1.49465719419161,2.03415296588083
"Cebpa",6.25667839103878,9.60213877325452
"Cfap74",0.422596843982268,2.11630929343477
"Cfh",1.98669240791265,4.91508023158155
"Ch25h",0.888695048976229,3.92197626934405
"Chst7",1.4063389193375,4.08768716522128
"Clcf1",1.19821206371628,4.16155146006872
"Cldn5",3.59175024251195,5.53814903837742
"Clec10a",2.2233019309056,2.00815062393861
"Clec5a",2.299496316651,5.69590309642608
"Col15a1",0.50887138909132,1.85460182226152
"Col27a1",0.585934440897432,2.42765175682458
"Col6a3",0.422636373088183,1.71112195467819
"Comp",0.244257582718849,1.72324797281002
"Coro1a",4.17099398283851,6.74827527218275
"Cracr2b",0.160498776249807,1.05240402120629
"Cryba4",1.10460494296037,5.73231354707976
"Crybb1",1.36042617845547,7.79145129565725
"Csf1r",5.5292010323758,10.9095196643397
"Csf3r",3.66039662947855,7.14760387478534
"Cst3",11.3543578782536,15.8342530331009
"Cst7",0.751890597678413,3.50054868262679
"Ctc1",3.51674301165823,5.96193302611295
"Ctsd",4.27214243062984,7.96907749987281
"Ctsf",5.43843306068913,8.82171790355424
"Ctsl",7.09277959323104,9.32504494004427
"Ctss",5.4628811672162,10.3388822877997
"Ctsz",5.33670313053485,8.17527843711911
"Cttnbp2nl",1.97697241189502,3.99965509972169
"Cx3cr1",1.52431999016957,6.93749747640914
"Cxcl16",3.40862023799284,7.06367921368095
"Cxcl2",3.81109020492737,6.89821635065101
"Cxcr3",1.10900575375552,3.15366149639333
"Cxxc5",2.44731072550562,5.01001157587839
"Cyr61",4.31368920863365,4.4465919724568
"Cyth4",4.38721481551913,8.03395710084212
"D7Ertd128e",0.0924671470327858,1.64220051648909
"Daglb",2.51591137007665,5.32232945178471
"Ddx3y",2.91671865640449,3.65927158680315
"Dnase2a",2.73406181375982,5.16532981049693
"Dtx4",2.46063706562406,5.49182304404281
"Duoxa1",0.232456951640724,2.60167372613667
"Dusp2",4.02774994038625,7.36409161746674
"Dusp27",0.174603557228468,2.29030325543878
"Dyrk4",0.181726250757794,1.76955970146555
"E230013L22Rik",0.475283288354611,2.13863747201556
"Ebi3",1.47832439569419,3.65766115959815
"Edn1",1.05744338133194,3.43869971082405
"Efhd2",5.08568783627537,8.19114344236524
"Efnb1",2.08349997841599,3.98810224146502
"Egr1",6.7537459874316,10.8279410297362
"Egr2",2.61443163466315,6.55788129678704
"Egr3",2.61677143338654,4.39587531165641
"Eif2s3y",2.8112498616974,3.69281660857874
"Enho",3.70747092271492,3.75578100217938
"Entpd1",2.19653888990944,5.3164731991254
"Epb41l2",3.17570282798051,5.36776232900497
"Epha2",2.54422668506773,4.1136681420124
"Ephb3",1.67168019903645,2.63220641624835
"Ermap",0.35708452936851,3.14323748396658
"Errfi1",3.73444028636863,5.35895897747434
"Etv5",2.25110011035955,4.20219597769881
"Eva1a",0.750512149465213,2.77807382726615
"F11r",1.6037233082668,7.02588010174485
"F730035P03Rik",0.118579898618292,1.64042288206957
"F9",0.191397169626214,1.98632242967821
"Fads1",4.38045214634864,5.68495479032857
"Fam105a",2.52201759093781,6.97810455470999
"Fam110a",3.02672617549723,6.01575076553368
"Fam167b",1.15312979111041,6.85887574778459
"Fam26f",2.10995583591292,4.84067837757652
"Fam46c",1.61292834592202,5.22723451933375
"Fam71a",1.95308737406475,3.8179853922598
"Fcer1g",5.96822583560888,10.0097694621081
"Fcgr1",2.84949511876349,7.35196677873266
"Fcgr2b",3.60452763451076,6.73496818887636
"Fcgr3",4.59997409878329,9.19903090085627
"Fcrl1",0.95371659939075,3.62729243941176
"Fcrls",2.32908190649349,10.1529739769003
"Fermt3",2.63074296540167,5.72877927418455
"Fgd2",2.5683455896032,7.37275958323373
"Fhad1",0.113756793295346,1.01679110934752
"Fhod1",0.724286333716552,1.70624755899591
"Fkbp5",1.54932268129061,3.83616990379494
"Fmnl3",2.42016701663294,5.41425933713926
"Fndc7",0.216529408694301,1.55671488194021
"Fos",9.69571666412092,12.1913319598266
"Fosb",5.82871968782578,7.66131130922133
"Fscn1",5.13714821103452,7.78971276567813
"Gadd45b",6.03977569702758,8.20042097043119
"Gadd45g",5.76904426477582,7.92884195245294
"Galnt12",0.715183977872872,3.79546876436892
"Gas6",2.28520591441794,3.93273500088169
"Gatm",4.48245911855554,6.86653977651762
"Gbgt1",0.503664155252987,2.67490424934644
"Gcnt1",1.29796999178352,5.03245234608579
"Gdf15",2.75680260810813,6.11860543722075
"Gem",3.30944824815538,6.6120182994264
"Ggt5",1.25063894425317,3.77726604100354
"Glrp1",0.396856297141127,2.79444699864867
"Glul",7.98003940547558,9.91803018407061
"Gm10134",1.16785419537742,5.00107704756866
"Gm10382",0.246385964176238,1.98110274692809
"Gm10472",0.159334182453559,1.0232591791559
"Gm10605",0.888098366681977,4.28107416147656
"Gm10640",0.15637054779248,1.47305424770152
"Gm10645",0.272255070143375,2.5263229187107
"Gm10790",0.260480034246915,4.22467077345399
"Gm11368",0.142017224578628,1.83038585397533
"Gm11545",0.423405100721035,2.95924018374368
"Gm11725",0.12567020087094,1.14119206562977
"Gm12148",0.0119907533142573,2.60841587337439
"Gm12155",0.266700845010516,2.66637360001518
"Gm12247",1.5497291470346,2.62736523041694
"Gm12422",0.10967449507664,1.87406492960115
"Gm12754",0.122910812502406,1.21056205088629
"Gm12862",0.064804919687736,1.5227640285384
"Gm1335",0.470860847284276,2.14856789154794
"Gm13496",0.200374933495964,1.54949550788958
"Gm13656",0.276700325988032,1.737809993368
"Gm13889",4.35544313117246,7.88663087567293
"Gm14023",0.380277620953499,2.42903450201029
"Gm14970",0,0.510338002204393
"Gm15707",0.515157764440806,1.73217709822442
"Gm15850",0.482471608343023,2.29426369074083
"Gm15889",0.0305396521852743,0.947699019797815
"Gm15928",1.49465963393531,4.46628411981666
"Gm16486",0.813683611156208,2.19727681214729
"Gm16490",0.0357285299650995,1.33860495369202
"Gm17056",0.45243096944188,2.34262615414802
"Gm17941",0.404775197903599,1.96582718993362
"Gm18921",0,0.599651786908447
"Gm19931",0.0891581619420696,1.5336369896604
"Gm19935",0.87473656084313,1.69060835283807
"Gm20109",0.777723349039504,2.77774601313745
"Gm20594",0,0.99983351413585
"Gm21876",0.133717197317407,1.07267716958434
"Gm2237",0.138516870852898,1.79861783514107
"Gm22423",0.250765552253498,1.73240440754718
"Gm22711",0.963224867805895,1.51626234573464
"Gm22793",0.0906453173924926,1.76191672117114
"Gm23421",0.252110380379742,1.12707664109231
"Gm23629",0.150407660535393,2.44900823222288
"Gm23802",0.70371657836391,2.66266975296631
"Gm24108",0.194896030331903,0.66114841759043
"Gm24225",0,2.22898177039555
"Gm24323",0.173993626081057,2.20430301549426
"Gm24359",0.117270222182946,1.09809575265185
"Gm24623",0,1.57023000004088
"Gm24737",0.180596949652128,0.962724731769334
"Gm2479",0.0600780293961989,0.884483121973278
"Gm24960",0,0.796614884677776
"Gm25008",0.17378188024112,2.92455702453992
"Gm25047",2.48655803268011,3.60944369351427
"Gm25099",1.39699211081796,5.04505487905677
"Gm25360",1.08882827347511,3.88313304411843
"Gm25371",0.292087406884795,2.4804183993691
"Gm25409",0,2.41136328275699
"Gm25541",0.89159201146377,2.37873509498588
"Gm25747",0,0.539339993095887
"Gm25810",0,1.11470399134767
"Gm26316",0.0811724837383948,1.11527406761651
"Gm26597",0.182009845975654,1.26227343778557
"Gm26802",0.659861587588069,1.57350499623432
"Gm27168",0.366586141066333,3.57640287458926
"Gm28188",0.482091492314072,1.8962450109416
"Gm28286",0.288186847943346,2.35877077371144
"Gm28707",1.11618134341076,3.3237044147477
"Gm28872",0.40123164274739,3.55394506567984
"Gm29107",0.0833539792550853,0.957175222046887
"Gm29290",0.35620332802335,1.53814623832754
"Gm29291",0.336446204695763,3.84055787659864
"Gm29367",1.39326001790579,3.77595173591439
"Gm29474",0,1.13829463856579
"Gm29778",0.186825426248648,2.13097001270485
"Gm29781",0.26337078716359,1.20680745195754
"Gm30198",0.228667696530295,2.02762801914639
"Gm31410",0.0568481460314469,1.14663348284747
"Gm32220",0.394632707697457,1.3407166619818
"Gm32296",0.418035920562249,1.87690645129445
