"","PSID","Gene","Module"
"NOS3","NOS3","NOS3","lightgreen"
"AL513548.1","AL513548.1","AL513548.1","greenyellow"
"AP000811.1","AP000811.1","AP000811.1","pink"
"FAM183DP","FAM183DP","FAM183DP","green"
"WDR86","WDR86","WDR86","tan"
"AC019069.1","AC019069.1","AC019069.1","pink"
"ITM2A","ITM2A","ITM2A","lightgreen"
"RNU6-535P","RNU6-535P","RNU6-535P","yellow"
"RPSAP9","RPSAP9","RPSAP9","greenyellow"
"AC131235.3","AC131235.3","AC131235.3","brown"
"VHLL","VHLL","VHLL","midnightblue"
"LINC01918","LINC01918","LINC01918","black"
"AL391834.2","AL391834.2","AL391834.2","black"
"EPB41L4A-AS2","EPB41L4A-AS2","EPB41L4A-AS2","turquoise"
"AC087623.3","AC087623.3","AC087623.3","purple"
"AC015983.2","AC015983.2","AC015983.2","pink"
"HSPH1","HSPH1","HSPH1","midnightblue"
"RN7SKP106","RN7SKP106","RN7SKP106","greenyellow"
"AC231533.2","AC231533.2","AC231533.2","pink"
"AL079342.1","AL079342.1","AL079342.1","grey60"
"ROCK1P1","ROCK1P1","ROCK1P1","yellow"
"AC008066.1","AC008066.1","AC008066.1","lightgreen"
"SNRPCP10","SNRPCP10","SNRPCP10","brown"
"IFNWP19","IFNWP19","IFNWP19","turquoise"
"RASD1","RASD1","RASD1","green"
"PNP","PNP","PNP","lightgreen"
"MIR382","MIR382","MIR382","turquoise"
"AL391903.3","AL391903.3","AL391903.3","darkred"
"AL136038.3","AL136038.3","AL136038.3","pink"
"AL391095.1","AL391095.1","AL391095.1","purple"
"CPXM1","CPXM1","CPXM1","tan"
"AP002364.1","AP002364.1","AP002364.1","grey60"
"SPARC","SPARC","SPARC","tan"
"AC006946.3","AC006946.3","AC006946.3","magenta"
"PEG10","PEG10","PEG10","white"
"RPS23P1","RPS23P1","RPS23P1","darkred"
"CYB5R2","CYB5R2","CYB5R2","pink"
"TRAJ38","TRAJ38","TRAJ38","grey60"
"DRD4","DRD4","DRD4","green"
"AL117332.1","AL117332.1","AL117332.1","greenyellow"
"AC244034.2","AC244034.2","AC244034.2","green"
"AL135999.3","AL135999.3","AL135999.3","yellow"
"RASL12","RASL12","RASL12","cyan"
"AC131097.4","AC131097.4","AC131097.4","cyan"
"AL138976.2","AL138976.2","AL138976.2","purple"
"IER5","IER5","IER5","midnightblue"
"CYP26B1","CYP26B1","CYP26B1","tan"
"RPL34P22","RPL34P22","RPL34P22","green"
"AC117394.1","AC117394.1","AC117394.1","turquoise"
"RNA5SP513","RNA5SP513","RNA5SP513","darkred"
"AC008494.1","AC008494.1","AC008494.1","greenyellow"
"ZSCAN31","ZSCAN31","ZSCAN31","darkgreen"
"MEPE","MEPE","MEPE","blue"
"CCDC194","CCDC194","CCDC194","midnightblue"
"TPSB2","TPSB2","TPSB2","pink"
"UFSP1","UFSP1","UFSP1","lightgreen"
"AC080013.4","AC080013.4","AC080013.4","magenta"
"AL365203.2","AL365203.2","AL365203.2","purple"
"AC002401.4","AC002401.4","AC002401.4","turquoise"
"PPIAP72","PPIAP72","PPIAP72","yellow"
"AC021242.3","AC021242.3","AC021242.3","pink"
"AL731533.2","AL731533.2","AL731533.2","green"
"AL590095.2","AL590095.2","AL590095.2","salmon"
"BHLHE22","BHLHE22","BHLHE22","lightcyan"
"PPP1R3G","PPP1R3G","PPP1R3G","black"
"LINC00173","LINC00173","LINC00173","pink"
"KRT17P2","KRT17P2","KRT17P2","blue"
"AC233280.1","AC233280.1","AC233280.1","green"
"AC092437.1","AC092437.1","AC092437.1","purple"
"COX6A2","COX6A2","COX6A2","brown"
"LINC01816","LINC01816","LINC01816","purple"
"AC012414.6","AC012414.6","AC012414.6","darkred"
"INSM1","INSM1","INSM1","white"
"AC093673.2","AC093673.2","AC093673.2","turquoise"
"AC006064.3","AC006064.3","AC006064.3","yellow"
"WNT1","WNT1","WNT1","yellow"
"MFGE8","MFGE8","MFGE8","blue"
"RN7SL575P","RN7SL575P","RN7SL575P","salmon"
"EEF1E1P1","EEF1E1P1","EEF1E1P1","pink"
"MIR4470","MIR4470","MIR4470","blue"
"ID3","ID3","ID3","tan"
"AC132938.1","AC132938.1","AC132938.1","pink"
"SAMD9L","SAMD9L","SAMD9L","darkorange"
"JUN","JUN","JUN","midnightblue"
"ZNF469","ZNF469","ZNF469","greenyellow"
"PPIAP74","PPIAP74","PPIAP74","yellow"
"AC025445.1","AC025445.1","AC025445.1","turquoise"
"HIST1H3I","HIST1H3I","HIST1H3I","salmon"
"SOX3","SOX3","SOX3","white"
"GXYLT1P3","GXYLT1P3","GXYLT1P3","green"
"CD79A","CD79A","CD79A","green"
"AL136040.1","AL136040.1","AL136040.1","purple"
"AC027307.3","AC027307.3","AC027307.3","brown"
"LINC01352","LINC01352","LINC01352","salmon"
"MIR4643","MIR4643","MIR4643","purple"
"AC067930.3","AC067930.3","AC067930.3","cyan"
"CD69","CD69","CD69","tan"
"KIF25","KIF25","KIF25","brown"
"TEKT2","TEKT2","TEKT2","yellow"
"AC004817.1","AC004817.1","AC004817.1","blue"
"ATXN2-AS","ATXN2-AS","ATXN2-AS","grey60"
"USH1C","USH1C","USH1C","tan"
"GEMIN8P4","GEMIN8P4","GEMIN8P4","midnightblue"
"AC103706.1","AC103706.1","AC103706.1","greenyellow"
"NEK4P2","NEK4P2","NEK4P2","darkturquoise"
"CA14","CA14","CA14","tan"
"FP236240.2","FP236240.2","FP236240.2","turquoise"
"AC009088.1","AC009088.1","AC009088.1","turquoise"
"RNU7-97P","RNU7-97P","RNU7-97P","green"
"AC020593.1","AC020593.1","AC020593.1","blue"
"CXCL3","CXCL3","CXCL3","darkgrey"
"AC090229.1","AC090229.1","AC090229.1","turquoise"
"SSTR1","SSTR1","SSTR1","greenyellow"
"AC026367.1","AC026367.1","AC026367.1","blue"
"SMIM24","SMIM24","SMIM24","turquoise"
"DIRAS2","DIRAS2","DIRAS2","cyan"
"IGHV3-11","IGHV3-11","IGHV3-11","green"
"ANKRD34C","ANKRD34C","ANKRD34C","white"
"AL031729.1","AL031729.1","AL031729.1","cyan"
"MLC1","MLC1","MLC1","black"
"SLC38A2","SLC38A2","SLC38A2","turquoise"
"HMGN1P16","HMGN1P16","HMGN1P16","blue"
"LYZ","LYZ","LYZ","red"
"BAMBI","BAMBI","BAMBI","tan"
"SEPHS1P1","SEPHS1P1","SEPHS1P1","cyan"
"CTSH","CTSH","CTSH","black"
"AC079587.1","AC079587.1","AC079587.1","purple"
"TOMM20P3","TOMM20P3","TOMM20P3","purple"
"C4B","C4B","C4B","black"
"AC137723.1","AC137723.1","AC137723.1","black"
"TPT1P1","TPT1P1","TPT1P1","grey60"
"LLCFC1","LLCFC1","LLCFC1","darkgreen"
"TOLLIP-AS1","TOLLIP-AS1","TOLLIP-AS1","greenyellow"
"AL355864.1","AL355864.1","AL355864.1","turquoise"
"TPPP3","TPPP3","TPPP3","cyan"
"TBX3","TBX3","TBX3","lightgreen"
"OXER1","OXER1","OXER1","tan"
"ITGAX","ITGAX","ITGAX","red"
"IL9","IL9","IL9","black"
"LINC01164","LINC01164","LINC01164","blue"
"PYY2","PYY2","PYY2","grey60"
"RN7SL625P","RN7SL625P","RN7SL625P","purple"
"NEUROG3","NEUROG3","NEUROG3","salmon"
"ANXA2","ANXA2","ANXA2","tan"
"LAIR1","LAIR1","LAIR1","red"
"LYPLA1P3","LYPLA1P3","LYPLA1P3","yellow"
"AP006621.3","AP006621.3","AP006621.3","magenta"
"AC003965.1","AC003965.1","AC003965.1","purple"
"CPSF1P1","CPSF1P1","CPSF1P1","purple"
"CYP3A137P","CYP3A137P","CYP3A137P","green"
"HSPA2","HSPA2","HSPA2","pink"
"SEMA3B","SEMA3B","SEMA3B","pink"
"AC021321.1","AC021321.1","AC021321.1","pink"
"AL133445.1","AL133445.1","AL133445.1","greenyellow"
"FAM43B","FAM43B","FAM43B","cyan"
"CNN2P3","CNN2P3","CNN2P3","magenta"
"AC010889.1","AC010889.1","AC010889.1","salmon"
"AC104073.1","AC104073.1","AC104073.1","yellow"
"GAPDHP27","GAPDHP27","GAPDHP27","blue"
"AC020910.4","AC020910.4","AC020910.4","turquoise"
"AC005261.5","AC005261.5","AC005261.5","green"
"DNAJA4","DNAJA4","DNAJA4","midnightblue"
"AC091185.1","AC091185.1","AC091185.1","pink"
"AC239868.2","AC239868.2","AC239868.2","brown"
"PLIN1","PLIN1","PLIN1","black"
"RNU6-176P","RNU6-176P","RNU6-176P","purple"
"AL139288.1","AL139288.1","AL139288.1","purple"
"HIST3H2BA","HIST3H2BA","HIST3H2BA","purple"
"IFNA6","IFNA6","IFNA6","cyan"
"METTL15P1","METTL15P1","METTL15P1","turquoise"
"ERICD","ERICD","ERICD","magenta"
"LINC01679","LINC01679","LINC01679","darkgrey"
"AC087741.3","AC087741.3","AC087741.3","purple"
"HIST2H2AB","HIST2H2AB","HIST2H2AB","brown"
"NRN1","NRN1","NRN1","cyan"
"IGHD3-3","IGHD3-3","IGHD3-3","green"
"CEBPA","CEBPA","CEBPA","red"
"PABPC1P4","PABPC1P4","PABPC1P4","black"
"DNAJC5G","DNAJC5G","DNAJC5G","blue"
"RNU6-1051P","RNU6-1051P","RNU6-1051P","pink"
"CLEC4G","CLEC4G","CLEC4G","pink"
"AL390198.1","AL390198.1","AL390198.1","pink"
"NEFL","NEFL","NEFL","cyan"
"LINC01896","LINC01896","LINC01896","black"
"AL589987.1","AL589987.1","AL589987.1","black"
"RNA5SP382","RNA5SP382","RNA5SP382","blue"
"NEFM","NEFM","NEFM","pink"
"AL138831.1","AL138831.1","AL138831.1","greenyellow"
"CCDC188","CCDC188","CCDC188","black"
"LINC00930","LINC00930","LINC00930","blue"
"PRR29","PRR29","PRR29","yellow"
"AL353149.1","AL353149.1","AL353149.1","turquoise"
"C1QTNF4","C1QTNF4","C1QTNF4","cyan"
"AC034229.5","AC034229.5","AC034229.5","grey60"
"AC005013.1","AC005013.1","AC005013.1","black"
"AC005082.1","AC005082.1","AC005082.1","yellow"
"HAP1","HAP1","HAP1","turquoise"
"AC024937.2","AC024937.2","AC024937.2","lightcyan"
"GNAQP1","GNAQP1","GNAQP1","brown"
"SEMA3B-AS1","SEMA3B-AS1","SEMA3B-AS1","pink"
"TMEM52","TMEM52","TMEM52","purple"
"C10orf111","C10orf111","C10orf111","yellow"
"HIST1H4I","HIST1H4I","HIST1H4I","brown"
"TRAJ18","TRAJ18","TRAJ18","greenyellow"
"AC116407.2","AC116407.2","AC116407.2","pink"
"TMEM63A","TMEM63A","TMEM63A","pink"
"AL158042.1","AL158042.1","AL158042.1","darkorange"
"LINC00106","LINC00106","LINC00106","greenyellow"
"SMN2","SMN2","SMN2","pink"
"PSMC1P1","PSMC1P1","PSMC1P1","blue"
"LINC01638","LINC01638","LINC01638","tan"
"GAPDHP22","GAPDHP22","GAPDHP22","turquoise"
"FGD2","FGD2","FGD2","red"
"GPS2P1","GPS2P1","GPS2P1","darkgreen"
"AC126768.3","AC126768.3","AC126768.3","skyblue"
"FOSL1","FOSL1","FOSL1","midnightblue"
"AC068389.2","AC068389.2","AC068389.2","darkorange"
"AC006058.1","AC006058.1","AC006058.1","greenyellow"
"AC016757.1","AC016757.1","AC016757.1","magenta"
"LTA","LTA","LTA","midnightblue"
"UQCRHL","UQCRHL","UQCRHL","green"
"IGHV5-10-1","IGHV5-10-1","IGHV5-10-1","green"
"ARHGAP36","ARHGAP36","ARHGAP36","white"
"CDC42EP1","CDC42EP1","CDC42EP1","pink"
"BX546450.2","BX546450.2","BX546450.2","turquoise"
"AC243960.3","AC243960.3","AC243960.3","red"
"USP17L22","USP17L22","USP17L22","brown"
"CFAP73","CFAP73","CFAP73","yellow"
"RNU1-56P","RNU1-56P","RNU1-56P","turquoise"
"IFITM2","IFITM2","IFITM2","darkgrey"
"AC007952.5","AC007952.5","AC007952.5","lightgreen"
"HMOX1","HMOX1","HMOX1","midnightblue"
"PNLDC1","PNLDC1","PNLDC1","midnightblue"
"BNIP3P1","BNIP3P1","BNIP3P1","red"
"CNOT6LP1","CNOT6LP1","CNOT6LP1","yellow"
"BAALC-AS2","BAALC-AS2","BAALC-AS2","green"
"RAB6C-AS1","RAB6C-AS1","RAB6C-AS1","pink"
"AL137013.1","AL137013.1","AL137013.1","green"
"BTBD17","BTBD17","BTBD17","black"
"ENPP2","ENPP2","ENPP2","pink"
"YWHAZP4","YWHAZP4","YWHAZP4","brown"
"SOHLH1","SOHLH1","SOHLH1","blue"
"AC006963.1","AC006963.1","AC006963.1","yellow"
"RNU7-156P","RNU7-156P","RNU7-156P","lightcyan"
"AC245060.2","AC245060.2","AC245060.2","turquoise"
"SOX1","SOX1","SOX1","black"
"RPS29P3","RPS29P3","RPS29P3","salmon"
"AL031258.1","AL031258.1","AL031258.1","green"
"GXYLT1P5","GXYLT1P5","GXYLT1P5","darkorange"
"AC108134.2","AC108134.2","AC108134.2","darkred"
"AC073342.3","AC073342.3","AC073342.3","grey60"
"HLA-DOB","HLA-DOB","HLA-DOB","green"
"EMX2","EMX2","EMX2","black"
"RN7SL292P","RN7SL292P","RN7SL292P","salmon"
"HNRNPCP7","HNRNPCP7","HNRNPCP7","darkred"
"AL023803.2","AL023803.2","AL023803.2","turquoise"
"SNAI2","SNAI2","SNAI2","tan"
"SAPCD1-AS1","SAPCD1-AS1","SAPCD1-AS1","yellow"
"AC004801.6","AC004801.6","AC004801.6","pink"
"PRR22","PRR22","PRR22","red"
"ANXA1","ANXA1","ANXA1","tan"
"TRIB1","TRIB1","TRIB1","brown"
"CRYM","CRYM","CRYM","yellow"
"DNAJC8P1","DNAJC8P1","DNAJC8P1","turquoise"
"IGLC6","IGLC6","IGLC6","green"
"AC084033.1","AC084033.1","AC084033.1","yellow"
"ARTN","ARTN","ARTN","darkgrey"
"GEM","GEM","GEM","black"
"HLA-S","HLA-S","HLA-S","turquoise"
"LTK","LTK","LTK","blue"
"TMEM158","TMEM158","TMEM158","yellow"
"OR11H7","OR11H7","OR11H7","greenyellow"
"AL157823.2","AL157823.2","AL157823.2","black"
"RNU6-1150P","RNU6-1150P","RNU6-1150P","salmon"
"RN7SKP64","RN7SKP64","RN7SKP64","darkred"
"LINC01338","LINC01338","LINC01338","black"
"FOSL2","FOSL2","FOSL2","tan"
"ZNF300P1","ZNF300P1","ZNF300P1","magenta"
"AC018647.1","AC018647.1","AC018647.1","pink"
"RNU6-217P","RNU6-217P","RNU6-217P","salmon"
"SLCO4A1","SLCO4A1","SLCO4A1","lightgreen"
"AL160275.1","AL160275.1","AL160275.1","yellow"
"RAB6C","RAB6C","RAB6C","pink"
"VN1R20P","VN1R20P","VN1R20P","yellow"
"AC243962.1","AC243962.1","AC243962.1","red"
"AC009052.1","AC009052.1","AC009052.1","yellow"
"ATP1A2","ATP1A2","ATP1A2","black"
"SYF2P2","SYF2P2","SYF2P2","grey60"
"LYL1","LYL1","LYL1","red"
"SP9","SP9","SP9","yellow"
"C10orf142","C10orf142","C10orf142","pink"
"SHISA8","SHISA8","SHISA8","blue"
"AC114684.1","AC114684.1","AC114684.1","blue"
"Z95118.1","Z95118.1","Z95118.1","darkred"
"RNU6-918P","RNU6-918P","RNU6-918P","green"
"EZR","EZR","EZR","black"
"COX6CP4","COX6CP4","COX6CP4","salmon"
"CNN2P4","CNN2P4","CNN2P4","turquoise"
"ENHO","ENHO","ENHO","black"
"AC010132.4","AC010132.4","AC010132.4","greenyellow"
"AC022167.4","AC022167.4","AC022167.4","pink"
"SH3RF3-AS1","SH3RF3-AS1","SH3RF3-AS1","red"
"CU638689.5","CU638689.5","CU638689.5","brown"
"GPR37L1","GPR37L1","GPR37L1","black"
"SNRPD2P2","SNRPD2P2","SNRPD2P2","red"
"GAS2L1P2","GAS2L1P2","GAS2L1P2","yellow"
"AGGF1P2","AGGF1P2","AGGF1P2","yellow"
"AC116407.1","AC116407.1","AC116407.1","darkgrey"
"IGKV3D-11","IGKV3D-11","IGKV3D-11","green"
"AL359510.2","AL359510.2","AL359510.2","cyan"
"RNU6-1092P","RNU6-1092P","RNU6-1092P","magenta"
"AC110799.1","AC110799.1","AC110799.1","magenta"
"AC233280.19","AC233280.19","AC233280.19","turquoise"
"TPT1P9","TPT1P9","TPT1P9","lightyellow"
"AL355355.2","AL355355.2","AL355355.2","turquoise"
"AL365222.1","AL365222.1","AL365222.1","blue"
"SIGLEC1","SIGLEC1","SIGLEC1","darkorange"
"CAMTA1-DT","CAMTA1-DT","CAMTA1-DT","magenta"
"AC008494.3","AC008494.3","AC008494.3","salmon"
"AC145124.1","AC145124.1","AC145124.1","magenta"
"HSPD1P4","HSPD1P4","HSPD1P4","pink"
"OAF","OAF","OAF","black"
"TPBGL","TPBGL","TPBGL","yellow"
"AC007325.4","AC007325.4","AC007325.4","lightcyan"
"AL137141.1","AL137141.1","AL137141.1","pink"
"AC026471.5","AC026471.5","AC026471.5","purple"
"TGFB1I1","TGFB1I1","TGFB1I1","darkgrey"
"AL139005.1","AL139005.1","AL139005.1","lightgreen"
"AL353622.2","AL353622.2","AL353622.2","brown"
"CTXN1","CTXN1","CTXN1","yellow"
"SCD","SCD","SCD","brown"
"HCG22","HCG22","HCG22","black"
"LINC01268","LINC01268","LINC01268","red"
"MIR4727","MIR4727","MIR4727","green"
"AC092354.2","AC092354.2","AC092354.2","purple"
"AC092645.1","AC092645.1","AC092645.1","blue"
"MAL","MAL","MAL","pink"
"CKMT1B","CKMT1B","CKMT1B","pink"
"AL109797.1","AL109797.1","AL109797.1","black"
"MAN1B1-AS1","MAN1B1-AS1","MAN1B1-AS1","purple"
"U2AF1L5","U2AF1L5","U2AF1L5","turquoise"
"PLP2","PLP2","PLP2","darkgrey"
"RNU6-140P","RNU6-140P","RNU6-140P","turquoise"
"IGHV3-74","IGHV3-74","IGHV3-74","green"
"CYBA","CYBA","CYBA","red"
"AC015660.2","AC015660.2","AC015660.2","pink"
"OR7E29P","OR7E29P","OR7E29P","yellow"
"RGS4","RGS4","RGS4","cyan"
"AL589880.1","AL589880.1","AL589880.1","green"
"AC012512.1","AC012512.1","AC012512.1","purple"
"RNA5SP240","RNA5SP240","RNA5SP240","blue"
"SPATA25","SPATA25","SPATA25","black"
"AF213884.3","AF213884.3","AF213884.3","brown"
"CA4","CA4","CA4","blue"
"AC233982.1","AC233982.1","AC233982.1","darkturquoise"
"HIST2H2BE","HIST2H2BE","HIST2H2BE","brown"
"CLEC4E","CLEC4E","CLEC4E","pink"
"BHLHA9","BHLHA9","BHLHA9","magenta"
"AC084809.2","AC084809.2","AC084809.2","blue"
"RN7SL73P","RN7SL73P","RN7SL73P","purple"
"ASCL1","ASCL1","ASCL1","black"
"PGAM1P8","PGAM1P8","PGAM1P8","pink"
"SLC16A8","SLC16A8","SLC16A8","greenyellow"
"RN7SL787P","RN7SL787P","RN7SL787P","yellow"
"HGFAC","HGFAC","HGFAC","yellow"
"AC126915.2","AC126915.2","AC126915.2","purple"
"MAGEA7P","MAGEA7P","MAGEA7P","royalblue"
"AP004609.3","AP004609.3","AP004609.3","brown"
"AL138781.2","AL138781.2","AL138781.2","turquoise"
"CLDN9","CLDN9","CLDN9","magenta"
"CHADL","CHADL","CHADL","pink"
"AC008663.3","AC008663.3","AC008663.3","greenyellow"
"TMEM171","TMEM171","TMEM171","cyan"
"BOK","BOK","BOK","pink"
"PLIN4","PLIN4","PLIN4","black"
"DOK2","DOK2","DOK2","midnightblue"
"OR2L6P","OR2L6P","OR2L6P","brown"
"AC007325.2","AC007325.2","AC007325.2","black"
"HIST1H2BM","HIST1H2BM","HIST1H2BM","brown"
"ATP1B2","ATP1B2","ATP1B2","black"
"NDUFS6P1","NDUFS6P1","NDUFS6P1","purple"
"FZD10","FZD10","FZD10","lightgreen"
"AL450326.2","AL450326.2","AL450326.2","pink"
"IGHD1-26","IGHD1-26","IGHD1-26","green"
"NET1","NET1","NET1","tan"
"AC119751.5","AC119751.5","AC119751.5","blue"
"AC007106.1","AC007106.1","AC007106.1","darkgreen"
"FOXD4","FOXD4","FOXD4","pink"
"NFYC-AS1","NFYC-AS1","NFYC-AS1","greenyellow"
"CSF3R","CSF3R","CSF3R","red"
"AL133551.1","AL133551.1","AL133551.1","black"
"RAMP2","RAMP2","RAMP2","lightgreen"
"NKAIN4","NKAIN4","NKAIN4","black"
"AC005412.1","AC005412.1","AC005412.1","pink"
"TMEM200B","TMEM200B","TMEM200B","tan"
"LINC01971","LINC01971","LINC01971","pink"
"AL157700.1","AL157700.1","AL157700.1","lightgreen"
"AC079905.1","AC079905.1","AC079905.1","tan"
"FAM43A","FAM43A","FAM43A","tan"
"SCN1B","SCN1B","SCN1B","turquoise"
"AL391987.5","AL391987.5","AL391987.5","darkred"
"AC016355.1","AC016355.1","AC016355.1","lightcyan"
"RPS27P16","RPS27P16","RPS27P16","blue"
"SLC30A3","SLC30A3","SLC30A3","blue"
"MRO","MRO","MRO","black"
"AC098859.2","AC098859.2","AC098859.2","orange"
"GPR45","GPR45","GPR45","purple"
"SLC7A10","SLC7A10","SLC7A10","black"
"RNU6-1227P","RNU6-1227P","RNU6-1227P","salmon"
"AP006545.1","AP006545.1","AP006545.1","pink"
"SRARP","SRARP","SRARP","lightgreen"
"TGFBI","TGFBI","TGFBI","darkgrey"
"AC092329.2","AC092329.2","AC092329.2","yellow"
"AC138089.1","AC138089.1","AC138089.1","blue"
"AP000345.2","AP000345.2","AP000345.2","yellow"
"AF129075.2","AF129075.2","AF129075.2","brown"
"SCRT1","SCRT1","SCRT1","pink"
"LINC01168","LINC01168","LINC01168","blue"
"AC108704.1","AC108704.1","AC108704.1","blue"
"CYP4F34P","CYP4F34P","CYP4F34P","green"
"PPIAP81","PPIAP81","PPIAP81","blue"
"BX088702.1","BX088702.1","BX088702.1","salmon"
"EEF1GP5","EEF1GP5","EEF1GP5","pink"
"SNORA75B","SNORA75B","SNORA75B","darkred"
"AL670729.3","AL670729.3","AL670729.3","tan"
"AL162377.2","AL162377.2","AL162377.2","darkred"
"AC073195.1","AC073195.1","AC073195.1","purple"
"SULT1A2","SULT1A2","SULT1A2","cyan"
"PDCL2P2","PDCL2P2","PDCL2P2","greenyellow"
"AC103724.2","AC103724.2","AC103724.2","turquoise"
"AL161618.1","AL161618.1","AL161618.1","yellow"
"FNBP1P1","FNBP1P1","FNBP1P1","pink"
"AL031133.1","AL031133.1","AL031133.1","blue"
"AL158801.5","AL158801.5","AL158801.5","darkturquoise"
"LINC01353","LINC01353","LINC01353","green"
"AC122707.1","AC122707.1","AC122707.1","blue"
"RNU6-635P","RNU6-635P","RNU6-635P","salmon"
"AGAP9","AGAP9","AGAP9","salmon"
"AL158211.4","AL158211.4","AL158211.4","turquoise"
"MAGEL2","MAGEL2","MAGEL2","white"
"AL161935.1","AL161935.1","AL161935.1","yellow"
"AF131216.4","AF131216.4","AF131216.4","black"
"RASL11B","RASL11B","RASL11B","blue"
"TNNC1","TNNC1","TNNC1","tan"
"RPL7L1P8","RPL7L1P8","RPL7L1P8","black"
"AC019322.2","AC019322.2","AC019322.2","salmon"
"TWF1P1","TWF1P1","TWF1P1","grey60"
"TNC","TNC","TNC","green"
"AC027801.3","AC027801.3","AC027801.3","green"
"RAB43P1","RAB43P1","RAB43P1","greenyellow"
"CNNM3-DT","CNNM3-DT","CNNM3-DT","cyan"
"AMIGO2","AMIGO2","AMIGO2","yellow"
"NWD1","NWD1","NWD1","black"
"LINC01827","LINC01827","LINC01827","blue"
"AL139125.2","AL139125.2","AL139125.2","red"
"XAF1","XAF1","XAF1","darkorange"
"AC098614.1","AC098614.1","AC098614.1","darkgrey"
"PPM1AP1","PPM1AP1","PPM1AP1","white"
"GLI1","GLI1","GLI1","black"
"RGCC","RGCC","RGCC","cyan"
"A2M-AS1","A2M-AS1","A2M-AS1","brown"
"PSD2","PSD2","PSD2","black"
"FAM238C","FAM238C","FAM238C","yellow"
"SLC15A2","SLC15A2","SLC15A2","black"
"CD53","CD53","CD53","red"
"ITGB4","ITGB4","ITGB4","black"
"RNA5SP166","RNA5SP166","RNA5SP166","salmon"
"AC087241.2","AC087241.2","AC087241.2","yellow"
"AC023509.4","AC023509.4","AC023509.4","red"
"PLEKHA3P1","PLEKHA3P1","PLEKHA3P1","red"
"PTGER1","PTGER1","PTGER1","pink"
"SNAP23P1","SNAP23P1","SNAP23P1","turquoise"
"TERF1P2","TERF1P2","TERF1P2","pink"
"AC104066.1","AC104066.1","AC104066.1","skyblue"
"RNU6-497P","RNU6-497P","RNU6-497P","turquoise"
"SLC7A2","SLC7A2","SLC7A2","tan"
"AL355472.1","AL355472.1","AL355472.1","yellow"
"STC2","STC2","STC2","tan"
"AC091729.3","AC091729.3","AC091729.3","purple"
"MIR200A","MIR200A","MIR200A","green"
"IMP3P2","IMP3P2","IMP3P2","tan"
"CHCHD2P2","CHCHD2P2","CHCHD2P2","purple"
"AP000648.3","AP000648.3","AP000648.3","midnightblue"
"AC099794.2","AC099794.2","AC099794.2","turquoise"
"AL109918.1","AL109918.1","AL109918.1","pink"
"UBE2Q2P9","UBE2Q2P9","UBE2Q2P9","grey60"
"AC079949.2","AC079949.2","AC079949.2","lightcyan"
"ASCL2","ASCL2","ASCL2","red"
"NPIPA8","NPIPA8","NPIPA8","turquoise"
"AC025594.3","AC025594.3","AC025594.3","darkorange"
"TLR2","TLR2","TLR2","red"
"AC093627.7","AC093627.7","AC093627.7","red"
"AL592424.1","AL592424.1","AL592424.1","turquoise"
"PFKP","PFKP","PFKP","turquoise"
"IFNA21","IFNA21","IFNA21","purple"
"SNORD3C","SNORD3C","SNORD3C","darkred"
"RN7SL832P","RN7SL832P","RN7SL832P","lightcyan"
"DCAF12L2","DCAF12L2","DCAF12L2","greenyellow"
"AC015983.1","AC015983.1","AC015983.1","darkturquoise"
"TAC3","TAC3","TAC3","blue"
"HCG24","HCG24","HCG24","brown"
"AL513217.1","AL513217.1","AL513217.1","green"
"PPIAP77","PPIAP77","PPIAP77","grey60"
"LINC00940","LINC00940","LINC00940","pink"
"AL139327.2","AL139327.2","AL139327.2","purple"
"AP002414.2","AP002414.2","AP002414.2","black"
"AL078587.1","AL078587.1","AL078587.1","cyan"
"RPL35AP4","RPL35AP4","RPL35AP4","turquoise"
"AL161421.1","AL161421.1","AL161421.1","tan"
"AC103563.7","AC103563.7","AC103563.7","pink"
"FTOP1","FTOP1","FTOP1","tan"
"AC099560.2","AC099560.2","AC099560.2","brown"
"TOGARAM2","TOGARAM2","TOGARAM2","yellow"
"NCAPGP2","NCAPGP2","NCAPGP2","yellow"
"HIST1H2APS5","HIST1H2APS5","HIST1H2APS5","turquoise"
"AL023583.1","AL023583.1","AL023583.1","yellow"
"TNFRSF4","TNFRSF4","TNFRSF4","greenyellow"
"AC092134.1","AC092134.1","AC092134.1","yellow"
"AL359757.1","AL359757.1","AL359757.1","pink"
"AC015961.1","AC015961.1","AC015961.1","pink"
"MSX2","MSX2","MSX2","tan"
"AC025449.1","AC025449.1","AC025449.1","darkgrey"
"OR7E115P","OR7E115P","OR7E115P","yellow"
"AF186192.3","AF186192.3","AF186192.3","turquoise"
"SLC45A3","SLC45A3","SLC45A3","pink"
"CALM2P4","CALM2P4","CALM2P4","salmon"
"AC099535.1","AC099535.1","AC099535.1","salmon"
"RNU6-367P","RNU6-367P","RNU6-367P","magenta"
"RNU7-133P","RNU7-133P","RNU7-133P","green"
"AC008556.1","AC008556.1","AC008556.1","orange"
"AC112907.3","AC112907.3","AC112907.3","greenyellow"
"NECAB2","NECAB2","NECAB2","yellow"
"TMED10P2","TMED10P2","TMED10P2","grey60"
"AP004609.2","AP004609.2","AP004609.2","blue"
"RNA5SP64","RNA5SP64","RNA5SP64","blue"
"AC015813.7","AC015813.7","AC015813.7","greenyellow"
