"","PSID","Gene","Module","kTotal","kWithin","kOut","kDiff"
"1","A1BG","A1BG","purple",10.641208916372,1.27455562797562,9.36665328839635,-8.09209766042073
"2","A2M","A2M","lightgreen",22.4128692887635,4.34892073260327,18.0639485561602,-13.715027823557
"3","A2M-AS1","A2M-AS1","brown",9.41699215738213,1.15447466788245,8.26251748949969,-7.10804282161724
"4","A2ML1","A2ML1","black",29.5933866592325,11.1800738597661,18.4133127994664,-7.23323893970028
"5","A2MP1","A2MP1","yellow",13.5289782433346,2.24328357112131,11.2856946722133,-9.04241110109201
"6","A4GALT","A4GALT","magenta",15.859050712701,2.11291103137872,13.7461396813222,-11.6332286499435
"7","A4GNT","A4GNT","royalblue",15.7379243770313,1.39496606546053,14.3429583115708,-12.9479922461103
"8","AAAS","AAAS","tan",15.2141079191443,0.989208627601711,14.2248992915426,-13.2356906639409
"9","AACS","AACS","blue",24.3070053105995,5.39780749063621,18.9091978199633,-13.511390329327
"10","AADAT","AADAT","red",23.570310936729,2.19775138996976,21.3725595467593,-19.1748081567895
"11","AAED1","AAED1","red",15.8613696423835,3.12432935417226,12.7370402882112,-9.61271093403893
"12","AAGAB","AAGAB","turquoise",22.4210691790485,8.21375175415222,14.2073174248962,-5.99356567074401
"13","AAK1","AAK1","turquoise",18.9520462183526,4.38341215955844,14.5686340587941,-10.1852218992357
"14","AAMP","AAMP","brown",36.9400764607737,12.2454927615288,24.6945836992448,-12.449090937716
"15","AANAT","AANAT","red",25.2281785173677,10.0692860754043,15.1588924419634,-5.08960636655914
"16","AAR2","AAR2","turquoise",19.6741523066979,5.65494507568691,14.019207231011,-8.36426215532412
"17","AARD","AARD","yellow",11.049983105742,3.0089795998981,8.04100350584394,-5.03202390594584
"18","AARS","AARS","turquoise",39.2654168589021,21.6421916340707,17.6232252248314,4.01896640923923
"19","AASDH","AASDH","greenyellow",14.9770327989393,0.926146482350247,14.0508863165891,-13.1247398342388
"20","AASDHPPT","AASDHPPT","brown",13.3819048278099,2.16217617864759,11.2197286491623,-9.0575524705147
"21","AASS","AASS","black",19.8630893419793,2.37422988919978,17.4888594527796,-15.1146295635798
"22","AATBC","AATBC","pink",14.2391778400005,1.70564516953377,12.5335326704667,-10.827887500933
"23","AATF","AATF","turquoise",23.3717867824423,9.65792648064248,13.7138603017998,-4.05593382115731
"24","AATK","AATK","pink",27.7686355659711,8.03995551736196,19.7286800486091,-11.6887245312471
"25","AB015752.1","AB015752.1","blue",25.895007465874,6.37397397457661,19.5210334912974,-13.1470595167208
"26","ABAT","ABAT","black",19.2763190712722,5.30446307147849,13.9718559997937,-8.66739292831522
"27","ABCA1","ABCA1","black",19.3813492356042,3.90870801148172,15.4726412241224,-11.5639332126407
"28","ABCA10","ABCA10","darkred",19.3606808213395,0.7388122915363,18.6218685298032,-17.8830562382669
"29","ABCA17P","ABCA17P","salmon",17.0065503044033,2.20816692535077,14.7983833790525,-12.5902164537018
"30","ABCA2","ABCA2","pink",22.843012851851,8.25157766321023,14.5914351886408,-6.33985752543059
"31","ABCA3","ABCA3","turquoise",26.1255563505203,13.3184324201393,12.8071239303809,0.511308489758374
"32","ABCA5","ABCA5","midnightblue",13.5680601506871,1.38136526394891,12.1866948867382,-10.8053296227893
"33","ABCA6","ABCA6","yellow",17.0382785920617,0.843347316817655,16.194931275244,-15.3515839584264
"34","ABCA7","ABCA7","red",17.8880795303252,3.13215249230711,14.755927038018,-11.6237745457109
"35","ABCA8","ABCA8","pink",12.8472124272879,2.63758419697482,10.2096282303131,-7.57204403333826
"36","ABCB1","ABCB1","lightgreen",23.0137487727935,4.58168301176284,18.4320657610307,-13.8503827492679
"37","ABCB10","ABCB10","greenyellow",20.3559083777944,1.48776177398573,18.8681466038087,-17.380384829823
"38","ABCB7","ABCB7","turquoise",21.2328498061071,7.16759145450502,14.0652583516021,-6.89766689709704
"39","ABCB8","ABCB8","lightcyan",14.3087171951865,0.689055075562651,13.6196621196238,-12.9306070440612
"40","ABCB9","ABCB9","black",21.8987158300187,4.65884084555142,17.2398749844673,-12.5810341389159
"41","ABCC1","ABCC1","green",41.622808052027,25.2982016505207,16.3246064015063,8.97359524901441
"42","ABCC10","ABCC10","red",22.0900129963535,6.28861946310422,15.8013935332493,-9.51277407014509
"43","ABCC12","ABCC12","salmon",18.144931581251,1.3416610998698,16.8032704813812,-15.4616093815114
"44","ABCC3","ABCC3","green",46.4507174568695,29.4853183111053,16.9653991457642,12.5199191653411
"45","ABCC4","ABCC4","red",19.3067425911128,4.88985903991367,14.4168835511991,-9.52702451128545
"46","ABCC5","ABCC5","greenyellow",17.2585688464342,1.72906439973945,15.5295044466948,-13.8004400469553
"47","ABCC6","ABCC6","purple",22.9365756754054,4.13299498500231,18.8035806904031,-14.6705857054008
"48","ABCC8","ABCC8","tan",12.5774096812944,0.595748257603634,11.9816614236907,-11.3859131660871
"49","ABCC9","ABCC9","red",17.1105386501777,1.29007257055007,15.8204660796276,-14.5303935090776
