"","astro_SRR1033783","astro_SRR1033784","endo_SRR1033795","endo_SRR1033796","macrophages_SRR1106141","macrophages_SRR1106142","macrophages_SRR1106143","macrophages_SRR1106169","macrophages_SRR1106186","macrophages_SRR1106188","microglia_SRR1033793","microglia_SRR1033794","microglia_SRR1106118","microglia_SRR1106122","microglia_SRR5483445","microglia_SRR5483446","microglia_SRR5483447","monocytes_SRR5483448","monocytes_SRR5483449","monocytes_SRR5483450","monocytes_SRR5483451","monocytes_SRR5483452","myeoligo_SRR1033791","myeoligo_SRR1033792","neuron_SRR1033785","neuron_SRR1033786","newoligo_SRR1033789","newoligo_SRR1033790","preoligo_SRR1033787","preoligo_SRR1033788"
"1700047M11Rik",0.868420942536742,0.240450173172172,0.0423807051642101,0.0528990258004364,1.5616771055516,2.2472174716076,2.66851306968805,2.7512531091647,2.49232934277101,2.37346867647634,0.136640934905955,0.014358845847118,0.18319809409832,0.152164963964595,0.235169976995424,0,0,2.94844206187193,3.72508731875418,4.17769372444672,1.28268230737559,1.49259960714489,5.10670739388276,5.19181052254099,0.272267578602264,0.782279863568019,6.89110979000716,5.919923527095,4.28091794773505,3.02251913942245
"1810041L15Rik",1.22480611504426,1.52267989209186,0.165055277161768,0.128023345372618,0,0,0,0,0.0829163913284556,0,0.337028092829132,0.291220477529339,0,0.104842808920088,0.117668756121323,0.117827392285296,0.147485661121489,0.123370916945132,0.106613957205398,0.097902056662568,0.16252486549319,0.230631688709071,3.92931475133524,4.38981717097174,3.16885090653469,2.5520464890293,6.78404676617799,6.97299173699414,4.43682172237601,4.81767236532548
"2210011C24Rik",0.757706608806283,1.11570078639142,0,0,0,0,0,0,0,0,0.512134335906618,1.17546165254423,0,0,1.14948361027477,1.6398908097522,1.52298806441431,0,0.737789506159326,1.78441121050477,1.12845161020906,1.06859481882511,5.52508816869018,5.28406006342529,0.6893606202186,0.657809502325847,5.98825192267487,5.92794737498961,2.40649019246324,2.91138817109366
"AC122356.1",0.128746543477093,0.0918066569152859,0,0.0142441498992624,0,0.22855960808707,0.545141967433622,0,0,0,0.0172045378427544,0,0,0,0.37181158745296,0,0,0,0.154147225120697,1.16272610429507,0.486170607071548,0.946183599174487,3.50978084950356,3.51067643287831,0.0246661206005985,0,4.88301559391101,4.33516820607304,0.6162053165009,0.939748889010817
"Aatk",5.03435272429616,4.35189567452572,0.411213131095178,0.40262589578017,1.36204739000219,1.06625650475097,1.13558417693975,1.26868089027928,1.02953115687745,1.31346364809767,2.40754108021399,3.00920304424697,0.392430331717296,0.82411878294564,2.18079867503947,2.53466170629054,2.48133586753597,4.38705351885759,3.18081806342658,3.287163905473,1.75686223731652,2.00244075665716,7.96910873115021,7.94804498936991,5.44358622115128,5.01372544720177,8.4486619614601,7.9981994141706,4.3134010890925,4.86207650507715
"Ablim2",0.583182134867868,0.287864560267086,0.044710634150403,0.018090619004278,0.0305655986419141,0.0223233704168902,0.0589532329186967,0.0544073357882936,0.0884192196608014,0.0549403759298143,0.41400098841417,0.66372859669815,0.0349298719117717,0.0192356841842245,0.214405850081698,0.196764359824857,0.442950575516443,0.0672157081584538,0.140690424120707,0.236551795144005,0.29572957677485,0.275561654372824,3.07053322402494,3.17613458572899,2.52459988341348,2.54187870147133,4.71083193690466,4.04420877491765,0.40186404981636,0.531917239598876
"Abtb2",3.36929989019891,3.54575259644227,0.191581060974158,0.172830529752714,0.192982096712333,0.273171251967941,0.231734530041988,0.32985596782598,0.255357410327747,0.282393246561298,0.263410040161596,0.210784024823187,0.00981345122556662,0.0633079608207087,0.928756208853087,0.783823635120072,0.822681957072831,3.72263092266132,2.48436382712578,2.45255491306939,2.52600094160033,2.53358488292597,2.90812769114296,3.21831552235389,2.11072531981985,2.09082601020285,4.78004294211341,5.39159464558682,3.95315765090638,4.40500589350338
"Adamts4",1.21316121445281,2.10977335704985,3.37189368078627,3.07036146294689,0,0,0,0,0,0,1.03126176660157,0.971513514975963,0.139624126240289,0,0.517874166187927,0.719226478963644,0.441102271028705,0,0.467030982582622,0.662896418291588,0.647092932652649,1.17419921818823,7.80706004577366,7.9856056568674,2.83944841582695,2.28718095036652,9.51183346866154,8.62588970311967,2.66996303344273,2.693914942197
"Alox5",0.0375371983898325,0.0142066095704687,0.0538390116480253,0.00645351879722764,5.88379492693447,5.44570268181682,5.20727021843902,5.45357042075425,4.97467695759539,5.21730354287998,2.51429996353472,2.78691936675943,1.30030731091017,1.79506215280092,3.72831714565496,3.85909829501041,4.28421057338864,5.44096713444129,4.6215201057447,4.71726397025184,3.38688404451361,3.44948699289713,2.07087993190246,2.20715611041022,0.179457928352207,0.261103427851437,3.44795278581205,3.51463379890475,0.686336020813814,0.553538345591193
"Arhgef10",2.51399489113396,2.51510701023046,2.32470745583404,2.23173775377715,0.241958776669871,0.180118610466226,0.0421404143340722,0.218927767474826,0.0633860087030521,0.150996731987957,0.331883492877502,0.236834043658292,0.0493952228011104,0.18083297511393,0.448222662995594,0.090328254339237,0.652666165896604,0.769734001464248,0.607960132578958,0.759629575742385,0.47302370404266,0.86836407908925,5.17378328247528,5.17927820740724,1.26992555891426,1.70038374847364,5.79696492564356,5.34017477818836,2.52377254934991,2.30764587164828
"Atcay",0.26864268230282,0.546976414627153,0.225675456263272,0.10295600068781,0,0,0.138396195289984,0,0,0.0874143111774364,0.435615891328074,0.651713605940315,0,0.0905818174344188,0.255054367737415,0.210097150983125,0.502225443777198,0.243909153772091,0.0696353061119745,0.53875622264701,0.434524244655643,0.533132355775004,2.88210239653325,3.32685401684765,5.81514042926404,5.37133750257057,5.12226776640931,5.4588263983065,4.67882221182405,5.20624078510631
