"","logFC","logCPM","LR","PValue","adj.P.Val","Contrast","FC"
"mt-Th",-13.0405965448641,6.17578841905414,96.3063327415095,9.84147421154997e-23,1.32507532889158e-18,"macrophagesBYo",0.000118683208515551
"mt-Tl1",-14.693895277331,7.80167249733574,95.9171748467795,1.19791649314432e-22,1.32507532889158e-18,"macrophagesBYo",3.77308655762334e-05
"mt-Tr",-12.3229569546921,5.48358177562583,89.8982009035571,2.50734916084897e-21,1.8490028495154e-17,"macrophagesBYo",0.000195173262296692
"mt-Tl2",-12.2220582481732,5.38733681947856,85.8896259857939,1.90264310946559e-20,1.05230433776768e-16,"macrophagesBYo",0.000209311870399238
"mt-Tp",-7.89861870306347,11.345456499577,60.7259216873127,6.56006136819991e-15,2.90256475297373e-11,"macrophagesBYo",0.004190625449016
"Cd5l",12.1353590294056,9.2428757460192,59.5245076943033,1.20780595218629e-14,3.98353544473286e-11,"macrophagesBYo",4498.90762511379
"mt-Nd2",-6.37954382039094,12.5100366370286,59.4405618031079,1.26044153655155e-14,3.98353544473286e-11,"macrophagesBYo",0.0120106345113976
"mt-Nd4",-5.6666566215519,11.8996958152611,54.889168520002,1.27521859687245e-13,3.52645762732616e-10,"macrophagesBYo",0.0196864034754978
"mt-Atp8",-8.30221871133601,11.1098246899268,54.5293234082653,1.53145517077524e-13,3.72607487430752e-10,"macrophagesBYo",0.003167985151224
"Alox15",13.1578035316772,9.2928056792706,54.3424321623205,1.68425388704404e-13,3.72607487430752e-10,"macrophagesBYo",9138.8918960621
"mt-Rnr2",-7.87103405827376,14.148369109347,54.0309129763828,1.97360006789251e-13,3.96926857290781e-10,"macrophagesBYo",0.00427152204009489
"Saa3",14.4440165048582,12.0593333741995,52.1729430302569,5.08215844106365e-13,9.36938259930426e-10,"macrophagesBYo",22288.5710322087
"Serpinb2",10.253666994233,5.84393705939455,51.1686488893325,8.47615922634334e-13,1.44244669664918e-09,"macrophagesBYo",1220.84725432612
"Arg1",10.3676847778634,5.55606196193718,50.0460874602303,1.50176935791974e-12,2.37311739323274e-09,"macrophagesBYo",1321.24727231635
"mt-Nd1",-5.76055543353519,13.5193936423968,45.9668089790634,1.20273521276778e-11,1.77387407413743e-08,"macrophagesBYo",0.018445907345134
"Gm26863",9.97355587155228,4.7716299045963,45.6043117234804,1.44722657330598e-11,2.00106209257801e-08,"macrophagesBYo",1005.40138872487
"Gbp2b",9.023760429664,4.39492674690095,44.9709424422067,1.99979994923835e-11,2.60244554570588e-08,"macrophagesBYo",520.502192254312
"Vsig4",9.13173467343228,4.12081861460939,44.8236588096223,2.15601832850311e-11,2.64986630452635e-08,"macrophagesBYo",560.952449965753
"mt-Co1",-5.61923890605267,14.5841604735487,44.4980057641877,2.54616431546569e-11,2.96467332373934e-08,"macrophagesBYo",0.020344196244036
"mt-Nd5",-5.30495661026696,11.5275190579256,43.6918912698092,3.84361015919545e-11,4.25160937759404e-08,"macrophagesBYo",0.025295830039672
"Timd4",7.86000791804703,4.47192075303229,42.9182035259271,5.70770781247494e-11,6.01293428263729e-08,"macrophagesBYo",232.326178850183
"Hpgd",-7.38371830064468,5.23652567134403,42.255848763526,8.00801615501222e-11,8.05278824533343e-08,"macrophagesBYo",0.00598796581031835
"F7",8.59673506617525,4.2355761696621,42.118296872089,8.59155566044425e-11,8.26395590765253e-08,"macrophagesBYo",387.146305951356
"Fabp4",13.3141797147366,8.94904765894476,40.9547065482819,1.55798363687275e-10,1.43613633327233e-07,"macrophagesBYo",10185.1507602719
"Gata6",8.34710741524806,3.86462497179849,40.8334395613738,1.6577208505041e-10,1.46695033502809e-07,"macrophagesBYo",325.633973763363
"Cfb",8.43285825976372,4.89942103738306,39.9826755143193,2.56225315367288e-10,2.18018178918096e-07,"macrophagesBYo",345.575770794302
