"","PSID","Gene","Module"
"NFAT5","NFAT5","NFAT5","HuAgeMSNDsplit_02"
"PCDHA1","PCDHA1","PCDHA1","HuAgeMSNDsplit_01"
"BTNL2","BTNL2","BTNL2","HuAgeMSNDsplit_02"
"SLC2A6","SLC2A6","SLC2A6","HuAgeMSNDsplit_18"
"SLC7A5","SLC7A5","SLC7A5","HuAgeMSNDsplit_14"
"DSC2","DSC2","DSC2","HuAgeMSNDsplit_02"
"PITX2","PITX2","PITX2","HuAgeMSNDsplit_01"
"HPN","HPN","HPN","HuAgeMSNDsplit_06"
"SLC15A2","SLC15A2","SLC15A2","HuAgeMSNDsplit_10"
"UPP1","UPP1","UPP1","HuAgeMSNDsplit_02"
"GPR32","GPR32","GPR32","HuAgeMSNDsplit_02"
"ADAM2","ADAM2","ADAM2","HuAgeMSNDsplit_01"
"SLC16A8","SLC16A8","SLC16A8","HuAgeMSNDsplit_06"
"CCT6B","CCT6B","CCT6B","HuAgeMSNDsplit_01"
"TFCP2L1","TFCP2L1","TFCP2L1","HuAgeMSNDsplit_03"
"MYO1E","MYO1E","MYO1E","HuAgeMSNDsplit_05"
"FXYD5","FXYD5","FXYD5","HuAgeMSNDsplit_02"
"B3GNT1","B3GNT1","B3GNT1","HuAgeMSNDsplit_03"
"CALCRL","CALCRL","CALCRL","HuAgeMSNDsplit_02"
"PFKFB3","PFKFB3","PFKFB3","HuAgeMSNDsplit_02"
"SULT2B1","SULT2B1","SULT2B1","HuAgeMSNDsplit_01"
"PDGFRB","PDGFRB","PDGFRB","HuAgeMSNDsplit_14"
"KCNN2","KCNN2","KCNN2","HuAgeMSNDsplit_03"
"MLF2","MLF2","MLF2","HuAgeMSNDsplit_09"
"C8B","C8B","C8B","HuAgeMSNDsplit_02"
"STIP1","STIP1","STIP1","HuAgeMSNDsplit_16"
"LTC4S","LTC4S","LTC4S","HuAgeMSNDsplit_01"
"AFF1","AFF1","AFF1","HuAgeMSNDsplit_02"
"PPP1R15A","PPP1R15A","PPP1R15A","HuAgeMSNDsplit_03"
"HIST1H2BC","HIST1H2BC","HIST1H2BC","HuAgeMSNDsplit_04"
"CACNA2D2","CACNA2D2","CACNA2D2","HuAgeMSNDsplit_18"
"FRK","FRK","FRK","HuAgeMSNDsplit_01"
"SNTB1","SNTB1","SNTB1","HuAgeMSNDsplit_10"
"EEF2","EEF2","EEF2","HuAgeMSNDsplit_09"
"ATP2B3","ATP2B3","ATP2B3","HuAgeMSNDsplit_18"
"MNDA","MNDA","MNDA","HuAgeMSNDsplit_04"
"HTR3B","HTR3B","HTR3B","HuAgeMSNDsplit_02"
"LAIR2","LAIR2","LAIR2","HuAgeMSNDsplit_02"
"WFDC1","WFDC1","WFDC1","HuAgeMSNDsplit_01"
"SQLE","SQLE","SQLE","HuAgeMSNDsplit_06"
"SNCAIP","SNCAIP","SNCAIP","HuAgeMSNDsplit_08"
"TRIM10","TRIM10","TRIM10","HuAgeMSNDsplit_02"
"CNOT3","CNOT3","CNOT3","HuAgeMSNDsplit_09"
"ABCB9","ABCB9","ABCB9","HuAgeMSNDsplit_03"
"STX1A","STX1A","STX1A","HuAgeMSNDsplit_15"
"NR1H3","NR1H3","NR1H3","HuAgeMSNDsplit_04"
"GTF3C4","GTF3C4","GTF3C4","HuAgeMSNDsplit_01"
"HOOK1","HOOK1","HOOK1","HuAgeMSNDsplit_03"
"IL2RG","IL2RG","IL2RG","HuAgeMSNDsplit_01"
"USP11","USP11","USP11","HuAgeMSNDsplit_21"
"NPPB","NPPB","NPPB","HuAgeMSNDsplit_01"
"LYN","LYN","LYN","HuAgeMSNDsplit_04"
"SEMA4D","SEMA4D","SEMA4D","HuAgeMSNDsplit_05"
"ACSM3","ACSM3","ACSM3","HuAgeMSNDsplit_02"
"ASGR2","ASGR2","ASGR2","HuAgeMSNDsplit_01"
"ANK3","ANK3","ANK3","HuAgeMSNDsplit_15"
"SFTPC","SFTPC","SFTPC","HuAgeMSNDsplit_05"
"RPS18","RPS18","RPS18","HuAgeMSNDsplit_07"
"LRRC17","LRRC17","LRRC17","HuAgeMSNDsplit_08"
"TNPO1","TNPO1","TNPO1","HuAgeMSNDsplit_16"
"CTSZ","CTSZ","CTSZ","HuAgeMSNDsplit_04"
"MASP1","MASP1","MASP1","HuAgeMSNDsplit_10"
"GABRA3","GABRA3","GABRA3","HuAgeMSNDsplit_03"
"HIST1H2BO","HIST1H2BO","HIST1H2BO","HuAgeMSNDsplit_02"
"PBXIP1","PBXIP1","PBXIP1","HuAgeMSNDsplit_10"
"IGF1R","IGF1R","IGF1R","HuAgeMSNDsplit_13"
"ATP2B2","ATP2B2","ATP2B2","HuAgeMSNDsplit_01"
"OPHN1","OPHN1","OPHN1","HuAgeMSNDsplit_05"
"ZNF83","ZNF83","ZNF83","HuAgeMSNDsplit_05"
"KCNF1","KCNF1","KCNF1","HuAgeMSNDsplit_15"
"NOX3","NOX3","NOX3","HuAgeMSNDsplit_02"
"HBE1","HBE1","HBE1","HuAgeMSNDsplit_01"
"FLNC","FLNC","FLNC","HuAgeMSNDsplit_06"
"BMX","BMX","BMX","HuAgeMSNDsplit_02"
"JAM2","JAM2","JAM2","HuAgeMSNDsplit_08"
"RAB40B","RAB40B","RAB40B","HuAgeMSNDsplit_06"
"DICER1","DICER1","DICER1","HuAgeMSNDsplit_02"
"PRKCG","PRKCG","PRKCG","HuAgeMSNDsplit_09"
"PTPN9","PTPN9","PTPN9","HuAgeMSNDsplit_09"
"NTN1","NTN1","NTN1","HuAgeMSNDsplit_03"
"TRIM49","TRIM49","TRIM49","HuAgeMSNDsplit_05"
"EFNA1","EFNA1","EFNA1","HuAgeMSNDsplit_13"
"HINT1","HINT1","HINT1","HuAgeMSNDsplit_01"
"KCNN4","KCNN4","KCNN4","HuAgeMSNDsplit_03"
"PTP4A1","PTP4A1","PTP4A1","HuAgeMSNDsplit_12"
"NME5","NME5","NME5","HuAgeMSNDsplit_01"
"MSN","MSN","MSN","HuAgeMSNDsplit_04"
"KCNB1","KCNB1","KCNB1","HuAgeMSNDsplit_03"
"SCN8A","SCN8A","SCN8A","HuAgeMSNDsplit_12"
"NKTR","NKTR","NKTR","HuAgeMSNDsplit_17"
"ATN1","ATN1","ATN1","HuAgeMSNDsplit_01"
"SCUBE2","SCUBE2","SCUBE2","HuAgeMSNDsplit_01"
"ATP6V0C","ATP6V0C","ATP6V0C","HuAgeMSNDsplit_09"
"WDR4","WDR4","WDR4","HuAgeMSNDsplit_06"
"BUB1B","BUB1B","BUB1B","HuAgeMSNDsplit_02"
"HBS1L","HBS1L","HBS1L","HuAgeMSNDsplit_01"
"HRH1","HRH1","HRH1","HuAgeMSNDsplit_15"
"MFI2","MFI2","MFI2","HuAgeMSNDsplit_01"
"KIF3A","KIF3A","KIF3A","HuAgeMSNDsplit_01"
"EIF5A2","EIF5A2","EIF5A2","HuAgeMSNDsplit_03"
"GOLGA7","GOLGA7","GOLGA7","HuAgeMSNDsplit_01"
"PTHLH","PTHLH","PTHLH","HuAgeMSNDsplit_01"
"CYP2E1","CYP2E1","CYP2E1","HuAgeMSNDsplit_03"
"IQGAP2","IQGAP2","IQGAP2","HuAgeMSNDsplit_08"
"SLC26A4","SLC26A4","SLC26A4","HuAgeMSNDsplit_03"
"SEC14L1","SEC14L1","SEC14L1","HuAgeMSNDsplit_02"
"SH3BGRL3","SH3BGRL3","SH3BGRL3","HuAgeMSNDsplit_11"
"PTPN4","PTPN4","PTPN4","HuAgeMSNDsplit_01"
"SLC29A1","SLC29A1","SLC29A1","HuAgeMSNDsplit_09"
"KLRC1","KLRC1","KLRC1","HuAgeMSNDsplit_01"
"TIAM1","TIAM1","TIAM1","HuAgeMSNDsplit_01"
"PAK3","PAK3","PAK3","HuAgeMSNDsplit_01"
"CA5B","CA5B","CA5B","HuAgeMSNDsplit_05"
"PERP","PERP","PERP","HuAgeMSNDsplit_02"
"PSMB8","PSMB8","PSMB8","HuAgeMSNDsplit_04"
"GRB7","GRB7","GRB7","HuAgeMSNDsplit_03"
"PAQR4","PAQR4","PAQR4","HuAgeMSNDsplit_06"
"CHST2","CHST2","CHST2","HuAgeMSNDsplit_06"
"NCK2","NCK2","NCK2","HuAgeMSNDsplit_01"
"SERPINE1","SERPINE1","SERPINE1","HuAgeMSNDsplit_01"
"GLRB","GLRB","GLRB","HuAgeMSNDsplit_01"
"CAV3","CAV3","CAV3","HuAgeMSNDsplit_02"
"AVPR1B","AVPR1B","AVPR1B","HuAgeMSNDsplit_01"
"MTMR4","MTMR4","MTMR4","HuAgeMSNDsplit_12"
"PLA2G1B","PLA2G1B","PLA2G1B","HuAgeMSNDsplit_01"
"SMURF2","SMURF2","SMURF2","HuAgeMSNDsplit_16"
"CTRB1","CTRB1","CTRB1","HuAgeMSNDsplit_02"
"CD2","CD2","CD2","HuAgeMSNDsplit_14"
"IL7R","IL7R","IL7R","HuAgeMSNDsplit_01"
"LIPE","LIPE","LIPE","HuAgeMSNDsplit_06"
"PLEK2","PLEK2","PLEK2","HuAgeMSNDsplit_02"
"AASS","AASS","AASS","HuAgeMSNDsplit_02"
"CASP5","CASP5","CASP5","HuAgeMSNDsplit_04"
"GLI3","GLI3","GLI3","HuAgeMSNDsplit_20"
"SNTG2","SNTG2","SNTG2","HuAgeMSNDsplit_01"
"PTPRN2","PTPRN2","PTPRN2","HuAgeMSNDsplit_01"
"RAB31","RAB31","RAB31","HuAgeMSNDsplit_20"
"KCNIP1","KCNIP1","KCNIP1","HuAgeMSNDsplit_12"
"PLAUR","PLAUR","PLAUR","HuAgeMSNDsplit_04"
"LMO7","LMO7","LMO7","HuAgeMSNDsplit_06"
"GJA5","GJA5","GJA5","HuAgeMSNDsplit_02"
"BFSP1","BFSP1","BFSP1","HuAgeMSNDsplit_03"
"AK1","AK1","AK1","HuAgeMSNDsplit_01"
"FBLN2","FBLN2","FBLN2","HuAgeMSNDsplit_08"
"INPP4A","INPP4A","INPP4A","HuAgeMSNDsplit_03"
"MKRN3","MKRN3","MKRN3","HuAgeMSNDsplit_01"
"RBP1","RBP1","RBP1","HuAgeMSNDsplit_01"
"MMP25","MMP25","MMP25","HuAgeMSNDsplit_01"
"NEU2","NEU2","NEU2","HuAgeMSNDsplit_02"
"TSPAN12","TSPAN12","TSPAN12","HuAgeMSNDsplit_02"
"ATM","ATM","ATM","HuAgeMSNDsplit_05"
"GABRA4","GABRA4","GABRA4","HuAgeMSNDsplit_15"
"PSPH","PSPH","PSPH","HuAgeMSNDsplit_01"
"KCNA4","KCNA4","KCNA4","HuAgeMSNDsplit_01"
"PFN1","PFN1","PFN1","HuAgeMSNDsplit_11"
"H2AFZ","H2AFZ","H2AFZ","HuAgeMSNDsplit_07"
"SLC44A4","SLC44A4","SLC44A4","HuAgeMSNDsplit_01"
"HLA-DOB","HLA-DOB","HLA-DOB","HuAgeMSNDsplit_02"
"APOBEC3G","APOBEC3G","APOBEC3G","HuAgeMSNDsplit_17"
"GMPR","GMPR","GMPR","HuAgeMSNDsplit_10"
"PIM1","PIM1","PIM1","HuAgeMSNDsplit_04"
"HSD17B7","HSD17B7","HSD17B7","HuAgeMSNDsplit_05"
"LIN7B","LIN7B","LIN7B","HuAgeMSNDsplit_03"
"BSG","BSG","BSG","HuAgeMSNDsplit_11"
"NDST3","NDST3","NDST3","HuAgeMSNDsplit_03"
"IL26","IL26","IL26","HuAgeMSNDsplit_01"
"EPAS1","EPAS1","EPAS1","HuAgeMSNDsplit_01"
"CD82","CD82","CD82","HuAgeMSNDsplit_02"
"OAZ1","OAZ1","OAZ1","HuAgeMSNDsplit_07"
"ACSL1","ACSL1","ACSL1","HuAgeMSNDsplit_04"
"GFRA1","GFRA1","GFRA1","HuAgeMSNDsplit_03"
"MSH5","MSH5","MSH5","HuAgeMSNDsplit_01"
"FOXF2","FOXF2","FOXF2","HuAgeMSNDsplit_14"
"LXN","LXN","LXN","HuAgeMSNDsplit_01"
"CCNT1","CCNT1","CCNT1","HuAgeMSNDsplit_03"
"HMGCR","HMGCR","HMGCR","HuAgeMSNDsplit_01"
"CR2","CR2","CR2","HuAgeMSNDsplit_03"
"GP6","GP6","GP6","HuAgeMSNDsplit_01"
"JRKL","JRKL","JRKL","HuAgeMSNDsplit_13"
"LEF1","LEF1","LEF1","HuAgeMSNDsplit_14"
"HOXC10","HOXC10","HOXC10","HuAgeMSNDsplit_02"
"MAPK8","MAPK8","MAPK8","HuAgeMSNDsplit_12"
"RFXAP","RFXAP","RFXAP","HuAgeMSNDsplit_02"
"STAG2","STAG2","STAG2","HuAgeMSNDsplit_02"
"GSTZ1","GSTZ1","GSTZ1","HuAgeMSNDsplit_01"
"RHBG","RHBG","RHBG","HuAgeMSNDsplit_02"
"P2RX3","P2RX3","P2RX3","HuAgeMSNDsplit_01"
"ALDH3B1","ALDH3B1","ALDH3B1","HuAgeMSNDsplit_01"
"ACP6","ACP6","ACP6","HuAgeMSNDsplit_02"
"CD6","CD6","CD6","HuAgeMSNDsplit_03"
"TSPAN7","TSPAN7","TSPAN7","HuAgeMSNDsplit_07"
"CASQ2","CASQ2","CASQ2","HuAgeMSNDsplit_02"
"GNA14","GNA14","GNA14","HuAgeMSNDsplit_10"
"NT5E","NT5E","NT5E","HuAgeMSNDsplit_01"
"SPTBN2","SPTBN2","SPTBN2","HuAgeMSNDsplit_18"
"SLC34A2","SLC34A2","SLC34A2","HuAgeMSNDsplit_03"
"UQCRH","UQCRH","UQCRH","HuAgeMSNDsplit_07"
"SLC6A12","SLC6A12","SLC6A12","HuAgeMSNDsplit_14"
"NOS3","NOS3","NOS3","HuAgeMSNDsplit_14"
"LAMA4","LAMA4","LAMA4","HuAgeMSNDsplit_08"
"IRS1","IRS1","IRS1","HuAgeMSNDsplit_16"
"AGPAT4","AGPAT4","AGPAT4","HuAgeMSNDsplit_06"
"DOK1","DOK1","DOK1","HuAgeMSNDsplit_02"
"GSTM4","GSTM4","GSTM4","HuAgeMSNDsplit_05"
"RPL10","RPL10","RPL10","HuAgeMSNDsplit_01"
"KRAS","KRAS","KRAS","HuAgeMSNDsplit_01"
"CCR10","CCR10","CCR10","HuAgeMSNDsplit_01"
"TSHR","TSHR","TSHR","HuAgeMSNDsplit_01"
"PC","PC","PC","HuAgeMSNDsplit_01"
"DHRS3","DHRS3","DHRS3","HuAgeMSNDsplit_10"
"NDRG2","NDRG2","NDRG2","HuAgeMSNDsplit_20"
"PEBP1","PEBP1","PEBP1","HuAgeMSNDsplit_01"
"PFDN2","PFDN2","PFDN2","HuAgeMSNDsplit_01"
"PDE2A","PDE2A","PDE2A","HuAgeMSNDsplit_03"
"FZD3","FZD3","FZD3","HuAgeMSNDsplit_01"
"ACTR2","ACTR2","ACTR2","HuAgeMSNDsplit_12"
"SOX17","SOX17","SOX17","HuAgeMSNDsplit_14"
"SLC10A2","SLC10A2","SLC10A2","HuAgeMSNDsplit_01"
"DNTTIP2","DNTTIP2","DNTTIP2","HuAgeMSNDsplit_02"
"APP","APP","APP","HuAgeMSNDsplit_01"
"XK","XK","XK","HuAgeMSNDsplit_03"
"SSFA2","SSFA2","SSFA2","HuAgeMSNDsplit_02"
"PHGDH","PHGDH","PHGDH","HuAgeMSNDsplit_05"
"PAPSS2","PAPSS2","PAPSS2","HuAgeMSNDsplit_13"
"LY75","LY75","LY75","HuAgeMSNDsplit_02"
"IRAK3","IRAK3","IRAK3","HuAgeMSNDsplit_04"
"CA7","CA7","CA7","HuAgeMSNDsplit_01"
"CBLC","CBLC","CBLC","HuAgeMSNDsplit_01"
"ITGB1BP2","ITGB1BP2","ITGB1BP2","HuAgeMSNDsplit_14"
"SQRDL","SQRDL","SQRDL","HuAgeMSNDsplit_04"
"SLC6A6","SLC6A6","SLC6A6","HuAgeMSNDsplit_05"
"SCAMP1","SCAMP1","SCAMP1","HuAgeMSNDsplit_17"
"UCP3","UCP3","UCP3","HuAgeMSNDsplit_02"
"STMN1","STMN1","STMN1","HuAgeMSNDsplit_01"
"PDE6H","PDE6H","PDE6H","HuAgeMSNDsplit_01"
"CASP4","CASP4","CASP4","HuAgeMSNDsplit_04"
"PLA2G4C","PLA2G4C","PLA2G4C","HuAgeMSNDsplit_06"
"CTAGE5","CTAGE5","CTAGE5","HuAgeMSNDsplit_02"
"TCEB3B","TCEB3B","TCEB3B","HuAgeMSNDsplit_06"
"TLE2","TLE2","TLE2","HuAgeMSNDsplit_02"
"TRIM36","TRIM36","TRIM36","HuAgeMSNDsplit_03"
"CPNE6","CPNE6","CPNE6","HuAgeMSNDsplit_01"
"APCS","APCS","APCS","HuAgeMSNDsplit_01"
"PMM2","PMM2","PMM2","HuAgeMSNDsplit_06"
"PCOLCE2","PCOLCE2","PCOLCE2","HuAgeMSNDsplit_08"
"RASA2","RASA2","RASA2","HuAgeMSNDsplit_02"
"SELENBP1","SELENBP1","SELENBP1","HuAgeMSNDsplit_10"
"BSN","BSN","BSN","HuAgeMSNDsplit_03"
"RPL27","RPL27","RPL27","HuAgeMSNDsplit_01"
"SPIB","SPIB","SPIB","HuAgeMSNDsplit_06"
"LGALS7","LGALS7","LGALS7","HuAgeMSNDsplit_01"
"HTR1D","HTR1D","HTR1D","HuAgeMSNDsplit_03"
"KCNA3","KCNA3","KCNA3","HuAgeMSNDsplit_01"
"KCNK13","KCNK13","KCNK13","HuAgeMSNDsplit_04"
"TJP3","TJP3","TJP3","HuAgeMSNDsplit_02"
"ALPL","ALPL","ALPL","HuAgeMSNDsplit_05"
"DARS","DARS","DARS","HuAgeMSNDsplit_01"
"PSG1","PSG1","PSG1","HuAgeMSNDsplit_02"
"DNASE1L2","DNASE1L2","DNASE1L2","HuAgeMSNDsplit_02"
"NPC1","NPC1","NPC1","HuAgeMSNDsplit_06"
"SALL1","SALL1","SALL1","HuAgeMSNDsplit_13"
"CCKBR","CCKBR","CCKBR","HuAgeMSNDsplit_15"
"GTF2I","GTF2I","GTF2I","HuAgeMSNDsplit_06"
"KHSRP","KHSRP","KHSRP","HuAgeMSNDsplit_09"
"ST8SIA5","ST8SIA5","ST8SIA5","HuAgeMSNDsplit_01"
"NIT2","NIT2","NIT2","HuAgeMSNDsplit_01"
"SPAG4","SPAG4","SPAG4","HuAgeMSNDsplit_01"
"CA8","CA8","CA8","HuAgeMSNDsplit_10"
"FKBP11","FKBP11","FKBP11","HuAgeMSNDsplit_02"
"PLAU","PLAU","PLAU","HuAgeMSNDsplit_08"
"CD97","CD97","CD97","HuAgeMSNDsplit_06"
"CUZD1","CUZD1","CUZD1","HuAgeMSNDsplit_02"
"HK1","HK1","HK1","HuAgeMSNDsplit_03"
"SLC15A3","SLC15A3","SLC15A3","HuAgeMSNDsplit_04"
"PPIB","PPIB","PPIB","HuAgeMSNDsplit_16"
"TNFAIP8","TNFAIP8","TNFAIP8","HuAgeMSNDsplit_08"
"UTP20","UTP20","UTP20","HuAgeMSNDsplit_02"
"BLVRA","BLVRA","BLVRA","HuAgeMSNDsplit_01"
"HIST1H2BH","HIST1H2BH","HIST1H2BH","HuAgeMSNDsplit_04"
"SLC4A2","SLC4A2","SLC4A2","HuAgeMSNDsplit_05"
"ELL2","ELL2","ELL2","HuAgeMSNDsplit_02"
"HYAL4","HYAL4","HYAL4","HuAgeMSNDsplit_01"
"SLC25A12","SLC25A12","SLC25A12","HuAgeMSNDsplit_03"
"DRD2","DRD2","DRD2","HuAgeMSNDsplit_18"
"RGS7","RGS7","RGS7","HuAgeMSNDsplit_03"
"PTTG1","PTTG1","PTTG1","HuAgeMSNDsplit_01"
"CALD1","CALD1","CALD1","HuAgeMSNDsplit_02"
"CCNA1","CCNA1","CCNA1","HuAgeMSNDsplit_03"
"HBQ1","HBQ1","HBQ1","HuAgeMSNDsplit_01"
"PURA","PURA","PURA","HuAgeMSNDsplit_07"
"ELF4","ELF4","ELF4","HuAgeMSNDsplit_04"
"GRIN2A","GRIN2A","GRIN2A","HuAgeMSNDsplit_12"
"NUDT3","NUDT3","NUDT3","HuAgeMSNDsplit_02"
"MARCH6","MARCH6","MARCH6","HuAgeMSNDsplit_02"
"OSMR","OSMR","OSMR","HuAgeMSNDsplit_02"
"TRAM2","TRAM2","TRAM2","HuAgeMSNDsplit_14"
"FOSL2","FOSL2","FOSL2","HuAgeMSNDsplit_21"
"ATF3","ATF3","ATF3","HuAgeMSNDsplit_03"
"NPAS3","NPAS3","NPAS3","HuAgeMSNDsplit_13"
"RP2","RP2","RP2","HuAgeMSNDsplit_02"
"RORB","RORB","RORB","HuAgeMSNDsplit_01"
"LHX6","LHX6","LHX6","HuAgeMSNDsplit_15"
"SERINC3","SERINC3","SERINC3","HuAgeMSNDsplit_17"
"CRISP2","CRISP2","CRISP2","HuAgeMSNDsplit_04"
"MLN","MLN","MLN","HuAgeMSNDsplit_02"
"CBX4","CBX4","CBX4","HuAgeMSNDsplit_09"
"NKG7","NKG7","NKG7","HuAgeMSNDsplit_04"
"EIF4B","EIF4B","EIF4B","HuAgeMSNDsplit_05"
"PLXDC1","PLXDC1","PLXDC1","HuAgeMSNDsplit_01"
"HMGA1","HMGA1","HMGA1","HuAgeMSNDsplit_01"
"CDC42EP3","CDC42EP3","CDC42EP3","HuAgeMSNDsplit_12"
"YAP1","YAP1","YAP1","HuAgeMSNDsplit_02"
"BTK","BTK","BTK","HuAgeMSNDsplit_04"
"SLC2A4RG","SLC2A4RG","SLC2A4RG","HuAgeMSNDsplit_11"
"HMGN2","HMGN2","HMGN2","HuAgeMSNDsplit_01"
"ADAMTS8","ADAMTS8","ADAMTS8","HuAgeMSNDsplit_01"
"TUSC3","TUSC3","TUSC3","HuAgeMSNDsplit_01"
"BAMBI","BAMBI","BAMBI","HuAgeMSNDsplit_08"
"ACADSB","ACADSB","ACADSB","HuAgeMSNDsplit_01"
"GPR35","GPR35","GPR35","HuAgeMSNDsplit_01"
"SNAI1","SNAI1","SNAI1","HuAgeMSNDsplit_02"
"RPS28","RPS28","RPS28","HuAgeMSNDsplit_21"
"PTPN13","PTPN13","PTPN13","HuAgeMSNDsplit_02"
"AMFR","AMFR","AMFR","HuAgeMSNDsplit_09"
"IGF2BP2","IGF2BP2","IGF2BP2","HuAgeMSNDsplit_02"
"CHRNB3","CHRNB3","CHRNB3","HuAgeMSNDsplit_18"
"ACAA2","ACAA2","ACAA2","HuAgeMSNDsplit_10"
"CHRNA6","CHRNA6","CHRNA6","HuAgeMSNDsplit_18"
"CARHSP1","CARHSP1","CARHSP1","HuAgeMSNDsplit_02"
"LGALS9","LGALS9","LGALS9","HuAgeMSNDsplit_04"
"ATP2B1","ATP2B1","ATP2B1","HuAgeMSNDsplit_12"
"CUTA","CUTA","CUTA","HuAgeMSNDsplit_21"
"GABRB3","GABRB3","GABRB3","HuAgeMSNDsplit_01"
"ENTPD3","ENTPD3","ENTPD3","HuAgeMSNDsplit_01"
"PLP2","PLP2","PLP2","HuAgeMSNDsplit_02"
"ARHGEF16","ARHGEF16","ARHGEF16","HuAgeMSNDsplit_08"
"SMAD7","SMAD7","SMAD7","HuAgeMSNDsplit_13"
"SEZ6L2","SEZ6L2","SEZ6L2","HuAgeMSNDsplit_03"
"HOXB6","HOXB6","HOXB6","HuAgeMSNDsplit_02"
"CYCS","CYCS","CYCS","HuAgeMSNDsplit_15"
"CDH3","CDH3","CDH3","HuAgeMSNDsplit_02"
"HOXA3","HOXA3","HOXA3","HuAgeMSNDsplit_03"
"ANK2","ANK2","ANK2","HuAgeMSNDsplit_12"
"BMP8B","BMP8B","BMP8B","HuAgeMSNDsplit_01"
"IL6ST","IL6ST","IL6ST","HuAgeMSNDsplit_02"
"PDE1B","PDE1B","PDE1B","HuAgeMSNDsplit_03"
"NLK","NLK","NLK","HuAgeMSNDsplit_12"
"LEPROT","LEPROT","LEPROT","HuAgeMSNDsplit_02"
"DSC1","DSC1","DSC1","HuAgeMSNDsplit_02"
"LIMS1","LIMS1","LIMS1","HuAgeMSNDsplit_04"
"IGFBP6","IGFBP6","IGFBP6","HuAgeMSNDsplit_08"
"TNFRSF10B","TNFRSF10B","TNFRSF10B","HuAgeMSNDsplit_02"
"HRC","HRC","HRC","HuAgeMSNDsplit_05"
"BPGM","BPGM","BPGM","HuAgeMSNDsplit_01"
"SPR","SPR","SPR","HuAgeMSNDsplit_16"
"TSPAN3","TSPAN3","TSPAN3","HuAgeMSNDsplit_21"
"BHMT2","BHMT2","BHMT2","HuAgeMSNDsplit_08"
"PER2","PER2","PER2","HuAgeMSNDsplit_01"
"MX1","MX1","MX1","HuAgeMSNDsplit_01"
"ENO2","ENO2","ENO2","HuAgeMSNDsplit_03"
"TM7SF2","TM7SF2","TM7SF2","HuAgeMSNDsplit_01"
"VASP","VASP","VASP","HuAgeMSNDsplit_02"
"RBP4","RBP4","RBP4","HuAgeMSNDsplit_15"
"PCBP2","PCBP2","PCBP2","HuAgeMSNDsplit_02"
"PPL","PPL","PPL","HuAgeMSNDsplit_01"
"DUSP10","DUSP10","DUSP10","HuAgeMSNDsplit_06"
"RNF13","RNF13","RNF13","HuAgeMSNDsplit_17"
"DYNLT3","DYNLT3","DYNLT3","HuAgeMSNDsplit_03"
"ANKRD11","ANKRD11","ANKRD11","HuAgeMSNDsplit_02"
"SYT17","SYT17","SYT17","HuAgeMSNDsplit_18"
"CMKLR1","CMKLR1","CMKLR1","HuAgeMSNDsplit_01"
"CLCN4","CLCN4","CLCN4","HuAgeMSNDsplit_01"
"TCIRG1","TCIRG1","TCIRG1","HuAgeMSNDsplit_04"
"RYR1","RYR1","RYR1","HuAgeMSNDsplit_20"
"TRPS1","TRPS1","TRPS1","HuAgeMSNDsplit_10"
"NGFRAP1","NGFRAP1","NGFRAP1","HuAgeMSNDsplit_01"
"ARL4D","ARL4D","ARL4D","HuAgeMSNDsplit_01"
"HSD17B6","HSD17B6","HSD17B6","HuAgeMSNDsplit_02"
"ICA1","ICA1","ICA1","HuAgeMSNDsplit_01"
"ANKRD2","ANKRD2","ANKRD2","HuAgeMSNDsplit_03"
"CPA3","CPA3","CPA3","HuAgeMSNDsplit_01"
"LY6E","LY6E","LY6E","HuAgeMSNDsplit_09"
"RGS3","RGS3","RGS3","HuAgeMSNDsplit_02"
"PRKCD","PRKCD","PRKCD","HuAgeMSNDsplit_01"
"BCL10","BCL10","BCL10","HuAgeMSNDsplit_13"
"HIST3H3","HIST3H3","HIST3H3","HuAgeMSNDsplit_01"
"LSAMP","LSAMP","LSAMP","HuAgeMSNDsplit_03"
"PROS1","PROS1","PROS1","HuAgeMSNDsplit_08"
"SNAP29","SNAP29","SNAP29","HuAgeMSNDsplit_01"
"SPHK1","SPHK1","SPHK1","HuAgeMSNDsplit_01"
"BTG3","BTG3","BTG3","HuAgeMSNDsplit_02"
"HHLA1","HHLA1","HHLA1","HuAgeMSNDsplit_01"
"SLCO2B1","SLCO2B1","SLCO2B1","HuAgeMSNDsplit_14"
"TMC6","TMC6","TMC6","HuAgeMSNDsplit_05"
"HAL","HAL","HAL","HuAgeMSNDsplit_03"
"HIST1H2BL","HIST1H2BL","HIST1H2BL","HuAgeMSNDsplit_01"
"EEF1B2","EEF1B2","EEF1B2","HuAgeMSNDsplit_01"
"KCNK12","KCNK12","KCNK12","HuAgeMSNDsplit_02"
"DPF2","DPF2","DPF2","HuAgeMSNDsplit_05"
"SLAMF7","SLAMF7","SLAMF7","HuAgeMSNDsplit_02"
"GPR161","GPR161","GPR161","HuAgeMSNDsplit_18"
"HTR4","HTR4","HTR4","HuAgeMSNDsplit_14"
"GNAL","GNAL","GNAL","HuAgeMSNDsplit_01"
"CCL13","CCL13","CCL13","HuAgeMSNDsplit_01"
"PLK1","PLK1","PLK1","HuAgeMSNDsplit_02"
"BAZ2B","BAZ2B","BAZ2B","HuAgeMSNDsplit_13"
