"InputCategories","UserDefinedCategories","Type","CorrectedPvalues"
"HuAgeMSNDsplitRnaseq_12","ADbyCON_FC1.25__","User",2.13512570871366e-31
"HuAgeMSNDsplitRnaseq_08","MSbyCON_FC1.25__","User",1.85004835642186e-14
"HuAgeMSNDsplitRnaseq_14","PDbyCON_FC1.25__","User",1.24738729044822e-13
"HuAgeMSNDsplitRnaseq_18","ADbyCON_FC1.25__","User",4.54893694981651e-06
"HuAgeMSNDsplitRnaseq_14","HDbyCON_FC1.25__","User",4.71558052795891e-06
"HuAgeMSNDsplitRnaseq_24","ADbyCON_FC1.25__","User",0.000238592427491683
"HuAgeMSNDsplitRnaseq_06","ADbyCON_FC1.25__","User",0.019217299272533
"HuAgeMSNDsplitRnaseq_03","HDbyCON_FC1.25__","User",0.0245995914450753
"HuAgeMSNDsplitRnaseq_08","HDbyCON_FC1.25__","User",0.0262843609690761
"HuAgeMSNDsplitRnaseq_15","ADbyCON_FC1.25__","User",0.0300968373818635
