"","InputCategories","UserDefinedCategories","Type","NumOverlap","Pvalues","CorrectedPvalues"
"1","HuAgeMSNDsplitRnaseq_00","ADbyCON_FC1.25__","User",0,1,1
"2","HuAgeMSNDsplitRnaseq_00","HDbyCON_FC1.25__","User",0,1,1
"3","HuAgeMSNDsplitRnaseq_00","MSbyCON_FC1.25__","User",0,1,1
"4","HuAgeMSNDsplitRnaseq_00","PDbyCON_FC1.25__","User",0,1,1
"5","HuAgeMSNDsplitRnaseq_01","ADbyCON_FC1.25__","User",14,0.997794477986592,1
"6","HuAgeMSNDsplitRnaseq_01","HDbyCON_FC1.25__","User",41,0.0434164809154121,1
"7","HuAgeMSNDsplitRnaseq_01","MSbyCON_FC1.25__","User",27,0.980203745675607,1
"8","HuAgeMSNDsplitRnaseq_01","PDbyCON_FC1.25__","User",51,0.00715467356784212,0.829942133869686
"9","HuAgeMSNDsplitRnaseq_02","ADbyCON_FC1.25__","User",3,0.999972833666949,1
"10","HuAgeMSNDsplitRnaseq_02","HDbyCON_FC1.25__","User",18,0.530547782644112,1
"11","HuAgeMSNDsplitRnaseq_02","MSbyCON_FC1.25__","User",25,0.247268406308001,1
"12","HuAgeMSNDsplitRnaseq_02","PDbyCON_FC1.25__","User",14,0.958966124755433,1
"13","HuAgeMSNDsplitRnaseq_03","ADbyCON_FC1.25__","User",5,0.998125503613797,1
"14","HuAgeMSNDsplitRnaseq_03","HDbyCON_FC1.25__","User",32,0.000212065443492028,0.0245995914450753
"15","HuAgeMSNDsplitRnaseq_03","MSbyCON_FC1.25__","User",17,0.769305277067239,1
"16","HuAgeMSNDsplitRnaseq_03","PDbyCON_FC1.25__","User",24,0.138723461370735,1
"17","HuAgeMSNDsplitRnaseq_04","ADbyCON_FC1.25__","User",4,0.999444474599597,1
"18","HuAgeMSNDsplitRnaseq_04","HDbyCON_FC1.25__","User",17,0.452740162915248,1
"19","HuAgeMSNDsplitRnaseq_04","MSbyCON_FC1.25__","User",18,0.666790035466352,1
"20","HuAgeMSNDsplitRnaseq_04","PDbyCON_FC1.25__","User",23,0.178409847962939,1
"21","HuAgeMSNDsplitRnaseq_05","ADbyCON_FC1.25__","User",8,0.955728289786262,1
"22","HuAgeMSNDsplitRnaseq_05","HDbyCON_FC1.25__","User",9,0.980567665550557,1
"23","HuAgeMSNDsplitRnaseq_05","MSbyCON_FC1.25__","User",15,0.865219885126219,1
"24","HuAgeMSNDsplitRnaseq_05","PDbyCON_FC1.25__","User",12,0.959957367077404,1
"25","HuAgeMSNDsplitRnaseq_06","ADbyCON_FC1.25__","User",27,0.000165666373039078,0.019217299272533
"26","HuAgeMSNDsplitRnaseq_06","HDbyCON_FC1.25__","User",6,0.998421188742533,1
"27","HuAgeMSNDsplitRnaseq_06","MSbyCON_FC1.25__","User",10,0.990513047605197,1
"28","HuAgeMSNDsplitRnaseq_06","PDbyCON_FC1.25__","User",3,0.999998164858779,1
"29","HuAgeMSNDsplitRnaseq_07","ADbyCON_FC1.25__","User",13,0.151239414373327,1
"30","HuAgeMSNDsplitRnaseq_07","HDbyCON_FC1.25__","User",7,0.942556718019027,1
"31","HuAgeMSNDsplitRnaseq_07","MSbyCON_FC1.25__","User",8,0.967145154405056,1
"32","HuAgeMSNDsplitRnaseq_07","PDbyCON_FC1.25__","User",11,0.773617364526312,1
"33","HuAgeMSNDsplitRnaseq_08","ADbyCON_FC1.25__","User",7,0.794925986049269,1
"34","HuAgeMSNDsplitRnaseq_08","HDbyCON_FC1.25__","User",24,0.000226589318698932,0.0262843609690761
"35","HuAgeMSNDsplitRnaseq_08","MSbyCON_FC1.25__","User",50,1.59486927277747e-16,1.85004835642186e-14
"36","HuAgeMSNDsplitRnaseq_08","PDbyCON_FC1.25__","User",18,0.0781575780860054,1
"37","HuAgeMSNDsplitRnaseq_09","ADbyCON_FC1.25__","User",2,0.998911649506151,1
"38","HuAgeMSNDsplitRnaseq_09","HDbyCON_FC1.25__","User",7,0.91850436665424,1
"39","HuAgeMSNDsplitRnaseq_09","MSbyCON_FC1.25__","User",4,0.999147091220489,1
"40","HuAgeMSNDsplitRnaseq_09","PDbyCON_FC1.25__","User",6,0.986989119314955,1
"41","HuAgeMSNDsplitRnaseq_10","ADbyCON_FC1.25__","User",0,1,1
"42","HuAgeMSNDsplitRnaseq_10","HDbyCON_FC1.25__","User",3,0.995719845591385,1
"43","HuAgeMSNDsplitRnaseq_10","MSbyCON_FC1.25__","User",5,0.98794877651194,1
"44","HuAgeMSNDsplitRnaseq_10","PDbyCON_FC1.25__","User",2,0.999797267007086,1
"45","HuAgeMSNDsplitRnaseq_11","ADbyCON_FC1.25__","User",2,0.993616999064312,1
"46","HuAgeMSNDsplitRnaseq_11","HDbyCON_FC1.25__","User",8,0.617589943231736,1
"47","HuAgeMSNDsplitRnaseq_11","MSbyCON_FC1.25__","User",15,0.0885769691313416,1
"48","HuAgeMSNDsplitRnaseq_11","PDbyCON_FC1.25__","User",4,0.989565236921765,1
"49","HuAgeMSNDsplitRnaseq_12","ADbyCON_FC1.25__","User",53,1.84062561096005e-33,2.13512570871366e-31
"50","HuAgeMSNDsplitRnaseq_12","HDbyCON_FC1.25__","User",8,0.532612069818375,1
"51","HuAgeMSNDsplitRnaseq_12","MSbyCON_FC1.25__","User",18,0.00714233694897337,0.828511086080911
"52","HuAgeMSNDsplitRnaseq_12","PDbyCON_FC1.25__","User",9,0.561903342194627,1
"53","HuAgeMSNDsplitRnaseq_13","ADbyCON_FC1.25__","User",0,1,1
"54","HuAgeMSNDsplitRnaseq_13","HDbyCON_FC1.25__","User",2,0.993016537112924,1
"55","HuAgeMSNDsplitRnaseq_13","MSbyCON_FC1.25__","User",5,0.921656772613671,1
"56","HuAgeMSNDsplitRnaseq_13","PDbyCON_FC1.25__","User",6,0.815417990597511,1
"57","HuAgeMSNDsplitRnaseq_14","ADbyCON_FC1.25__","User",4,0.787250960518734,1
"58","HuAgeMSNDsplitRnaseq_14","HDbyCON_FC1.25__","User",24,4.06515562755078e-08,4.71558052795891e-06
"59","HuAgeMSNDsplitRnaseq_14","MSbyCON_FC1.25__","User",18,0.000918292900019494,0.106521976402261
"60","HuAgeMSNDsplitRnaseq_14","PDbyCON_FC1.25__","User",37,1.07533387107605e-15,1.24738729044822e-13
"61","HuAgeMSNDsplitRnaseq_15","ADbyCON_FC1.25__","User",14,0.000259455494671237,0.0300968373818635
"62","HuAgeMSNDsplitRnaseq_15","HDbyCON_FC1.25__","User",6,0.496181451538895,1
"63","HuAgeMSNDsplitRnaseq_15","MSbyCON_FC1.25__","User",5,0.809997760360392,1
