"","HuAgeMSNDsplit_01....HuAgeMSNDsplitRnaseq_13__"
"1","AMN"
"2","BIK"
"3","CACNA1H"
"4","CDK7"
"5","CLSPN"
"6","COL5A2"
"7","CRYBB3"
"8","GDF2"
"9","HBQ1"
"10","HIST1H3I"
"11","HLCS"
"12","IL12RB2"
"13","ITGA4"
"14","KIT"
"15","MAGED1"
"16","NRG1"
"17","P2RX2"
"18","PRB4"
"19","PTBP2"
"20","PTGER3"
"21","RAB3D"
"22","SFRP4"
"23","SLC24A3"
"24","SLIT2"
"25","SLIT3"
"26","SNTG2"
"27","STAC"
"28","TDO2"
"29","UNC13B"
"30","USP9Y"
"31","UTY"
