"","HuAgeMSNDsplit_05....HuAgeMSNDsplitRnaseq_08__"
"1","BIN1"
"2","CARD14"
"3","CDH19"
"4","CDKN1C"
"5","CPT2"
"6","CYP27A1"
"7","DDR1"
"8","HAPLN2"
"9","KCNJ2"
"10","LITAF"
"11","LLGL1"
"12","MAN2A1"
"13","PABPC3"
"14","PLXNB3"
"15","RHOG"
"16","SEMA4D"
"17","SENP7"
"18","SLC12A9"
"19","SPATA2"
"20","SPTBN5"
"21","SPTLC2"
"22","STXBP3"
"23","TMC6"
"24","TRAF1"
"25","TSC22D4"
