"","HuAgeMSNDsplit_03....HuAgeMSNDsplitRnaseq_07__"
"1","ABCB9"
"2","BCHE"
"3","CAMK2A"
"4","CD38"
"5","CHST10"
"6","DEAF1"
"7","DLL3"
"8","FABP7"
"9","FADS2"
"10","FAH"
"11","LGI1"
"12","PDXK"
"13","PIPOX"
"14","PKIA"
"15","POLR2J"
"16","RASSF8"
"17","RBBP9"
"18","RUNX1T1"
"19","SHANK1"
"20","SHC3"
"21","SLC6A11"
"22","STX18"
"23","SUOX"
"24","TCTA"
"25","TFDP2"
"26","ZMYM4"
