"","HuAgeMSNDsplit_16....HuAgeMSNDsplitRnaseq_15__"
"1","AHSA1"
"2","ATP2C1"
"3","BAG3"
"4","CCT3"
"5","CDK2AP2"
"6","CHORDC1"
"7","DNAJA1"
"8","DNAJB1"
"9","FXR1"
"10","HSP90AA1"
"11","HSPA1A"
"12","HSPA1L"
"13","HSPA4L"
"14","HSPD1"
"15","HSPH1"
"16","MICB"
"17","MKNK2"
"18","PDIA4"
"19","PDIA6"
"20","PLOD1"
"21","PLOD3"
"22","PPIB"
"23","PPID"
"24","PTGES3"
"25","SDF2L1"
"26","SERPINH1"
"27","SH3BGR"
"28","SIAH2"
"29","ST13"
"30","STIP1"
"31","TARS"
"32","TRIM26"
"33","USPL1"
"34","XBP1"
