"","HuAgeMSNDsplit_02....HuAgeMSNDsplitRnaseq_18__"
"1","AKAP10"
"2","ANXA3"
"3","BET1"
"4","CD34"
"5","CSPG4"
"6","CTGF"
"7","CXCL1"
"8","EDN1"
"9","ELK4"
"10","ENG"
"11","EPHA2"
"12","FANCG"
"13","FES"
"14","FOXF1"
"15","HIGD1B"
"16","IFNGR1"
"17","LSR"
"18","NCOA3"
"19","PMAIP1"
"20","RBMS2"
"21","SCARF1"
"22","SLC19A3"
"23","SLC1A7"
"24","SLC7A1"
"25","SMAD6"
"26","SOCS2"
"27","TIE1"
"28","TINAGL1"
"29","TNFRSF10D"
"30","TRADD"
"31","VASP"
