"","HuAgeMSNDsplit_05....HuAgeMSNDsplitRnaseq_03__"
"1","ATM"
"2","CDC42BPA"
"3","CNOT2"
"4","DYNC1LI2"
"5","FBXW4"
"6","FDXR"
"7","HIPK2"
"8","KTN1"
"9","MAP4"
"10","MAP4K4"
"11","MLLT10"
"12","MSRB2"
"13","NME3"
"14","NUCKS1"
"15","PABPC1"
"16","PABPN1"
"17","PLEKHB1"
"18","POU2F1"
"19","RNF130"
"20","SCMH1"
"21","SMARCC1"
"22","SNX6"
"23","WNK1"
