"","HuAgeMSNDsplit_01....HuAgeMSNDsplitRnaseq_11__"
"1","ALDH1A3"
"2","BLMH"
"3","CDH13"
"4","CDH9"
"5","CHAF1B"
"6","CLUL1"
"7","CPNE7"
"8","CRYBB2"
"9","DDX11"
"10","DECR2"
"11","DUSP14"
"12","EGR3"
"13","EXTL1"
"14","F8"
"15","FGF22"
"16","GALNS"
"17","GRIA2"
"18","HRASLS"
"19","ITGAE"
"20","KITLG"
"21","KLK5"
"22","NFS1"
"23","NMD3"
"24","NME5"
"25","POLI"
"26","PRSS12"
"27","RAB36"
"28","RPP40"
"29","SIRT5"
"30","SPTLC1"
"31","TARBP1"
"32","TNFRSF4"
"33","VHL"
"34","WNT7A"
"35","ZNF7"
