"","myeoligoBYo","AveExpr","F","P.Value","adj.P.Val"
"Kif13b",1.41625949884569,1.76170591441043,20.8174848357729,8.54012534355914e-05,0.00699752566576144
"Pgm1",-2.10441412049902,2.68938555621699,20.7928676059182,8.60413052889901e-05,0.00702395497014143
"Gm10687",3.91077523910168,1.52284669276638,20.7648021395333,8.67772919556578e-05,0.00703855572147309
"Slc25a1",2.39866072333954,7.36110239865517,20.7617980042032,8.68564711821251e-05,0.00703855572147309
"Aebp2",-1.74607097996841,2.64074920737661,20.7099727720544,8.82346802856763e-05,0.00711880046435752
"Pik3cb",-1.35098373583921,2.00619424436838,20.7004573907916,8.84902647786611e-05,0.00711880046435752
"Utp14a",-1.64785215251764,2.19343957589612,20.6523782324698,8.9793873205917e-05,0.00719749948164674
"Adamts2",0.940677481231385,0.271797689105722,20.6289985413949,9.04352127729032e-05,0.00720132771406686
"Rbm15",-1.68854928473028,4.18128749764057,20.6269130350935,9.04926594273193e-05,0.00720132771406686
"Dusp5",-3.14343895576273,2.80162055274377,20.6016351099708,9.11920764161853e-05,0.00723097600915866
"Dapk2",1.13180620791051,0.399997854572106,20.5224916814615,9.34196430125388e-05,0.00735974943155806
"Hprt",-2.42540175581641,4.08078748398901,20.5203255169851,9.34814261297209e-05,0.00735974943155806
"Cpne3",-2.22415752477714,3.20022613531533,20.4984658256912,9.41073636275829e-05,0.00738275604798942
"Pcgf2",-3.4158771887289,1.93759073955681,20.4811342166534,9.46068364583439e-05,0.00739571393274891
"Pias1",-1.89323710868053,2.72194645091025,20.4478593158366,9.55737580028925e-05,0.00744499383203518
"Usp12",-1.36607905486421,3.18743817547616,20.4093150275872,9.67070648665804e-05,0.00747586553643253
"Sec11a",-1.58879780448581,3.85918464690055,20.4027627844625,9.69011474893458e-05,0.00747586553643253
"Stx6",1.01767128867098,3.39232994226338,20.3552460512705,9.83211896219256e-05,0.00747586553643253
"Triap1",-1.26789940515403,6.11922455268749,20.3533456385074,9.83784457273218e-05,0.00747586553643253
"Nipal4",4.71449932220417,1.22654108853834,20.3471774637946,9.85645284942335e-05,0.00747586553643253
"Src",-2.53539615242057,2.30789328296804,20.3462123241753,9.85936791570854e-05,0.00747586553643253
"Cryab",5.05598617910328,3.5446493078727,20.3440577983399,9.86587868894327e-05,0.00747586553643253
"Cacna2d4",1.04619336598436,0.263473482188941,20.3369543704705,9.887377253612e-05,0.00747586553643253
"Ppp1cc",-2.70630726320102,4.61696644883062,20.3324165489299,9.90113728777622e-05,0.00747586553643253
"Chdh",0.976840142957539,0.405509260981462,20.3210607947178,9.93566140519992e-05,0.00747641623357951
"Gm12475",-1.8797819716865,0.817283336174178,20.2963364104307,0.000100112765472884,0.0075042499523426
"Rbm43",-1.9992409314482,3.15511059293244,20.2865400915034,0.000100414073329522,0.0075042499523426
"Galnt1",-1.55312048385045,3.36035897087232,20.2640216440998,0.000101110371897607,0.0075042499523426
"Gas2l3",-1.97976971116583,1.60681783407303,20.2546410088773,0.000101401958933656,0.0075042499523426
"Eml4",-1.95657030545303,2.14109157430695,20.250104415189,0.000101543297475565,0.0075042499523426
"Rgl2",-1.77747912600078,5.82442696407132,20.2431062731427,0.000101761740528083,0.0075042499523426
"AC113178.1",-1.93268677012986,2.08077354617959,20.1393474841631,0.000105060321553079,0.00772175911534476
"P3h3",-3.62664010703307,2.21273193681186,20.0914270385808,0.000106622294416567,0.00781061264694605
"Zcchc8",-2.1104630354599,3.9688590965732,20.056356900096,0.000107781184402416,0.00785104542590383
"Scd3",1.34248960387939,0.413726771101811,20.0498204191633,0.000107998671489664,0.00785104542590383
"Gng8",4.06391513631403,1.16254985262893,20.0412994367985,0.000108282895422465,0.00785104542590383
"Ngrn",-1.92899032365732,4.75455104581885,20.0320069926891,0.000108593766682935,0.00785104542590383
"Odc1",-2.68941313776214,5.84941987821716,20.0033252161405,0.000109559343709312,0.00789505329277237
"Sms-ps",-2.76201421750051,2.98778591974328,19.9724928304009,0.000110607599158462,0.00790380826049305
"Irgm1",-3.09590551220095,4.34001103536954,19.9706719516593,0.000110669841781823,0.00790380826049305
"Efhd1",3.30475105510182,1.16847944472803,19.9678083289283,0.000110767804250289,0.00790380826049305
"Gm13487",-2.51093900578023,2.55182344833387,19.9554550620664,0.00011119146771442,0.00790380826049305
"Ppan",-2.16777236498952,5.45692060473298,19.9317370101078,0.000112009773122119,0.00790380826049305
"Itpkb",-2.67220144669046,2.44694108674204,19.9190947146714,0.000112448586346592,0.00790380826049305
"Ube2i",-2.19836793566598,5.95111422069868,19.9171441074399,0.000112516455803599,0.00790380826049305
"Pitrm1",-2.3890961317051,2.49124740967898,19.9098176713256,0.000112771764565383,0.00790380826049305
"Gm6382",-1.99834791459226,3.224172224517,19.8999150918388,0.000113117833581427,0.00790380826049305
"Pten",-2.50382787768116,3.93943637167812,19.8960418826046,0.000113253501721118,0.00790380826049305
"Gm13735",-0.981549686491415,1.44911867178792,19.8857268878969,0.000113615660239108,0.00790414858952765
"Gm1969",1.78110629082625,1.24108609451834,19.8584461142042,0.000114579485225478,0.00794621301455563
"Gm7729",-2.84508549171168,2.2441108078664,19.8093791462678,0.000116335151966218,0.00800173228005178
"Nle1",-1.69992338815201,2.54697200892396,19.807749827588,0.000116393943350661,0.00800173228005178
"Smad4",-1.75013591867239,3.01360369412203,19.805778519359,0.000116465117487532,0.00800173228005178
"Znrd1",-1.72221874214044,5.02286784038555,19.7706164143329,0.00011774251894976,0.00806445122825244
"Tnrc18",-2.345679103885,2.45664109103879,19.7157103205783,0.000119767343758322,0.00817781773446101
"Trafd1",-2.23980273247375,5.24142872823086,19.6453611108051,0.00012241642613951,0.00833298029379807
"Gm6190",-1.75078923841191,1.99139945931773,19.5813255318618,0.000124882443372654,0.00847476777525532
"Dhx33",-2.74842008308379,3.54575648784491,19.5636962616467,0.000125570663524121,0.00849541219921752
"Taf1d",-2.72471940821124,4.14669952598117,19.5343673947841,0.000126724647587821,0.0085205548763103
"Micall1",3.13835113721612,2.02871794987856,19.5235944799199,0.000127151374418697,0.0085205548763103
"Desi2",-1.99788316435833,2.34692316576805,19.5206183133005,0.000127269535117892,0.0085205548763103
"Casp7",-2.00730913132583,1.96534166026108,19.5152523009486,0.000127482875923641,0.0085205548763103
"Ccnb1-ps",-3.67295606772548,1.54036792974936,19.4927142189413,0.000128383138259182,0.0085548800232165
"Wdr82",-1.93295558061064,4.69404033995199,19.4738608509578,0.000129141456298772,0.00857179696928623
"Atp13a3",-1.99586449856304,2.57469200612937,19.4542597127861,0.000129934947481893,0.00857179696928623
"Xrn2",-2.17853974215348,3.57450219101491,19.4482100316893,0.000130180904841972,0.00857179696928623
"Bbc3",-2.02918220294422,4.20087266988312,19.4480638435199,0.000130186854480865,0.00857179696928623
"Arpc2",-1.62764290900856,6.45342528157087,19.3757469057815,0.000133166112980475,0.00871369851328273
"Rps13",-2.79655480992153,6.20770485584495,19.3673020177879,0.00013351875892916,0.00871369851328273
"Gm14373",-1.98948747434398,2.17101343371661,19.3614118771564,0.00013376531533003,0.00871369851328273
"Fbxo36",0.865684160809797,0.54918546166811,19.357781359539,0.000133917529020301,0.00871369851328273
"Btbd7",-1.95795692686849,2.23194129107081,19.3274349094345,0.000135197129852915,0.0087624895800433
"Prpf38b",-2.68168900681743,5.79086977327345,19.3212497425729,0.000135459541489617,0.0087624895800433
"Nop14",-2.05904419638633,2.84234590170284,19.2993995355431,0.000136390940266208,0.00878942756097192
"Clint1",-1.3183167710691,3.98701638739999,19.2928707077006,0.000136670572751179,0.00878942756097192
"Dnmt3b",-1.28606317723481,1.03604447783405,19.2686087421743,0.000137715124099674,0.00883093243610749
"Nmral1",2.72372293456603,3.88783381523404,19.2540571270969,0.000138345721024097,0.00884572943993093
"Mtmr12",-1.37330364443088,2.35759345230134,19.2353306505157,0.000139161797772801,0.00884878286142326
"Sde2",-1.83404372592552,3.96773267959564,19.2273030704876,0.000139513209648038,0.00884878286142326
"Ifnar1",-1.99369937312591,4.48125894231493,19.2226556163586,0.000139717089542331,0.00884878286142326
"Psme1",-2.29752796417574,5.38223836139062,19.2107245767043,0.000140241959004406,0.00884878286142326
"Heatr1",-2.06582479433424,2.70662763883286,19.2064134231775,0.000140432134828442,0.00884878286142326
"Tnni1",1.86571497476814,0.416773912223117,19.1982418521796,0.000140793362890249,0.00884878286142326
"Cables2",-1.83851379464513,3.54667117608034,19.1697280797431,0.000142061654591177,0.0089032010892935
"2700046A07Rik",2.66116308350405,1.00145223742645,19.1404642094878,0.000143376063205457,0.00896019391608564
"Nfkb1",-2.29392444303609,3.32892021998516,19.1232157973387,0.000144156894304247,0.00898361400758551
"Tmem176a",-3.03067130958596,6.67537791677689,19.0089316508256,0.000149447154149736,0.00928713312150168
"Ddx47",-1.25330701066096,4.98169602928155,18.9672848976869,0.000151426455572442,0.00938377444433929
"Chd2",-2.34809486665496,2.57576681453996,18.9048271328569,0.000154447714558137,0.00954426477421691
"Lasp1",-2.33627259173536,4.64048312503327,18.8849325980037,0.000155423598659479,0.00955796445243526
"Gm42500",1.98434915819342,0.36999984718236,18.8827009138111,0.000155533481122664,0.00955796445243526
"Noct",-2.2956758946172,2.76426012974743,18.8449618315829,0.000157404333573489,0.00964613870262132
"Jmjd1c",-2.52213085118365,3.20778058638261,18.8136687317134,0.000158973947445963,0.00969805763433923
"Tmem88b",7.01734856887538,2.53076814098505,18.8106097608037,0.000159128279223665,0.00969805763433923
"Hs3st1",1.7725009576059,0.60629580658501,18.7996600405232,0.000159682035349359,0.00970507051657656
"Lamtor3",-2.25294334048324,4.89919950382007,18.776731278736,0.000160848311498778,0.00972631180880743
"Parp2",-2.41752776274202,3.91406602494733,18.7755073686403,0.000160910822312685,0.00972631180880743
"Sdcbp",-2.03574233774487,6.08285040025417,18.7419693274355,0.000162633949308277,0.00980368081892918
"Arnt",-1.93556057019818,2.76703369850158,18.7325569535831,0.000163121090708152,0.00980632578732732
"Kdm3a",-2.04405755025605,3.63566890111476,18.7114562599002,0.000164218863702265,0.00984556618342875
"Ing5",-1.81086916141804,2.82043115629784,18.689411841561,0.000165374205061821,0.00987180659587111
"Plpp2",4.11299750778812,3.4345954030993,18.6860913127156,0.000165548987346571,0.00987180659587111
"Ano6",-1.4567057647473,1.41440412347594,18.651706772027,0.000167370578938957,0.00995360031684553
"Slc4a7",-2.25650022324636,2.4085386697321,18.6373751421848,0.000168136165356163,0.00997232275113778
"Ubap2l",-1.35469341415719,2.48819118242164,18.601354318682,0.000170077012496097,0.0100604645653774
"Larp6",3.06832797234782,1.07241737142846,18.5604067813255,0.000172312552023537,0.0101655215691112
"Rnf2",-2.30426111640367,3.17519937244828,18.5101782283046,0.00017509793563913,0.0102757081044472
"Gstp1",2.23276848061191,5.10022886242569,18.5093350879879,0.000175145101551995,0.0102757081044472
"Plpp5",-2.21650150029361,4.9053317880536,18.5016840234508,0.000175573731568098,0.0102757081044472
"Usp7",-2.01825113457023,2.56186604028042,18.4882031554155,0.000176331701380889,0.010292839656067
"Lrp5",-2.33242403720587,1.61310889957374,18.465004863992,0.000177644270512704,0.0103131268856797
"Fnbp4",-2.87039427161009,3.79526600156613,18.4577476716231,0.000178057035160152,0.0103131268856797
"Dido1",-2.18141144564844,3.21086465724531,18.457383617816,0.000178077768400744,0.0103131268856797
"Cdk9",-1.54264660727259,6.30039612350738,18.4193770177455,0.000180256600494324,0.0103824574199827
"Mbnl1",-1.43349165136274,3.78517119312211,18.4137718586038,0.000180580344336635,0.0103824574199827
"Rabgef1",-1.66333686801803,2.6697492270254,18.4119998237616,0.000180682823608612,0.0103824574199827
"Ivns1abp",-3.80742003957024,6.26089338296018,18.3942156115453,0.000181714772215017,0.0104090502854024
"Rnft1",-2.55573293058488,4.01037493879339,18.3878337431408,0.000182086627512124,0.0104090502854024
"Galnt6",3.46746042079873,1.5181158545989,18.3677507466897,0.000183262149946177,0.0104492488228332
"Ap3d1",-2.01036983908048,4.59690654486434,18.3556385061658,0.000183975052779055,0.0104629308293857
"Ccnl1",-3.20124579341022,6.20637589550801,18.321415254269,0.000186005496601253,0.0105512810289988
"Mrgbp",-1.86992388347726,4.4947737307561,18.2755688721115,0.000188763298273158,0.0106803336258237
"Nup153",-2.21852801041405,3.5628870269274,18.2633600490718,0.000189505071461682,0.0106949507549663
"Cdc25a",-1.73652824102355,2.65342923850448,18.2523038181501,0.0001901795155809,0.0107057033669116
"Ctsk",2.60973329296908,1.70427091748996,18.2258785998956,0.000191801944289375,0.0107696304911519
"Jak1",-1.44296929959016,3.22542900207651,18.179323840974,0.000194696509265757,0.0109044832265477
"Gm14176",-0.846850650026313,3.94658248548233,18.1277164417277,0.000197960100069454,0.0110592709440317
"Utp18",-1.92709511118176,3.17841346926754,18.0972261575665,0.000199915817707381,0.0111332904513111
"Hcn2",2.98142405456877,2.13414707513085,18.0873039859065,0.000200556712004833,0.0111332904513111
"Acy3",4.39119431159494,2.45062383581241,18.0836269577162,0.000200794778740367,0.0111332904513111
"Endod1",2.7824506216328,3.84300912492559,18.0710518250456,0.000201611241911347,0.0111506137620118
"Gm43587",-2.85905751235735,2.80228841062765,18.0383742053067,0.000203749598690175,0.0112291395272161
"Maff",-4.21443122246588,3.42091308102482,18.0338707243706,0.000204046200331821,0.0112291395272161
"Clip1",-2.1647263491784,2.8143991450975,17.9812473333506,0.000207546552316881,0.0113934302156485
"Frmd6",-2.00396784104816,1.28210372811823,17.972042561814,0.000208165420592933,0.0113991178212313
"Irf2bpl",-2.72773938571444,6.66761697221626,17.9504397306604,0.0002096256440586,0.0114234910633431
"AC149090.1",-2.21764413802222,5.30254795837009,17.9437033940287,0.000210083225784236,0.0114234910633431
"Gm6743",-1.66757395473193,1.09714911255111,17.9425805553566,0.000210159601445583,0.0114234910633431
"Mri1",-1.29962544171582,3.91992810786101,17.9217663074973,0.000211580798873444,0.0114505335365569
"Synj2",1.95766821737199,1.5112462100403,17.9201400151528,0.00021169227575156,0.0114505335365569
"Rcor1",-1.45121949459114,2.11384151295695,17.899093736968,0.000213140627297195,0.0115007563358435
"Lpcat1",-2.76291406132453,3.62980925631833,17.889864802613,0.000213779089947389,0.0115071406494065
"Helz",-1.59255467324896,1.56414971929578,17.8756526449323,0.000214766312006864,0.0115139826676544
"Kctd12",-3.61331117141242,5.82553745957864,17.8658535924481,0.000215449834598004,0.0115139826676544
"Phb2",-0.984987411897483,4.8767816035527,17.8655999267374,0.000215467559752698,0.0115139826676544
"Ppp4r1",-1.38662992663614,3.21724690751415,17.8515847383878,0.000216449321603583,0.0115385743176773
"Plekhb1",6.15972398404024,3.40024905018102,17.7898497595021,0.000220831353709264,0.0117438750916107
"Ier5l",-3.25668296613486,3.58303226279399,17.7710134279304,0.000222187265245697,0.011787647167939
"Mef2d",-1.94574177880136,4.38867281913443,17.7269467470685,0.000225394381679983,0.0118800356332673
"Enoph1",2.23880704526232,3.43758136911295,17.7267072173449,0.000225411949509108,0.0118800356332673
"Gm8228",-2.38158299762479,2.06067828100351,17.7249658845733,0.00022553970826616,0.0118800356332673
"Car14",3.76432027594103,2.54884022572288,17.7164462877247,0.000226165898478152,0.0118847224988887
"Aspa",4.61212910813406,1.87885464942214,17.7068643450639,0.000226872401222052,0.0118935974697523
"Donson",-1.91748352440886,3.17578588801696,17.6843025259956,0.000228545317640896,0.011948797782665
"Bace2",2.44127367016751,0.596851946630404,17.6781263845799,0.000229005571570309,0.011948797782665
"Rnf185",-1.35753241144607,3.05965040810617,17.6471546166783,0.000231328678285223,0.0120416102345976
"Ranbp10",-1.49024668192529,2.95788210183622,17.6289849508909,0.000232703296107532,0.0120672188108838
"Pcbd1",-2.41295073306106,2.06994678469236,17.6262421809695,0.000232911559564588,0.0120672188108838
"Ahdc1",-2.13950664038195,1.47672923481108,17.6075120766697,0.00023433912869939,0.0121100116524616
"Anln",3.11012658258692,1.68409931216905,17.601025989255,0.000234835671383469,0.0121100116524616
"Rnf6",-2.40424485141337,4.42252926901193,17.5907634147319,0.000235623631513938,0.0121100116524616
"Rpl10a",-2.81826924120337,8.35508342910539,17.5868209162876,0.00023592709045839,0.0121100116524616
"Dcp2",-2.09723486827208,2.41268480746164,17.5566499519236,0.00023826332159862,0.0121795939862775
"Rpl22l1",-2.3868139034704,4.75551826356747,17.5551030229422,0.000238383772366231,0.0121795939862775
"AC136372.3",-1.26241574108995,2.01658706201762,17.5440343233036,0.000239247539735651,0.0121955606487829
"Slc45a4",-1.71175013244286,2.30900484976863,17.5166751696715,0.000241397010886762,0.0122538991450171
"Gm26982",-2.31866804889144,3.56338630486459,17.5057255799588,0.0002422630647087,0.0122538991450171
"Phrf1",-1.46799586167133,3.31964334966623,17.5016207733436,0.000242588591835915,0.0122538991450171
"Gm28883",-1.3497876656688,2.51642521501586,17.5013813306323,0.000242607595060231,0.0122538991450171
"Impdh2-ps",-1.34509828693859,4.19791426389592,17.4776410963441,0.000244499680207675,0.0122978834348689
"Vav2",-1.86109266789395,1.72029311384877,17.4765104400729,0.000244590187196235,0.0122978834348689
"Creg1",-2.21222768726212,6.37097806082017,17.4565494649395,0.000246193962686361,0.0123181723053801
"Slc9a1",-1.5553823086696,2.85739205742418,17.4560657932501,0.000246232963342493,0.0123181723053801
"Prr5l",2.60983514851426,1.28087765362709,17.4507242183528,0.000246664120204465,0.0123181723053801
"Shisa8",2.99400219588147,1.43653093626301,17.3347664056252,0.000256226471613862,0.0127668879088141
"Gdap2",-1.23529996675695,2.51268776508199,17.3163144629147,0.000257784443083473,0.0128156522119903
"Vps26a",-1.43320147454748,4.03687251550142,17.2639615477862,0.000262260425886761,0.0129935696891123
"Pacs1",-1.60681941712971,2.17888204859912,17.2607478925385,0.000262537885957293,0.0129935696891123
"Mapk6",-2.00426544014025,4.06916559087542,17.1888592552169,0.000268827682622207,0.0132751670148462
"Gabpa",-2.44705254769223,3.75904083874143,17.1774976000604,0.000269836470544296,0.0132920215469443
"Spry4",-3.6695883310437,1.8166609763945,17.1714998566207,0.000270370641238752,0.0132920215469443
"Nectin2",-2.79959510554043,2.16675904157921,17.1578272144744,0.000271592601461567,0.0132973496990463
"Spty2d1",-1.9508471148747,4.06150295629922,17.1521759768538,0.000272099397973624,0.0132973496990463
"Ap1g1",-1.60053209711817,2.02089946050974,17.1468048521051,0.00027258201533699,0.0132973496990463
"Ddi2",-1.87886861281558,3.51520281585729,17.1434572230037,0.000272883278188628,0.0132973496990463
"Map3k2",-2.25917223774943,2.86981035122286,17.103619666751,0.000276495940313095,0.0134437795330695
"Ap4m1",-1.85406221765491,2.70255846627579,17.0789429948731,0.000278759467726297,0.0135241133870808
"Ttll3",-1.50938703566541,1.98609849500759,17.0533219868425,0.000281130681039993,0.0135843164057236
"Pabpc4",-1.32213050287812,2.06246242210242,17.0522706180334,0.000281228446133951,0.0135843164057236
"Polg",-2.08763899452458,3.72649986230203,17.0436814820506,0.000282028504462983,0.0135881517836099
"Zbtb17",-1.10385047910546,3.06577787836632,17.0382438921936,0.000282536266349977,0.0135881517836099
"Gm10359",0.997106416704474,0.501981035709206,16.9695775165109,0.000289033469536347,0.0138133538783348
"Klf2",-5.00497037634636,9.26351323741915,16.9593834381405,0.000290011627436153,0.0138133538783348
"Plcb3",-2.55721315899474,3.9984159786642,16.9587169747377,0.000290075700607109,0.0138133538783348
"Ptbp3",-1.9765437770819,3.5442355494505,16.9566291118479,0.00029027652420052,0.0138133538783348
"Tnpo1",-2.56088458993811,3.74246932678138,16.9516789416445,0.00029075325897261,0.0138133538783348
"Gm4875",-2.2421796687842,3.17736190862914,16.9494811511653,0.000290965190403834,0.0138133538783348
"Otud1",-4.18799141029144,6.13884406706837,16.9276318120851,0.000293081150151914,0.013884013457839
"March7",-2.58798523235196,3.80117890702379,16.9192941120047,0.000293892949361626,0.0138927216212121
"Ormdl3",-1.55726771444057,5.9856995156493,16.872359346737,0.000298508022117312,0.0140807952522415
"Cnp",6.39192248326409,6.37808867451211,16.8517039315735,0.000300563660681324,0.0141414701419498
"Myh10",-2.76725335901265,1.79401887947988,16.8466119478543,0.000301072749485077,0.0141414701419498
"Uhrf2",-1.97341424351076,3.28882191479182,16.8084622894365,0.000304916473275345,0.0142916676658272
"Lmbr1l",-2.27932925137579,3.50705765191627,16.7931717827557,0.000306471811226383,0.0143341984772965
"Aftph",-1.67219551451779,3.32379924190135,16.7758382341244,0.000308245273519638,0.0143867303503691
"Gm4974",2.6066603317605,0.542945290557002,16.7675809420974,0.000309093980850576,0.0143959708175943
"Adssl1",4.55382766016097,3.60345483940938,16.760295352808,0.000309844897501057,0.0144006274525544
"Tnfaip1",-2.603639438914,5.05757949735603,16.706124945839,0.000315489978053342,0.0146126010222153
"N4bp1",-1.82008609654884,2.45627996084972,16.7013040947567,0.000315997681826053,0.0146126010222153
"Prkab1",-2.26821657005525,3.06350107272706,16.6970120953849,0.000316450428248096,0.0146126010222153
"Tnip2",-1.86789736191042,3.78735234857074,16.6913591326775,0.000317047800509124,0.0146126010222153
"Pogz",-2.26558349271248,2.71879158677572,16.6752995036584,0.000318751504524648,0.014660581153012
"Wdr43",-2.04467540336875,3.07313544397901,16.6396625358548,0.000322567303819774,0.0148053038639105
"Gm5829",1.14962103389578,2.93465105250051,16.6318239509614,0.000323413176936769,0.0148133948517022
"Cnot1",-1.99326892785314,3.27735482633165,16.6217746118271,0.000324501101466024,0.0148325162556464
"Hyal2",-2.45321622232584,4.05429593898455,16.6155950366635,0.000325172042511022,0.0148325383432399
"Hnrnpd",-2.68887219453735,5.1285966964644,16.6060150605888,0.00032621512487798,0.0148438814372012
"Ssbp4",-2.13132265117603,5.73821372897125,16.6009995198533,0.000326762656959589,0.0148438814372012
"Plekhg5",-2.43535216736255,1.70791265834007,16.5905140040892,0.000327910520955487,0.0148524567491263
"Mapk14",-1.58076038381548,4.36055761074144,16.5851286851584,0.000328501741550426,0.0148524567491263
"Gm6423",1.28177227869989,0.928654620040111,16.5809116529664,0.000328965502285942,0.0148524567491263
"Slc36a4",-1.83314858348343,3.22418057247765,16.5704617032796,0.000330117749467072,0.0148741241781263
"Eed",-1.90853930202944,3.61716960794642,16.5534057137445,0.000332007720419304,0.0149288756073908
"Gm6088",-1.85424475114307,1.25435964379609,16.5378174491243,0.000333745217433611,0.0149765627693383
"Rnf169",-1.73726171524628,2.34952681706014,16.5071562313815,0.000337191330086283,0.0150991360576253
"Plp1",8.86019926630226,3.92160839740953,16.4957257868399,0.00033848579504844,0.0150991360576253
"Gla",-2.5085246372512,3.78713946729518,16.4953871368577,0.000338524227481903,0.0150991360576253
"Grhpr",2.09790908763126,3.49938597935766,16.4856228368406,0.00033963436818225,0.0151181712822856
"Synpo",1.43307546829212,0.790272762910542,16.4728705660616,0.000341090113168548,0.0151524830795739
"Txndc5",-1.78961743980573,3.63988206848421,16.4563256531107,0.000342988803789275,0.0151527318727953
"Atf1",-1.75854303015276,2.95534869661084,16.4554088789635,0.000343094343929875,0.0151527318727953
"Gm7933",-1.18689890135653,0.628157014291552,16.447545755098,0.00034400098976769,0.0151527318727953
"Sept4",4.75528112150921,2.87101465015527,16.4465635351315,0.000344114423820782,0.0151527318727953
"Gtpbp1",-1.88517125063383,3.68825881466233,16.4430513185101,0.000344520369390048,0.0151527318727953
"Pttg1",-2.49217854014173,4.60306746825273,16.434344402163,0.000345528942924869,0.0151669381038231
"CT025525.2",-2.7583997143676,1.60528446867533,16.3914567113121,0.000350543364067814,0.0153565759272718
"Zc3h12c",-1.71883740542336,1.85513201339651,16.3773464093453,0.000352210177680432,0.015399102294119
"Zdhhc9",2.45907477958279,4.2838356398083,16.3654049520118,0.000353627441084931,0.0154079027684189
"Cd151",-2.97133352935757,5.84451867926674,16.363917608038,0.000353804393904842,0.0154079027684189
"Gm11222",-1.07671815593241,2.56489198283143,16.3527668220553,0.000355134061836781,0.0154131085368746
"Rab1",-1.86557279473049,6.07714545381685,16.3489047220852,0.000355595845715842,0.0154131085368746
"Fth1",2.68064274972925,12.0072276984738,16.3454118800004,0.000356014033464852,0.0154131085368746
"Arl2",2.126378165026,4.86454591282248,16.3388106531016,0.000356805822007424,0.0154172171880278
"Trib1",-3.31794502871595,5.2858195064388,16.3262577930152,0.000358316705231277,0.0154523206039601
"Rbm38",-1.59094713576421,1.72296401195429,16.2883024551272,0.000362927017846113,0.0156142914351709
"Dtx2",-1.26505268681557,2.3612817888468,16.2837507620397,0.000363484160788004,0.0156142914351709
"Ccdc13",2.29961184442722,0.746687405586746,16.2749121502812,0.000364568662660564,0.0156305281473637
"Phykpl",-1.66044014887441,3.14945808373576,16.2044629101125,0.000373338074389295,0.0159545406667165
"Slc20a1",-3.02049575517489,3.01234255275034,16.2003672789919,0.00037385481265006,0.0159545406667165
"AC161763.1",4.00491818794125,2.06708774411281,16.1919801401625,0.000374915401235835,0.0159545406667165
"Mindy2",-1.98211966614934,3.17420185206528,16.186089645541,0.00037566221024532,0.0159545406667165
"Inf2",2.92646443799773,2.6119044981624,16.1832339320086,0.000376024838353025,0.0159545406667165
"Sap130",-1.62970017771483,2.13203138719022,16.1745705309498,0.000377127248277008,0.0159545406667165
"Gm6977",2.76822911937738,4.19089362202697,16.1742021806489,0.000377174197382485,0.0159545406667165
"Adi1",3.23234779982229,4.91654814126741,16.1516720915252,0.000380057800498408,0.0160458372527219
"Ggcx",-2.35494504520772,3.46918615398089,16.141952952048,0.000381309045347358,0.0160680000194659
"Brd4",-1.61084090123035,3.09363949932861,16.1314555546913,0.000382665454916315,0.0160945016332959
"Rpl34",-2.21821986668378,6.95102459241559,16.1162964621228,0.000384633373357266,0.0161465732804228
"Susd6",-1.11993404819278,3.14988574407825,16.1048891917623,0.000386121405245617,0.0161783406216833
"Ankhd1",-1.9488221255857,2.62122224578116,16.0807534461361,0.000389290234852127,0.0162410296689052
"Atg16l2",-1.84686996899318,2.17735560789769,16.0796550067828,0.000389435114054725,0.0162410296689052
"Rnf111",-1.50992418868864,2.61563369512786,16.0701228256597,0.00039069480033774,0.0162410296689052
"Gm12183",-1.7468550148088,4.95858791030344,16.0649729750152,0.00039137717798625,0.0162410296689052
"Ccdc107",-2.05380425075669,5.44646799522334,16.0604490689944,0.000391977671444834,0.0162410296689052
"Nfrkb",-1.73461333021219,2.88721754207785,16.060112980195,0.000392022322614265,0.0162410296689052
"Xpr1",-2.52292514136826,2.58949388258501,16.0171031465144,0.000397781739634562,0.0164488325718419
"Cpsf4",-1.55281048107763,3.80837997516196,16.0093432374968,0.000398830507574735,0.01646143156544
"Mical1",-2.55216426727282,3.6498550724986,16.001359160743,0.000399912672842224,0.0164753595182281
"Smt3h1-ps",-1.36936435851102,1.93634665232038,15.9825414955352,0.000402475723893807,0.0164837148569497
"Rasl11a",-3.47344415304664,2.24200964713375,15.9808149881853,0.000402711764116056,0.0164837148569497
"Suz12",-2.20303786134197,2.8213276405064,15.978114796123,0.00040308122024334,0.0164837148569497
"Tspyl3",-2.4740335479283,4.57022139567636,15.9770433982206,0.000403227916064648,0.0164837148569497
"Dkc1",-1.96476030269261,2.94015438615775,15.9725705719368,0.000403840955226087,0.0164837148569497
"Prdm11",-1.18524529503522,1.05321470130522,15.9575470432283,0.000405907397734076,0.0165375494660607
"Mrpl16",-1.57328403170938,4.91207242446001,15.9457143069166,0.00040754295119632,0.0165736630685959
"Hnrnpf",-1.33813118814528,5.04138422868207,15.9215723588804,0.000410901914184484,0.0166796019220245
"Slc7a3",-4.31692957619321,2.02705383716644,15.9081209708787,0.000412786348129351,0.0166840307766426
"Dhx8",-1.5030839821365,2.84647216983311,15.9060438433252,0.000413078163854197,0.0166840307766426
"Gsn",6.69222824864649,3.4138109893844,15.9046545814178,0.000413273464973112,0.0166840307766426
"Ltbr",-2.89839413866334,5.6859308413758,15.8860482233323,0.000415898710473874,0.0167594301854527
