"","cerebral_cortex","peritoneum","brain","blood","cerebral_cortex","peritoneum","brain","blood"
"cerebral_cortex",1,0.334998205528244,0.516745231143918,0.247634206410334,NA,5.6843418860808e-14,0,4.25805364301368e-08
"peritoneum",0.334998205528244,1,0.573633392863321,0.686491841876706,5.6843418860808e-14,NA,0,0
"brain",0.516745231143918,0.573633392863321,1,0.583085834361161,0,0,NA,0
"blood",0.247634206410334,0.686491841876706,0.583085834361161,1,4.25805364301368e-08,0,0,NA
