"","other","endo","mouse_FVN_Swiss","mouse_C57BL6","No_data","5_months","cerebral_cortex","peritoneum","brain","blood"
"Birc3",3.30429435556114,4.96687252304089,2.00426447971873,4.64964276785821,3.66882663066901,2.71747514088444,2.00426447971873,2.96591887108029,4.71608789716871,6.60366631468121
"Bok",1.52197967983187,6.47710454063374,3.28581292204304,0.59801620049734,2.39039515621729,0.372618334972458,3.28581292204304,0.0872577064511612,1.13469920044226,0.674243393407836
"Bsg",8.05271419748674,13.3416323483355,9.03153252105186,7.85736293322335,8.57369243151312,7.94225359162639,9.03153252105186,8.16858740098022,8.09374996825096,7.2475065368875
"Bst2",5.10787326130798,5.74438129037478,2.71756743843321,7.27895435995676,4.42121640605329,7.15530662052511,2.71756743843321,7.12745009407097,6.89911624099984,7.84059759797663
"Btg2",7.92686802665477,9.89723872350359,7.69314107850806,8.37767544338925,8.74639034442227,6.16577432700635,7.69314107850806,6.20482800234662,10.1611858641107,9.201581951919
"Bvht",0.361257193212066,5.07776925191069,0.973769482620104,0.414872947317361,0.796183046358383,0.344339111734352,0.973769482620104,0.21669030355829,0.50889523589687,0.558669831248738
"C130074G19Rik",0.83509707452731,8.04670722477558,2.55662418610411,0.230212120678643,1.65089742757043,0.394548641220786,2.55662418610411,0.0326871205366968,0.619251891504612,0.0782023500230078
"Capg",3.91894138980706,5.19590728521214,1.66979672327594,6.04656370994743,3.24178435922146,6.10036469776875,1.66979672327594,7.04315109451147,3.67766138842785,7.21956116999018
"Car4",1.38709052297372,9.61752082753496,3.17088555956417,0.855073654027239,2.30910153491666,0.909167816270954,3.17088555956417,0.130386572580574,2.40662147934084,0.173150326449632
"Card10",1.30659753951093,3.27917866866963,1.25169547201049,1.60120948971866,1.58885092956414,1.0235459991543,1.25169547201049,1.31154880969547,0.398812194653385,3.15119960081177
"Casp6",3.44716189675843,5.41082353776416,3.02198411133526,4.06465016412942,3.62762396202533,3.44180662752589,3.02198411133526,3.55802371394607,3.98192266446074,4.75532940401812
"Casp8",2.92575687815559,3.46728089691204,1.25685153361065,4.45373955697697,2.63436585596862,3.86246319385887,1.25685153361065,4.01991023322541,4.87918442920872,4.54888987324708
"Cast",1.46697747142325,3.34914288009767,0.710480940313124,2.36418261222891,1.75939456960509,1.13337180359179,0.710480940313124,1.40359782303534,1.62997215403896,4.25109481745116
"Cavin1",1.5248880533481,6.95801946109932,2.48102607235405,1.36740871268681,2.31734746220162,0.703907530938738,2.48102607235405,0.495651232706753,1.26611956541119,2.51480683593848
"Ccdc141",0.596908081067412,4.63835337808618,1.49168142070797,0.319162071009272,1.11804824717077,0.17413394853786,1.49168142070797,0.179481445266911,0.246498210079585,0.55944268282979
"Ccdc152",1.01030522793581,4.83189087509098,1.14465698830379,1.37044564350823,1.56724935840349,0.434105280938495,1.14465698830379,0.42323234538662,1.30096855600613,2.57657868875626
"Ccdc8",1.70567355930794,5.18227147898822,3.06560982371859,0.950304067908663,2.53542970752095,0.292993631642237,3.06560982371859,0.0590563491043433,2.2391863821844,0.730919016198114
"Ccm2l",1.05265123306443,4.9232977559737,1.0650378696397,1.52564374142473,0.878355030676555,2.49962742035842,1.0650378696397,3.17421673280924,0.487813354751492,0.58518653843656
"Ccng2",5.72439169108077,8.05640256113399,5.95525662410951,5.81388623343727,6.41884573943685,4.39764577561485,5.95525662410951,4.02532001316659,7.50451091728304,6.26954101391632
"Cd151",5.59400167119291,9.35175679230039,6.20814810511245,5.52634293165175,5.41488030788173,7.02602420057555,6.20814810511245,6.98928945232742,5.55606661050985,3.74108342798285
"Cd248",1.12341297634697,6.33552215744657,3.02112671735891,0.114427100598968,2.00575489330037,0,3.02112671735891,0,0.255876630038666,0.110290091878031
"Cd34",1.0074996120153,6.79870822529633,1.6667471875017,1.15455906012482,1.88680785768774,0.0372040897363279,1.6667471875017,0.0387402138667238,2.86778436947474,0.780316366284614
"Cd40",1.8892312577532,5.67145784021718,1.06274223516488,3.08518747532599,1.85058141116182,2.94107498149551,1.06274223516488,3.73005317545279,0.627761452532918,4.76877465796689
"Cd59a",1.3653032096097,4.34844206807633,1.99539876420015,1.18686195665137,1.94447718289044,0.518359497704298,1.99539876420015,0.50169681360924,0.731596372864098,2.46432571208921
"Cd93",3.87742462983444,10.2876219117547,3.20383938710336,5.26808637746417,3.77268142132572,5.76801777371347,3.20383938710336,7.03332403809113,1.39583553268577,7.02205202949021
"Cdc42ep3",2.5425904297795,6.15638747800279,1.91236890824844,3.54575889214708,2.83420089655314,2.64411090820781,1.91236890824844,3.17597912898102,2.05092715212481,5.48432634796863
"Cdh5",0.513060456809886,6.92068162686586,1.60241851857732,0.360824799020379,1.20366672453659,0.215798513075433,1.60241851857732,0.0527170816661449,0.651969669729632,0.439409189136205
"Cdk1",2.44853795133697,4.60875564927704,2.43105098119445,2.73386626245419,2.15084800179703,3.80723973705683,2.43105098119445,4.59476659789286,1.80154845139543,1.43310367098654
"Cdkn1a",4.75643817242922,7.70644474582894,4.85272865880549,5.04093481852495,5.04546421007563,4.69911821225151,4.85272865880549,5.49494286162714,4.7368572708631,4.80020271446416
"Cdkn2b",1.69221525014885,6.48965884733315,1.85655891780262,2.14809499059983,1.63062076650494,3.06096097946567,1.85655891780262,3.81803073686018,1.53968728337884,0.752579802308417
"Cebpd",5.89906333991908,7.00466213200668,4.61251097765855,7.162996505908,5.68722864541,6.75800844784095,4.61251097765855,6.5323908328477,8.02998917424823,7.05273064524011
"Ces2b",0.171037395413993,3.84394011896085,0.582292688927156,0.270301854033333,0.567133059523341,0,0.582292688927156,0,0.219848373961206,0.645117558945459
"Cgnl1",0.770025172028757,3.97230422940626,0.756221461398722,1.18238830100223,0.74974897159523,1.62635448756533,0.756221461398722,2.14529646746532,0.111428593193431,1.09785820905531
"Chp2",0.582645362153052,5.45020113384376,1.77794361629749,0.145203861238004,1.23702147308968,0,1.77794361629749,0,0.37635262790423,0.0882997280573836
"Cldn5",3.31107591861425,14.3335865626088,6.35331866361431,2.02692734723852,4.79426981887722,1.98792035388973,6.35331866361431,0,5.48817494920699,0.997992561956279
"Cldn6",0.152321398299297,2.87561619602459,0.627826572802426,0.0766662203247211,0.436244222889842,0.0523573301066214,0.627826572802426,0,0.0837717281705942,0.161560176868513
"Clec14a",0.877011705646969,8.13706135883633,2.5658825883529,0.306755889927953,1.66925698474087,0.513349601436088,2.5658825883529,0,0.98161884776945,0
"Clec1a",0.627456319614097,3.69160090383571,0.834585700912429,0.829236184005758,1.02075487775395,0.311921430784904,0.834585700912429,0.247268767074062,0.556438746904394,1.80039452142516
"Clec2d",1.41853554400691,5.97161613481894,1.77748071523157,1.67359359303685,1.95675564692607,1.07670040868223,1.77748071523157,1.22452709399037,0.566908947892235,3.31915803703723
"Clic1",6.61316363284235,8.12900465568499,5.1787071826583,8.05779315460873,6.35394974915256,7.70496206869996,5.1787071826583,7.83925688744687,8.071034656949,8.3067951728627
"Clic5",0.169641946700066,2.70637187811369,0.468336575239459,0.2253753881548,0.39409411292143,0.186580972444721,0.468336575239459,0.192639580428153,0.186653567071106,0.303380178510472
"Cnn2",4.91395287450133,7.41903921249764,3.56257233719992,6.4095466368896,5.02964601146483,5.22206833235078,3.56257233719992,5.60808383749959,4.3716590619677,9.40918957107952
"Col4a1",1.04675363097525,7.32881300630953,2.91407055881757,0.198108741030002,1.98442875052488,0.0386618960473371,2.91407055881757,0.0423109566659314,0.116072291571402,0.467102531725487
"Col4a2",0.789463125065873,6.81168207642217,2.37547586954248,0.154479342568382,1.60782118450283,0.044533199453322,2.37547586954248,0.0300181399288269,0.132504284744141,0.325807843560088
"Cox4i2",0.671923725554265,3.14633063775502,0.981319838425535,0.710502990816999,1.02204385227333,0.327695105127016,0.981319838425535,0.236992036646633,1.1929405035603,0.796278623078132
"Crem",1.41359945481618,4.06524155754573,1.82080230335485,1.38875222518603,1.8499420809523,0.876567758624234,1.82080230335485,0.94058473739294,1.75546062391925,1.55984481180453
"Crry-ps",2.29405543733284,7.73041287606492,5.62720813150997,0.0570915097693593,3.62247172715679,0,5.62720813150997,0,0,0.18269283126195
"Crybb3",0.454204286997683,3.29135602468332,1.16914225714044,0.183277530333478,0.866400209778308,0.0299534337723747,1.16914225714044,0,0.0479254940357996,0.538562603031331
"Crybg3",1.21696326376833,3.05966028516185,1.03831586015888,1.60361686960079,1.57507296706355,0.692835835054855,1.03831586015888,0.79286191985531,1.13320790272432,3.04693177617182
"Csf3",0.206349649412348,3.65903279659566,0.935418269766933,0,0.595266171669867,0,0.935418269766933,0,0,0
"Csrp2",1.57532751992194,7.43811147038581,2.3615674376192,1.62021558574483,2.32016299323205,0.992725955935128,2.3615674376192,1.06858270199706,0.979870723774635,2.92251990821235
"Ctgf",1.90213801951397,6.92779470178165,4.28619673589563,0.444293727963484,2.86933474026531,0.498761208014709,4.28619673589563,0.0831203185791153,1.23970395552375,0.082291591664461
"Cthrc1",1.44283004467665,5.87188635581891,3.36240882301976,0.316830652519208,2.29513173126991,0.206264484330733,3.36240882301976,0.0876326645824048,0.458403968463562,0.450294922099017
"Ctsh",5.14297993003842,6.95833695552545,3.05177001856508,7.19970823076347,4.90930528424627,6.23942446233859,3.05177001856508,6.16319206271776,7.70470659438679,7.93852926879502
"Ctsw",1.52234326904561,6.82954278095904,1.78244577693507,1.95815351363151,2.38417774759425,0.479098331015213,1.78244577693507,0.248704841013145,1.39710089044391,4.57054454396115
"Cxcl1",2.97095484228631,8.69041507892155,5.04775537373695,1.86868690684641,3.70320298858061,2.38713749913579,5.04775537373695,3.07689501540994,1.76777463712299,0.519749446293578
"Cxcl12",3.59775007487808,7.96674046438982,5.05781185363246,2.86631981715697,3.56793106081888,4.77199996091882,5.05781185363246,5.42376034997866,2.15831087577847,0.505400119149452
"Cxcl2",4.35811265298251,6.95771744218822,3.93554058415724,5.05281381185533,4.14265474876906,5.6005230868709,3.93554058415724,5.86633918410482,6.04187608955251,3.08752108745874
"Cxcr4",3.61438442330109,7.23485061239084,4.60750676194978,3.19796065061971,4.01298906850162,3.42333819627208,4.60750676194978,3.24505933821829,2.61996944694938,3.71943342917173
"Cyp2d22",2.16080612471231,6.48753167211057,3.81638251952528,1.25301747267575,2.85967666031358,1.32059353865839,3.81638251952528,1.34383491960072,1.58567261128978,0.811381397751771
"Cyp8b1",0.0292918289684231,2.99675279929493,0.466908073248994,0.017310236513736,0.30971258225935,0,0.466908073248994,0,0.0553927568439552,0
"Cyr61",3.87380954246624,10.9371642083584,7.92978933689579,1.2077465555769,5.70307269575017,0.609174537408481,7.92978933689579,0,3.56124011850622,0.303548859339874
"Cyyr1",0.235131114528192,3.23266307329293,0.659575645407239,0.238433644854618,0.527699129109709,0.179952064120205,0.659575645407239,0.163608045316057,0.187174246677341,0.379483762478168
"Def6",2.22863832716323,4.59879738334824,1.54420856552426,3.12378425062046,2.55927420717793,1.91192942116906,1.54420856552426,2.18161051773611,2.71462991825166,4.66354706245049
"Dennd3",0.973790593605709,4.30311555185897,1.1818787219887,1.20787910105224,1.51765570809334,0.310492768328051,1.1818787219887,0.337365838212278,0.612204265028545,2.8481698524839
"Des",0.346145843398018,3.39406984059212,0.956422539543514,0.193144233919973,0.702734364940043,0.127508408455977,0.956422539543514,0,0.43247159437312,0.185589954170794
"Dll4",0.712950478487584,8.18057336179951,2.39601146049447,0.173724979645552,1.60526214935137,0.125999104440157,2.39601146049447,0,0.466371706301738,0.0895482285640286
"Dnase1l1",3.15084983253541,4.06197574026113,2.02966514841417,4.24577716960721,3.18256166803001,3.2914237618567,2.02966514841417,3.82994730754281,2.58072222320525,6.40982795048647
"Dok4",0.055622081429239,2.83040254826882,0.493837241016122,0.0190313751456641,0.318452326903725,0.0265340230842986,0.493837241016122,0.0353786974457315,0.0184459635312475,0
"Dusp2",4.52969123075411,8.67776774501796,5.14304893932519,4.51151280003739,5.8317802413763,1.98596558010904,5.14304893932519,1.600855949,6.25336159289405,6.26245222842559
"Dusp6",7.83692213476563,9.8904812205497,7.20201254524511,8.64916291131909,8.27144387947054,7.15537710827313,7.20201254524511,6.97439793407329,9.76019937490281,9.54784442043033
"Ecm1",5.22021633514108,7.12794680953165,3.22551351109012,7.20404761548449,4.03971083809424,8.94353907061755,3.22551351109012,11.6448907350134,1.48578828284559,7.59329520468866
"Edn1",1.25140667304533,6.6763544505668,2.61279565648915,0.738309784722169,2.1124203690768,0.239855953339156,2.61279565648915,0,2.17895321453706,0.183638096573886
"Edn3",0.358125777552589,3.67740708784784,1.1165284059649,0.109433641478728,0.761532759577294,0.0785769045584644,1.1165284059649,0.0397929627722503,0.26330554767431,0.039130549730918
"Efna1",1.39505479744564,7.10284736682915,3.30463709921931,0.437644354566613,2.25344873719486,0.461419605481169,3.30463709921931,0.247604287557991,0.855729114816119,0.247607674727454
"Egfl7",0.186794948056463,5.81493963508283,1.09981599343377,0.0914196192296141,0.766369900715755,0,1.09981599343377,0,0.148542292844771,0.144000488689994
"Egfl8",1.28427712210347,6.41371368640773,2.09999327658387,1.21170505747115,2.2175993996233,0,2.09999327658387,0,1.01937273882167,2.85808344508602
"Ehd2",1.36046715383677,4.96386995022353,2.02285769304335,1.23130078157936,1.54696851825337,1.74843910078781,2.02285769304335,2.03449428614391,0.813604260915847,0.685165096765414
"Emcn",0.182705240486734,3.83851251362271,0.601170438347743,0.273524101500348,0.521359551799282,0.165357702661219,0.601170438347743,0.078359766946938,0.364053111337874,0.417192293126913
"Endou",0.247604835868568,2.83322323833769,0.74259052098548,0.13769466169991,0.566597695524164,0.016779072432959,0.74259052098548,0.0223720965772787,0.0702356646301662,0.343540736916812
"Eng",2.3377484507504,7.58318242347319,2.96357354302703,2.4458307415987,2.83141831951868,2.29151480481832,2.96357354302703,2.24976981897027,3.61877537954868,1.50815921080283
"Eogt",2.15713730596919,5.90171848239638,3.03011617369121,1.86135344376582,2.88077166758948,1.10328810562019,3.03011617369121,1.06841720086474,2.70816579202933,1.96606458698361
"Epas1",2.02751486828085,5.75578678243983,3.64441514164628,1.07876111835598,2.47497246064942,1.72907446780705,3.64441514164628,1.89756163531388,0.831888027038454,0.343073589324033
"Epha2",2.71468152626418,5.65090400762383,2.37599443262446,3.37806054336889,2.19144042033021,4.88765018792249,2.37599443262446,5.67730742386741,3.70023084077249,0.296793989367071
"Ephb4",0.598300485197709,4.76327536057262,1.64249930878219,0.205248373983154,1.14289208553516,0.141917303113448,1.64249930878219,0.11282192534548,0.255486034634402,0.265922451697114
"Epor",1.67931578797552,4.64359109419908,2.2155941985653,1.58060659198741,2.12868001955201,1.18463297769607,2.2155941985653,1.04572888320819,2.24161118371078,1.56145525079911
"Erg",0.13534456805144,3.14067840047092,0.502919727915252,0.189383032223038,0.432353635058633,0.0699030918865259,0.502919727915252,0.0609159422343953,0.0605099872411996,0.472416585191247
"Esam",2.20407188575073,9.37301925772366,2.85317921604328,2.53222139324137,3.24024207090139,1.14684071957966,2.85317921604328,0.590660222875925,2.25541319744227,5.138902993479
"Esyt1",4.4442798481128,6.40274293874687,3.67725843094129,5.36023147446713,4.6402577209187,4.3949564705551,3.67725843094129,5.0483496336677,4.05304745054571,7.04167370734786
"Ets1",1.52512167636275,5.18440174657515,1.63590312597671,1.88559791672709,2.23714263938748,0.481884045597837,1.63590312597671,0.325225870447758,2.94258655681006,2.70105573217932
"Ets2",3.84069023231805,6.45016791858921,4.4333923068699,3.64826062786909,4.38240115423915,3.00335461860283,4.4333923068699,3.23827899471643,4.24341145904462,3.54508775647675
"Eva1b",3.92891310962374,7.8731883699355,4.00854313926197,4.35227124122926,4.1501252890889,4.30664843117247,4.00854313926197,3.72116150204023,5.71538548708985,3.74648868239549
"Exoc3l",0.829403261412353,5.87300210565333,2.01203538655148,0.425050007445738,1.54196685266905,0.130753096516693,2.01203538655148,0.174337462022257,0.338298194256805,0.812656875142846
"F11r",2.66937564249449,5.66213940625228,2.41092723075029,3.2696134732404,3.33701433498632,1.58156017908142,2.41092723075029,0.142977166371884,7.36549910743475,2.92569140728828
"F2r",1.95983334958429,6.20849551250902,3.96094676779537,0.739941879015185,3.01669097002919,0.115640434092003,3.96094676779537,0.068296848001706,0.616812717092548,1.669045078154
"F2rl3",0.952807987606642,4.58142782325314,1.32004601055479,1.08505219698283,1.62915814997692,0,1.32004601055479,0,0.613618737783667,2.85854829256138
"Fam124b",0.118345654799731,3.9397475524898,0.582955520454988,0.189487259562639,0.46675333673915,0.115575003888846,0.582955520454988,0.141791873967646,0.0385333431134346,0.397675638725836
"Fam129a",1.31498419826356,4.05925501427004,0.722118494769648,2.17677554082154,1.82460046496506,0.599607168836039,0.722118494769648,0.574755391419019,1.36789061219127,4.90808464873483
