"","cerebral_cortex","peritoneum","brain","blood","cerebral_cortex","peritoneum","brain","blood"
"cerebral_cortex",1,0.434493054683732,0.570127708106628,0.399048057716656,NA,0,0,0
"peritoneum",0.434493054683732,1,0.675239627410624,0.73563497690369,0,NA,0,0
"brain",0.570127708106628,0.675239627410624,1,0.696434457447586,0,0,NA,0
"blood",0.399048057716656,0.73563497690369,0.696434457447586,1,0,0,0,NA
