"","cerebral_cortex","peritoneum","brain","blood","cerebral_cortex","peritoneum","brain","blood"
"cerebral_cortex",1,0.467530314981384,0.649623342701775,0.524022030875858,NA,0,0,0
"peritoneum",0.467530314981384,1,0.655440432004737,0.653795882768666,0,NA,0,0
"brain",0.649623342701775,0.655440432004737,1,0.776970945909552,0,0,NA,0
"blood",0.524022030875858,0.653795882768666,0.776970945909552,1,0,0,0,NA
