"","other","endo","mouse_FVN_Swiss","mouse_C57BL6","No_data","5_months","cerebral_cortex","peritoneum","brain","blood"
"1110018N20Rik",0.428296117002721,0,0.856592234005442,0,0.545104148912554,0,0.856592234005442,0,0,0
"1110032F04Rik",1.28399788651234,0.389547231204311,2.33651937808389,0.251235249473739,1.6362890320417,0.0915845724796062,2.33651937808389,0,0.14653531596737,0.657417482348596
"1300002E11Rik",1.92173322630941,1.72415284951625,2.16778884242711,1.68173701510728,2.22355604170875,1.04232538976293,2.16778884242711,0.968683798314432,2.58972542311282,1.62941246725315
"1500009C09Rik",2.29973576855175,0.92025398922912,4.63125105155199,0.0872246735112066,2.98814528970022,0.0617391405627975,4.63125105155199,0,0.205889868208801,0.0732290870270604
"1600014C23Rik",0.381904694930652,0.0794994878288885,0.775166459551144,0,0.493287746987092,0,0.775166459551144,0,0,0
"1700001O22Rik",0.805858756270433,0.726834101002719,1.6678516320891,0.0417369080206346,1.09171424443534,0,1.6678516320891,0,0.0982793747124403,0.0352787309535906
"1700003M07Rik",1.32468975594051,0.161537374221897,2.18217585607895,0.428995370604541,1.63058706818523,0.192684051837859,2.18217585607895,0.256912069117145,0.239711118220346,0.824779584773611
"1700007K13Rik",0.632470978757331,0.37912941621135,0.842347356871154,0.417161452589489,0.753978846797307,0.234988951010903,0.842347356871154,0,0.542641279691041,0.792275368595323
"1700016P03Rik",1.85375396518534,1.76342214579731,3.5290424113965,0.37658509732706,2.46141297895657,0.160108722467425,3.5290424113965,0,0.984030119371834,0.221042192074758
"1700025F24Rik",0.404363586215928,0.00613076221818885,0.591467620496687,0.190868453220546,0.503383063200767,0.032501818508185,0.591467620496687,0.0433357580109133,0,0.558776140692651
"1700027H10Rik",0.431346939730063,0.0250715242877577,0.855261924486046,0.00963690113828899,0.547512682451639,0.0103222933851527,0.855261924486046,0.0137630578468703,0,0.0143224142262804
"1700029I15Rik",1.61785320459171,0.547830734484846,2.10200531924688,1.06046729550507,1.99198091111387,0.321496394129027,2.10200531924688,0.428661858838702,1.26212784086482,1.61697327414495
"1700040D17Rik",1.24906582661925,0.111172138182925,1.82951628429017,0.598934965102652,1.43613233710261,0.450159500680927,1.82951628429017,0.538140553938536,0.387528482938505,0.883294740663738
"1700110C19Rik",2.87278260717494,0.0342154551407348,4.03346667243349,1.50236315606944,3.5748745017644,0.232388109045375,4.03346667243349,0,2.89909801840314,1.90846408101906
"1810010H24Rik",2.3076095280743,0.376649245528181,3.31525863486797,1.18454652431158,2.76465337106266,0.567998889219786,3.31525863486797,0.168230828254034,2.44185463325762,1.14681725063459
"1810010K12Rik",0.167451711919264,0,0.304918005323418,0.0262372412007214,0.213120360624518,0,0.304918005323418,0,0,0.0839591718423084
"1810062G17Rik",0.255518049588623,0.83142911733749,0.341808805148267,0.252002521942542,0.379486558227794,0.0585824177681193,0.341808805148267,0.0781098903574923,0.262350384852432,0.450325816934713
"2010007H06Rik",0.496386767763372,0.297477479040705,0.331075589769088,0.616170387418037,0.52990045307918,0.354496810964234,0.331075589769088,0.409690393664051,0.308551283685802,1.17156548365506
"2310014F06Rik",0.294693135605267,0.0574381048233593,0.32605010570911,0.237598907916665,0.341615080203561,0.10634403026448,0.32605010570911,0.102345304156194,0.09022569079993,0.547276449545964
"2310022B05Rik",3.20380206805309,4.04611310832962,5.13305613264605,1.62099364156881,3.94537866044079,1.37504419905604,5.13305613264605,1.49228282836036,1.83190027902816,1.5645399799596
"2310031A07Rik",1.66642957814085,1.83402076879686,1.88611155328089,1.49515674872532,2.24543042297137,0.116075052520939,1.88611155328089,0.121003827610408,1.67159945454922,2.96769754823932
"2610035F20Rik",0.784042231148897,2.69127327933009,1.85457512672702,0.0857298285406878,1.19463873148913,0.131709617258543,1.85457512672702,0.0579139242389388,0.141238678526942,0.0636000637165318
"2610316D01Rik",0.639776306243567,0.00757278084727793,0.941430947149042,0.29680305477674,0.746585056937239,0.188001360486897,0.941430947149042,0.186693822252407,0.214660601456101,0.511076587126579
"2700033N17Rik",1.3717913397173,0.384655577638678,2.20403674104199,0.52018464329837,1.40256883520854,1.04036928659674,2.20403674104199,1.38715904879565,0,0
"2700099C18Rik",0.475919192244114,0.388435905161937,0.779395095755253,0.199442365786596,0.636031217511569,0.0137403009880695,0.779395095755253,0.018320401317426,0.190505584661936,0.425725504274259
"2810030D12Rik",0.295618195297177,0.0349388192470085,0.239327015859765,0.312288055298642,0.356496268172306,0.0630336508780308,0.239327015859765,0.0507687931530567,0.0857859564798121,0.852613268692173
"2810049E08Rik",0.386515426670031,0.00657989845701785,0.618731440192453,0.135834473811285,0.462291717505914,0.0831467448180998,0.618731440192453,0.104296213927825,0.0630005334360653,0.246514326046657
"2810459M11Rik",1.68507116438698,0.449538420685952,3.07307358791882,0.316127450833986,2.1747710114459,0.0295133990496809,3.07307358791882,0,0.271824756457733,0.739783086211021
"2900005J15Rik",1.26418916577989,0.01797460972485,0.890396257677686,1.43548114086245,1.54867571684259,0.170297511343722,0.890396257677686,0.227063348458295,1.06020098450667,3.2608626481032
"2900052L18Rik",2.21738886895982,1.31657474650827,3.5973318134836,0.897337027195067,2.77446546480516,0.460224699772233,3.5973318134836,0.342000281189905,1.50398580656985,0.957092343026484
"2900052N01Rik",0.878617265693623,0.102950393874371,1.40494491272389,0.321122215564733,1.11682581669541,0.0296270324838988,1.40494491272389,0.0221506431738462,0.635262312004521,0.365748005994009
"2900064F13Rik",0.930399498360091,1.12010169125432,2.02081352404223,0,1.28597224257233,0,2.02081352404223,0,0,0
"2900076A07Rik",2.38487143993917,1.14727037766554,2.91414224302407,1.76705935445568,3.13958823061945,0,2.91414224302407,0,1.82166773424581,3.83292220001238
"3110039M20Rik",0.620177041351141,0.0229610563569491,1.06743471045041,0.154174582765009,0.776113684624914,0.042047276099717,1.06743471045041,0,0.0672756417595472,0.426083023088482
"3110079O15Rik",0.51023406753315,0.030963925592558,0.863274003076265,0.14141535619035,0.652203715550605,0,0.863274003076265,0,0.0401906426769802,0.412338497132139
"3110082J24Rik",1.16288432328052,0.0644899524343332,2.14309577797119,0.167900004070416,1.4858973162147,0,2.14309577797119,0,0.0440370342962488,0.493242978729082
"3110099E03Rik",0.235314473112559,0,0.274967872387628,0.171203439607804,0.271496586950603,0.0769850417797992,0.274967872387628,0.0884866725269699,0.08266415011638,0.359002849596228
"3830408C21Rik",0.712288356747913,0.447741870854406,1.05727136487935,0.377359913896215,0.926361023404686,0.0574519019684122,1.05727136487935,0.0644635697576419,0.266237207325854,0.863958233432865
"3830432H09Rik",0.326905988325318,0.128620096153771,0.555470656381998,0.102126167254279,0.427754902973475,0,0.555470656381998,0,0.0315696350904698,0.295234100123224
"3930402G23Rik",0.519241662041529,0.145280271380064,0.948975967866577,0.0964789706119279,0.674060321814678,0,0.948975967866577,0,0.022068332326581,0.286664373631588
"4831440E17Rik",1.26830389025416,0.636718032962253,1.53029321759698,0.960114996667703,1.63351561164854,0.106075192096633,1.53029321759698,0.141433589462178,1.42552427072115,1.47712341126089
"4921504A21Rik",0.509744445849784,0,0.765082778834734,0.222605348756729,0.572938061283402,0.208525891944889,0.765082778834734,0.221780386006177,0.120620993229115,0.325579659585004
"4921530L21Rik",0.349488423727974,0,0.522612515202389,0.154318790721864,0.444803448381058,0,0.522612515202389,0,0,0.493820130309966
"4930402H24Rik",2.12864267060524,1.58238491608257,3.33866473948349,1.00159114102143,2.7603381802983,0.254915580318648,3.33866473948349,0.268598612383506,0.83268333649483,2.05008997991355
"4930412L05Rik",0.381435097169462,0.273809129326172,0.65573305223543,0.127971140506329,0.470899335853605,0.108501948827246,0.65573305223543,0.144669265102995,0.0460764491860381,0.189828082310621
"4930426I24Rik",1.05914948113578,0.063997997956238,1.58489905050143,0.474724672543386,1.35382643035065,0,1.58489905050143,0,1.14908633654584,0.370032615593
"4930429H19Rik",0.718668499969056,0.0809210297769835,1.3504377456589,0.086151976216431,0.909218603977983,0.0352188463964896,1.3504377456589,0,0.0563501542343834,0.219336169658196
"4930432E11Rik",0.391292078543132,0,0.677756885394495,0.0917238627302972,0.490957873581834,0.019388122550918,0.677756885394495,0.0258508300678907,0.00912561437741688,0.253369750278065
"4930447K03Rik",0.903563588507058,0.165777500022862,0.529154543914196,1.13894824146529,0.626427515341283,1.48124126759189,0.529154543914196,1.56298822734465,1.28179535894567,0.487253140929676
"4930449E01Rik",0.181610610887386,0,0.164516843289924,0.173866331174243,0.221876233728326,0.0254774953529569,0.164516843289924,0,0.0547332372937246,0.501639022463852
"4930480K23Rik",0.863577611535144,0.583312340296346,1.27589616530135,0.467765718084868,1.10924481342235,0.117926488535634,1.27589616530135,0.116659170963901,0.691765507030122,0.665093785684774
"4930488L21Rik",0.290744695711833,0,0.332744817675007,0.217651502030077,0.32809980049981,0.115331983616939,0.332744817675007,0.125991555913387,0.12247053165214,0.422824407748041
"4930500F10Rik",0.302896856950267,0.109289346797386,0.561096108551363,0.0527715730301976,0.395440485827374,0,0.561096108551363,0,0,0.168869033696632
"4930515G13Rik",0.224072134618415,0,0.118412595726803,0.288515214321274,0.285182716787074,0,0.118412595726803,0,0.247461857480362,0.675786828347716
