"","mouse_FVN_Swiss","mouse_C57BL6"
"2010109P13Rik",0.393159100905014,0
"4833403J16Rik",0.58453357459054,1.42795128956548
"4930555A03Rik",0.4080169962873,1.69634557002753
"4930578C19Rik",0.527935657879402,0.196382342397522
"4933421A08Rik",1.32564750550165,0.460976512339403
"9930004E17Rik",1.42048935177825,2.05720490389545
"AC110211.2",1.16490249708466,0.153025668865177
"AC164883.6",0.623509289927711,0.191824215669403
"AU021092",1.65220383041478,0.280011652206507
"Abcb1a",1.02988652905747,0.458896016460494
"Abcc6",0.641253467942376,0.0946397073214044
"Abcc9",0.546153627456627,0.212796281684646
"Abcg2",1.66662416422844,1.40771917856561
"Ablim1",1.47687743941711,0.729299390203513
"Acer2",0.671944756443672,1.16905021355362
"Ackr2",1.08069218023128,0.287855793064446
"Acvrl1",2.44586292806273,2.91826532661039
"Adamts9",0.927236579937866,0.133009138399006
"Adamtsl2",1.71095989268908,0.454545117957768
"Adcy4",1.22314327930977,1.22751545118024
"Adgra2",1.85960186280267,0.298312945669118
"Adgre5",1.9847606324921,3.09779602099043
"Adgrf5",1.28841333086131,0.261561367491691
"Adgrl4",1.14143651976004,0.436130805512181
"Adora2a",1.89655627756042,1.64009097050801
"Afap1l1",2.21106588086325,0.993531287455807
"Ahnak",1.57304628210288,4.9884121694074
"Akap12",2.35172373423863,0.44551227389083
"Akr1c14",0.698438320319129,0.212707930193672
"Angptl4",4.04636462876375,1.14843585022703
"Ankrd37",1.95180804327704,1.33066091628799
"Anxa1",0.916499517935874,5.11736812638628
"Anxa2",2.26491842276404,5.32371344670432
"Anxa3",1.55766303331931,5.09282450888546
"Apcdd1",4.0745473716211,0.468403674484109
"Apln",4.84649481292589,0.455416313384338
"Aplnr",2.32700248451152,1.43601980825579
"Apol8",1.51808837765444,0.60504024965095
"Apold1",4.27444696022939,1.45235682935401
"Aqp11",2.44506398625439,0.580040928440742
"Arhgap18",1.14298985073465,1.6132496070033
"Arhgap29",1.95431472215074,1.84340737284405
"Arhgef15",1.94893997663145,0.423243437827218
"Arhgef5",1.24382909763213,0.594941896398472
"Asb4",0.835402041580549,0.519582587781001
"Atad3aos",1.29854430438095,0.750660508831766
"Atp2a3",1.06358542154227,4.35653000721482
"BC028528",1.38905296931131,2.03598741602954
"Bambi",3.84490574236148,2.26984516635052
"Bcam",2.662947959383,3.5494131290102
"Bcl6b",2.97270373938767,0.450101489060271
"Best1",0.799982047800052,1.54306734818735
"Bhlhe40",6.89431114877966,5.81461923357768
"Birc3",2.00426447971873,4.64964276785821
"Bok",3.28581292204304,0.59801620049734
"Bsg",9.03153252105186,7.85736293322335
"Bvht",0.973769482620104,0.414872947317361
"C130074G19Rik",2.55662418610411,0.230212120678643
"Capg",1.66979672327594,6.04656370994743
"Car4",3.17088555956417,0.855073654027239
"Card10",1.25169547201049,1.60120948971866
"Casp6",3.02198411133526,4.06465016412942
"Casp8",1.25685153361065,4.45373955697697
"Cast",0.710480940313124,2.36418261222891
"Cavin1",2.48102607235405,1.36740871268681
"Ccdc141",1.49168142070797,0.319162071009272
"Ccdc152",1.14465698830379,1.37044564350823
"Ccdc8",3.06560982371859,0.950304067908663
"Ccm2l",1.0650378696397,1.52564374142473
"Cd151",6.20814810511245,5.52634293165175
"Cd248",3.02112671735891,0.114427100598968
"Cd34",1.6667471875017,1.15455906012482
"Cd40",1.06274223516488,3.08518747532599
"Cd59a",1.99539876420015,1.18686195665137
"Cd93",3.20383938710336,5.26808637746417
"Cdc42ep3",1.91236890824844,3.54575889214708
"Cdh5",1.60241851857732,0.360824799020379
"Cdkn2b",1.85655891780262,2.14809499059983
"Ces2b",0.582292688927156,0.270301854033333
"Cgnl1",0.756221461398722,1.18238830100223
"Chp2",1.77794361629749,0.145203861238004
"Cldn5",6.35331866361431,2.02692734723852
"Cldn6",0.627826572802426,0.0766662203247211
"Clec14a",2.5658825883529,0.306755889927953
"Clec1a",0.834585700912429,0.829236184005758
"Clec2d",1.77748071523157,1.67359359303685
"Clic5",0.468336575239459,0.2253753881548
"Cnn2",3.56257233719992,6.4095466368896
"Col4a1",2.91407055881757,0.198108741030002
"Col4a2",2.37547586954248,0.154479342568382
"Cox4i2",0.981319838425535,0.710502990816999
"Crem",1.82080230335485,1.38875222518603
"Crry-ps",5.62720813150997,0.0570915097693593
"Crybb3",1.16914225714044,0.183277530333478
"Crybg3",1.03831586015888,1.60361686960079
"Csf3",0.935418269766933,0
"Csrp2",2.3615674376192,1.62021558574483
"Ctgf",4.28619673589563,0.444293727963484
"Ctsh",3.05177001856508,7.19970823076347
"Ctsw",1.78244577693507,1.95815351363151
"Cxcl1",5.04775537373695,1.86868690684641
"Cyp2d22",3.81638251952528,1.25301747267575
"Cyp8b1",0.466908073248994,0.017310236513736
"Cyr61",7.92978933689579,1.2077465555769
"Cyyr1",0.659575645407239,0.238433644854618
"Def6",1.54420856552426,3.12378425062046
"Dennd3",1.1818787219887,1.20787910105224
"Des",0.956422539543514,0.193144233919973
"Dll4",2.39601146049447,0.173724979645552
"Dnase1l1",2.02966514841417,4.24577716960721
"Dok4",0.493837241016122,0.0190313751456641
"Ecm1",3.22551351109012,7.20404761548449
"Edn1",2.61279565648915,0.738309784722169
"Edn3",1.1165284059649,0.109433641478728
