"","other","endo"
"1110018N20Rik",0.428296117002721,0
"1110032F04Rik",1.28399788651234,0.389547231204311
"1300002E11Rik",1.92173322630941,1.72415284951625
"1500009C09Rik",2.29973576855175,0.92025398922912
"1600014C23Rik",0.381904694930652,0.0794994878288885
"1700001O22Rik",0.805858756270433,0.726834101002719
"1700003M07Rik",1.32468975594051,0.161537374221897
"1700007K13Rik",0.632470978757331,0.37912941621135
"1700016P03Rik",1.85375396518534,1.76342214579731
"1700025F24Rik",0.404363586215928,0.00613076221818885
"1700027H10Rik",0.431346939730063,0.0250715242877577
"1700029I15Rik",1.61785320459171,0.547830734484846
"1700040D17Rik",1.24906582661925,0.111172138182925
"1700110C19Rik",2.87278260717494,0.0342154551407348
"1810010H24Rik",2.3076095280743,0.376649245528181
"1810010K12Rik",0.167451711919264,0
"1810062G17Rik",0.255518049588623,0.83142911733749
"2010007H06Rik",0.496386767763372,0.297477479040705
"2310014F06Rik",0.294693135605267,0.0574381048233593
"2310022B05Rik",3.20380206805309,4.04611310832962
"2310031A07Rik",1.66642957814085,1.83402076879686
"2610035F20Rik",0.784042231148897,2.69127327933009
"2610316D01Rik",0.639776306243567,0.00757278084727793
"2700033N17Rik",1.3717913397173,0.384655577638678
"2700099C18Rik",0.475919192244114,0.388435905161937
"2810030D12Rik",0.295618195297177,0.0349388192470085
"2810049E08Rik",0.386515426670031,0.00657989845701785
"2810459M11Rik",1.68507116438698,0.449538420685952
"2900005J15Rik",1.26418916577989,0.01797460972485
"2900052L18Rik",2.21738886895982,1.31657474650827
"2900052N01Rik",0.878617265693623,0.102950393874371
"2900064F13Rik",0.930399498360091,1.12010169125432
"2900076A07Rik",2.38487143993917,1.14727037766554
"3110039M20Rik",0.620177041351141,0.0229610563569491
"3110079O15Rik",0.51023406753315,0.030963925592558
"3110082J24Rik",1.16288432328052,0.0644899524343332
"3110099E03Rik",0.235314473112559,0
"3830408C21Rik",0.712288356747913,0.447741870854406
"3830432H09Rik",0.326905988325318,0.128620096153771
"3930402G23Rik",0.519241662041529,0.145280271380064
"4831440E17Rik",1.26830389025416,0.636718032962253
"4921504A21Rik",0.509744445849784,0
"4921530L21Rik",0.349488423727974,0
"4930402H24Rik",2.12864267060524,1.58238491608257
"4930412L05Rik",0.381435097169462,0.273809129326172
"4930426I24Rik",1.05914948113578,0.063997997956238
"4930429H19Rik",0.718668499969056,0.0809210297769835
"4930432E11Rik",0.391292078543132,0
"4930447K03Rik",0.903563588507058,0.165777500022862
"4930449E01Rik",0.181610610887386,0
"4930480K23Rik",0.863577611535144,0.583312340296346
"4930488L21Rik",0.290744695711833,0
"4930500F10Rik",0.302896856950267,0.109289346797386
"4930515G13Rik",0.224072134618415,0
"4930527E20Rik",0.865510483695814,0.359289380350416
"4930570G19Rik",1.1442006222953,0.0326568956349897
"4931406G06Rik",0.49037452685593,0
"4932438H23Rik",0.276028532592026,0.0139609644359717
"4932443I19Rik",0.397480970930434,0.119956233753648
"4933405L10Rik",0.347673211666487,0.607773822255907
"4933407K13Rik",0.852906935444964,0.684404664523072
"4933407L21Rik",0.514895790362632,0.584414579837612
"4933415A04Rik",0.80911205582999,3.07083301791597
"4933416E14Rik",0.636204574544661,0
"4933427D14Rik",1.56050604947097,1.56047401228148
"4933431E20Rik",2.16540357829268,2.82378137896657
"5033404E19Rik",0.160812947876352,0
"5430427N15Rik",0.16931123876796,0.0336566651099809
"5930409G06Rik",1.44007697228771,0.0516256292300185
"5930412G12Rik",0.530106731151997,0.0809204778778531
"6430500D05Rik",0.259536414121557,0.0669083652396805
"6430573F11Rik",0.570361415663954,0.95474469818518
"6530411M01Rik",0.495420234308888,0.00408666694280517
"6720483E21Rik",0.732996022172402,0.209687070862719
"6820408C15Rik",0.445374219199217,0.053538324044338
"9030612E09Rik",1.18209941732961,2.45164059373603
"9330132A10Rik",1.74339933887761,0.526061203353254
"9330154J02Rik",0.249510739242553,0.102053149891155
"9330162012Rik",0.909313342031132,0.918930067100363
"9330182L06Rik",1.20352591070399,0.164375415787874
"9430037G07Rik",0.726348814601334,0
"9430041J12Rik",0.7050236616597,0
"9530052E02Rik",0.639626882778234,0.0329977078452493
"9630001P10Rik",0.472038518920762,0.0943673627354651
"9630013D21Rik",0.254476660707537,0.213354894186133
"9630028B13Rik",0.30756100206023,0.413798339374551
"9830144P21Rik",0.240823473635468,0.0525540795772041
"A030012G06Rik",0.232318745041224,0
"A230107N01Rik",0.385955639715448,0.0311598264042953
"A2m",0.560737237446782,0.0407299107465277
"A330041J22Rik",0.513075677066059,0
"A330048O09Rik",0.627539441359269,0.104346608781106
"A430105I19Rik",2.22768866083603,2.59569707844875
"A530076I17Rik",0.367506588576409,0.0105893649336956
"A730020M07Rik",0.374197754215346,0.0375766376614212
"A730056A06Rik",0.285472451601383,0.056334836139976
"A830082K12Rik",0.676231973264058,0.108182086024953
"A930014E01Rik",0.180384011823431,0
"A930017M01Rik",0.362673336598151,0.0271556575075268
"AC112142.1",0.622984334911104,0.0192552250202659
"AC122018.1",0.375071927388808,0
"AC122858.2",2.08254873089721,4.74955950307578
"AC123724.2",1.86172952637047,2.58421812364657
"AC125371.1",0.221051932872608,0
"AC130671.1",0.888927132977803,0.150322018722488
"AC132833.4",0.118995563232562,0
"AC137902.2",1.87955224062521,4.23749778707489
"AC138177.4",0.236386364019003,0
"AC139054.1",0.223396878598548,0
"AC139294.1",1.14757396287458,0
"AC139845.1",0.847367700469048,0.0608564846352447
"AC140304.2",0.762266338837956,0.736674519385052
"AC153911.1",1.42562048191494,0.693925469133379
"AC154586.1",0.379312482766407,0
"AC154636.1",3.02192968911046,4.66987773641528
"AC154718.1",1.84071693393643,1.42133341414875
"AC154738.5",0.898118570048477,1.49654855694029
"AC156016.1",0.178203563528126,0
"AC160550.2",0.495892973251008,1.23825666308593
"AC161165.1",1.73104595401177,4.47372609709548
"AC161165.6",1.73435422246717,3.22939530633336
"AC163667.1",1.07425511426537,0.630913072224624
"AC163667.3",0.408303310890459,0.299591200765856
"AC164433.1",0.304672832516566,0.0998019841608235
"AC164883.2",2.18930208980666,3.69650672996447
"AC167978.1",0.345245098767126,0.0787135784306323
"AI182371",0.490574443641255,0.199224341279979
"AI464131",2.63572926521273,1.17921923406637
