"","other","endo"
"Clec1b",1.9572963161369,1.61881152189391
"Clec2d",1.41853554400691,5.97161613481894
"Clec9a",0.475859397361748,2.10512967341746
"Clic5",0.169641946700066,2.70637187811369
"Cmtm8",0.668766252303748,2.16172056175674
"Cnn2",4.91395287450133,7.41903921249764
"Cnr2",1.66032560526153,2.55431958915577
"Col18a1",0.33142182411164,2.54936751070107
"Col4a1",1.04675363097525,7.32881300630953
"Col4a2",0.789463125065873,6.81168207642217
"Cox4i2",0.671923725554265,3.14633063775502
"Crem",1.41359945481618,4.06524155754573
"Crry-ps",2.29405543733284,7.73041287606492
"Crybb3",0.454204286997683,3.29135602468332
"Crybg3",1.21696326376833,3.05966028516185
"Csf3",0.206349649412348,3.65903279659566
"Csrp2",1.57532751992194,7.43811147038581
"Ctsh",5.14297993003842,6.95833695552545
"Ctsw",1.52234326904561,6.82954278095904
"Cxcl1",2.97095484228631,8.69041507892155
"Cyp8b1",0.0292918289684231,2.99675279929493
"Cysltr2",0.511976370288344,1.82799636603384
"Cyyr1",0.235131114528192,3.23266307329293
"Dbh",0.0050945297598362,2.14974481010367
"Ddx58",2.30861740355503,3.4225027546861
"Def6",2.22863832716323,4.59879738334824
"Degs2",0.256525940449124,2.14439311345841
"Dennd2c",1.1283337436962,2.40355457770603
"Dennd3",0.973790593605709,4.30311555185897
"Des",0.346145843398018,3.39406984059212
"Dlc1",0.484601218270562,2.67694222213906
"Dll4",0.712950478487584,8.18057336179951
"Dnah6",0.14320697983377,1.21816638712379
"Dnase1l1",3.15084983253541,4.06197574026113
"Dok4",0.055622081429239,2.83040254826882
"Dpp4",0.405875882338882,1.65104922078402
"Dysf",0.160324607290174,1.86033821436959
"Ebf1",0.336430694760196,1.15625884034243
"Ecm1",5.22021633514108,7.12794680953165
"Edn1",1.25140667304533,6.6763544505668
"Edn3",0.358125777552589,3.67740708784784
"Efna1",1.39505479744564,7.10284736682915
"Egfl7",0.186794948056463,5.81493963508283
"Egfl8",1.28427712210347,6.41371368640773
"Egflam",0.252098604134613,2.04246440617263
"Ehd2",1.36046715383677,4.96386995022353
"Emcn",0.182705240486734,3.83851251362271
"Endou",0.247604835868568,2.83322323833769
"Eng",2.3377484507504,7.58318242347319
"Enpep",0.128112735639811,1.37083910573875
"Epha2",2.71468152626418,5.65090400762383
"Ephb4",0.598300485197709,4.76327536057262
"Epor",1.67931578797552,4.64359109419908
"Epp13",0.0811009222548726,1.4568578483941
"Erg",0.13534456805144,3.14067840047092
"Esam",2.20407188575073,9.37301925772366
"Esyt1",4.4442798481128,6.40274293874687
"Ets1",1.52512167636275,5.18440174657515
"Eva1b",3.92891310962374,7.8731883699355
"Exoc3l",0.829403261412353,5.87300210565333
"F2rl3",0.952807987606642,4.58142782325314
"Fam124b",0.118345654799731,3.9397475524898
"Fam129a",1.31498419826356,4.05925501427004
"Fam13a",0.580816130129541,2.50638263982876
"Fam71a",2.07849500820849,6.72452355973516
"Far2",0.270892278430179,1.88105841203493
"Fbln5",0.310384016086831,2.85224164971297
"Fcgrt",3.05874826758107,6.98445020861188
"Fgd5",0.232423776051826,3.67631526033823
"Fgfbp1",0.236766263655119,6.70258059804334
"Filip1",0.13907479691701,1.25480912055363
"Fkbp10",0.836657863468594,5.52167920154361
"Fli1",2.72761652841041,3.59026125036443
"Flt1",0.731107567560326,6.53409259953908
"Flt4",0.180089604272529,4.75051427984604
"Flvcr2",0.291512236388775,4.41486511719713
"Fn1",4.73715163509847,8.18868194766852
"Foxc1",0.720791164260712,6.1567656346913
"Foxf2",0.689090299226877,7.30107915829967
"Foxl2",0.254316256511077,5.25738144953789
"Foxl2os",0.125627427222649,4.14907184794538
"Foxq1",1.13122871527162,7.22926637231744
"Fxyd5",5.1890039715603,6.15195430489141
"Fzd4",3.36251477637633,7.42001289207672
"Fzd6",0.638399000934999,6.68734172896904
"Galnt15",0.234665382465162,2.98063068378455
"Gata2",0.961002970063599,4.73026330819897
"Gbp2",2.71047298173622,3.31914111226834
"Gch1",2.55460626128837,4.14865245139271
"Gcnt2",0.935661191018459,1.29930748034279
"Gdpd3",0.466631867356932,2.56809101979192
"Gimap4",1.69157723448198,5.31621575107992
"Gimap5",1.2050718838716,4.31383902676875
"Gimap6",4.22911666100026,9.03660789532152
"Gimap8",0.798280145873071,4.91611849178904
"Gimap9",2.93409073304281,6.22216899101987
"Gipc3",0.263685197643842,3.27399353315871
"Gja4",0.657008493648073,7.26240138659847
"Gjc1",0.835029955422136,4.82744186954525
"Gkn3",0.265533774542218,3.81145163422452
"Glyatl3",0.0592202252700453,1.37415375993873
"Gm10030",0.147146321364727,2.64729744983728
"Gm10054",0.622021239254351,1.55456791608724
"Gm10080",4.45356772228649,12.1082954232987
"Gm10447",0.237654726075486,0.987093539648081
"Gm11131",0.745837211597631,1.28239058718274
"Gm11205",0.237217669943238,2.24531546300769
"Gm11379",0.0555405697871024,1.70150358588358
"Gm11425",0.8243424710722,1.68181052830004
"Gm11567",0.030916434468612,2.46479602631725
"Gm11682",0.137398217298403,0.696701425288444
"Gm11730",0.199325522034209,1.31999885020056
"Gm11769",0.995869889945822,2.73154526910797
"Gm11810",1.02516845257301,0.83712420825416
"Gm11824",0.626944338457956,1.84544158851093
"Gm11836",0.411259967560788,2.3160919935249
"Gm11942",4.3469874828444,12.0701883761907
"Gm12868",0.482930713028688,4.24613127459699
"Gm12958",0.201058936958599,1.21933293083317
"Gm13033",1.1982333524664,4.84723628558908
"Gm13056",0.753308235825727,2.24806900280914
"Gm13141",0.107776251627727,1.62719652013362
"Gm13246",0.52152268736429,0.646805526344105
"Gm13283",0.216652545641186,0.767287558332989
"Gm13450",0,4.21832759274894
"Gm13536",0.245585186727006,2.28815607943604
"Gm13588",0.243968076027481,4.05060657013274
"Gm13881",0.221034290306418,1.69400508821867
"Gm13983",0.0653448874733639,0.914478141701466
"Gm14119",0.353327126994679,2.16654520950792
"Gm14120",0.172696842789711,0.845032783522712
"Gm14207",0.286679473823149,3.77350492293799
"Gm14568",0.157638636036233,0.67668445431419
"Gm14593",0.134116037629288,0.652544027903665
"Gm15148",1.01021168473001,5.03330179948338
"Gm15473",0.230376165884723,1.34389778329664
"Gm15658",0.368287314925795,2.78223086129463
"Gm15796",0.423344133496979,2.37479592302549
"Gm16503",0.430717864396062,1.2208129113813
"Gm16897",0.420007904728088,2.53946028070173
"Gm16998",0.44497998103983,1.61328082627915
"Gm17315",0.670123131964723,2.97015253753258
"Gm17745",0.615479088295807,0.828962845297196
"Gm18246",0.0885854212470376,2.45391352052376
"Gm18303",0.803090126813517,3.42084658241281
"Gm18402",0.255417817292602,0.558944306473745
"Gm18726",1.18403078353762,5.35276914827734
"Gm19248",0.0762141943954936,1.31693608629731
"Gm19566",0.166206549054757,0.773905377672216
"Gm19590",0.437896475913224,4.22067283240688
"Gm20186",0.419553703937985,1.22625266657509
"Gm20703",1.6833697778232,3.27116511063342
"Gm22656",0.228880830195468,2.01893816492625
"Gm23287",0.430341934007349,0.7853924087269
"Gm23296",0.210204581798653,1.561005672626
"Gm23298",0.128626048717939,1.03598927190494
"Gm23421",0.450595855737873,0.535695637859905
"Gm23502",0.320168076967936,1.10297251557865
"Gm23780",0,1.71456790945783
"Gm2379",0.147450276226543,1.77496067971695
"Gm2399",0.117852220798455,5.26068396609678
"Gm24036",0,1.82709189357565
"Gm24045",1.36693795202726,2.45393568315649
"Gm24387",0.0805111428657111,1.1835750529907
"Gm25099",2.3090846421233,1.39591636137902
"Gm26424",0,1.37429118267343
"Gm26799",0.693152301295242,3.69261670837361
"Gm26809",2.44408704924067,3.74263376244676
"Gm26863",1.61584506852907,0.785252415947383
"Gm26980",1.35246692907321,2.0826219057039
"Gm28527",0.328277370647329,6.55818198540853
"Gm29561",0.256580228231712,1.88746307156661
"Gm2996",0.456134809182834,6.69725598671697
"Gm32352",0.0185005918811802,1.12236226016747
"Gm32688",0.0791324274221236,5.14015044386762
"Gm34574",0.250065599383919,2.0296011839002
"Gm35154",0.961971336079592,1.16518288742156
"Gm36028",0.363879730891027,2.64628755494422
"Gm36241",0.122521855297602,1.14919206329657
"Gm36862",0.114462329707616,1.62629994473734
"Gm37073",0.184476838929457,1.84841354056612
"Gm3716",0.375088410363762,3.32745131912128
"Gm37587",0.0926650951569058,0.957249192377645
"Gm37858",0.110996195483144,2.2506513197752
"Gm38078",0.371690135383417,3.50321393606473
"Gm38144",0.0643607467045582,0.737622200475049
"Gm38247",0.337970785237276,1.57486601039251
"Gm38345",2.18906119920589,2.25975215949873
"Gm38708",0.124415596830086,1.03499646326319
"Gm40117",1.13532087404802,4.36346913441962
"Gm42141",0.372753223530055,1.94000025146592
"Gm42544",0.122162123960459,2.29538662706485
"Gm42752",0.429544387097918,2.36699563646634
"Gm42845",0.865932587226851,0.83495280162324
"Gm4294",0.916843610275559,4.61356922711045
"Gm43286",0.0927217573360647,0.8291798554762
"Gm43352",0.0689081940681726,1.50990116640859
"Gm43393",0.858415422081969,5.02941773866927
"Gm43906",0.212932116795064,4.2761451397956
"Gm43928",0.139470530263743,0.541294461507685
"Gm44226",0.245908675017065,2.91162824552832
"Gm44469",0.74465187124591,2.36333481651682
"Gm44634",0.112293103040609,1.00261361278412
"Gm44731",0.12533817628334,1.83716260401448
"Gm44826",0.0389005301798809,1.28217577428733
"Gm45231",0.129490144643331,1.54691244288569
"Gm45471",0.634837094747079,0.685804837875077
"Gm45552",1.18243749189545,5.45521117737768
"Gm47388",0.320317333495048,0.750287934816143
"Gm47389",0.570054008121724,1.84349313349754
"Gm4779",0.0550309775761777,1.58868065407243
"Gm48398",0.188847463780573,2.04619793612705
"Gm48481",0.250313029720914,1.19573396696641
"Gm48609",1.33815603107111,5.45974034306627
"Gm48783",0.147802300057047,2.68952023991285
"Gm4963",0.111389223901696,0.913640425104643
"Gm5",0.710654309011838,4.33382758199487
"Gm5269",0.292954981453613,1.31359617473982
"Gm5526",4.53559773152344,11.90307373716
"Gm5697",0.730835935902658,4.41793837077136
"Gm6059",0.103656454602634,2.5692021921487
"Gm6139",0.379888742817078,2.36316890233878
"Gm6610",1.02231308958008,1.09142961583284
"Gm6905",0.386406350437451,1.74227526130811
"Gm7019",1.45165979977111,7.23222228270361
"Gm7626",0.125171062116034,3.43658662471067
"Gm7665",1.75216259762318,8.85586291360607
"Gm7676",0.267063618683928,3.96871330178119
"Gm8129",5.27200120624134,11.7604722882296
"Gm8174",0.210511249513538,4.55983932309828
"Gm8251",0.248309066237226,1.10049304354978
"Gm8290",0.685999318365093,1.36795261386487
"Gm8812",0.0886575224829421,0.857743291587624
"Gm8814",0.0383018680115454,1.79189293433426
"Gm8817",0.357062379780926,2.24272161203308
"Gm8990",1.02622658162118,6.24682268457583
"Gm8995",3.29350649637795,5.71818416855653
"Gm9837",0.142652847799617,1.83841446787231
"Gm9844",5.42304521150178,12.9495496814305
"Gm9847",0.773887101497098,5.49270934943205
"Gm9917",0.435985340678698,1.94988811478926
"Gng11",4.26415769220005,8.68783296720526
"Gpihbp1",0.0561224487421026,3.89816981000668
"Gpr4",1.15321589630477,5.5346552618597
"Grb10",0.442987659146391,3.46258764242839
"Grb7",0.116620669197368,4.06189543587435
"Grrp1",0.619732695737139,6.26041716422653
"Gstm2",0.349301987211016,3.33084966449287
"Gstt2",2.32405737920027,5.7032758613536
"H2-D1",8.64612665051301,10.162670993595
"H2-M3",4.29181122645,4.66774077802328
"Heg1",1.29892223092046,4.64955365368779
"Helz2",2.06052240064959,4.75106707470676
"Hhex",4.32531990672294,6.00366663706319
"Hic1",1.09740573427984,5.37512186683361
"Higd1b",0.862479863657123,6.85450173728046
"Hilpda",4.75534257889523,8.7667302504355
"Hist1h3c",0.940071942123924,1.57334715571973
"Hmcn1",0.0855512028629392,2.2234455355214
"Hmgcs2",0.61740909500793,6.66526498009643
"Hrct1",0.553660548489543,6.28029305555702
"Hsf4",0.481856174425716,3.04261655212755
"Hsp25-ps1",1.14933000384767,5.6370917838365
"Hspa12b",0.637554080924907,6.04867068015339
"Hspb1",3.79477567376843,8.74902595475792
"Hspb2",0.157359170189676,1.65004563839072
"Hspg2",1.03099090335999,5.34628394548992
"Htra3",2.75526372887666,6.18758258990788
"Icam2",3.4853686615023,7.56573069675563
"Ifi44",0.625807186456918,1.3553194887384
"Ifitm1",2.05470606656859,4.49618656814605
"Ifitm3",8.03953962480007,8.65304647927851
"Igfbp1",0.123286479255615,1.28709885870386
"Igfbp7",0.587571413580006,6.52690324469958
"Ighv14-1",0.197611304117337,0.52327957867755
"Igsf5",0.076441627452082,1.44153820391627
"Iigp1",0.812505915798523,1.46715883806545
"Il15",1.3598543339565,1.05537708431523
"Il17rc",1.16881771343958,3.4466751362855
"Il1r1",0.242881650876987,2.48985092381752
"Il27ra",1.06822116347878,3.48934992131192
"Il3ra",2.17638151189097,3.26094360590422
"Irf7",4.36658307273619,4.56186243233964
"Irx3",0.198080376151053,2.60894013544823
"Ism1",0.169766634571039,1.92813344781838
"Isyna1",6.89544772016141,9.7019114963345
"Itga1",0.549011545094625,3.60954003236983
"Itga4",1.77984563122179,4.19324366010271
"Itm2a",3.50901770790007,11.7305544898743
"Jag2",1.39666900176346,6.03320081912581
"Jcad",1.72838929427523,6.73203419593229
"Kank3",1.37393096707485,5.67732458260753
"Kank4",0.148618245126457,2.86430287324782
"Kcna5",0.757106012769279,4.38023904813156
"Kcnj2",2.65471991199923,7.04114755233723
"Kcnj8",0.571641780309381,5.72577514609689
"Kcnq1",0.0500854419815036,1.13502497904669
"Kcp",0.761452972741336,4.84309770570102
"Kctd12b",2.69240179666294,6.08850099394451
"Kdr",0.889869407033712,8.09749424814095
"Kitl",0.924660635286247,5.5114768750078
"Klhl4",0.493448908279616,3.6837331021704
"Krtap9-1",0,2.35698933956864
"Lalba",0.404990986736192,2.41998364315796
"Lama4",0.55205323710158,5.346777158279
"Lamb1",0.591237023912987,5.51043653688932
"Lef1",0.33203597269962,1.96463610953713
"Lepr",0.199135379771074,1.24671595587593
"Lipa",4.16245058562237,6.18651608481792
"Lipc",0.201976599058774,1.18724403276176
"Lrrc32",0.730890586989086,3.21036225668097
"Lrrc55",0.122756672536067,1.71141961652561
"Lsr",1.21503264109877,6.1463920085076
"Ltbp4",1.279226277498,6.26440812037528
"Ly6a",4.03736280110058,8.6387078151256
"Ly6c1",2.05726600704609,10.1382747499877
"Ly6c2",2.60074866488269,2.67255095172774
"Ly75",0.311302235312313,4.30461198798941
"Madcam1",0.208553319195756,6.58333719716044
"Magix",0.174637380574961,2.59775579165693
"Mall",0.171717197492248,1.15155593749534
"Mamstr",0.361173063480675,2.82669642222635
"Maoa",1.62506204215504,5.69297782952531
"Mapk12",1.66925387013799,4.62920718451013
"Marveld2",0.886643429581476,4.50035631727978
"Mecom",0.107424934455366,1.37489522484637
"Megf6",0.218060445083718,4.97015518130455
"Meox1",0.571736583384317,5.6709615708191
"Mfsd6l",0.750185153209695,3.0320430447237
"Mgp",1.16259151053239,5.15206712669835
"Mill2",0.558300530990398,3.51637395865653
"Mlkl",1.03891567309985,1.73968423398688
"Mmp25",0.680564892453483,4.9221795583282
"Mmp28",1.18932728800123,3.64286360356301
"Mmrn1",0.766443203879858,2.4549966275042
"Mmrn2",0.373678764611855,5.83007050467327
"Mospd1",2.6357194350457,4.41028463418042
"Msrb3",0.470886158494058,2.53476781684427
"Msx1",0.846456604485118,4.3351373424413
"Msx3",0.104572094611895,2.36043017768592
"Muc13",0.262276847320716,0.933437881759932
"Myadml2os",0.19416292060661,1.1869157519693
"Myct1",0.630329098479742,5.91855356063934
"Myl9",3.00041206926128,5.73168768328627
"Myo1b",0.981220257932984,4.66082251741227
"N4bp3",1.77590739502534,7.92658203382975
"Nampt",3.9979966745155,7.90060806036587
"Ncaph",1.99658737140259,4.8284524110448
"Ndufa4l2",0.79707235979825,5.98493124594355
"Nes",1.85116907642974,8.12819846993738
"Net1",1.29285453863328,4.49427367596909
"Neurl2",2.73136608431318,3.9896495740301
"Nid1",0.771260954123591,6.01453996205714
"Nid2",1.2762083078763,5.40199981883206
"Nlrc3",0.890323578188428,3.32993573710911
"Nmi",1.87518505584773,2.96115165700566
"Nodal",0.146916199605462,1.73637394558199
"Nomo1",3.72434040245453,7.12748503117463
"Nos2",0.140923998738682,2.91541779918371
"Nos3",0.148438566424253,4.15314272330155
"Nostrin",0.726226140329161,4.85587515291573
"Notch4",1.43961593647011,5.52467116053519
"Notum",0.223800538707074,4.47777055691345
"Notumos",0.0469610443651588,2.5775981391625
"Nox4",0.136365895452748,1.50512013142834
"Npr1",0.764885607756797,3.86430542838193
"Nrp1",1.90002013812118,3.65312075315525
"Oas1a",1.63962274634888,2.16424489010017
"Oas1c",0.234105193398633,0.990432814243332
"Ocln",0.913158885861571,5.18440776052524
"Odf3b",0.702878223011413,3.80664750820725
"Osmr",0.43350228349007,3.76059273800169
"P2ry10b",1.99096485200274,1.65572630072023
"Palmd",0.562085121497319,5.45289924156067
"Pcdh12",0.22324675729529,6.1247393611133
"Pcp4l1",1.06537933323762,3.87875084317049
"Pde5a",0.445689196651942,1.68525322129245
"Pdgfd",0.176757345393213,1.79074399607466
"Pdia5",0.732303582972517,2.56670918733445
"Pear1",0.804956901851303,2.89655466801574
"Pecam1",1.11990736607095,6.47368707168132
"Pglyrp1",2.42563388235704,7.16312156629742
"Pgm5",0.148168315876947,2.20230506125142
"Pik3r6",2.15719063788372,3.67198445269741
"Pkn3",0.871434932029898,3.55099993133638
"Pla1a",0.294005293691658,1.04425556606217
"Pla2g2f",0.0400460941366893,2.21409495988949
"Platr5",0.0211267310894147,1.54647501089817
"Plekhg5",1.47581525015489,4.95727637293262
"Plk2",5.10366154832992,10.7403074794618
"Pls3",1.79577216538346,5.11246806610839
"Pltp",2.48031841398216,9.11840875339397
"Pmaip1",3.87489689497999,7.27770037389738
"Podxl",0.873345235009345,6.56189273127493
"Pomc",1.25814121719281,4.68988881235563
"Ppic",0.911034886330286,7.64699540785434
"Ppm1j",0.581317072519465,4.24561905625879
"Prcp",3.07780906986402,4.86721814819678
"Prdm1",0.929262094940171,2.53149820575971
"Prickle3",1.791891381027,2.94320775737333
"Prkch",1.38317954701504,2.60190176366113
"Prkd2",2.2538010445188,5.1403567026932
"Procr",1.22443762439291,6.40245730366052
"Prom1",1.0112923674395,5.32985686017672
"Prop1",0.0207878402032351,1.41248830309262
"Proser2",0.578711265766325,4.21874355655554
"Prr29",0.289365476579808,1.15200332228521
"Psma8",0.439679271819344,0.924864407709579
"Psors1c2",0.292578390437233,4.32038209213967
"Ptges",1.21820466936464,4.4286722046986
"Ptgis",1.83161957076814,3.64750523442746
"Ptgs2",2.31564310472464,6.08948317610108
"Ptprb",0.572652147981207,6.29874629729695
"Rab11fip1",1.28805688364443,3.59194756353289
"Rad51ap1",1.36367903581761,3.27623576973958
"Rai14",0.595409597980038,3.58555123963313
"Ramp2",1.74258948921621,7.35133789237527
"Rasd1",2.65532697926934,7.99111816208517
"Rasgrp3",1.78320805510127,5.19316592089501
"Rasgrp4",2.2349368254767,2.93157320887328
"Rasip1",1.01356147718243,6.30153667225885
"Rassf3",2.91098173905871,4.6851441862751
"Rassf9",0.205789701327107,4.37071828354311
"Rbpms",1.45548466070199,2.57032819062142
"Rd3",0.334728649505675,1.96303482505571
"Rec8",0.352058155848601,1.34400587508436
"Rem1",0.826277275489218,1.30201867341032
"Ret",0.304494182534817,2.55693378594061
"Rflnb",2.38957069867227,7.89907467571152
"Rgs5",1.12129198039273,7.04664078604812
"Rhobtb1",0.838932763387586,2.28492341178043
"Rhoc",5.41476343013469,9.26407574325008
"Rhod",0.410919281588195,4.37844698473676
"Rhoj",0.52858119800426,4.37121574918057
"Ripply3",0.444299525600175,2.09684195502486
"Rnf125",0.414288901559125,2.72017507370948
"Rnf144b",1.52094585565244,3.58432279076274
"Rnf183",0.351831597079378,1.62891141243505
"Robo4",0.525974206736583,7.47825029798723
"Rpl21-ps11",0.304102239569147,1.90284489483515
"Rpl31-ps14",0.272245291300848,2.29293108873869
"Rpl31-ps16",0.491809651355145,1.86493815275364
"Rpl38-ps1",0.192938823245005,3.01360086741574
"Rpl39l",0.912258287516528,1.37236167381321
"Rps11",0.963290279366776,5.4760067836084
"Rps2-ps6",0.900920760891532,6.09963166766931
"Rpsa-ps11",1.16228829746318,6.66019053119181
"Rpsa-ps5",0.238672131248218,1.29016772158099
"Rras",5.97267828164369,7.34446522525544
"Rtp3",0.039710271182915,1.95820611180448
"Rxfp4",0.153937765583529,1.64106305102009
"S100a11",3.94450786400001,4.69802307518994
"Samd9l",1.91352679146892,3.52069819412938
"Samsn1",1.95437470121196,1.61787868996637
"Scarf1",1.60440507284287,6.13127550884346
"Scgb3a1",0.270395783516569,6.20488619490123
"Sdcbp2",0.751316793902342,3.31877189488933
"Sectm1a",0.11001015579798,1.41490634707802
"Sele",0.494084465683397,2.52227684341573
"Selenop",5.47293250397042,11.1289671068709
"Sema3g",0.312517890150232,5.83131630575504
"Sema7a",1.79285942379033,7.74332472744788
"Sept1",1.11504418325549,3.22593450881242
"Serpina3f",0.342421004298925,2.5432519525203
"Serpina3g",0.623538540015404,2.86915720197675
"Serpina3h",0.0590477640084792,2.6450766039768
"Serpina3i",0.125845425386595,1.55587702692279
"Serpinb6b",0.464151577719066,5.49746697330787
"Serpinb9",2.25539792705646,4.54064429204825
"Serpinh1",2.29919403569345,9.74555594327258
"Sgms1",1.87467258795798,3.47228855540067
"Sgms2",0.841981237880896,1.72376697190536
"Sh3tc2",0.407552356414166,2.83752034044455
"She",1.18537450819352,5.19218800144606
"Shroom1",1.36680411366859,4.67548510603652
"Shroom4",0.262704829728024,2.11494918805635
"Sigirr",1.19211380503618,5.76739614352162
"Slc16a1",2.99945441119095,10.4052575404385
"Slc16a11",1.51562805469898,5.73865812862169
"Slc16a4",1.4051922326169,6.52696938095495
"Slc16a9",0.39023884095251,2.53792421018674
"Slc19a3",0.237288594766282,4.72776107655777
"Slc22a8",0.766330845949031,7.99632492544875
"Slc23a3",0.467940522097945,1.14985503676239
"Slc25a24",1.66778299478727,2.32187393293952
"Slc26a10",1.2238548415646,2.75476195842865
"Slc2a1",2.48858591660967,7.93533889389217
"Slc30a1",4.64423809774985,7.88496314675734
"Slc35d2",1.48203564205218,1.64195256897173
