"","other","endo"
"0610009B22Rik",5.11220764820583,4.45587513452457
"0610009E02Rik",0.602196499614342,0.302035981831639
"0610009L18Rik",3.55030394358684,1.78012726871825
"0610009O20Rik",4.16290647879155,4.83562908282981
"0610010F05Rik",1.96032046870754,1.93110016115526
"0610012G03Rik",7.71268825251162,7.00981533280416
"0610025J13Rik",0.261488249970074,0.0992708271556643
"0610030E20Rik",4.59284914369809,2.91456367317221
"0610037L13Rik",4.66920666930791,4.88863654589991
"0610039K10Rik",0.803674083529484,1.2982361851362
"0610040B10Rik",1.84983435322498,1.99081221834803
"0610040J01Rik",2.46385521529141,0.31485215004868
"0610043K17Rik",0.256347135930778,0.0072439830023205
"1010001B22Rik",1.18311894644438,2.47872966813448
"1010001N08Rik",0.286254061720915,0.0233556762642954
"1110002E22Rik",0.217616777871757,0.00999751919373192
"1110002J07Rik",0.88994318822945,0.804001570403138
"1110002L01Rik",1.42866402337596,0.475244873186944
"1110004E09Rik",2.96613102843364,3.89206857639712
"1110004F10Rik",3.3730334596525,2.93413027715938
"1110006O24Rik",2.57287928467363,2.56370119873525
"1110008E08Rik",0.121989417988668,0
"1110008F13Rik",3.42601955221199,4.07116396060091
"1110008L16Rik",1.03494659419938,1.21782355670272
"1110008P14Rik",1.64819255320242,1.80940115251915
"1110012L19Rik",4.80513107770456,4.98633145233305
"1110015O18Rik",0.770192807228236,0.0373190263221267
"1110017D15Rik",0.910805793711609,0.343823743397208
"1110018N20Rik",0.428296117002721,0
"1110019B22Rik",0.30345775214342,0
"1110019D14Rik",0.477841161753974,0.0118837828503376
"1110020A21Rik",0.767742896109561,1.1789895653196
"1110025M09Rik",3.3734204431073,3.95551444773347
"1110032A03Rik",3.50610108758138,2.70615171198067
"1110032F04Rik",1.28399788651234,0.389547231204311
"1110034G24Rik",1.66618763093661,2.40680841238586
"1110035H17Rik",1.81865574119115,0.591152918790656
"1110038B12Rik",5.78006861552751,5.91991055703136
"1110038F14Rik",5.87352271385745,5.44439731129891
"1110051M20Rik",1.32435601465853,0.590664804614804
"1110059E24Rik",2.02468443796565,1.66425805214581
"1110059G10Rik",4.14748099891155,4.08387132945568
"1110060G06Rik",0.209265515837273,0
"1110065P20Rik",2.90359784956826,4.43239524528597
"1190001M18Rik",0.694417739385228,0.472441674559729
"1190002N15Rik",3.28408530554795,1.96839311472974
"1190007I07Rik",2.46150713204472,2.37860224905319
"1200007C13Rik",0.401520144276275,0.0274629259492502
"1300002E11Rik",1.92173322630941,1.72415284951625
"1300014J16Rik",1.36669474434343,0.397622046420105
