"","astro_SRR1033783","astro_SRR1033784","endo_SRR1033795","endo_SRR1033796","macrophages_SRR1106141","macrophages_SRR1106142","macrophages_SRR1106143","macrophages_SRR1106169","macrophages_SRR1106186","macrophages_SRR1106188","microglia_SRR1033793","microglia_SRR1033794","microglia_SRR1106118","microglia_SRR1106122","microglia_SRR5483445","microglia_SRR5483446","microglia_SRR5483447","monocytes_SRR5483448","monocytes_SRR5483449","monocytes_SRR5483450","monocytes_SRR5483451","monocytes_SRR5483452","myeoligo_SRR1033791","myeoligo_SRR1033792","neuron_SRR1033785","neuron_SRR1033786","newoligo_SRR1033789","newoligo_SRR1033790","preoligo_SRR1033787","preoligo_SRR1033788"
"","Min.   : 0.0000  ","Min.   : 0.00000  ","Min.   : 0.00000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   :0.0000  ","Min.   :0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   :0.0000  ","Min.   :0.0000  "
"","1st Qu.: 0.0473  ","1st Qu.: 0.07709  ","1st Qu.: 0.00994  ","1st Qu.: 0.01753  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.:0.0000  ","1st Qu.:0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.00000  ","1st Qu.: 0.0000  ","1st Qu.: 0.3823  ","1st Qu.: 0.1932  ","1st Qu.: 0.0000  ","1st Qu.: 0.000  ","1st Qu.:0.0000  ","1st Qu.:0.0000  "
"","Median : 0.9054  ","Median : 0.89090  ","Median : 0.65763  ","Median : 0.75005  ","Median : 0.0000  ","Median : 0.0000  ","Median : 0.0000  ","Median : 0.0000  ","Median : 0.0000  ","Median : 0.0000  ","Median : 0.1747  ","Median : 0.2204  ","Median :0.0000  ","Median :0.0000  ","Median : 0.3343  ","Median : 0.1804  ","Median : 0.274  ","Median : 0.1669  ","Median : 0.2994  ","Median : 0.5043  ","Median : 0.6043  ","Median : 0.6417  ","Median : 0.07467  ","Median : 0.2117  ","Median : 1.5431  ","Median : 1.3088  ","Median : 0.1317  ","Median : 0.139  ","Median :0.2861  ","Median :0.1397  "
"","Mean   : 1.7398  ","Mean   : 1.76831  ","Mean   : 2.08147  ","Mean   : 2.07526  ","Mean   : 0.7946  ","Mean   : 0.7554  ","Mean   : 0.7716  ","Mean   : 0.7759  ","Mean   : 0.7269  ","Mean   : 0.7818  ","Mean   : 1.1334  ","Mean   : 1.1796  ","Mean   :0.5674  ","Mean   :0.6802  ","Mean   : 1.3001  ","Mean   : 1.1712  ","Mean   : 1.252  ","Mean   : 1.5146  ","Mean   : 1.4351  ","Mean   : 1.5348  ","Mean   : 1.3998  ","Mean   : 1.4280  ","Mean   : 1.17911  ","Mean   : 1.3035  ","Mean   : 2.1071  ","Mean   : 1.9670  ","Mean   : 1.3108  ","Mean   : 1.216  ","Mean   :0.8858  ","Mean   :0.7521  "
"","3rd Qu.: 2.6934  ","3rd Qu.: 2.75432  ","3rd Qu.: 3.76384  ","3rd Qu.: 3.75649  ","3rd Qu.: 0.3726  ","3rd Qu.: 0.3731  ","3rd Qu.: 0.3446  ","3rd Qu.: 0.3702  ","3rd Qu.: 0.3303  ","3rd Qu.: 0.3591  ","3rd Qu.: 1.2380  ","3rd Qu.: 1.4571  ","3rd Qu.:0.3903  ","3rd Qu.:0.5890  ","3rd Qu.: 1.6807  ","3rd Qu.: 1.3748  ","3rd Qu.: 1.576  ","3rd Qu.: 2.1931  ","3rd Qu.: 2.0400  ","3rd Qu.: 2.2130  ","3rd Qu.: 1.9848  ","3rd Qu.: 2.0503  ","3rd Qu.: 1.08966  ","3rd Qu.: 1.5687  ","3rd Qu.: 3.2435  ","3rd Qu.: 3.1535  ","3rd Qu.: 1.6303  ","3rd Qu.: 1.477  ","3rd Qu.:1.1536  ","3rd Qu.:0.9428  "
"","Max.   :12.0368  ","Max.   :11.93499  ","Max.   :14.35851  ","Max.   :14.30867  ","Max.   :12.8583  ","Max.   :12.7428  ","Max.   :12.4210  ","Max.   :12.6799  ","Max.   :12.4267  ","Max.   :12.5954  ","Max.   :13.2206  ","Max.   :12.7703  ","Max.   :9.3903  ","Max.   :9.4402  ","Max.   :13.6033  ","Max.   :13.7382  ","Max.   :13.735  ","Max.   :12.1616  ","Max.   :11.2845  ","Max.   :11.3142  ","Max.   :14.5840  ","Max.   :14.9372  ","Max.   :14.53160  ","Max.   :14.0120  ","Max.   :12.2388  ","Max.   :11.9165  ","Max.   :14.8206  ","Max.   :12.866  ","Max.   :9.1101  ","Max.   :8.6179  "
