"","astro_SRR1033783","astro_SRR1033784","endo_SRR1033795","endo_SRR1033796","macrophages_SRR1106141","macrophages_SRR1106142","macrophages_SRR1106143","macrophages_SRR1106169","macrophages_SRR1106186","macrophages_SRR1106188","microglia_SRR1033793","microglia_SRR1033794","microglia_SRR1106118","microglia_SRR1106122","microglia_SRR5483445","microglia_SRR5483446","microglia_SRR5483447","monocytes_SRR5483448","monocytes_SRR5483449","monocytes_SRR5483450","monocytes_SRR5483451","monocytes_SRR5483452","myeoligo_SRR1033791","myeoligo_SRR1033792","neuron_SRR1033785","neuron_SRR1033786","newoligo_SRR1033789","newoligo_SRR1033790","preoligo_SRR1033787","preoligo_SRR1033788"
"AC140244.1",3.20716032181208,1.68180976341595,5.24545255301756,5.00063129992638,0,0,0,0,0,0,2.68779774799257,1.87948761374481,0,0,1.31154892051653,0,0,0,0,0,0,0,8.48795608586089,7.28069521363111,0.902549099508837,2.97944308867515,6.59616007942098,5.42371443569947,1.3939969113939,0
"Acy3",2.20858423307481,2.52590891947538,4.32837555342149,4.27641702736622,4.2393895510826,3.38875712973942,3.68690996244062,3.74466632806189,3.56073508084764,3.976315520319,1.08221303666806,1.30252909772765,0,0.594246502711503,0.491198664658375,0.578427362400139,0,1.29208158550108,0.830194026755927,1.04842220547636,0.428204936726203,1.18821293538452,7.47531186407927,6.40544313897875,1.13068807222872,2.05787321441578,5.59321832283751,4.49483278063799,0.831663249104825,0.75789477225042
"Cdc42ep2",2.83981186224447,2.52003034645022,3.83332267467263,3.82509488210893,5.38725338105797,5.17832227383551,5.43776484906987,5.22211731370616,4.90441015123535,5.24471224290641,4.04673716762764,3.92168657708186,0.514967872237002,1.26882388589169,1.11673616859657,0.750228088336481,0.588074658898722,5.72586110336615,5.93647106422289,5.99697829153016,5.48041602476942,5.20769611940312,7.13422504269091,7.06022654748759,3.80979806066853,3.30365294582584,5.74782774614401,5.36311706229018,1.62270715925261,1.54160475207181
"Dubr",3.43738065004112,4.42387303171785,2.37536801711616,2.16209473218006,2.8596532920555,2.39606670706931,2.46529721968298,2.68600929070169,1.95615020752069,2.87647064932569,0.627189781878015,0.459987168233958,0.692571195307518,1.09691086294709,2.87176772856169,2.64752988858078,2.4522398543308,3.45713852644557,3.33317014873163,3.48125824453993,3.3477503941347,3.05352184035529,3.96115620404608,4.13972049334314,4.33625304765306,5.20229703431061,5.64236397568626,3.97949893997182,0.986845423776186,0.210735771854296
"Fam43a",4.63914837657878,5.31809107418844,8.1134907980044,8.04949266892121,8.25057132369745,8.14616269954728,8.23343615589479,8.09078754484109,7.79839321646935,8.12455129021805,6.70742190138735,6.40272600964894,2.51775667642414,2.11390341367674,6.67697448568836,6.46332656290531,6.48427184374903,6.07952372043593,6.38468462446366,6.38467144025151,5.04310856399259,5.81569047039252,4.03199943332812,4.9753999032404,6.66690813746202,6.81300808638182,6.50625815965222,7.28624298774441,3.65985844612584,3.85558552295604
"Gm22513",7.29519023298202,7.02800337558642,2.99447417960928,0.764249465955497,0,0,0,0,0,0,2.13030020462622,2.72511449163141,0,0,4.57072818672083,4.40134534256725,5.50973458401516,0,0,4.91020557781638,3.00940806930345,0,0,2.2451512080624,8.79469245618707,2.35650776190337,3.21255569636951,0,1.0953588303296,0
"Gm9847",1.88698724147908,2.49654721706932,5.46972649256364,5.51569220630045,0,0,0,0,0,0,1.38876737459619,1.34286325066168,0,0,0,0,0,0,0,0,0,0,0.960620085558628,1.89965095646069,4.88670281015158,4.25201234076948,1.70673670364476,0.457056124811953,0.390894736715376,0
"Ldlrap1",1.45972213873624,1.4330945349976,4.02893457140562,3.89721577057461,3.42849677759584,2.88046957793274,2.9464811789309,3.08290954484436,2.58667118591959,2.69303967193776,4.01321330745731,4.07559942448754,1.40452287053258,1.70290557915483,3.56487899727623,3.93367784435743,3.83306288185742,5.37609445934575,4.86935806061443,4.86492804103269,3.81841551659798,4.01412824391036,5.17013309329553,5.66451390153173,1.40029125109478,1.62537294732994,5.17856107958494,4.93291604796946,1.00505974953363,1.06499405611792
"Nkx6-2",0.558146983424717,0.373574466315397,0.0474002730706855,0.0475036046456933,0,0,0,0,0,0,0.216480195760671,1.2836050040602,0.382278928287188,0.997853331569177,0.84273340346057,0.785438470969398,0,0.772754590375797,0.465125404211587,1.92077953388457,2.67981913574552,1.17035948312303,9.12318746424837,8.88984989707788,0.232088164148223,0.260042151565281,8.00951704696253,7.5714631839018,0.575576407114526,0.792604782012434
"Nod1",2.03960469116123,1.832505600435,3.39369001823155,3.33666240638695,2.15936339804459,1.71397289210123,1.80959013504485,2.02196405930476,1.73919089863808,1.87559760311406,2.42075147433392,2.64712021111841,0.534090177578198,0.541726734736974,2.96345871148985,3.15719372609667,3.14511699937296,5.53647722270504,5.27700815348485,5.28939109581509,4.62200033859146,4.57156115626481,3.23751986079199,3.08050152715425,1.91754426670973,2.09530418430647,3.12586261097369,2.67808647601212,0.479802136726175,0.099349502559571
