"","Gene","Category"
"1","Chil3","monocytesBYo"
"2","Plbd1","monocytesBYo"
"3","Emb","monocytesBYo"
"4","AI839979","monocytesBYo"
"5","Gm21188","monocytesBYo"
"6","Clec12a","monocytesBYo"
"7","Itgal","monocytesBYo"
"8","Plac8","monocytesBYo"
"9","Ppbp","monocytesBYo"
"10","Gpr141","monocytesBYo"
"11","Gm36161","monocytesBYo"
"12","Gp5","monocytesBYo"
"13","Ms4a4c","monocytesBYo"
"14","Art2a-ps","monocytesBYo"
"15","Cd177","monocytesBYo"
"16","Lilra6","monocytesBYo"
"17","Arhgef37","monocytesBYo"
"18","Sirpb1c","monocytesBYo"
"19","Ltb4r1","monocytesBYo"
"20","I830127L07Rik","monocytesBYo"
"21","Mefv","monocytesBYo"
"22","Clec2i","monocytesBYo"
"23","Alox12","monocytesBYo"
"24","Cd244","monocytesBYo"
"25","Itga2b","monocytesBYo"
"26","Ifitm6","monocytesBYo"
"27","Gm9733","monocytesBYo"
"28","Hp","monocytesBYo"
"29","Tubb1","monocytesBYo"
"30","Gm5150","monocytesBYo"
"31","Cd209a","monocytesBYo"
"32","Ccr2","monocytesBYo"
"33","Gsr","monocytesBYo"
"34","Klra2","monocytesBYo"
"35","Slfn4","monocytesBYo"
"36","Sell","monocytesBYo"
"37","Gdf3","monocytesBYo"
"38","Stx11","monocytesBYo"
"39","Gm1966","monocytesBYo"
"40","Treml4","monocytesBYo"
"41","B3gnt8","monocytesBYo"
"42","Slfn1","monocytesBYo"
"43","Oas2","monocytesBYo"
"44","Cyp4f18","monocytesBYo"
"45","F13a1","monocytesBYo"
"46","F630028O10Rik","monocytesBYo"
"47","Dpep2","monocytesBYo"
"48","Pstpip1","monocytesBYo"
"49","Cytip","monocytesBYo"
"50","Gm38244","monocytesBYo"
"51","Adgre4","monocytesBYo"
"52","Sirpb1b","monocytesBYo"
"53","Stap1","monocytesBYo"
"54","Ly6i","monocytesBYo"
"55","Atp8b4","monocytesBYo"
"56","Mpl","monocytesBYo"
"57","Gp1ba","monocytesBYo"
"58","Sirpb1a","monocytesBYo"
"59","Gm27926","monocytesBYo"
"60","Mndal","monocytesBYo"
"61","Sp100","monocytesBYo"
"62","A530064D06Rik","monocytesBYo"
"63","Dna2","monocytesBYo"
"64","Gm15448","monocytesBYo"
"65","Gm20559","monocytesBYo"
"66","Ldlrad3","monocytesBYo"
"67","Ifi213","monocytesBYo"
"68","Pira2","monocytesBYo"
"69","Spn","monocytesBYo"
"70","Trem3","monocytesBYo"
"71","Mfsd2b","monocytesBYo"
"72","Iqgap2","monocytesBYo"
"73","Ahr","monocytesBYo"
"74","Plec","monocytesBYo"
"75","Gm13373","monocytesBYo"
"76","Zbp1","monocytesBYo"
"77","Gm14548","monocytesBYo"
"78","Mx1","monocytesBYo"
"79","Ace","monocytesBYo"
"80","Arhgap15","monocytesBYo"
"81","Clec2g","monocytesBYo"
"82","Ptgir","monocytesBYo"
"83","Mpig6b","monocytesBYo"
"84","Arsi","monocytesBYo"
"85","Nxpe1-ps","monocytesBYo"
"86","Cxcr2","monocytesBYo"
"87","Btla","monocytesBYo"
"88","Mmp8","monocytesBYo"
"89","Hpse","monocytesBYo"
"90","Tlr8","monocytesBYo"
"91","Clec1b","monocytesBYo"
"92","Ly6c2","monocytesBYo"
"93","Grk5","monocytesBYo"
"94","Gapt","monocytesBYo"
"95","Fgr","monocytesBYo"
"96","A430078G23Rik","monocytesBYo"
"97","Rem1","monocytesBYo"
"98","Stxbp6","monocytesBYo"
"99","Plp2","monocytesBYo"
"100","E2f2","monocytesBYo"
"101","Ifi209","monocytesBYo"
"102","Ms4a4b","monocytesBYo"
"103","Oasl2","monocytesBYo"
"104","Oas3","monocytesBYo"
"105","Pdlim1","monocytesBYo"
"106","Ifi205","monocytesBYo"
"107","Mcub","monocytesBYo"
"108","Tbc1d10c","monocytesBYo"
"109","Dock5","monocytesBYo"
"110","Ifit1bl1","monocytesBYo"
"111","Cers6","monocytesBYo"
"112","Retnlg","monocytesBYo"
"113","Gp6","monocytesBYo"
"114","Treml1","monocytesBYo"
"115","Ms4a4a","monocytesBYo"
"116","Map4k1","monocytesBYo"
"117","Dgkg","monocytesBYo"
"118","Bex6","monocytesBYo"
"119","C3","monocytesBYo"
