"","Gene","Category"
"1","C9orf24","neuronBYo"
"2","C12orf75","neuronBYo"
"3","BNIP5","neuronBYo"
"4","KIAA0895L","neuronBYo"
"5","KIAA1324","neuronBYo"
"6","ABCA5","neuronBYo"
"7","ABCC8","neuronBYo"
"8","ABLIM3","neuronBYo"
"9","ACHE","neuronBYo"
"10","ACKR1","neuronBYo"
"11","ACR","neuronBYo"
"12","ACTL6B","neuronBYo"
"13","ADAMTS15","neuronBYo"
"14","ADARB1","neuronBYo"
"15","ADARB2","neuronBYo"
"16","ADCY1","neuronBYo"
"17","ADCYAP1","neuronBYo"
"18","ADD2","neuronBYo"
"19","ADGRA1","neuronBYo"
"20","ADRA2C","neuronBYo"
"21","AHI1","neuronBYo"
"22","C11orf87","neuronBYo"
"23","AJAP1","neuronBYo"
"24","ALDH1B1","neuronBYo"
"25","ALKAL2","neuronBYo"
"26","AMER3","neuronBYo"
"27","AMIGO1","neuronBYo"
"28","ANKRD34A","neuronBYo"
"29","ANKRD34B","neuronBYo"
"30","ANKRD35","neuronBYo"
"31","ANKRD45","neuronBYo"
"32","AP1S2","neuronBYo"
"33","AP3B2","neuronBYo"
"34","ARFGEF3","neuronBYo"
"35","ARHGAP44","neuronBYo"
"36","ARHGDIG","neuronBYo"
"37","ARL13B","neuronBYo"
"38","ARMCX1","neuronBYo"
"39","ARX","neuronBYo"
"40","ASGR1","neuronBYo"
"41","ATL1","neuronBYo"
"42","ATP1A3","neuronBYo"
"43","ATP2B3","neuronBYo"
"44","ATP6AP1L","neuronBYo"
"45","ATP6V1G2","neuronBYo"
"46","VWA5A","neuronBYo"
"47","AZIN2","neuronBYo"
"48","B3GALNT1","neuronBYo"
"49","B3GALT1","neuronBYo"
"50","B4GALNT4","neuronBYo"
"51","B4GALT6","neuronBYo"
"52","BAIAP3","neuronBYo"
"53","BARHL2","neuronBYo"
"54","BASP1","neuronBYo"
"55","BCL11A","neuronBYo"
"56","BEGAIN","neuronBYo"
"57","BEND4","neuronBYo"
"58","BEND6","neuronBYo"
"59","BEX1","neuronBYo"
"60","BEX1","neuronBYo"
"61","BEX4","neuronBYo"
"62","BHLHE22","neuronBYo"
"63","BICDL1","neuronBYo"
"64","BSN","neuronBYo"
"65","C1QTNF4","neuronBYo"
"66","CABP7","neuronBYo"
"67","CABYR","neuronBYo"
"68","CACNA1A","neuronBYo"
"69","CACNA1B","neuronBYo"
