"","Gene","Category"
"1","ABCC3","microgliaBYo"
"2","ABHD15","microgliaBYo"
"3","ADAMTS1","microgliaBYo"
"4","ADAP2","microgliaBYo"
"5","ADGRG1","microgliaBYo"
"6","ADRB1","microgliaBYo"
"7","ADRB2","microgliaBYo"
"8","AIF1","microgliaBYo"
"9","ALOX5AP","microgliaBYo"
"10","ARAP3","microgliaBYo"
"11","ARHGAP27","microgliaBYo"
"12","ARHGEF40","microgliaBYo"
"13","ARL4D","microgliaBYo"
"14","ASB10","microgliaBYo"
"15","ASB2","microgliaBYo"
"16","ATF3","microgliaBYo"
"17","B3GALNT1","microgliaBYo"
"18","BASP1","microgliaBYo"
"19","BHLHE41","microgliaBYo"
"20","BLNK","microgliaBYo"
"21","BTG2","microgliaBYo"
"22","C1QA","microgliaBYo"
"23","C1QB","microgliaBYo"
"24","C1QC","microgliaBYo"
"25","C3AR1","microgliaBYo"
"26","C5AR2","microgliaBYo"
"27","CABLES1","microgliaBYo"
"28","CAMK2N1","microgliaBYo"
"29","CAPN3","microgliaBYo"
"30","CCL8","microgliaBYo"
"31","CCL24","microgliaBYo"
"32","CCL18","microgliaBYo"
"33","CCL4","microgliaBYo"
"34","CCL7","microgliaBYo"
"35","CCR5","microgliaBYo"
"36","CCRL2","microgliaBYo"
"37","CD14","microgliaBYo"
"38","CD300C","microgliaBYo"
"39","CD33","microgliaBYo"
"40","CD37","microgliaBYo"
"41","CD68","microgliaBYo"
"42","CD81","microgliaBYo"
"43","CD83","microgliaBYo"
"44","CD86","microgliaBYo"
"45","CDK5R1","microgliaBYo"
"46","CEBPA","microgliaBYo"
"47","CH25H","microgliaBYo"
"48","CHST7","microgliaBYo"
"49","CLCF1","microgliaBYo"
"50","CLDN5","microgliaBYo"
"51","CRYBA4","microgliaBYo"
"52","CRYBB1","microgliaBYo"
"53","CSF1R","microgliaBYo"
"54","CST3","microgliaBYo"
"55","CST7","microgliaBYo"
"56","CTC1","microgliaBYo"
"57","CTSD","microgliaBYo"
"58","CTSF","microgliaBYo"
"59","CTSV","microgliaBYo"
"60","CTSS","microgliaBYo"
"61","CX3CR1","microgliaBYo"
"62","CXCL16","microgliaBYo"
"63","CXXC5","microgliaBYo"
"64","CYTH4","microgliaBYo"
"65","DAGLB","microgliaBYo"
"66","DTX4","microgliaBYo"
"67","DUOXA1","microgliaBYo"
"68","DUSP2","microgliaBYo"
"69","EDN1","microgliaBYo"
"70","EFHD2","microgliaBYo"
"71","EGR1","microgliaBYo"
"72","EGR2","microgliaBYo"
"73","EGR3","microgliaBYo"
"74","ENTPD1","microgliaBYo"
"75","EPB41L2","microgliaBYo"
"76","EPHA2","microgliaBYo"
"77","ERMAP","microgliaBYo"
"78","F11R","microgliaBYo"
"79","FADS1","microgliaBYo"
"80","FAM110A","microgliaBYo"
"81","FAM167B","microgliaBYo"
"82","FCER1G","microgliaBYo"
"83","FGD2","microgliaBYo"
"84","FMNL3","microgliaBYo"
"85","FOS","microgliaBYo"
"86","FOSB","microgliaBYo"
"87","FSCN1","microgliaBYo"
"88","GADD45B","microgliaBYo"
"89","GADD45G","microgliaBYo"
"90","GALNT12","microgliaBYo"
"91","GAS6","microgliaBYo"
"92","GATM","microgliaBYo"
"93","GCNT1","microgliaBYo"
"94","GDF15","microgliaBYo"
"95","GEM","microgliaBYo"
"96","GLUL","microgliaBYo"
"97","GNA15","microgliaBYo"
"98","GOLM1","microgliaBYo"
"99","GP9","microgliaBYo"
"100","GPR157","microgliaBYo"
"101","GPR84","microgliaBYo"
"102","GRAPL","microgliaBYo"
"103","HAVCR2","microgliaBYo"
"104","HBEGF","microgliaBYo"
"105","HEXB","microgliaBYo"
"106","HPGD","microgliaBYo"
"107","HPGDS","microgliaBYo"
"108","HPS4","microgliaBYo"
"109","HSPA1A","microgliaBYo"
"110","HSPA1A","microgliaBYo"
"111","HSPB1","microgliaBYo"
"112","HSPB3","microgliaBYo"
"113","ICAM1","microgliaBYo"
"114","IER3","microgliaBYo"
"115","IER5","microgliaBYo"
"116","IFITM10","microgliaBYo"
"117","IL10RA","microgliaBYo"
"118","IL1A","microgliaBYo"
"119","IL21R","microgliaBYo"
"120","INPP5D","microgliaBYo"
"121","ITPRIPL1","microgliaBYo"
"122","JUN","microgliaBYo"
"123","KCND1","microgliaBYo"
"124","KCNK6","microgliaBYo"
"125","KLHDC8B","microgliaBYo"
"126","KLK8","microgliaBYo"
"127","LAG3","microgliaBYo"
