"","cerebral_cortex","peritoneum","brain","blood","cerebral_cortex","peritoneum","brain","blood"
"cerebral_cortex",1,0.420781692331259,0.561868954108284,0.406156848387346,NA,0,0,0
"peritoneum",0.420781692331259,1,0.610378262279311,0.674711152195137,0,NA,0,0
"brain",0.561868954108284,0.610378262279311,1,0.699216410121814,0,0,NA,0
"blood",0.406156848387346,0.674711152195137,0.699216410121814,1,0,0,0,NA
