"","other","preoligo"
"1700095J03Rik",0.221047538094963,2.12820067695071
"1700095K22Rik",0.600533011582538,0
"1700096K18Rik",4.14175813067998,5.07351363300906
"1700097M23Rik",0.186416977581182,0
"1700101I11Rik",1.03580567098111,1.51469484831344
"1700102P08Rik",0.972810968690132,0.908244750590107
"1700109G14Rik",0.643745626961579,0.0515441782929945
"1700109G15Rik",1.4070304767291,0
"1700109H08Rik",2.57240220837229,3.68266463320438
"1700110C19Rik",2.48795156862305,5.4218499948672
"1700112J05Rik",0.219710194244541,0
"1700112J16Rik",0.497132301349686,0.243866477007106
"1700113A16Rik",0.982011961583898,1.26451289580314
"1700113B19Rik",0.298191613176946,0
"1700116B05Rik",0.294397609254399,0
"1700120B22Rik",0.250344805037367,0
"1700120C14Rik",0.405770841305246,0.386670113866545
"1700122E12Rik",0.947499683781562,0
"1700123M08Rik",0.473744754138977,0.417101949527152
"1700123O20Rik",4.84550668159085,5.27765526186317
"1700124L16Rik",0.898000507252125,1.74540281468267
"1700124M09Rik",0.250365411709209,0
"1700125G22Rik",0.286302901257429,0
"1700127F24Rik",0.111850348381443,0
"1810006J02Rik",0.304803474961144,0.0586699876826625
"1810010H24Rik",1.93574222150604,5.58279153748387
"1810010K12Rik",0.133891009950611,0.469849827561138
"1810011H11Rik",2.04443477462034,0.520778854473636
"1810012K16Rik",0.552831403859572,0.811540213467222
"1810013D15Rik",0.418328211844171,0
"1810013L24Rik",4.31864813775154,4.95969170028605
"1810014B01Rik",1.8363068877471,3.00301623182518
"1810019N24Rik",0.568082565323638,0.16627329964655
"1810021B22Rik",0.514351644873177,0.50787809959311
"1810022K09Rik",2.80292086666819,2.78348978690781
"1810024B03Rik",1.04826344190754,0.721638013546215
"1810026B05Rik",1.97050510406305,2.0792955171369
"1810030O07Rik",3.93914207387623,4.18625628669296
"1810032O08Rik",2.53954678968913,3.64028473852902
"1810037I17Rik",7.73036658520368,7.64764831278755
"1810041H14Rik",0.624347451917017,0.0937919239753875
"1810041L15Rik",1.16991662556657,4.62724704385074
"1810043G02Rik",4.18139430251784,4.04334924599649
"1810044D09Rik",3.81177671025114,3.272104568164
"1810055G02Rik",3.05332817279921,5.33717183916434
"1810058I24Rik",5.50241034007808,5.15938096543521
"1810062G17Rik",0.314905843684158,0
"1810063I02Rik",0.175417009686322,0.281216989073632
"1810064F22Rik",0.531042180053991,0
"2010001A14Rik",1.8559368215838,2.32326359380671
"2010007H06Rik",0.514369551580571,0.0457185055999274
"2010008C14Rik",4.84139962821043,0.76456835323452
"2010013B24Rik",1.49964107473761,0.438142628954906
"2010016I18Rik",0.44159556381031,0
"2010107E04Rik",6.72472362184632,5.88132911689662
"2010109A12Rik",0.641943345370084,0.0376514629979573
"2010109I03Rik",0.43191634736957,0.0391861064603573
"2010109P13Rik",0.196579550452507,0
"2010110E17Rik",0.338603575191063,0.138738587683168
"2010110G14Rik",0.670259657642943,0.0205233041800249
"2010110K18Rik",0.398916865853742,0.797010987957021
"2010111I01Rik",0.596282118161383,0.338062988974658
"2010203P06Rik",0.227042893067678,0
"2010300C02Rik",0.334958645765914,1.28300040468512
"2010310C07Rik",0.558852856023861,0.170478993554758
"2010315B03Rik",2.5605021891663,2.52194235825552
"2010320M18Rik",5.33798564988842,5.92221702207694
"2200002A13Rik",0.72989856681146,0
"2200002D01Rik",0.90548788595238,0.445698905215049
"2200002J24Rik",0.472493288869449,0
"2210008F06Rik",0.908791180383974,1.45028777759032
"2210011C24Rik",1.30946895236116,2.65893918177845
"2210016F16Rik",5.39512570529782,4.52222433950548
"2210016L21Rik",4.22378616079323,5.76033388869274
"2210039B01Rik",0.367564231665712,0
"2210408F21Rik",0.538506488808267,0.118218481419248
"2210414B05Rik",0.347082428952702,0.0772010121982045
"2210417A02Rik",0.954323368987249,0
"2300009A05Rik",3.0814707678577,3.45416022402873
"2310001H17Rik",1.27992849355571,0.0476198690743238
"2310009A05Rik",4.28574090775151,3.0768472795716
"2310009B15Rik",3.69077709037596,3.33798769810887
"2310010J17Rik",2.52551598909648,1.69527085454059
"2310011J03Rik",6.9741105870257,6.20648841814232
"2310014F06Rik",0.288230845891554,0.147910160815337
"2310015A10Rik",2.7060890873788,5.06690022026809
"2310022A10Rik",2.46321782039937,2.76408786843451
"2310022B05Rik",3.15182821000032,4.77374712106839
"2310026L22Rik",1.67853839147793,2.52758745565528
"2310031A07Rik",1.60429493417471,2.7039057843228
"2310033P09Rik",4.75300557973496,4.68139813652498
"2310034C09Rik",0.0801357986911221,0
"2310034O05Rik",0.479002632498385,0.174286145721611
"2310035C23Rik",2.5723320576291,2.72297011526303
"2310040G24Rik",2.54519936428573,0.742778155745085
"2310047D07Rik",0.45079646016905,0.81158682936768
"2310058D17Rik",0.714956964547743,0.968653337521721
"2310061I04Rik",4.21506214757912,5.29590787220933
"2310074N15Rik",1.35803424220413,0.20043100978794
"2400006E01Rik",0.154841118080913,0.0183679472551544
"2410004B18Rik",4.63389491038713,5.69959906958603
"2410004P03Rik",1.07521656752827,1.00487836460139
"2410006H16Rik",8.11452152049746,7.24620319555966
"2410015M20Rik",6.45855940192171,6.47912231102442
"2410022M11Rik",3.81123237492761,2.9039332608555
"2410024N13Rik",0.129704845863116,0
"2410080I02Rik",0.312363567835997,0.827133569770995
"2410089E03Rik",1.62620738022207,2.74394994455898
"2410131K14Rik",3.00301559634654,4.1317786758229
"2410137M14Rik",0.169344482233278,0.0722889444601705
"2500002B13Rik",0.931010341967017,1.05062373817172
"2500004C02Rik",2.32401787332342,3.81562529338234
"2510009E07Rik",3.49443973722722,4.79883427148659
"2510039O18Rik",6.08743949838904,6.26783256721905
"2510046G10Rik",2.74459913034512,1.76579996477541
"2600006K01Rik",0.880722627480499,3.21060926079432
"2610001J05Rik",6.83796513745737,6.67103553605505
"2610002M06Rik",2.03595312306938,2.7264351782601
"2610005L07Rik",0.410163262220849,0.104868635205814
"2610008E11Rik",1.94532881451488,2.8553900148402
"2610017A05Rik",0.64798482893466,0.371380319491316
"2610020C07Rik",2.25822528278192,3.30897514805411
"2610021A01Rik",1.95386953789124,2.60434041492262
"2610035D17Rik",0.879238890912731,1.94547593481514
"2610035F20Rik",0.884607593687856,1.28335820378466
"2610037D02Rik",0.679106221575944,0.389922387393057
"2610042L04Rik",0.323891847759665,0.467630698012185
"2610044O15Rik8",2.21713486625484,2.59780903758971
"2610203C22Rik",0.279443365932751,0.053007426836142
"2610301B20Rik",2.28409383069442,3.68840760240561
"2610306M01Rik",4.42963612795725,5.80957713722989
"2610316D01Rik",0.517524094145804,1.71910375021595
"2610318N02Rik",0.51404204974235,0.74023140408967
"2610507B11Rik",5.09220304591359,6.97628359419092
"2610507I01Rik",2.17198657662033,0.851330798577845
"2610528A11Rik",1.04628088478312,0.734481498112083
"2700033N17Rik",1.22349145802358,2.4608539213508
"2700038G22Rik",1.82417523978083,2.78676101782986
"2700046A07Rik",0.952162035051375,1.69151507067749
"2700046G09Rik",1.81437843814808,2.59545363512289
"2700049A03Rik",1.14243778926018,1.31784828499969
"2700062C07Rik",3.37915994326374,3.42998108485707
"2700081O15Rik",2.96638496355761,6.42600039958574
"2700097O09Rik",1.70642708678468,2.36851391612432
"2700099C18Rik",0.425602368565222,1.09287143666642
"2810001G20Rik",2.43028531319889,3.74418083198608
"2810002D19Rik",2.80950799424451,2.55267329616702
"2810006K23Rik",2.08352365396018,3.21846884489366
"2810021J22Rik",1.81772490581343,2.88166058018685
"2810025M15Rik",4.62028560862056,4.83230611169366
"2810029C07Rik",2.08856049099903,4.668070635897
"2810030D12Rik",0.278057811866043,0.280784187282887
"2810039B14Rik",1.00452333833516,2.34214359403713
"2810049E08Rik",0.349168286556023,0.529439860053126
"2810402E24Rik",3.51917805979847,4.40077592154634
"2810403A07Rik",3.81896377034861,5.15341492249448
"2810403D21Rik",0.499112622657738,0.261435717921213
"2810403G07Rik",0.578701450530485,0.0533592095594775
"2810405F17Rik",2.2488135425546,1.77926145755143
"2810408A11Rik",1.3147371518189,2.36762106552102
"2810408I11Rik",0.765627072338659,0.789251332706052
"2810410L24Rik",1.99601802730989,6.03619311925465
"2810414N06Rik",1.59829665074011,1.37930550784471
"2810428J06Rik",1.25514542263161,0.87943726389977
"2810429I04Rik",0.637630486231677,1.10646158911671
"2810433D01Rik",0.273526196013524,0.859605367294695
"2810454H06Rik",1.15848999285546,0.966133288040688
"2810459M11Rik",1.32297091479926,5.51894191491398
"2810468N07Rik",3.07393710165509,8.64420293731522
"2810474O19Rik",3.19287848531485,2.93933592891183
"2900005J15Rik",1.18949774508442,1.06365449946153
"2900011O08Rik",0.980007634043367,3.41647244263938
"2900026A02Rik",0.837921087304606,0.570367755928026
"2900042G08Rik",0.134820141959301,0
"2900045O20Rik",0.489856323680716,0.110794697799876
"2900052L18Rik",1.9996389546501,4.36507354684436
"2900052N01Rik",0.762323850161446,1.73105821132486
"2900055J20Rik",1.07279114897183,2.10764802368007
"2900064F13Rik",0.77083964610391,3.35393962284086
"2900076A07Rik",2.1838959969558,3.9609265794327
"2900076G11Rik",0.556043717812359,0.65433200517049
"2900089D17Rik",0.489023994394501,0.263417667893991
"2900092C05Rik",0.806032407900015,0.0581689042519107
"2900092O11Rik",0.254750089950085,0
"2900097C17Rik",7.26703077670814,8.16105723408613
"3000002C10Rik",1.74065830727466,2.2147878986757
"3010001F23Rik",0.386529116529194,1.18624777032908
"3010003L21Rik",0.557239046776751,0.057099614357733
"3110002H16Rik",2.98320075186853,3.45401207873322
"3110009E18Rik",0.781968993078864,1.21828785892661
"3110031N09Rik",0.287491387252125,0
"3110039M20Rik",0.516596861724306,1.47308357113264
"3110040N11Rik",2.99625244059251,2.71701756532063
"3110043J17Rik",0.360451263681822,0
"3110043O21Rik",3.16170455759857,3.47176253499404
"3110045C21Rik",0.864661211297097,0.402715185370086
"3110056K07Rik",2.1457911258523,3.28422414002076
"3110062M04Rik",2.16014864951031,2.72206674026337
"3110067C02Rik",0.314097230082,0.747147387256539
"3110070M22Rik",2.10399910895491,4.01330495189699
"3110079O15Rik",0.49382556489796,0.260682962485216
"3110082I17Rik",1.64092771123468,0.665335459916887
"3110082J24Rik",0.997592909511021,2.37856974520739
"3110083C13Rik",0.568043788534347,0.93398857135339
"3110099E03Rik",0.219893689815313,0.215890966161452
"3300002P13Rik",0.894510764159936,3.08767788587257
"3300005D01Rik",0.574083014446177,0.0287535039327874
"3632451O06Rik",0.515848711823296,4.58712450448551
"3732407C23Rik",0.208584413017376,0.27261316566653
"3830403N18Rik",0.741856296486347,0.0386650420834915
"3830408C21Rik",0.646044261428281,1.37515920532925
"3830432H09Rik",0.280256966718743,0.781706398645826
"3930402G23Rik",0.473023893082902,0.792329036800836
"4430402I18Rik",0.393777711733737,0.650900666970598
"4631405K08Rik",0.181961890329543,0.0458491594914733
"4631422I05Rik",0.188382617386942,0
"4632404H12Rik",2.68407924422007,4.01057448960317
"4632415L05Rik",3.84238364717626,6.03998889842512
"4632427E13Rik",2.69637729701841,1.88450490038664
"4632428C04Rik",0.686465970577559,0.391390639732553
"4632432E15Rik",0.684600269856909,0
"4732414G09Rik",0.264063677844239,0.292207538489155
"4732416N19Rik",1.33796230839136,1.73328616700323
"4732465J04Rik",0.507916852696861,0
"4732487G21Rik",1.8759097427683,2.13289685134214
"4732490B19Rik",0.26287710847119,0
"4732491K20Rik",1.18984181726057,1.95824436598342
"4732496C06Rik",2.2898102550365,1.70715703131326
"4831440E17Rik",1.17967453631585,1.87752898809864
"4833403J16Rik",1.09967560033118,0.119886934021079
"4833411C07Rik",0.797749375270305,0.204910895973803
"4833413E03Rik",0.36449235928708,0
"4833417C18Rik",2.19270806739149,1.33638944903866
"4833418N02Rik",1.34654453472866,1.08716966129941
