"","cerebral_cortex","peritoneum","brain","blood","cerebral_cortex","peritoneum","brain","blood"
"cerebral_cortex",1,0.372183967210236,0.53047990773809,0.45523192528875,NA,0,0,0
"peritoneum",0.372183967210236,1,0.683682230815931,0.654491426075805,0,NA,0,0
"brain",0.53047990773809,0.683682230815931,1,0.716580981364284,0,0,NA,0
"blood",0.45523192528875,0.654491426075805,0.716580981364284,1,0,0,0,NA
