"","other","preoligo"
"1700001P01Rik",1.05527021508558,0.353603312469405
"2010203P06Rik",0.227042893067678,0
"AC110091.1",0.803505791996198,0.258002700298239
"AC122356.1",0.728930349633442,0.777977102755859
"AC140244.1",1.88158593654365,0.69699845569695
"AC157572.1",0.581119936631917,0
"Ablim2",0.86833604547533,0.466890644707618
"Acy3",2.56889846617918,0.794779010677622
"Adamts4",1.98550106541303,2.68193898781986
"Ankub1",0.3452177014049,0.022434223694386
"B230206H07Rik",0.206115154473931,0
"B3gnt9",1.81449242063193,2.88137669282402
"Bace2",0.628880342052618,0.148454410719411
"Car14",2.61782105670053,1.58310859203578
"Casr",0.517950093185045,0
"Cdc42ep2",4.19165587158415,1.58215595566221
"Cdk18",1.29149013973731,0.475442869905808
"Chrne",0.649765440322347,0.0303776532445353
"Cldn11",2.13710879671403,3.53254095730678
"Cldn14",0.417690455216159,0.0317599439195045
"Cldn19",0.492639093007786,0.111302430870275
"Cnp",6.29095520160766,7.5979572951745
"Col9a1",0.384933449825136,0.0404956816466891
"Cpm",1.20554911956478,0.560630746901367
"Dbndd2",2.23562963554352,3.420627154307
"Ddc",0.747045233132374,0.427269734886091
"Dnah10",0.369801393660483,0.0529897347465463
"Dnaic2",0.565838527457853,0.297559810445719
"Dubr",2.94359604023104,0.598790597815241
"Enpp6",0.877766566292641,0.28492643561015
"Epcam",0.618392641197972,0.112818111119253
"Ermn",1.38890350900717,1.53916497177932
"Etnk2",0.968200716580455,0.350863448919663
"Fa2h",1.14582975437824,3.47614638972716
"Fah",2.03316829129463,2.66023620220454
"Fam43a",6.3613571988995,3.75772198454094
"Frmd4a",1.52206771630967,0.644733136581009
"Gamt",5.66397499297706,4.0632399650811
"Gjb4",0.188339988331835,0
"Gjc2",1.57906523019795,1.49826722186951
"Gm10687",1.54576669051453,1.20196672429228
"Gm12778",0.30461729777625,0
"Gm16401",0.409890934911995,0
"Gm21168",0.645410966277233,0.297395347232357
"Gm22513",2.21241645833344,0.5476794151648
"Gm23144",0.140253248715165,0
"Gm23779",0.150201698844408,0
"Gm23814",0.181947643432265,0
"Gm24183",0.417951220401433,0
