"","No_data","5_months"
"AC140244.1",2.45810923339165,0
"Acy3",2.28762249996225,2.89887750940033
"Cdc42ep2",3.97146837935185,4.1447964962425
"Dubr",3.02677913170405,2.12864117807631
"Fam43a",6.01626741897722,6.65944529009611
"Gm22513",2.8655918028939,0
"Gm9847",1.48428443367195,0
"Ldlrap1",3.6010984508686,2.59068704835608
"Nkx6-2",2.11900225663995,0.172516532482046
"Nod1",3.04302328957826,1.54943698732034
"Parvb",2.9308505281347,2.26766328664468
"Rgs16",2.75784939669045,0.059006828522429
"Ttyh2",2.99016224990329,0.226928545505603
"Unc5b",2.06086269019286,0.0557096239663816
