"","mouse_FVN_Swiss","mouse_C57BL6"
"AC140244.1",3.76906101529283,0.0819718075322831
"Acy3",3.17649666301906,1.81548511200658
"Cdc42ep2",4.04070305904409,3.99755209306647
"Dubr",2.99605459084347,2.60459412814318
"Fam43a",5.93040225040143,6.41298837704049
"Gm22513",2.90297127880306,1.40008886002644
"Gm9847",2.33244696719877,0
"Ldlrap1",3.21068727672263,3.43750252699006
"Nkx6-2",2.71293140173631,0.626071392601677
"Nod1",2.31316464049293,2.93485645639897
"Parvb",3.56452779904249,2.04478929534537
"Rgs16",3.9042673948727,0.405312364196976
"Ttyh2",4.08462569131673,0.650889886467685
"Unc5b",3.15711360996147,0.0990666022820956
