"","other","preoligo"
"1600029O15Rik",0.526776347286109,0.10892876822375
"1700001P01Rik",1.05527021508558,0.353603312469405
"1700011D18Rik",0.261454266408825,0
"1700016P03Rik",1.76838816355826,2.95854336857635
"1700018M17Rik",0.302588143328724,0
"2010008C14Rik",4.84139962821043,0.76456835323452
"2010109P13Rik",0.196579550452507,0
"2010203P06Rik",0.227042893067678,0
"2310074N15Rik",1.35803424220413,0.20043100978794
"2610035F20Rik",0.884607593687856,1.28335820378466
"3110031N09Rik",0.287491387252125,0
"3110079O15Rik",0.49382556489796,0.260682962485216
"4833403J16Rik",1.09967560033118,0.119886934021079
"4930429H19Rik",0.667549063981178,0.796593133607269
"4930432E11Rik",0.388428013440392,0.0400969114383497
"4930439D14Rik",0.870763141681909,0.301682090594878
"4930447K03Rik",0.913462741340998,0.0271893603477057
"4930478M09Rik",0.49666452085056,0
"4930523C07Rik",1.54791993457131,0.256632214715549
"4930555A03Rik",1.17334882387367,0
"4930572O13Rik",0.2684100048069,0.074082660162079
"4930578C19Rik",0.375349780603498,0.0117114158870128
"4933437G19Rik",1.10410390780376,0.307654574554039
"5330417C22Rik",0.527630096289717,0.267467149686665
"6430500D05Rik",0.264315583067249,0
"9430041J12Rik",0.675129468778209,0.418518700340868
"A030012G06Rik",0.22744747066814,0.0681978412231795
"A2m",0.508318541214976,0.774591657991813
"A830073O21Rik",0.329050623172184,0.0421755625785971
"AC102103.2",0.219976772569112,0
"AC110091.1",0.803505791996198,0.258002700298239
"AC116487.3",0.563900587017716,0.0635146102265065
"AC117202.2",0.360529571010537,0.112830011550178
"AC122356.1",0.728930349633442,0.777977102755859
"AC131033.1",1.75172892196513,0
"AC140244.1",1.88158593654365,0.69699845569695
"AC152940.1",0.866431616694819,0
"AC154227.2",0.251670456498043,0
"AC157572.1",0.581119936631917,0
"AC157931.1",0.520720186865234,0.299097095479234
"AC164883.6",0.411162812557883,0.142879379038841
"AI606473",0.28577565475209,0
"AL603714.1",0.26147243640184,0
"AU021092",0.955359637131071,0.430485110720516
