"","CellType","Age","Study","Species","Tissue","1700001P01Rik","2010203P06Rik","AC110091.1","AC122356.1","AC140244.1","AC157572.1","Ablim2","Acy3","Adamts4","Ankub1","B230206H07Rik","B3gnt9","Bace2","Car14","Casr","Cdc42ep2","Cdk18","Chrne","Cldn11","Cldn14","Cldn19","Cnp","Col9a1","Cpm","Dbndd2","Ddc","Dnah10","Dnaic2","Dubr","Enpp6","Epcam","Ermn","Etnk2","Fa2h","Fah","Fam43a","Frmd4a","Gamt","Gjb4","Gjc2","Gm10687","Gm12778","Gm16401","Gm21168","Gm22513","Gm23144","Gm23779","Gm23814","Gm24183","Gm24480","Gm25737","Gm26058","Gm26583","Gm29127","Gm33594","Gm36855","Gm36961","Gm42492","Gm42500","Gm42528","Gm42966","Gm43520","Gm47063","Gm47135","Gm7931","Gm9847","Gpr15","Gpr37","Gpr62","Hist1h2ad","Hist1h3h","Il12rb1","Il23a","Jakmip3","Kif19a","Kndc1","Ldlrap1","Lgi3","Lpar1","Mag","Map1b","Mcam","Micall1","Mir31","Mir344f","Mir344i","Mir92b","Mobp","Myrf","Nfasc","Nfe2l3","Nipal4","Nkx6-2","Nod1","Npb","Npbwr1","Nrtn","Opalin","Pacs2","Parvb","Plch2","Plekhh1","Plp1","Plpp2","Prickle1","Prima1","Rassf10","Rgs16","Sec14l5","Sema4d","Sept4","Sftpc","Sgk2","Srcin1","Ssh3","St18","Tmem125","Tmem151a","Tmem88b","Tmprss5","Tnni1","Tpd52-ps","Tprn","Tspan15","Tspan2","Ttyh2","Unc5b","n-R5s172"
"astro_SRR1033783","other","No_data","GSE52564","mouse_FVN_Swiss","cerebral_cortex",0.979141893611541,0,0.00387638372032999,0.128746543477093,3.20716032181208,0,0.583182134867868,2.20858423307481,1.21316121445281,0.0325621983040444,0,0.514317614715032,0.576396733745995,2.06716138284992,0.0447284783876611,2.83981186224447,0.0140915410734732,0,0.534922772476559,0.0342146197303437,1.78844854247456,6.84170687800697,1.716298363289,0.176822613304484,6.1380312593954,0.145071067865587,0.217597781269803,1.09174442791986,3.43738065004112,0.0589169063740025,0.146463755876224,0.0492876928539472,1.26188180869514,0.0471185626627634,4.74210486510827,4.63914837657878,2.99428089787432,5.64783504752758,0,1.3306362448416,1.34098408530901,0,0.176194891873027,0,7.29519023298202,0,0,0,1.96232918053995,0,0,1.81470286113928,0.831085512959449,0,0,0,0,0,0,0.773485393387788,0,2.92048977205491,0,0,0,1.88698724147908,0.701806446647043,3.83041906105805,2.09442481336687,3.09356145393175,0,0.0586970571924499,0.946795407928019,0.0215451468585044,1.47783958705907,0.338646326754419,1.45972213873624,4.49253680757015,0.921954338508139,1.14959524882806,1.11773781210201,5.86173266257663,2.63116283562573,0,2.31090578790401,2.02201373535304,2.08608091526033,0.0946733310688507,1.15019272236976,2.79781799190344,0.88476340542307,0.0621714641864817,0.558146983424717,2.03960469116123,1.67049760133342,0,0.0613083509672064,0,4.1741260457443,2.25058163876545,0.233319585055128,1.33881761173976,3.63775152880902,0.822096307230968,1.60696601023883,0.382605237861984,6.84808926918502,5.00441933006801,0.019226431319423,4.10322848560236,5.68029625458842,1.97222237839649,0,1.3985115695009,6.13583171123727,0.00311680216010968,0,0.287274970242949,3.14746989385372,0.610268672752414,0.37719677235947,3.4312811453388,4.03741781651947,3.0299334150728,0.335058596248873,4.92533071426354,0.854686443471172,0
"astro_SRR1033784","other","No_data","GSE52564","mouse_FVN_Swiss","cerebral_cortex",1.24328859572929,0,0,0.0918066569152859,1.68180976341595,1.15441598270239,0.287864560267086,2.52590891947538,2.10977335704985,0.22822172786041,0,0.768484349589962,0.475348073151158,1.9578852069494,0.0574652019810768,2.52003034645022,0.0263382771610015,0,0.254694011105958,0.00405618319337193,1.94239953508,6.77969699787494,1.47244694881348,0.166555979461105,6.05698459823623,0.0801970732241552,0.578300254920784,1.77840099571341,4.42387303171785,0.0457467077403956,0.115792857790534,0.176922490521969,0.798274808847388,0.029661051609756,3.59462958517132,5.31809107418844,2.59713674231746,5.37068061904149,0,0.99428243041997,1.24933362450074,0,0,0,7.02800337558642,0,0,0,0,0,0,0,0.449500135330122,0,0,0.0496125469773575,0,0,0,1.68674027828057,0.201040630263627,0,0,1.08663442162701,0,2.49654721706932,0.47717613353761,3.10094710557085,2.41912527709262,2.84572073742159,1.15731295232378,0.0551568163729246,0.255148652130485,0.0500526883871074,1.48811409645516,1.04124100919391,1.4330945349976,3.99032217559874,1.27335358173787,0.195303033288543,2.41235151140794,6.68363157093146,2.35541392649984,0,2.23829472134382,1.95356380356213,2.82635199080617,0.0114337780452065,1.04727109683561,2.62015298136282,0.904527867778925,0.0392122959169474,0.373574466315397,1.832505600435,2.99398375570705,0.0955680852426279,0.26749334147686,0,4.32872514370604,2.47390557809915,0.189945217118594,1.51566267170341,3.30830340105061,0.839481658667037,1.94600209701722,0.386678188264602,7.11289574940987,4.84570564196189,0.0534918130348108,3.39008087295291,4.5017069618256,1.09077072266315,0.0402700287323135,2.04813650906568,6.07838150261904,0.0145680156601926,0,0.408619467475339,2.30873319021683,0.559045668525089,0.184238207957631,4.73462706141793,3.76118224091283,3.05703566158632,0.430044885402673,4.61890403086329,1.02660106536084,0
"endo_SRR1033795","other","No_data","GSE52564","mouse_FVN_Swiss","cerebral_cortex",1.24183292807344,0,0,0,5.24545255301756,0,0.044710634150403,4.32837555342149,3.37189368078627,0,0,1.66928730462157,0.289538097580084,4.60731397159828,0,3.83332267467263,0.0646152387952982,0.0375544288315902,0.757290735698893,0,0,3.08043188825724,0.0021947704575314,0.916152406130534,1.10876543713756,2.32654618938356,0.0864319897388373,0.344804181308944,2.37536801711616,0.0385014782194836,0,0,0.894548442859214,0,0.918746459601117,8.1134907980044,0.425144826424339,4.1994685160389,0,0.143578260631135,1.18464856369308,0.42571554312195,0.683661946543048,0.605432206095653,2.99447417960928,0,0,1.08445409485246,0,0,1.04838247165017,0,1.69192947879751,0,0,0,0,0,0,1.28565464144433,0.909733797705563,0,0,0.172485293819099,0,5.46972649256364,0,0.00661998037737643,0.900885130738882,0,1.07887864643279,0.0863206506238465,0.33611534717177,0.00803558135063161,0.0448266307786126,0.0209686627212685,4.02893457140562,0.25639099671678,0.201992863810842,0.0816786652841932,2.10813746461735,7.93280249499052,2.10228568669168,0,0,0,0,0.0659281163222178,0.0933816160338765,0.0212569559452146,0.200253510302222,0.0178576164606607,0.0474002730706855,3.39369001823155,1.51222023057137,0,0.266146660666195,0,1.79309774944823,4.99163119707196,0.01779642501953,2.10099667372278,0.431171377016997,0.902139731491663,2.2457109064001,0,0.17731348074658,5.4364222718423,0,0.135172971963875,6.41427588378958,0,0.00614027638757787,0.163098843668482,1.14950072126106,0.00352565108932264,0.330857408752293,0.466440091258021,1.88546155010636,0.0135535477741032,0.0812759747572363,6.92901872411264,2.9968331002227,2.94532130326568,3.42098322094517,5.97333827121406,4.62701951431,0
"endo_SRR1033796","other","No_data","GSE52564","mouse_FVN_Swiss","cerebral_cortex",1.37868756904523,0,0,0.0142441498992624,5.00063129992638,0.187578477998892,0.018090619004278,4.27641702736622,3.07036146294689,0.013935071232181,0,2.17176934003147,0.357508124011732,4.50499733001315,0,3.82509488210893,0.0179507289411605,0.0376365757413121,0.608664046537809,0,0.13466488930815,3.17527909761787,0.0131477569411727,0.890174893245626,0.893339436288829,2.23991983569693,0.114838024837141,0.399915956159652,2.16209473218006,0.016450821536041,0,0.0211628043801463,1.0610252285596,0,1.07012832850164,8.04949266892121,0.412489477786836,4.36823097668718,0,0.0425936773377183,1.31620589187639,1.24853287338637,0.780746435302139,0.143416933505491,0.764249465955497,0,0,0,0,0,0,0,1.61833827994353,0,0,0,0,0,0,1.45561858858564,0.559926427782954,0,0,0.32718078236664,0.88393374005051,5.51569220630045,0,0.0522417766698808,0.367047825245104,0.485973430428148,0.876679223471696,0.179408549618828,0.609630820552832,0.00345693719431499,0.0449244387931572,0.0140438194092865,3.89721577057461,0.182620019212567,0.171823681761632,0.0517007563242193,2.11781616083542,7.90867998105216,1.92990740670223,0,0,0,0,0,0.0646802839104533,0.0332072370542169,0.206167228668974,0.0178969456669362,0.0475036046456933,3.33666240638695,0.94732655442138,0,0.221721212714879,0,1.64644281586803,4.86160909582195,0.0178356202905006,2.07159509709457,0.304477192318861,0.867195240185764,2.13577176588701,0,0.297914014221058,5.41175668604121,0.0325485600072249,0.0758535200592466,6.52003315694092,0,0,0.118601632252184,0.937949452559066,0.00353345460447261,0.151486937123246,0.523251353604894,1.66261298478419,0.0270401842267553,0.0362019493845519,6.72376964555,3.07441667555985,3.01382788142264,3.32640674885405,5.78768034824819,4.42245317468304,0
"macrophages_SRR1106141","other","5_months","SRP035309","mouse_C57BL6","peritoneum",0,0,0,0,0,0,0.0305655986419141,4.2393895510826,0,0,0,0,0,2.78567128521836,0.162570162493509,5.38725338105797,0.580856616523406,0,0,0.0430683183584297,0.472370965223215,5.67177304029947,0.100975125323965,0.129717924904025,0.461778390611183,0,0,0,2.8596532920555,0.0352971977260581,0.238654178653111,0,0,0.0784627525186707,1.33022106170532,8.25057132369745,0.280349704149773,6.33759206079819,0,0,0.288360805894083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38368638689036,0,0,0,0,0,0,0.149915127945459,0,0,0,0,2.04378455849169,0.027151139413801,1.32355645722271,0,3.42849677759584,0.439574177125054,0.813063238942588,1.02868043035881,0.118828864576185,0.410891379532741,0.133803366973723,0,0,0,0,0.22808060788261,0.417032671990802,0.0436685849166472,0,0.374672873285461,0,2.15936339804459,0,0,0,0,1.84394524053592,3.14948697944,0.0523329579418454,0,0,3.35545285926141,0.590875214661106,0.0842693651518966,0,0,0,0.658448441269472,0.170918793424866,0,0.139537985094835,0.0575692910064994,2.76591276422839,0.091583418604549,0,0,0.709508611651597,0,0,0,2.12760717262888,0.16181447131111,0.0574530193986257,0.237866789529276,0.0558159832988145,0
"macrophages_SRR1106142","other","5_months","SRP035309","mouse_C57BL6","peritoneum",0,0,0,0.22855960808707,0,1.76649492308141,0.0223233704168902,3.38875712973942,0,0.223943513607911,0,0,0.0343360345290506,2.55236154934902,0.195065318101262,5.17832227383551,0.590176662315451,0.543281745451716,0,0.0623098399067134,0.358527208246383,5.17393621054699,0.0742272862302999,0.185267540711759,0.631756541783703,0.0986134916582457,0.0514277385230148,0.0908773159035283,2.39606670706931,0.100505738560554,0.177607316752843,0,0,0.0575594986205036,0.633605862507908,8.14616269954728,0.238134696959901,5.86976141454248,0,0,0.403000292742007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44045595863526,0.0777095948406107,0.954634157454721,0,2.88046957793274,0.332744290108254,0.723749471764176,0.813523111656201,0.115517640394306,0,0,0,0,0,0,0.0872809113981027,0.31509653250886,0.0160543346251532,0.105592973875176,0.720611918379956,0,1.71397289210123,0,0,0.712546476345701,0,1.47862886644469,2.75649458545378,0,0.0534657308930369,0,3.52252846772646,0.430964287137565,0.0618521523604522,0,0.472054628179432,0.0694899098301814,0.507119996933864,0.12643930757921,0,0,0,3.02324995505446,0.0451903904443448,0,0,0,0.0766340930681845,0,0,2.18424610281875,0.119606831296273,0,0.231494242899682,0.0805957160189678,0
"macrophages_SRR1106143","other","5_months","SRP035309","mouse_C57BL6","peritoneum",0,0,0,0.545141967433622,0,0,0.0589532329186967,3.68690996244062,0,0,0,1.03806198241477,0.0457386172408086,2.15225531604075,0.054812788942588,5.43776484906987,0.568349697655802,0,0.243669398876595,0,0.46184153443361,5.41765854631507,0.0500558635078351,0.18579603473103,0,0.171398156116963,0.101381931262402,0.120290535282151,2.46529721968298,0,0.433400673064858,0.424293107492101,0,0,0.691151288094416,8.23343615589479,0.273698725082926,5.91339141531658,0,0,0.281537711353962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828193209159024,0,0,0,1.98003495406285,0,0,0,0,0,0,0,0,2.60166367346576,0.0524247176698228,0.876873435060187,0.0794079355147195,2.9464811789309,0.429671869791921,0.660694716553454,0.591233265682298,0.223094141895704,0.401549108213258,0,0,0,0,0,0,0.218129768308898,0.0633603733537035,0.139543527655685,1.66273802935354,0,1.80959013504485,0,0,0,0.240066017619257,1.51533411809788,2.7034565785842,0.100246584588752,0.138795859750599,0,3.46909580777518,0.496528844266023,0,0,0,0.0921995448346519,0.371733550462072,0,0,0.260405155662587,0.0560987589625351,3.18948580126443,0.108380030374324,0,0,0,0.101597510268528,0.116357154835253,0,2.2162501614836,0,0.161831900640856,0.232144331061365,0.0543893979848215,0
"macrophages_SRR1106169","other","5_months","SRP035309","mouse_C57BL6","peritoneum",0,0,0,0,0,0,0.0544073357882936,3.74466632806189,0,0,0,0,0.161851906684253,2.65325937716539,0.192480205084879,5.22211731370616,0.236285392746405,1.08883763815675,0,0,0,5.43906798294182,0.134343207814173,0.0596529442577723,0.420665882521467,0.0815015184317452,0.031903511362342,0,2.68600929070169,0,0,0,0,0,1.37049483470914,8.09078754484109,0.258922455413024,6.20034119022079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72373581988019,0.0483738325602925,1.28984234784447,0.073324442175012,3.08290954484436,0,0.637647439542686,0.951191400945597,0.141078929346779,0,0,0,0,0,0,0,0.460479637998602,0.0392498588332551,0.129054761400198,1.30083194932134,0,2.02196405930476,0,0,0,0.222583746958003,1.80213695973335,2.88641001081936,0,0,0,3.72966436134819,0.203407272579418,0,0,0,0.0851646963511852,0.444757032143432,0,0,0.125831065523218,0,3.33795591173333,0.055488787610457,0,0.222119780311178,0,0.0938686633952848,0,0,2.4244891015542,0,0.241595439885981,0.0753556918273764,0,0
"macrophages_SRR1106186","other","5_months","SRP035309","mouse_C57BL6","peritoneum",0,0,0,0,0,0,0.0884192196608014,3.56073508084764,0,0.0535455514949312,0,0,0,2.22460476113706,0.108679637689008,4.90441015123535,0.37034248654072,0.388367037601589,0,0.0423858929496245,0,4.8583853541778,0.0255010217337979,0.127721821405573,0.801030869302766,0.0673495730129115,0.0690563004390182,0,1.95615020752069,0.0174727577300264,0.437225599581013,0,0,0.0391339358572347,0.9495637238451,7.79839321646935,0.202163732409798,5.47588405771135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756992922708419,0.746052997736931,0,0,0,2.61393958225872,0.0134211483467756,1.18105310345048,0,2.58667118591959,0,0.736194968381339,0.821770979429977,0.190030301661015,0.405130666906802,0,0,0,0,0,0,0.318856950296011,0.0216484193900431,0,1.11577200628145,0,1.73919089863808,0,0,0.720006987795799,0.12624535548598,1.34617305168914,2.64383299035214,0.0765859527458619,0.071775687012057,0.210297500564801,3.16931774814186,0.45787392830516,0.122706252705005,0,0,0,0.318956519580545,0,0,0.262840656447768,0.0286089389220203,2.70710602991203,0.0852923424561054,0,0.125973468705894,0,0.0522123134062463,0.0599460934936343,0,2.16990681536855,0,0.110961146537507,0.0824144602607789,0.0277291574285151,0
"macrophages_SRR1106188","other","5_months","SRP035309","mouse_C57BL6","peritoneum",0,0,0.0234999829432871,0,0,0,0.0549403759298143,3.976315520319,0,0,0.351005889236458,0,0,3.06392202544451,0.132380882768157,5.24471224290641,0.238459977768513,0,0.155952768700902,0,0.554015384585273,5.129721624062,0.121168665440759,0.0797688617039564,0.751764624657563,0.13465695163719,0.0637332501788931,0.147821704765249,2.87647064932569,0.0214317864834242,0,0,0,0,0.937419475712829,8.12455129021805,0.274503748306411,5.79661436469353,0,0,0.181031071941728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172140422897954,2.4339237748614,0,1.31723099976016,0,2.69303967193776,0.281241340367419,0.723716863047101,0.958129468464583,0.119638646035098,0.483587531311604,0,0,0,0,0,0.0727884771549503,0.204017251488572,0.0654683811847438,0.171226179541602,0.853084377175978,0,1.87559760311406,0,0,0,0,1.7953582708342,2.84653860601749,0,0.0445014605581962,0.132740370896937,3.57744045009936,0.403643515885922,0,0,0,0,0.416082460012729,0.105679447453753,0,0.167008608842244,0,2.74349492187883,0.0742362388814662,0.613323274467513,0.15325034240556,0,0.0638705393884562,0,0,2.4056870096252,0,0.0349893906951895,0.148364517427389,0.0671876066062719,0
