"","other","preoligo","mouse_FVN_Swiss","mouse_C57BL6","No_data","5_months","cerebral_cortex","peritoneum","brain","blood"
"9430041J12Rik",0.675129468778209,0.418518700340868,1.06115812961137,0.305278044494523,0.872888940034379,0.0671382307144056,1.06115812961137,0.0620476506830973,0.650441027979696,0.25199153358306
"A030012G06Rik",0.22744747066814,0.0681978412231795,0.447535027640076,0.0149646546370752,0.29567840277974,0,0.447535027640076,0,0.0478868948386406,0
"A2m",0.508318541214976,0.774591657991813,0.92397224745034,0.177905687856137,0.691102918861032,0.0722297818825319,0.92397224745034,0.0726642725991138,0.135159060028115,0.346942013992589
"A830073O21Rik",0.329050623172184,0.0421755625785971,0.344693594849595,0.27950364038025,0.403661580284673,0.052151725964442,0.344693594849595,0,0.140641104432992,0.75377054478381
"AC102103.2",0.219976772569112,0,0.439953545138223,0,0.279970437815233,0,0.439953545138223,0,0,0
"AC110091.1",0.803505791996198,0.258002700298239,1.61590348161909,0.0244699271139241,1.04503034516121,0.00293749786791089,1.61590348161909,0.00391666382388118,0.0212622805957533,0.0523414895801465
"AC116487.3",0.563900587017716,0.0635146102265065,1.06432261752027,0.0634830632290831,0.723465711679503,0,1.06432261752027,0,0,0.203145802333066
"AC117202.2",0.360529571010537,0.112830011550178,0.520929335926876,0.189217331776196,0.469113091427064,0,0.520929335926876,0,0,0.605495461683828
"AC122356.1",0.728930349633442,0.777977102755859,1.29080452118662,0.243421293664716,0.963286473623972,0.0967126969400865,1.29080452118662,0.128950262586782,0.074362317490592,0.54984550713236
"AC131033.1",1.75172892196513,0,0.418268497996479,2.69954067769205,1.03686720682289,3.27966640811501,0.418268497996479,3.37875885616889,2.0365526879314,2.5474668532805
"AC140244.1",1.88158593654365,0.69699845569695,3.76906101529283,0.0819718075322831,2.45810923339165,0,3.76906101529283,0,0.262309784103306,0
"AC152940.1",0.866431616694819,0,1.31486176694198,0.365751283141701,1.10273114852068,0,1.31486176694198,0,1.17040410605344,0
"AC154227.2",0.251670456498043,0,0.393056671959326,0.0964987109071649,0.320307853724782,0,0.393056671959326,0,0.0755156331403576,0.23328024176257
"AC157572.1",0.581119936631917,0,0.527594629794184,0.555314588035944,0.659311968300557,0.220811865385176,0.527594629794184,0.294415820513568,0.416510022303886,1.00719767479485
"AC157931.1",0.520720186865234,0.299097095479234,1.04146657483809,0.0373642109657347,0.689925428326592,0,1.04146657483809,0,0.0211207369100354,0.0984447381803156
"AC164883.6",0.411162812557883,0.142879379038841,0.623509289927711,0.191824215669403,0.536287159531745,0,0.623509289927711,0,0,0.61383749014209
"AI606473",0.28577565475209,0,0.503975354188121,0.0591289609015523,0.363714469684479,0,0.503975354188121,0,0.0271946980738378,0.16201797681113
"AL603714.1",0.26147243640184,0,0.330554598664288,0.168341489871968,0.332783100875069,0,0.330554598664288,0,0,0.538692767590296
"AU021092",0.955359637131071,0.430485110720516,1.65220383041478,0.280011652206507,1.13194801511018,0.338522966085874,1.65220383041478,0,0.750991548088319,0.145045738972502
"Abcb1a",0.757450512811499,0.276066655725297,1.02988652905747,0.458896016460494,0.879216609135904,0.302247783647833,1.02988652905747,0.188821999111544,0.419553966194769,0.82232688754496
"Abcc6",0.370894803531319,0.0533646847294011,0.641253467942376,0.0946397073214044,0.469003478788095,0.0217134168747068,0.641253467942376,0.0225014810236999,0.0767749979796873,0.199070288220367
"Abcc8",0.275326426981482,0.061380569877795,0.44343360744463,0.101489411938267,0.346827477694896,0.0252120732436729,0.44343360744463,0.0229901383288073,0.0372015205991478,0.259976431608739
"Abhd14b",1.73695551685111,1.22119135238129,2.4069478364202,1.08624171666943,2.32168805348153,0,2.4069478364202,0,1.50513268329374,1.97084081004843
"Ablim1",1.14093932013021,0.199386715724958,1.47687743941711,0.729299390203513,1.37815525358685,0.253207352023115,1.47687743941711,0.275284686070795,0.736711050241055,1.26670537512523
"Ablim2",0.86833604547533,0.466890644707618,1.64382470923416,0.13960278959039,1.131064357876,0.0454718361815508,1.64382470923416,0.0516015222260684,0.181657268303799,0.203149831714168
"Ackr2",0.6888637253639,0.223599451039961,1.08069218023128,0.287855793064446,0.851109887099286,0.126370712010602,1.08069218023128,0.168494282680802,0.236357586139111,0.482587812450154
"Acvrl1",2.78130246681297,1.52892857394063,2.44586292806273,2.91826532661039,3.20937442561875,1.29101110687901,2.44586292806273,0.562599265547393,3.91227094336451,4.75105898313187
"Acy3",2.56889846617918,0.794779010677622,3.17649666301906,1.81548511200658,2.28762249996225,2.89887750940033,3.17649666301906,3.76612892874853,0.332774505954003,0.957423137968818
"Adamts15",0.612577080077004,0.375101710813711,0.985601777337468,0.256496048816187,0.801866783063381,0.0326615545486452,0.985601777337468,0.0330654583285359,0.0888409243048647,0.692267881912689
"Adamts4",1.98550106541303,2.68193898781986,4.01349008664777,0.298065412133478,2.76446744004383,0.0174530157800361,4.01349008664777,0,0.363565408484113,0.590243910343018
"Adamtsl2",1.07672272094082,0.538962099314217,1.71095989268908,0.454545117957768,1.37166395751673,0.13119416495042,1.71095989268908,0.0190613039766408,1.32516395281228,0.106506859880611
"Adamtsl4",1.95711272716214,0.945150507966775,2.03055023203674,1.76635963299744,2.10663098742397,1.29294695664325,2.03055023203674,1.63574321711187,1.06758191648335,2.62187704857422
"Adcy4",1.28633520329461,0.373433718485817,1.22314327930977,1.22751545118024,1.37478721665512,0.814866795350997,1.22314327930977,0.931593634553005,0.470848735035954,2.33928834727721
"Adcyap1",0.538856899937992,0.443188529753547,0.818490994096541,0.282218521276206,0.703914280408281,0.0610320110985842,0.818490994096541,0.0813760147981123,0.185691750615952,0.619756299710171
"Adgrf5",0.765717287667372,0.391342228619481,1.28841333086131,0.261561367491691,0.94317597340022,0.184112137140068,1.28841333086131,0.17659100246565,0.390115817014189,0.234971356000441
"Adgrl4",0.799763336345689,0.282415373578101,1.14143651976004,0.436130805512181,0.947544134433208,0.264029150913112,1.14143651976004,0.159456187092917,0.569298070359558,0.634973082767923
"Adora2a",1.79778675001223,1.22760720681583,1.89655627756042,1.64009097050801,1.97048207448061,1.18032972192507,1.89655627756042,1.56022184309239,0.0732496621301029,3.30277523178467
"Adrb2",6.21530044506135,4.37530357861593,3.61405729194628,8.26138859573135,6.0278835007282,6.27069782536614,3.61405729194628,6.09201501766689,9.92005952252589,9.20596596261415
"Adssl1",3.79121463970023,0.974817635337414,2.27280519789898,4.76777327573098,3.42957550573391,4.08162300701691,2.27280519789898,4.8879037107017,2.83734599915294,6.55404403034415
"Aifm3",1.30151590030905,2.00534581293524,2.58897125218421,0.262971206496562,1.80251471468628,0.0997266389282306,2.58897125218421,0.0333907706478418,0.421948436672622,0.379490499338967
"Ajuba",1.56645681486253,0.562742279853365,1.45043891264854,1.54250816242364,1.66447096749069,1.0459892613828,1.45043891264854,0.954860865330768,2.87907481242197,0.911118268936743
"Akr1c14",0.465666632448008,0.0713988295111649,0.698438320319129,0.212707930193672,0.565494610323401,0.0925727425564662,0.698438320319129,0.0569328535278327,0.206923339513723,0.405422612872628
"Aldh1l1",0.82617350424742,1.58597882783044,1.668439152761,0.184166727245919,1.1805570219207,0.0415701615416425,1.668439152761,0.0383536511545074,0.203794297109702,0.339514848691829
"Alpk3",0.356839823997161,0.0365111570613431,0.530729952170036,0.164644878478917,0.404538987727823,0.145584957003883,0.530729952170036,0.167426284811651,0.0805286464786678,0.245423422879886
"Angpt1",0.475905627187965,0.0514047645452742,0.465888633146875,0.431607889143582,0.564345113187015,0.126571825029904,0.465888633146875,0.118721654931434,0.0844454507726679,1.15423380856907
"Angptl4",2.46636307510793,2.9829561516515,4.04636462876375,1.14843585022703,2.87117264031471,1.48228503992516,4.04636462876375,1.85942402118642,0.777559251323223,0.666126643979565
"Ankrd35",0.759967634720154,0.450038341655515,0.853712193628362,0.639199984042393,0.987750684029116,0.0560819258543499,0.853712193628362,0.0331378831371455,0.160574575574272,1.84509991359681
"Ankub1",0.3452177014049,0.022434223694386,0.448948783593943,0.214105069775673,0.420866261563977,0.0564882915398112,0.448948783593943,0.0462481775171404,0.153767433325186,0.4758709769364
"Aplnr",1.91682985502883,0.941557887223302,2.32700248451152,1.43601980825579,2.48410486011298,0.113005599096041,2.32700248451152,0,0.473155673523981,4.12210771289454
"Apoc1",2.52494374846686,0.441138708667109,1.10423399964049,3.50758914871496,1.4125541186182,5.06306397060074,1.10423399964049,6.48330014209086,0.774329281766426,2.66999582361242
"Apold1",2.72408054212796,3.40285576664639,4.27444696022939,1.45235682935401,3.52425865296641,0.693284543451815,4.27444696022939,0.301403017898029,2.28879181676573,1.99706641568948
"Aqp4",2.1007136277153,5.12958881576636,4.09232484237734,0.736663213392395,3.0493885246921,0.249076458041869,4.09232484237734,0.0379353536417382,1.90851202326725,0.403287835218325
"Arap2",1.32241811927246,1.03973052856586,2.05366085206513,0.647244779240548,1.68679148061788,0.249719477895901,2.05366085206513,0.26287856457859,0.566415834854649,1.1893131812208
"Arhgap18",1.45992788514281,0.467935419169697,1.14298985073465,1.6132496070033,1.71365026030088,0.514193236964833,1.14298985073465,0.58688975123623,1.2210709926353,3.23706004829177
"Arhgap29",1.91885716257025,1.56346176182412,1.95431472215074,1.84340737284405,1.75705823891042,2.27495535244826,1.95431472215074,2.77851219990555,1.79690213802604,0.767786815188281
"Arhgef5",0.926561139674689,0.494482899167068,1.24382909763213,0.594941896398472,0.901822489057638,0.886572868744672,1.24382909763213,1.14980768838689,0.130684061913586,0.393360780497253
"Arpc1b",6.74067833939348,3.97241760672063,5.21432560526199,7.73020439017444,6.45194495043382,6.84262997586434,5.21432560526199,7.37788873996761,6.79072848896261,9.09245907163446
"Arx",1.09400962999011,2.2421589362919,2.41613858141515,0.0806654607809191,1.59620852328667,0,2.41613858141515,0,0.179860007728694,0.0782694667702474
"Asb4",0.711316435127001,0.0460449015338398,0.835402041580549,0.519582587781001,0.744238332654364,0.454463333528463,0.835402041580549,0.575333380721059,0.284011476819547,0.688252747214385
"Aspa",1.98783857090402,0.353079748675862,2.14539179885536,1.64563464366808,1.51461964060278,2.8805009236754,2.14539179885536,3.74920285579067,0.37534159370919,0.391645839079866
"Avp",0.214958272056491,0,0.361404388410428,0.0599481362397339,0.273583255344624,0,0.361404388410428,0,0.191834035967149,0
"B230206H07Rik",0.206115154473931,0,0.351413282996402,0.0532148977075277,0.246373565274255,0.0438757361545572,0.351413282996402,0.0585009815394097,0,0.100086494816797
"B230208B08Rik",0.365816666118429,0,0.407909483631515,0.283258367529675,0.440452618809487,0.0691136296884126,0.407909483631515,0,0.18746904918391,0.718957726911049
"B3gnt9",1.81449242063193,2.88137669282402,3.29322001784517,0.653966307094359,2.52411269004215,0.129757747801846,3.29322001784517,0.173010330402462,0.386850998898308,1.49822878732069
"B830012L14Rik",0.319952085669211,0.0374208961242517,0.358696047086731,0.250734720735762,0.380015299613021,0.0841454499374951,0.358696047086731,0.0789489278540882,0.0665916138245066,0.641020779105025
"BC024139",0.539264006702207,0.056629120403459,1.08077954589914,0.00510854911754768,0.691484110384941,0,1.08077954589914,0,0.0163473571761526,0
"BC028528",1.84721824279131,0.150214714337243,1.38905296931131,2.03598741602954,2.34961563450093,0.0413745334763359,1.38905296931131,0,1.88865575172383,4.62650397957071
"Bace2",0.628880342052618,0.148454410719411,1.07816599757418,0.175702152054597,0.790777054832328,0.0635578990751152,1.07816599757418,0.0403210930756854,0.104207346644149,0.409654228239739
"Barhl2",0.424559664922106,0,0.725805029294912,0.107900012980639,0.540348664446317,0,0.725805029294912,0,0.0809170673034238,0.26436297423462
"Batf",1.58672563376802,0.400211796067309,0.826345046542415,2.10374441787784,1.74726535076636,0.84861295259743,0.826345046542415,0.89033860831321,2.52830248369975,3.1352733235335
"Bcl11a",0.816329363956292,0.335677040127259,0.662774982797128,0.890607906991931,0.975425464400678,0.258652006776973,0.662774982797128,0.342284687277342,0.0842206811682365,2.35498299647313
"Bcl2a1a",1.48567322497046,0.632304120965486,0.90343785363105,1.88845803689182,1.87481033152599,0.20220390594151,0.90343785363105,0.1928285937747,3.16474338156223,2.64692802396195
"Best1",1.27072795676112,0.154221725443556,0.799982047800052,1.54306734818735,1.47188009366957,0.43843302243348,0.799982047800052,0.383594413203225,3.12986139630512,1.34764082205055
"Bhlhe40",6.30332875533744,6.53052933535485,6.89431114877966,5.81461923357768,6.11282194116938,6.88402263930396,6.89431114877966,8.67424954245687,2.02065281258542,6.1770292839149
"Bmpr1b",0.408118296569409,0.257908390613282,0.600140115398577,0.22132296684937,0.503952015405429,0.107023093281322,0.600140115398577,0.112920239993386,0.113465081761148,0.459264124164773
"Bvht",0.698915571875117,0.350551950627981,0.973769482620104,0.414872947317361,0.796183046358383,0.344339111734352,0.973769482620104,0.21669030355829,0.50889523589687,0.558669831248738
"C030018K13Rik",0.595822758611057,0.590862754427959,0.878399436034153,0.347948165342962,0.812034670452978,0,0.878399436034153,0,0.165235087578074,0.948199041519403
"C030037D09Rik",1.35784239283457,1.69229170355357,2.22640170492393,0.639659158596255,1.75721278890885,0.343186131310069,2.22640170492393,0.388487949310188,0.861282773342219,0.719440994993573
"C130074G19Rik",1.28066737494096,1.80872301898443,2.55662418610411,0.230212120678643,1.65089742757043,0.394548641220786,2.55662418610411,0.0326871205366968,0.619251891504612,0.0782023500230078
"C4b",2.32729252338402,0.878552447964567,1.71981015103776,2.67774708975957,1.7593410895069,3.52697394769124,1.71981015103776,4.65480360823807,1.37368800608398,1.60933835126096
"Cacna2d2",0.563365083161824,1.26065027247023,1.26087996403279,0.0402002110632829,0.824193915770839,0.020407090814135,1.26087996403279,0.00998186920954803,0.0531811387903708,0.0634812935606768
"Capg",4.22717574896382,0.880626257017514,1.66979672327594,6.04656370994743,3.24178435922146,6.10036469776875,1.66979672327594,7.04315109451147,3.67766138842785,7.21956116999018
"Car14",2.61782105670053,1.58310859203578,3.37349704224893,1.8272655112626,2.6031495303268,2.39948963806212,3.37349704224893,2.57201238572585,1.24833802746155,1.51249674570775
"Car2",3.60067511783058,4.82780060311781,6.20313680921094,1.47691182353367,4.79511728885669,0.622740518830595,6.20313680921094,0.179415341572267,2.18869932112045,2.32212010430058
"Car4",1.90261361932716,2.40019747858689,3.17088555956417,0.855073654027239,2.30910153491666,0.909167816270954,3.17088555956417,0.130386572580574,2.40662147934084,0.173150326449632
"Carns1",2.10136537495389,1.57965913346496,2.59214212950507,1.60672243453549,2.73853939998361,0.21871024574992,2.59214212950507,0.236002941074223,1.1818269158919,3.67648134533261
"Casr",0.517950093185045,0,0.798223188299565,0.20796737331171,0.614646973827886,0.122546148120973,0.798223188299565,0.140998165846567,0.089265969034673,0.407031826546919
"Cast",1.68592646576949,0.283856959250346,0.710480940313124,2.36418261222891,1.75939456960509,1.13337180359179,0.710480940313124,1.40359782303534,1.62997215403896,4.25109481745116
"Catip",1.05982486400081,0.188381146496602,0.790573504549411,1.18648933883275,1.17404194186262,0.527866970504759,0.790573504549411,0.429876429403711,2.28323254459545,0.997681624384911
"Cavin1",1.85965620836784,2.27126529082306,2.48102607235405,1.36740871268681,2.31734746220162,0.703907530938738,2.48102607235405,0.495651232706753,1.26611956541119,2.51480683593848
"Cbln2",1.21347439269555,1.04032119670724,2.27992058860073,0.258689821779983,1.6230002978954,0.0439898543988971,2.27992058860073,0.0586531391985295,0,0.757423662657709
"Cbs",1.20381497960436,2.73097318285022,2.47002521135114,0.286775802231655,1.75555625124433,0.0683160334058942,2.47002521135114,0.055449627526107,0.443794585360973,0.407348428748995
"Ccdc121",0.377174430515856,0.0703767738863915,0.649694526257356,0.100369639663361,0.413441971254681,0.200739279326722,0.649694526257356,0,0.321182846922756,0
"Ccdc136",1.25567491586145,1.8011513100489,2.5952467651474,0.151734097009682,1.75614284564142,0.0157572075134055,2.5952467651474,0,0.213870907235193,0.27167820319579
"Ccdc141",0.902004771922209,0.366999706119016,1.49168142070797,0.319162071009272,1.11804824717077,0.17413394853786,1.49168142070797,0.179481445266911,0.246498210079585,0.55944268282979
"Ccdc152",1.31967779151724,0.500674984950981,1.14465698830379,1.37044564350823,1.56724935840349,0.434105280938495,1.14465698830379,0.42323234538662,1.30096855600613,2.57657868875626
"Ccdc187",0.25938056462345,0.0104520675470083,0.473524170005679,0.0408888477794452,0.329751608805361,0.00362806885408655,0.473524170005679,0,0.0123398432948801,0.118504469599344
"Ccdc27",0.460382243984176,0.187249218564495,0.772841332067936,0.152838913733426,0.591078049763927,0.0326855217349405,0.772841332067936,0.0192771582821062,0.20248168202687,0.263470251981565
"Ccdc80",1.33041844577235,2.2773557161316,2.08197596897257,0.791172771767065,1.82576227518057,0.204957232489546,2.08197596897257,0.236571364643082,0.86652406399385,1.38134316808906
"Ccm2l",1.37973879407089,0.344071901883358,1.0650378696397,1.52564374142473,0.878355030676555,2.49962742035842,1.0650378696397,3.17421673280924,0.487813354751492,0.58518653843656
"Ccno",1.48405069068467,1.52558037291992,1.89770719982952,1.12729245546234,1.87248646525784,0.426234731167267,1.89770719982952,0.384654635606675,1.18751615792758,1.95823413682389
"Ccr7",1.29411464728942,1.09822304415681,1.18749916055642,1.36291674778923,1.59259014143542,0.424334137604779,1.18749916055642,0.543867424042493,0.33632912286559,3.37236356120895
"Ccrl2",5.3930412936294,6.48645909771456,5.47651267688029,5.45668105879551,5.92657691267481,4.19917279227582,5.47651267688029,3.77824365213919,8.07996867440438,4.84751833117423
"Cd14",7.37518927740566,6.93904084524341,5.31878968521943,9.12002036654833,6.67928513614688,9.17988855782675,5.31878968521943,9.33074747210967,10.6143428143075,7.37282539211559
"Cd24a",5.16934381688252,4.06658309926213,4.1890079762305,5.88929258775048,4.29628464674732,7.29456635534921,4.1890079762305,8.60122119960954,2.25610612673374,6.26816471453635
"Cd274",2.04475804488791,1.20814032248146,2.00712546549839,1.97310933655294,2.63486681719321,0.212804490446736,2.00712546549839,0.175106684303657,2.18587658340292,3.9179452724021
"Cd300lg",2.08568274852536,0.0371417592044745,0.481367421960326,3.23339103560466,1.45236453057934,3.3151726005467,0.481367421960326,4.33515700622542,0.122189245610858,5.02247366085355
"Cd34",1.42986264028278,0.885625829551497,1.6667471875017,1.15455906012482,1.88680785768774,0.0372040897363279,1.6667471875017,0.0387402138667238,2.86778436947474,0.780316366284614
"Cd40",2.28075875304169,0.190072906178354,1.06274223516488,3.08518747532599,1.85058141116182,2.94107498149551,1.06274223516488,3.73005317545279,0.627761452532918,4.76877465796689
"Cd44",2.64126333465231,0.380572937361167,0.92367616274242,3.86156581041208,2.28251806970916,3.0626402139232,0.92367616274242,3.91189105673817,0.67319807549976,6.98954324973308
"Cd59a",1.60878004198494,0.939766414822864,1.99539876420015,1.18686195665137,1.94447718289044,0.518359497704298,1.99539876420015,0.50169681360924,0.731596372864098,2.46432571208921
"Cd79b",4.40013084052365,0.782113690572222,1.31255930226466,6.64950379275634,3.44590506386925,6.11974743883539,1.31255930226466,6.53988069181018,5.90310818637761,7.52744712027045
"Cd82",3.82430751434781,2.11982562758384,3.93555906727271,3.51390216969302,4.10395422127303,2.62915859861247,3.93555906727271,2.12898936767878,4.8316441139215,3.85805558788162
"Cd83",4.02773472126219,5.50960403942839,3.84451717277042,4.37328374096327,4.78820481606672,2.30690929009128,3.84451717277042,1.08940037718966,8.32699463068012,4.36023288777474
"Cd93",4.49973605725247,1.57526192790229,3.20383938710336,5.26808637746417,3.77268142132572,5.76801777371347,3.20383938710336,7.03332403809113,1.39583553268577,7.02205202949021
"Cdc42ep2",4.19165587158415,1.58215595566221,4.04070305904409,3.99755209306647,3.97146837935185,4.1447964962425,4.04070305904409,5.22909670196854,0.847766134792093,5.66948452065835
"Cdc42ep3",2.89276713361278,1.25391362433679,1.91236890824844,3.54575889214708,2.83420089655314,2.64411090820781,1.91236890824844,3.17597912898102,2.05092715212481,5.48432634796863
"Cdh5",0.936509506769306,0.99239492743398,1.60241851857732,0.360824799020379,1.20366672453659,0.215798513075433,1.60241851857732,0.0527170816661449,0.651969669729632,0.439409189136205
"Cdk18",1.29149013973731,0.475442869905808,2.10644617187158,0.476397702890888,1.55699546357725,0.357338681719601,2.10644617187158,0.430745138925049,0.703749428543311,0.303829053997472
"Cdkl2",1.22993510652184,0.694202877986924,1.22567533621686,1.16669587697183,1.13985077290165,1.34373396684362,1.22567533621686,1.57430248154409,0.553121058368874,1.29114277008806
"Cdkn1a",5.03157278851485,3.85456012063004,4.85272865880549,5.04093481852495,5.04546421007563,4.69911821225151,4.85272865880549,5.49494286162714,4.7368572708631,4.80020271446416
"Cdkn2b",2.05900920304533,1.35454350678243,1.85655891780262,2.14809499059983,1.63062076650494,3.06096097946567,1.85655891780262,3.81803073686018,1.53968728337884,0.752579802308417
"Ceacam16",0.357731532207295,0.167116246747529,0.590089443439622,0.130591449196539,0.470487063422697,0,0.590089443439622,0,0.010449467286223,0.407443170142702
"Celf6",0.569668184531952,0.701882353914261,1.08278971914734,0.13721361291628,0.785267861951823,0.00982261397288629,1.08278971914734,0.0130968186305151,0.0841128330706367,0.339254545904841
"Celsr1",0.368771995405642,0.134378584045935,0.571524343219632,0.162064514648438,0.4684410786795,0.0360836635626059,0.571524343219632,0.0336643792015223,0.0817233305902055,0.396485861242968
"Ces2b",0.445604546768339,0,0.582292688927156,0.270301854033333,0.567133059523341,0,0.582292688927156,0,0.219848373961206,0.645117558945459
"Cgnl1",1.01895726326598,0.487254952085158,0.756221461398722,1.18238830100223,0.74974897159523,1.62635448756533,0.756221461398722,2.14529646746532,0.111428593193431,1.09785820905531
"Chac1",2.2055384851284,1.61335337155959,3.38505744779423,1.0994362535997,2.89733052043686,0.155064109637939,3.38505744779423,0.0850958460892237,0.459798256229975,2.95628273998199
"Chp2",0.884239841277768,1.22787842609773,1.77794361629749,0.145203861238004,1.23702147308968,0,1.77794361629749,0,0.37635262790423,0.0882997280573836
"Chrne",0.649765440322347,0.0303776532445353,0.851629662258798,0.395710772743225,0.723812673348874,0.291288602729944,0.851629662258798,0.336747736868342,0.0619644801258994,0.80021270841041
"Cldn11",2.13710879671403,3.53254095730678,4.44408152531893,0.292936679258841,2.91247957406155,0.353697199156528,4.44408152531893,0.0666036945962495,0.560729600389693,0.296743339723098
"Cldn14",0.417690455216159,0.0317599439195045,0.723232589570045,0.102099773744427,0.523832628611884,0.0293168505537511,0.723232589570045,0.0246273418691279,0.0312063346705726,0.265960131068639
"Cldn19",0.492639093007786,0.111302430870275,0.805570364738711,0.171157147476038,0.521932268307733,0.316748695398553,0.805570364738711,0.307792515414747,0.137446894139989,0.0409049592856366
"Cldn3",0.43505115589366,0,0.845506123471037,0.0215216647767466,0.553701471137385,0,0.845506123471037,0,0.0688693272855892,0
"Cldn5",3.95346762321554,5.34010269819076,6.35331866361431,2.02692734723852,4.79426981887722,1.98792035388973,6.35331866361431,0,5.48817494920699,0.997992561956279
"Cldn6",0.346558547927911,0.156296101223997,0.627826572802426,0.0766662203247211,0.436244222889842,0.0523573301066214,0.627826572802426,0,0.0837717281705942,0.161560176868513
"Clec2d",1.77558623670911,0.972906436988185,1.77748071523157,1.67359359303685,1.95675564692607,1.07670040868223,1.77748071523157,1.22452709399037,0.566908947892235,3.31915803703723
"Clic5",0.356829268286309,0.0857493759062943,0.468336575239459,0.2253753881548,0.39409411292143,0.186580972444721,0.468336575239459,0.192639580428153,0.186653567071106,0.303380178510472
"Clmn",0.878753788731296,0.763371783600697,1.57750879547715,0.25292040718735,1.08158329276056,0.292127151368177,1.57750879547715,0.364326938899468,0.0713890910129116,0.300763885307248
"Clstn2",0.447850293617439,0.429492823386255,0.78619336469625,0.149505422644581,0.588887990787089,0.0554072588431034,0.78619336469625,0.0563060125945276,0.0674958934249614,0.343354243924266
