"","other","preoligo"
"1700001P01Rik",1.05527021508558,0.353603312469405
"1700047M11Rik",1.92181236189406,3.65171854357875
"1700110C19Rik",2.48795156862305,5.4218499948672
"1810041L15Rik",1.16991662556657,4.62724704385074
"2010203P06Rik",0.227042893067678,0
"2210011C24Rik",1.30946895236116,2.65893918177845
"2600006K01Rik",0.880722627480499,3.21060926079432
"2610035D17Rik",0.879238890912731,1.94547593481514
"2810410L24Rik",1.99601802730989,6.03619311925465
"2810468N07Rik",3.07393710165509,8.64420293731522
"3632451O06Rik",0.515848711823296,4.58712450448551
"4930402H24Rik",2.04867789667141,2.70189175115616
"4933430A20Rik",0.187272878842357,0.0584637006039505
"5730559C18Rik",0.578011342480862,5.2637310236682
"9530059O14Rik",0.261164591725808,0.0429567086476688
"9630041A04Rik",0.271433217649827,0.372670894064109
"A230056P14Rik",1.80472045532506,2.88804437582798
"A330102I10Rik",0.660570311745858,2.38506395278256
"A930033M14Rik",0.188751901262609,0.475071065927928
"AC110091.1",0.803505791996198,0.258002700298239
"AC122351.1",0.149968661807818,0.65501444965041
"AC122356.1",0.728930349633442,0.777977102755859
"AC122356.2",0.24969809997108,0
"AC157572.1",0.581119936631917,0
"AC225888.1",1.65699292611072,3.24206564974882
"AL626769.3",1.17176412762605,1.4975081699102
"Aatk",3.16576449738818,4.58773879708482
"Abca2",4.6970585057045,6.49369737883107
"Ablim2",0.86833604547533,0.466890644707618
"Abtb2",1.64808226705303,4.17908177220488
"Acap3",4.3776016237298,8.15041154938774
"Acsl3",2.67384551060104,4.97969018958888
"Adam11",1.64980072217987,4.8115719462987
"Adam23",0.833763446940444,3.22550887716289
"Adamts4",1.98550106541303,2.68193898781986
"Ado",6.07151039689051,6.95725375340634
"Agpat4",2.17230299402753,2.16043897314026
"Alad",3.89031293107724,5.59913236457956
"Ank3",0.833037321066541,1.91721153556499
"Ankrd28",1.88934693725169,4.6549915551732
"Anks1b",0.556763733978697,2.33416250483129
"Ankub1",0.3452177014049,0.022434223694386
"Ano4",0.343976300415131,0.841298579978955
"Ap3m1-ps",2.92695232122664,7.59140643766754
"Apbb1",3.44825762070488,6.16494313613692
"Aplp1",4.00768423796889,8.43369536428255
"Arhgap23",2.31104641581537,2.46904349743691
"Arhgap35",2.20603932354619,4.77488627947122
"Arhgef10",1.44330215115406,2.4157092104991
"Arhgef19",0.932007152591046,3.27214994511802
"Arhgef28",0.606313178451714,1.28766751088656
"Arsb",1.9419530433293,4.73825246684631
"Asb18",0.210721806548708,0.177494612328639
"Aspdh",1.27475739504885,4.2398828453515
"Atcay",1.18970839751579,4.94253149846518
"Atp7b",0.48375040584146,1.59419912717579
"Atp9a",1.80958089247493,5.1917059378724
"B230206H07Rik",0.206115154473931,0
"B3gnt6",0.98765334587959,1.05125155144815
"B3gnt9",1.81449242063193,2.88137669282402
"Bace1",2.80914293205767,4.81574121984414
"Bace2",0.628880342052618,0.148454410719411
"Barx2",0.481945226183055,0.792249466617374
"Bcar1",1.92106734538792,3.47038790399235
"Bcas1",1.36348494872728,5.40516826270104
"Bcat1",0.992914838661416,3.90028267738295
"Bcl7a",1.90973842323853,4.5826917856519
"Bdh1",1.68796530537871,4.04712210280042
"Bhlha9",0.520360915053712,0.735446249589286
"Bmp4",1.01752163250379,5.25336244003771
"Brca1",0.966484875525052,1.73045069031622
"Brdt",0.92162493200548,2.17415176973081
"C430049B03Rik",1.6215188001036,6.04302306023938
"Cacng7",1.85830810025543,5.95100485797539
"Cadm4",2.81967236659118,8.35680873409077
"Capn5",2.06553869542646,3.49140846171822
"Capn6",0.46217120182565,0.580737206100936
"Car14",2.61782105670053,1.58310859203578
"Casr",0.517950093185045,0
"Ccdc13",0.729476123758303,0.987645351184937
"Ccdc74a",2.31848393035836,3.18579701497137
"Ccp110",2.51770840215247,3.94314972242022
"Cdc37l1",3.35996498271369,4.93197935841985
"Cdh19",0.317528528111823,0.258389841942303
"Cdh20",0.675014014036208,1.79163066353711
"Cdk18",1.29149013973731,0.475442869905808
"Cdr2l",2.19777959342372,5.95637158373673
"Cdv3",5.30964414638929,5.95061940678604
"Cdv3-ps",2.75917726280267,6.82218268452471
"Cers1",1.84702661142147,5.19540114346488
"Chadl",1.79035984366299,7.3297357911389
"Chrne",0.649765440322347,0.0303776532445353
"Chst3",1.56101358048307,3.88203958876529
"Chst5",0.362652537391955,4.12939614128794
"Chst8",0.887779660737745,0.270789527910536
"Cldn11",2.13710879671403,3.53254095730678
"Cldn14",0.417690455216159,0.0317599439195045
"Cldn19",0.492639093007786,0.111302430870275
"Cldn24",0.225926160318981,0
"Clip3",2.85262767041875,7.40281264782053
"Cmtm5",3.10528432334196,7.76565086194249
"Cnp",6.29095520160766,7.5979572951745
"Cntn1",0.956885837787868,5.86953580264065
"Col11a2",1.83512159371937,6.5331822174929
"Col20a1",1.07810657692576,2.88832111635427
"Col2a1",0.521177942689525,0.899815378192346
"Col9a1",0.384933449825136,0.0404956816466891
"Col9a2",1.31247862654515,5.03616484517373
"Col9a3",2.07003194177824,6.08847675210439
"Cplx3",0.988572691723202,1.2895259525329
"Cpm",1.20554911956478,0.560630746901367
"Cpox",4.1876019458701,4.49049497785884
"Cryab",3.34941613426388,6.27791373839606
"Ctnnal1",1.79395631324472,2.99291635988211
"Ctps",2.52888512013149,3.87900426441455
"Ctsk",1.63277535731708,2.70520875991028
"Cux2",0.61124631310448,2.00695797195942
"Cyfip2",2.02673591431375,4.62316604634374
"Cyp26b1",0.541741183625954,2.08258787012433
"Cyp2j6",1.75938482185676,5.90696561818427
"D430041D05Rik",0.570705973726444,1.28467293633171
"D630045J12Rik",0.960462541625708,2.75781445915067
"Dbndd2",2.23562963554352,3.420627154307
"Dct",0.632508554610542,1.95848422383895
"Ddc",0.747045233132374,0.427269734886091
"Ddr1",2.56623629069451,6.19858038328143
"Dhcr24",2.71977722673542,5.01762952310666
"Dip2a",2.27136595175828,3.78217485720717
"Dixdc1",1.20197145253013,2.32589454618335
"Dlk2",1.53490520557195,3.39424424573498
"Dmrtb1",1.67458429367772,6.55228855387704
"Dmrtc1a",0.476343320759847,1.69740227395633
"Dnah10",0.369801393660483,0.0529897347465463
"Dnaic2",0.565838527457853,0.297559810445719
"Dnajb2",4.63554289598467,5.30499923167606
"Dnm3",0.352717162398719,0.887213099797074
"Dock6",1.82772706423129,2.73872779718372
"Dock9",1.18173459383723,3.96572504485716
"Dscam",0.476333365631208,3.20305784709982
"Dusp15",1.80193563994846,5.46805414424564
"Dusp9",0.93320155231786,4.58815534233294
"Dynll2",6.08995775738937,8.03170927864681
"E130308A19Rik",1.22241696364393,2.44081704553808
"E2f8",1.6385667155419,3.08121032594463
"E330009J07Rik",2.31414402582309,4.78187651005456
"Efcab14",3.67909848800533,4.05270324782964
"Efnb3",2.8238432891861,6.58793359918898
"Efs",1.72918500909535,7.23725565375196
"Ehd3",1.55722556777753,5.74737500936877
"Elavl3",1.78361269914475,4.411469212118
"Elfn2",1.01322369621134,5.14511610759178
"Elovl6",1.63103982788031,3.48835454437043
"Elovl7",1.21435695513336,1.71872463082564
"Eml1",0.915146259048187,1.34006951424728
"En2",0.536630928823005,0.67839707842295
"Enpp2",2.06210556715567,5.60026321841549
"Enpp6",0.877766566292641,0.28492643561015
"Entpd5",2.87012776949203,3.93008387918654
"Epcam",0.618392641197972,0.112818111119253
"Ephb1",0.568110583122562,0.961131591006039
"Erbb3",1.60077589447345,5.61966736009573
"Ermn",1.38890350900717,1.53916497177932
"Etnk2",0.968200716580455,0.350863448919663
"Fa2h",1.14582975437824,3.47614638972716
"Faah",0.989333709965584,2.87260986575498
"Fah",2.03316829129463,2.66023620220454
"Fam102a",3.46823567683622,5.86512227684188
"Fam131b",1.88699056777174,6.02704086019265
"Fam163a",0.419935702578952,1.05291607248383
"Fam222a",0.987734580074138,1.81719449176566
"Fam3c",3.05958686641416,4.82791137446293
"Fam83d",1.83539626202854,2.84225441010634
"Fbn2",0.348571670447574,1.56571084627608
"Fbxo32",2.15466157393561,2.1587571076124
"Fcho1",2.50461940891269,4.66966582685077
"Fcnaos",0.311393297226612,0.0225062445720807
"Ffar3",0.11962571604409,0
"Fmnl2",1.50152878482936,2.48239194831472
"Frmd4a",1.52206771630967,0.644733136581009
"Frmd5",0.521039415760187,1.1654456556881
"Fyn",2.03334027974238,3.46533113055021
"Gal3st1",1.83775615811305,6.24532017486283
"Galnt5",0.289342243899413,0.0450716641835035
"Gamt",5.66397499297706,4.0632399650811
"Gbp11",0.327064628996821,0.487774621380579
"Gipc1",4.16572065987323,5.40591739028944
"Gjb4",0.188339988331835,0
"Gjc2",1.57906523019795,1.49826722186951
"Gjc3",1.60479153097739,6.728983563504
"Glp2r",0.209063696803972,0.0235223972758501
"Glrb",1.35682743206466,4.00536604535927
"Gltp",5.24906570194909,6.36876197069755
"Gm10179",2.6907684504087,6.65924294160726
"Gm10297",3.06453920491565,7.75609846120697
"Gm10356",1.28320398360003,4.09776182143382
"Gm10602",0.60851474663405,0.326513792860515
"Gm10608",2.77454270593517,5.38226403721956
"Gm10687",1.54576669051453,1.20196672429228
"Gm10863",0.692643783092373,2.41283911911499
"Gm11295",1.42565550623161,3.69287578665958
"Gm11474",0.214197578571686,0.62898966533115
"Gm11637",0.244721141522369,0.870774004589381
"Gm11954",0.962323727793399,0.841394480189417
"Gm12026",0.355685873090003,0.53253152611847
"Gm12261",1.19255539022017,3.39469562472816
"Gm12473",0.747789836722127,2.26795974167518
"Gm12751",3.46532348398957,8.18138351267009
"Gm12778",0.30461729777625,0
"Gm12826",0.109555255577045,0
"Gm13028",0.133585589905286,0.891018234193959
"Gm13052",0.259284460431636,0.672671756227299
"Gm13148",1.98936075497489,5.28903249485851
"Gm13182",0.0840779546286007,0
"Gm13223",0.268873890416078,0.160703348341559
"Gm14150",3.87992021242733,8.84110599862273
"Gm14169",0.305225497941473,0.369284660480485
"Gm14753",2.33521464297906,5.75074703878697
"Gm14808",0.307441358456668,0.348958766704327
"Gm15217",0.357309308735519,0.912228193800485
"Gm15396",0.385452195398058,2.27045747709527
"Gm15912",2.99315038257528,3.83547219033689
"Gm16401",0.409890934911995,0
"Gm16465",1.08117799064477,2.11982655994421
"Gm17872",0.146304978176805,0
"Gm1826",2.5945349951944,7.1647644185515
"Gm18705",0.412407546110995,1.13440840575387
"Gm19439",0.444796976318075,0.368141816463782
"Gm20684",0.228886051015349,1.88004155685856
"Gm2077",0.191307812430645,0
"Gm21168",0.645410966277233,0.297395347232357
"Gm22246",0.227377439156132,0.727660010720855
"Gm22350",0.09182318986256,0
"Gm23144",0.140253248715165,0
"Gm23431",0.466486661699536,0.727660010720855
"Gm23464",0.17441235464683,3.32571000882323
"Gm23779",0.150201698844408,0
"Gm23814",0.181947643432265,0
"Gm24166",1.36020564257648,6.9592115226752
"Gm24183",0.417951220401433,0
"Gm2423",3.77225664604352,8.65021917630294
"Gm24290",0.208689688558277,0
"Gm24375",0.0514142875732793,0.635179744758705
"Gm24480",0.444728995155905,0
"Gm25737",0.174536625186584,0
"Gm26058",0.207880112473792,0
"Gm26210",0.152024965131318,0
"Gm26384",0.657418636610081,2.20760620184216
"Gm2654",0.672896419096993,2.34461674017029
"Gm26583",0.705895280259952,0.183265706295606
"Gm26588",0.479769950992947,1.9626090600578
"Gm26705",0.277123488393871,0.305537164035399
"Gm26834",0.307482010123223,0.394090874161008
"Gm26840",0.62332295617292,1.27127515989163
"Gm2719",2.24262140269335,6.24914445170123
"Gm2721",0.217952821385532,0.0141075424952957
"Gm28386",0.186055003214131,1.10195726397364
"Gm28616",0.14599193538774,0.107584053177988
"Gm29127",0.384490125349959,0
"Gm29718",2.9287850945404,6.19083702153084
"Gm32507",0.208690590478314,0
"Gm32568",0.150808633065841,0.297478359750582
"Gm33594",0.582407088996656,0.0343165464753669
"Gm34144",0.746717519170985,1.04455271999745
"Gm3571",4.14103357600866,8.65383640071589
"Gm36855",0.359853483290008,0.0095552653692741
"Gm36961",1.10465497794117,0.967622995128845
"Gm37120",0.380708066904523,0.327133541782364
"Gm37167",0.195977905165373,0
"Gm37375",0.110414913262953,0
"Gm37459",0.712554627590993,1.35839389179035
"Gm38040",0.589960004705138,0.90068308535282
"Gm39164",0.161138376178216,0
"Gm42417",0.285892200576199,0.585032547809359
"Gm42429",0.220436370268683,1.56437191044083
"Gm42492",0.302365879729718,0
"Gm42500",0.396428407695386,0
"Gm42501",0.277767880065053,0.394031604320634
"Gm42528",1.49213295490353,1.61094098662702
"Gm42902",0.444665004585684,0.576346668536818
"Gm42966",0.425223176325005,0
"Gm43037",0.170525104716223,0
"Gm43206",1.12658463007857,1.59893200059518
"Gm43432",0.157464926647323,0
"Gm43520",0.360933823795858,0
"Gm43798",0.0834475296781003,0
"Gm4419",2.14322787602826,3.11138621643157
"Gm44268",0.112467345702136,0
"Gm44380",0.189719971270092,0
"Gm45089",0.0995790512494433,0.81814302536754
"Gm45869",0.290628109998312,0.615923027406206
"Gm47063",0.421353564569274,0
"Gm47135",1.2739880363328,0.512736101038505
"Gm47169",0.63445480306857,2.68803659676456
"Gm4768",3.31257624016524,8.14302885653685
"Gm47776",0.18945774183984,0
"Gm48016",0.342379586467622,0.523017502724805
"Gm48022",0.151572879286714,0
"Gm48300",0.0611645144757793,1.14401326053238
"Gm4887",2.69375479979456,7.27696998504224
"Gm4930",0.131005800530818,0.114174001113599
"Gm4974",0.549969311865543,0.44460899223743
"Gm5067",0.802436192317019,2.37753217955839
"Gm5191",1.79000877599711,4.38720467947211
"Gm5239",0.160780269961799,0
"Gm5637",3.60591574328811,6.39650519808739
"Gm5684",0.42695514237508,1.59353526127602
"Gm5754",0.0881881252678608,0.136896820278398
"Gm5873",3.33091439415502,6.96695984772147
"Gm6129",0.181763977972322,0.275671717032333
"Gm6682",3.48799955388862,7.53246963929879
"Gm6788",3.71912522989824,8.91083680188235
"Gm6829",4.01758852549537,9.40507537018254
"Gm6903",0.749098186865825,4.0003614457756
"Gm7361",0.298664656645992,0.862534042757467
"Gm7802",0.225893076046774,0
"Gm7931",0.257686097045645,0
"Gm8508",3.14748518842198,7.57280151225057
"Gm8545",2.47091671376247,5.36519121445983
"Gm8770",0.783288583703752,1.11577397547945
"Gm8876",0.739541434552479,1.6888430631786
"Gm9791",3.75899563374272,6.99311783715674
"Gm9945",0.200822713908413,0.339054235241093
