"GeneName","StudyGSE20164","StudyGSE20292","StudyGSE26927","StudyGSE33000","StudyGSE20333","GenderM","DiseaseCON","DiseaseAD","DiseaseHD","DiseasePD","DiseaseMS","Age","Tissuecortex_brain","Tissuesubstantia_nigra_brain","p.value.StudyGSE20164","p.value.StudyGSE20292","p.value.StudyGSE26927","p.value.StudyGSE33000","p.value.StudyGSE20333","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseAD","p.value.DiseaseHD","p.value.DiseasePD","p.value.DiseaseMS","p.value.Age","p.value.Tissuecortex_brain","p.value.Tissuesubstantia_nigra_brain"
"CNOT2","0.0277678506229166","-0.0454801076431829","0.00764400494873724","0.00348194554301348","-0.00133129296890923","-0.0504381074261845","-0.233186791100499","0.157391919753199","0.244149500980286","0.4204072037873","0.438927878688101","-0.0102174510005363","-0.00141949857754306","-0.0132596459441216","0.437507541921905","0.20334845223633","0.830785877985465","0.922457017068559","0.970312188675047","0.158270635220703","3.83933981305581e-11","9.53023912828749e-06","4.19581637452956e-12","6.36062861617465e-35","2.95175817231044e-38","0.775154160295101","0.968346203315017","0.710865460130546"
"TEK","0.00697191072585741","-0.00764821187355948","0.0263987325835263","-0.00932713926582325","0.000550879849203819","-0.0370896693600054","-0.0155716034128933","-0.0521111696334761","-0.0896280582818693","0.409058788470342","-0.0653288005489266","-0.00234252223707858","-0.0100535620904339","0.0154511707598861","0.845467793875154","0.830694157382447","0.460445317661262","0.794286172423867","0.98771304265663","0.299637706679807","0.663318834691585","0.144902512195147","0.0120513908785165","5.56921295046765e-33","0.0675133726680395","0.947787005975343","0.778666150522096","0.665764469811959"
"NOTCH2","-0.0026114717151837","0.0180031983196544","0.0148788941396547","-0.0107115272528045","0.00431522548542991","-0.00451541152196318","-0.148614183715591","0.172240801422953","0.180064209601952","0.197565593927038","0.0714533756003885","0.0270534149842225","-0.0119413488585066","0.00920808746119555","0.94180240661335","0.614735060908395","0.67743390404089","0.764594573449224","0.903980866279785","0.899549518659246","2.94370304661808e-05","1.22624652534389e-06","3.8689942412021e-07","2.43187507020637e-08","0.0454938669961487","0.449394160120545","0.738503177911413","0.796854156878097"
"MRPL33","0.0139677799078174","-0.00903307328276367","0.00299300475457599","6.99185852010739e-05","0.000459066541003182","-0.0135236292516369","0.115797013907593","-0.195712618569692","-0.161583473162805","0.135665146743632","-0.0857440507204662","0.00526866681562641","0.00699505484603695","-0.00440146580645147","0.696172128688787","0.800633248279278","0.933318328089568","0.998440458439305","0.989760745455994","0.705375079016001","0.00116188452515412","3.30006101709634e-08","5.44080701351667e-06","0.000138859029060237","0.0163312863590734","0.882904457521839","0.84496128761563","0.902071463623458"
"SLC16A4","-0.00855316882862919","0.0195454303435409","0.0072994864158364","-0.00974665077702969","0.0283244055798964","0.00523878157804739","-0.161718565568881","0.241099766314978","0.257219527511394","-0.137728494983079","0.330727052778941","0.0462563485323806","-0.0139169396623036","0.0327623751869338","0.811019525879675","0.584755929829283","0.838304870160059","0.78525507708646","0.428374177934791","0.883563914112683","5.34212386630572e-06","7.85373807981365e-12","2.59174598275234e-13","0.000109419086258361","1.82390066573579e-21","0.19573319812507","0.697223326215297","0.359599362113103"
"TMOD2","-0.00251563789077329","-0.00236055922023441","0.00999103745412416","-0.011200957349212","0.0150573825449044","0.0184176797873317","-0.102292879700342","0.0495585316944409","0.103681850250802","0.110904967870269","0.402180428379329","-0.00221838012833876","-0.00515117009582637","-0.00556168482656211","0.943934519447389","0.947385555579819","0.78000719059779","0.75417717311883","0.673785840723316","0.606611798232374","0.00414180355354005","0.16566242258138","0.00365735483764967","0.00187098088155114","7.71254430801605e-32","0.950550399080802","0.885497637755017","0.876442994160755"
"JARID2","0.0189511387771588","-0.0563072059333248","0.0041557548031163","-0.00590112859097063","0.0136342762677945","-0.0461544003753108","-0.187552561443621","0.187992445290658","0.192572084454302","0.307954724737446","0.0755364256346964","0.00948511468229514","-0.0022975389347862","-0.0155248354595757","0.596227852381976","0.115178874655672","0.907513076876634","0.868968067125471","0.703078345575503","0.196721280052074","1.22245939057343e-07","1.14078371891359e-07","5.49939197591806e-08","1.10133143038616e-18","0.034458332180266","0.790882030663206","0.948788259904748","0.664268131680849"
"TRAF5","-0.00299480701282535","-0.033960578648439","0.0175919775862488","-0.000475446379367302","0.000964039736106683","-0.00731847048928951","0.0218926875099041","-0.111662344967311","-0.19945844251908","0.229547491638464","0.463426178893948","0.0172047910854448","0.00395118160759409","-0.0126334959967603","0.933278268783164","0.342288636018618","0.622841294584662","0.989395422279007","0.978499574045118","0.837890159160735","0.540477855676126","0.00174001888676327","1.77495024834722e-08","7.81505701740713e-11","5.39923398209283e-43","0.630515704961558","0.912046954451894","0.723947823515346"
"ZPBP","-0.0476533691880769","-0.00280119694134483","0.00801005588994437","0.00925722068062218","-0.00550879849203819","-0.00165583926900527","0.076446391564541","-0.0302269687658933","-0.0810552451808202","-0.347158341286936","-0.00612457505146187","0.0230538297318682","0.0172973950376897","-0.00524860985288146","0.182557175725095","0.937582638135098","0.822813870545445","0.795794070295277","0.877608618179085","0.963079463825351","0.0323372956720172","0.39800038468814","0.0232281516167017","1.26847140048342e-23","0.864053857963482","0.519210449159341","0.628676540637756","0.883347031550635"
"NPY5R","0.00146146582225877","-0.0127155456663293","0.00256235658844995","0.00637657497033794","0.00142310627710987","-0.0174230459602159","0.226328539777853","-0.291249762897732","-0.397054757602275","0.182090482131186","-0.365432978070558","0.0178886935492629","0.00924869176296099","-0.00874768308813578","0.967410876084497","0.722228845984616","0.942895069899363","0.858517979113505","0.968265796509826","0.626184720521265","1.45089621626683e-10","8.5704916414643e-17","5.25454531093645e-31","2.84593893216736e-07","3.53419633174337e-26","0.616987592557001","0.795978061260193","0.806805659439618"
"HEY2","0.0200053108456733","-0.0474944515111163","0.0236856491369323","-0.0143333099662201","0.00844682435445856","0.0149251587353001","-0.00405373871438738","-0.116892139769237","-0.0264562633815161","0.264624411709061","0.275605877315784","-0.0400678494668238","-0.0039804496195022","0.0131123165447425","0.5759495393339","0.184022050259799","0.507821966413759","0.68863150206726","0.813325644325592","0.676487588380926","0.909773653900594","0.00104173885229354","0.459468147697052","4.98390517358174e-14","3.92430035237789e-15","0.26247531331586","0.911398119985741","0.713936192507168"
"PLK3","-0.0137281953467914","0.026690056250117","-0.0209940980986445","0.0261495508652016","0.0358530968523486","0.0101780427422474","0.0626299508307584","-0.107024015053698","-0.0544935783595371","-0.208914009243996","0.328685527761787","0.00845538777270185","0.0253753663243265","-0.0119705136995542","0.701130957951053","0.455509087340187","0.557229555103085","0.464691076901615","0.316050369338313","0.77599822730638","0.0796773297717226","0.0026952531111323","0.127379227941639","3.51487510271703e-09","3.31214859476436e-21","0.813139883400121","0.478019932682509","0.737887928365554"
"CMAS","-0.0183282189184911","-0.0399091878834297","0.00124887968176552","0.0289602779902848","0.00174445285581209","0.00293303952427896","0.288490030818813","-0.282782476075566","-0.390590013296566","-0.572063299386645","0.134740651132161","0.0101252162034529","0.0374923232542817","-0.0264824595383984","0.608361052359504","0.264371213546597","0.972149233880883","0.418075935396702","0.961105154375612","0.93465128779021","1.71248886319601e-16","6.9971141848295e-16","5.63564156443811e-30","2.43109238482585e-69","0.000154335952701125","0.777130108370947","0.294418109488052","0.459023586066338"
"PRDX2","-0.00749899676011467","-0.0103549864460949","-0.0186901304098702","0.0240100421580488","0.000596786503304137","-0.0188923913866369","0.187827391186969","-0.188988596681502","-0.300013324056794","-0.108841619630822","-0.365432978070558","-0.00704927414457577","0.0165803287459411","-0.0188765792954509","0.833948787043398","0.772210436100084","0.601298370892777","0.502026064200406","0.986689220708982","0.597367420961672","1.17079265830448e-07","9.74837992768309e-08","9.04313357352224e-18","0.00227493781301442","3.53419633174337e-26","0.8437749556363","0.642977112584751","0.597674309050057"
"AHCYL1","0.00989484237037495","0.0298689426666994","0.0116705653020157","-0.0278555643441078","0.00863045097085983","0.0161232403906896","-0.12995074569003","0.146278605799107","0.149497212069523","-0.0128959264965429","0.453218553808178","-0.0250111477731881","-0.0286533836580342","0.00657457444729362","0.782071675829344","0.403615058955109","0.744223450768713","0.436060732050095","0.809344659777748","0.652162738835623","0.000263985573671453","3.9326645823548e-05","2.6353623153054e-05","0.718454714311232","5.66698465167931e-41","0.484361977860467","0.423027947767581","0.854173221540238"
"IMPA1","0.00285105627620973","0.0343382681236765","0.026161876092157","-0.0226116704540273","0.0138179028841958","0.00607517820539477","-0.0233168052708907","0.204273294584749","0.175918340971117","-0.719592698507096","0.220484701852627","0.0530401767594522","-0.0102291701618825","0.0305708503711692","0.93647397848402","0.33694419924097","0.464480560024799","0.52725788876276","0.699272723503228","0.865139787095058","0.514454404355251","7.8573682346396e-09","7.17528144710827e-07","5.42783634204124e-126","4.3567494039502e-10","0.137862015489611","0.77490320416498","0.392652001927141"
"SPAG8","0.00328230848605658","-0.0302466321419369","-0.00185178711434198","0.0271563784920971","0.00206579943451432","0.0352247309341633","0.092161655979639","-0.138216005479471","-0.097006299065559","0.171773740933952","-0.38176517820779","-0.0495065229449164","0.0282582654972748","-0.00688764942097427","0.926890119285426","0.39769338459623","0.958714068545567","0.447669884879636","0.953947642519876","0.324612050461977","0.00982564158127289","0.000103378557903134","0.00656270941161923","1.31155911682338e-06","1.32131506471977e-28","0.166107478016218","0.429453739593722","0.847312379381394"
"ITK","0.000455210665949453","0.00660956581665634","-0.0124672644093489","-0.000964876475774819","0.00463657206413214","0.0132523654806053","0.0600315605300109","-0.138309394672362","-0.188004602064399","0.403900417871725","-0.0122491501029237","-0.0152696288237646","-0.0154827782993872","0.00313074973680649","0.989846744209046","0.853405851023182","0.727434704525176","0.978480917234353","0.89686899956293","0.711017094684105","0.0930124222056754","0.000102257862682333","1.13860308024055e-07","4.02048988454451e-32","0.73201842747554","0.669457763506389","0.665122268276153","0.930257124553453"
"HNMT","-0.00984692545816975","0.00239203334317087","0.0165799543958526","0.0149485935159896","-0.00156082623941082","0.010664056998679","-0.135909554216263","0.160785060428258","0.17310758257733","0.184153830370633","-0.0775779506518503","0.00295177504200956","0.029428985973599","-0.0200736306654063","0.783100614901531","0.946685065814789","0.642984613509442","0.676008437820656","0.965196603485997","0.765607265770642","0.00013501830728703","6.06056422861261e-06","1.08183533604862e-06","2.07431350688131e-07","0.0298563552438421","0.93423479846218","0.410579036232001","0.574646612629177"
"MDM1","0.00198855185651603","-0.0172478193691794","0.0072564215992238","0.018947936589491","0.0208875276156448","0.0035998962947316","-0.0516742378800104","0.104160079805025","0.102487277933443","-0.0758280477996725","-0.149031326252239","0.0129769975665829","0.0183217754544733","-0.00729280526926688","0.955667899573631","0.629660854988381","0.839245795978583","0.596289942214961","0.559232879483821","0.919838945827614","0.148307412887395","0.00350285016925431","0.00407067442375694","0.0337660313385588","2.79400570377722e-05","0.716760677584768","0.608487129817287","0.838450831855217"
"PDLIM5","-0.00438439746677631","-0.00169960263856877","0.0150080885894925","-0.00890762775461681","-0.0199234878795381","0.0015315100406158","-0.142230638313274","0.237986793218593","0.108530408480084","-0.18931220096925","0.330727052778941","0.0141420503342788","-0.0126730491562092","-0.000441988198137387","0.902449320446267","0.962104387582686","0.674792582408744","0.803344875013379","0.577511813796493","0.965849895469352","6.43027405411529e-05","1.47625002559014e-11","0.00234235869412881","9.26138104126221e-08","1.82390066573579e-21","0.692573258289021","0.723118992919005","0.990141649814726"
"ZMYM5","-0.0200532277578785","-0.0098514004791116","0.0238148435867701","-0.0199827316504669","0.0469625071446256","0.00172365521176317","0.131662185455426","-0.0867585601962353","-0.210139324415468","-0.0820180925180131","-0.326644002744633","0.00860423874417641","-0.0178095852460815","0.0231307157025232","0.575035570509499","0.783004504920063","0.505509468319153","0.576380452807648","0.188988616660736","0.961568504656536","0.000218365712073575","0.0151010375451084","2.83337875740418e-09","0.021635154432486","5.98773789254981e-21","0.809912636440296","0.618545912283869","0.517817587756973"
"GJC1","0.00103021361241192","-0.0113621583800616","0.0240301676698331","-0.0112568922173729","0.0042693188313296","-0.0291778093715844","-0.0594069474769466","0.0729680893792521","0.0913145133181412","0.0139276006162664","0.100034725840544","0.00825581139905061","-0.00414142368499677","0.0166850544796863","0.977024130123193","0.750755694963393","0.501667637882294","0.752989410737085","0.904997488704056","0.414586602058075","0.0964709331260531","0.0410950267436972","0.0105254007800015","0.697002847016746","0.0050545235851384","0.817471875917742","0.90783059576783","0.640880131766768"
"GABRA2","0.00591773865734289","0.00525617853038862","0.00010766204153151","-0.00124455081657911","0.000596786503304137","0.0183611665017001","0.0243286784168549","0.0722209758361198","0.0171807606820204","-0.264624411709061","-0.251107577109937","0.0133813810207143","-0.00598530843520735","0.0203682894641646","0.868602589284994","0.883180017934424","0.997598588680014","0.972245731233405","0.986689220708982","0.607716557853459","0.496367210958078","0.0432175669770083","0.630993335931622","4.98390517358174e-14","9.72015505191703e-13","0.708331707138414","0.867116114471126","0.569043184564582"
"CCR2","0.00160521655887439","0.00352510176888338","0.0194222322922845","-0.0182767181715607","0.013267023034992","0.0175586778457317","-0.0510746093490687","0.0380716609687821","0.0262454565019821","0.141855191461972","0.118408450994929","-0.0341185556061793","-0.0207071184249839","0.0162614824564713","0.9642074392783","0.921499009381182","0.58712565537783","0.609369077457729","0.710711824709265","0.623499738505775","0.153079022887792","0.287015494317522","0.463054391360255","6.72587051095867e-05","0.000894261532019614","0.340046658677764","0.562632164884279","0.649378990643326"
"POLR1B","0.0201969784944942","0.0330163549603453","-0.0128979125754749","-0.00714567940754975","0.0136342762677945","0.00864088137306846","-0.102817554664916","-0.0257754172380635","-0.0247698083452442","0.434850641463428","0.494049054151257","-0.0112430556149858","-0.00851699146525838","0.0168876324038326","0.572297778717078","0.355884951621134","0.718413197255262","0.841666459151617","0.703078345575503","0.809118677648299","0.00395236125488141","0.471106490984997","0.48858930767991","1.6663200896485e-37","1.74894841671476e-49","0.753283173195718","0.811803862499557","0.636831923321862"
"FST","0.0135844446101758","0.0151390531324367","0.0093020003883225","-0.0202204548401506","0.0229533270501591","0.00100028515567895","0.0736481250868129","0.0148488816697539","-0.0684068324087807","-0.323429836533297","-0.187820301578164","0.00599085307180666","-0.0216436948060432","0.027734759433121","0.704112383066723","0.672119147174158","0.794828241541945","0.571851249802022","0.521034056217373","0.977691419678824","0.0392403468565193","0.678048063761374","0.0555463038433963","1.50723228486273e-20","1.17209856954212e-07","0.866994158159204","0.545094353873747","0.43805408604916"
"CBFB","-0.00160521655887439","0.020584076400444","0.00254082418014364","-0.00948096015326561","-0.00661055819044583","-0.0079514192883632","-0.368140687345574","0.391985572296733","0.577224370643995","0.269782782307678","0.318477902676017","-0.00756960493341503","-0.0136681615610848","0.00399630995815887","0.9642074392783","0.56495622886414","0.943374134917476","0.790971504110156","0.85338409000364","0.824089678034683","1.43027311829791e-26","3.39186166629318e-30","7.55249080011237e-71","1.53235547645924e-14","6.11625890155843e-20","0.832408347874325","0.702375517811438","0.911046541125883"
"NPBWR2","0.000407293753744247","-0.0014478096550771","0.0171182646035102","-0.00545364964568376","-0.00702371807734869","-0.00521617626379476","-0.0350845151906223","0.041713839491552","-0.0156348435654378","-0.0820180925180131","0.300104177521632","-0.0112160552044975","0.000878040357243132","-0.00143646164394651","0.990915459168972","0.967715227290292","0.63223623502893","0.878824390477597","0.844334084958068","0.884062783262384","0.326542908873481","0.243359126631818","0.66203604240334","0.021635154432486","8.83113300866049e-18","0.753856516765091","0.980417165669257","0.967968140835769"
"CTDSP2","-0.00462398202780234","0.011865744347045","0.025731227926031","-0.0275339388521829","0.000367253232802546","-0.00135066752659474","-0.331188579126289","0.301709352501583","0.400076322875596","0.565873254668305","0.255190627144245","-0.00906106626129974","-0.0292972799200125","0.020626115913078","0.897147483553166","0.740098877250469","0.471867429315282","0.441379294240529","0.99180851557624","0.969880339779288","1.5927687948685e-21","5.7995070286684e-18","1.70235890171443e-31","1.44281835828837e-67","4.03505755894847e-13","0.800028478767835","0.412677557410636","0.564161652749432"
"BRD4","-0.00323439157385138","-0.00295856755602713","0.0383276867852177","-0.0207238686535983","0.00321346578702228","0.0141678807078369","-0.132724027645635","0.0449513315117918","0.114011387347968","0.385330283716703","0.410346528447945","0.00671874328924322","-0.0131267033407848","0.000570901422594124","0.927954495480697","0.934083805753363","0.283784370137038","0.562316136841464","0.928419359512526","0.69204042001246","0.000193893273943414","0.208657834635475","0.00138548794714558","3.73719208936209e-29","3.38163041625783e-33","0.851012451472958","0.713636129047509","0.987266513820888"
"LPP","0.00328230848605658","-0.00616892809554592","-0.0117782273435472","0.000489430096407517","-0.0116143834873805","0.00116982501257369","-0.314936147485556","0.333710715932416","0.44322146422022","0.0882081372363537","0.528754979442875","0.00382840414434577","-0.00182925074425652","-0.0102578094317718","0.926890119285426","0.863079028904093","0.741947394754122","0.989083542081652","0.745412063767865","0.973911552047757","1.63925742075783e-19","7.56452622652995e-22","4.6492857942905e-39","0.0134847197805418","1.1120622606391e-57","0.914769406877409","0.959216081351631","0.7742900167277"
"H6PD","-0.00884067030186043","-0.00245498158904378","0.0428710249378474","-0.0378119708767407","-0.0107421570594745","-0.00523878157804739","-0.0464399804953315","0.0782290139121419","0.108249332640705","-0.0149592747359898","0.00408305003430791","-0.0101474093452842","-0.0310240926225907","0.0259299742907267","0.80479319518203","0.945284210227228","0.230518344793344","0.29031809098996","0.763941354795414","0.883563914112683","0.193962604640562","0.0285043121178566","0.00240481535785393","0.675790091643633","0.909124068174213","0.776654532190895","0.385669539361295","0.468450346327036"
"PGRMC2","-0.0159802902204361","-0.0209302917527451","0.0102924911704124","-0.000167804604482577","0.00403978556082801","0.0211868307832791","0.154822837463051","-0.0717229001406983","-0.300013324056794","-0.536986379316048","0.157197426320855","0.0437988254694489","-0.000439020178621566","-0.00127071606964499","0.655046388107392","0.558428575199271","0.773547643810261","0.996257111576833","0.91008289927686","0.553615426273319","1.33429353652181e-05","0.0446833698317169","9.04313357352224e-18","9.0995160821424e-60","9.77798144149325e-06","0.220575878314423","0.990207846841416","0.971662471981601"
"HIF3A","-0.0100385931069906","0.00336773115420109","0.0101632967205746","-0.000433495228246658","0.00826319773805728","-0.0214920025256896","-0.223667688171799","0.260337940050634","0.2946728831086","0.239864232835699","0.095951675806236","0.0149316379841689","-0.00781455917946387","0.0242541023727891","0.778987148360176","0.924992954521733","0.776314133393523","0.990331072385008","0.817311448428961","0.547916380363261","2.40274320134305e-10","1.30258657674612e-13","3.59345786337343e-17","1.00999847652289e-11","0.0071759691043674","0.676355099733043","0.827069262417571","0.497688601222828"
"LOR","-0.00639690777939494","-0.00714462590657614","-0.00572762060947635","-0.0045447080380698","-0.0203825544205413","-0.0234134542371633","0.162230748272393","-0.273038870283882","-0.203252966350691","0.197565593927038","-0.126574551063545","0.0188343430736131","-7.3170029770261e-05","-0.00460404373059778","0.858071611214908","0.841689494362292","0.872787487818033","0.898901265396502","0.568772574995256","0.512712157075864","4.98329221827721e-06","7.18315442659095e-15","9.35408933698432e-09","2.43187507020637e-08","0.000381254255717715","0.598494398759947","0.998367934717298","0.897588532488457"
"BAX","0.0259470079591188","-0.00714462590657614","-0.0083115096062326","0.000825039305372671","0.0111553169463773","-0.033065923423037","-0.225916295162831","0.209098402884145","0.269165250684986","0.304859702378275","0.285813502401554","0.0438269965619418","0.0131559713526929","-0.00416205553246039","0.468158120812556","0.841689494362292","0.816262328119691","0.981599026199644","0.755146765519351","0.355162847782571","1.5694844761443e-10","3.40298432071338e-09","1.76710795983508e-14","2.5213728605203e-18","3.32687529443086e-16","0.220278869892214","0.713025826564087","0.907373483181061"
"GNG7","-0.0192865571625952","-0.00689283292308447","0.00777319939857505","-0.0179411089625956","0.00601377168714169","-0.0133088787662369","0.0402688035310561","-0.0433948449635996","-0.246679183534694","0.218199076321507","0","0.00719115084027842","-0.0187168936152328","0.0253774890430549","0.589740501930587","0.847198881816728","0.827970198314425","0.615956031188593","0.866490088380673","0.709840358779068","0.260087527045596","0.224866613549523","2.4783242175985e-12","6.64265228356407e-10","1","0.840672337670653","0.60077755837936","0.477983103611376"
"POLR2L","0.00328230848605658","-0.0226298943913139","-0.00826844478962","-0.0121938012590673","0.0157918890105095","0.0449224107485423","-0.139544802185098","0.102759241911652","0.258835713587821","0.18621717861008","0.130657601097853","-0.0214183620633576","-0.014297423817109","0.00418047170738278","0.926890119285426","0.526924956755411","0.817197489804097","0.733183123623058","0.658854745715399","0.208951090117595","8.84695879590505e-05","0.00397302102652055","1.81651215019695e-13","1.50649077887984e-07","0.000244157336433887","0.549288953998871","0.689370456979378","0.906965486180274"
"BAG2","0.00778649823334591","-0.00343067940007401","0.0230612092960495","-2.79674340804295e-05","0.00518745191333596","0.0140661567937001","-0.0910748292673071","0.0193938223904753","0.13769202681562","0.124316731426674","0.330727052778941","0.0119838357885365","0.00150730261326738","0.00918967128627316","0.82768048644761","0.923595199359674","0.519076677731705","0.999376183042706","0.884696757556111","0.694139695438188","0.0107312540479588","0.587672751480285","0.000109884058622499","0.00048509052973737","1.82390066573579e-21","0.737606946753181","0.966389359145441","0.79725159637339"
"WFDC2","0.00476773276441795","-0.014887260148945","0.039059788667632","-0.0284428804597968","0.0280489656552944","0.026589500889658","-0.0406685558850173","0.0277054605578218","0.0469045306963134","0.193438897448144","-0.0244983002058475","0.0104271276199929","-0.00736090499488826","0.0222651554811708","0.893968564639368","0.677262744449729","0.274681079073736","0.42644433419854","0.432880384539588","0.457209543807131","0.255382292294888","0.438538322098383","0.189535825862998","4.78039142879865e-08","0.493368701752831","0.770667675083394","0.836963331304112","0.533608665498318"
"AMH","-0.0113323497365311","-0.00283267106428129","0.00193791674756719","0.00729950029499211","0.0354399369654457","0.0321391055386791","0.0197690031294854","-0.124830221165017","0.029407559694992","0.333746577730531","-0.177612676492394","-0.0293108635109478","0.0114730606679769","-0.00294658798758258","0.751388014587156","0.936882773247437","0.95679562530258","0.838304566950651","0.321662989153217","0.368817120793633","0.580466862063407","0.000459391403443221","0.410919997457623","7.48448743536383e-22","5.58427590569348e-07","0.412460832079143","0.748404636134879","0.934350104547653"
"CHN2","0.0231678270512169","-0.00944223688093763","0.0392535803423887","-0.0214929730908101","0.00105585304430732","0.0124837847960159","-0.0783327229847952","0.0991170633888817","0.00614853398640812","0.308986398857169","-0.134740651132161","-0.00639321896758978","-0.0133169454181875","0.0146224428883785","0.517145971938649","0.791805594658589","0.272305074744464","0.547898301447537","0.97645248208185","0.727087918596936","0.0282938773015897","0.0054746454252806","0.863527242293571","8.33788649643219e-19","0.000154335952701125","0.858152588657903","0.709672448866326","0.682688649489456"
"KLK11","0.0245095005929627","-0.0142892518131523","0.0345164505150022","-0.0203602920105527","-0.0129456764562897","0.00796272194548951","-0.0915745197097586","0.144130654362601","0.297975524221299","-0.228515817518741","-0.138823701166469","0.0103965155309798","-0.013726697584901","0.00401472613308126","0.493171046910292","0.689538773378547","0.334441550387598","0.56919492498171","0.717414989762165","0.82384372009571","0.0103060649111201","5.11332908302641e-05","1.53617553718776e-17","9.53876619970019e-11","9.62883315065382e-05","0.771322213742713","0.701161998321607","0.91063832841625"
"FBXL7","-0.0283907704815843","0.00472111844046882","0.0112399171358897","-0.0182207833033998","-0.00486610533463373","0.00435717432219476","-0.361819603248563","0.412780232580581","0.512647196546748","0.224389121039847","0.328685527761787","-0.00204769718288538","-0.0247168360563942","0.00232043804022128","0.42729253236039","0.894999214997101","0.753349810652398","0.610464730633371","0.891794119372084","0.903052028712003","1.16614341159567e-25","1.3093489160301e-33","9.2908439040297e-54","2.09692342042967e-10","3.31214859476436e-21","0.954350749851127","0.489519825849887","0.948278553495877"
"RBL2","0.0169865453767454","-0.0287044001180504","-0.010335555987025","0.0144451797025419","-0.0015149195853105","-0.00937555408627899","-0.122755203318729","0.150885805981756","0.0741688871160431","0.111936641989993","0.144948276217931","0.005619983503572","0.0133023114122334","-0.016150985406937","0.634859214157242","0.422202384511211","0.772626116361076","0.686329825438599","0.966219612892087","0.793242484145472","0.000571699204331786","2.21169117458347e-05","0.0378684680363501","0.00169470245961592","4.6290447879078e-05","0.875158391122159","0.70997707071673","0.651603654233296"
"CASP8","-7.18753683078084e-05","-0.0104808829378408","0.0225659639050046","-0.0243176839329335","0.001009946390207","-0.0110257420267211","0.0398940356992175","-0.0360170987251684","-0.201847587153798","0.0170226229754367","0.104117775874852","0.0117392877902204","-0.0214680867345946","0.0222651554811708","0.998396812239539","0.769518689328355","0.528093369899446","0.496561901443486","0.977476009556046","0.757901571199216","0.264552763733142","0.313840365483621","1.18757828533214e-08","0.634140329209401","0.00351627462167652","0.742770347196499","0.54836195766116","0.533608665498318"
"COX5A","-0.00970317472155413","0.0146984154113262","0.0169890701536723","-2.79674340804295e-05","-0.00734506465605092","0.0152642384490896","0.250850848241158","-0.248508642284373","-0.262068085740675","-0.205818986884825","-0.543045654562952","0.00100720996210116","0.00711212689366937","0.00675873619651754","0.786189698020797","0.681130339921125","0.634808894067011","0.999376183042706","0.837309279705048","0.66956754804573","1.02672669209601e-12","1.68729213143606e-12","8.85749164058532e-14","6.02304018789579e-09","2.42894479775626e-61","0.977537021708412","0.842400164330549","0.850136064403549"
"DBT","-0.0109969313510947","0.0375486286631953","-0.0102278939454935","-0.0175495648854695","0.00977811732336779","0.0123255475962474","0.178258319214024","-0.167260044468738","-0.323202080805533","-0.0139276006162664","-0.216401651818319","-0.0161509780163107","-0.0164925247102168","0.0222835716560932","0.758514514302124","0.293693100880863","0.774930532143343","0.623679983680974","0.784578821650504","0.730411820428173","5.07231918729492e-07","2.48910691385206e-06","1.60844759816782e-20","0.697002847016746","9.22536241725136e-10","0.651603803134405","0.644737452456379","0.533270173580891"
"USP3","0.00299480701282535","-0.0165553886645773","-0.00736408364075531","0.0153121701590352","0.0128538631480891","-0.000966377184300005","-0.312949877976812","0.406336378271066","0.474701958230629","-0.101619900792758","0.398097378345022","0.0184234087818817","0.0134779194836821","-0.00653774209744884","0.933278268783164","0.643476921161492","0.83689391438954","0.668591581300678","0.719334202519532","0.978447455918486","2.83309085405341e-19","1.587622207077e-32","2.62372341343453e-45","0.00439681981482067","3.56619279238733e-31","0.606499854036584","0.706324674557992","0.854981114036268"
"MRE11A","-0.00289897318841494","-0.00147928377801356","-0.0241378297113646","0.0258279253732767","-0.0263504194535827","-0.0230065585806159","-0.0615930931626717","-0.00989925444650263","0.0481693719735174","0.103683249032205","0.373599078139174","0.00279156596427792","0.0204876083356731","-0.0273664359346732","0.935408625860064","0.967013779382958","0.499752524027279","0.470203181973489","0.461266819464268","0.520067767721258","0.0847996826522217","0.781976952653654","0.177860259406532","0.00365689404530067","2.24896053506994e-27","0.937796804108037","0.566781570286436","0.444163828638096"
"AKAP8L","-0.000742712139180686","-0.0120231149617273","0.0213601490398517","-0.0146129843070244","0.0399387890672769","-0.0136027478515211","-0.277596779173372","0.37172011743927","0.384757689629459","0.205818986884825","-0.0224567751886935","0.0322828265905042","-0.00393654760164004","0.00440146580645147","0.983434903254093","0.736778697506685","0.550375174401645","0.682882753777532","0.264016785962206","0.703732516011021","2.44464471771801e-15","4.26863960303986e-27","4.58237912533358e-29","6.02304018789579e-09","0.530091978738449","0.366678669091339","0.912371393660314","0.902071463623458"
"CXCL12","0.00299480701282535","-0.0210247141215545","0.00958192169630442","-0.0169202976186599","0.0219892873140524","-0.0264877769755212","-0.022454839257662","-0.0595823050647989","-0.018515870919069","0.411122136709789","-0.0673703255660806","-0.0153310896290045","-0.026633890836375","0.04313068166824","0.933278268783164","0.556654677190981","0.788797940694442","0.636180166874616","0.538692096450566","0.458933375930398","0.530127448920758","0.095489760591493","0.604694426158882","2.50132345410498e-33","0.0593621174423701","0.66820650415117","0.456458442640271","0.227704318385629"
