"GeneName","StudyGSE20164","StudyGSE20292","StudyGSE26927","StudyGSE33000","StudyGSE20333","GenderM","DiseaseCON","DiseaseAD","DiseaseHD","DiseasePD","DiseaseMS","Age","Tissuecortex_brain","Tissuesubstantia_nigra_brain","p.value.StudyGSE20164","p.value.StudyGSE20292","p.value.StudyGSE26927","p.value.StudyGSE33000","p.value.StudyGSE20333","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseAD","p.value.DiseaseHD","p.value.DiseasePD","p.value.DiseaseMS","p.value.Age","p.value.Tissuecortex_brain","p.value.Tissuesubstantia_nigra_brain"
"KRTAP1-1","-0.012003186507404","-0.00226613685142503","-0.00473712982738646","-0.0017060134789062","0.0035348123657245","0.0115004536260264","0.0494131386279176","-0.145438103063083","-0.0254022289838461","0.0170226229754367","0.200069451681088","-0.0384444996024669","0.00598530843520735","-0.0160036560075579","0.737198875186548","0.949487266293044","0.894645180566324","0.96196155461987","0.921283463367875","0.747824281066889","0.16690884898194","4.36006077340175e-05","0.477553980997589","0.634140329209401","1.60234521444367e-08","0.282318354635506","0.867116114471126","0.654574691230927"
"IL9","0.00222813641754206","-0.00698725529189385","0.0259896168257066","-0.0136481078312496","-0.0131752097267913","0.0221362539818896","-0.0527360800702197","0.0716295109478068","0.161161859403738","-0.0644796324827147","-0.130657601097853","-0.0296542095980112","-0.0125413431026227","-0.0143646164394651","0.95033320296211","0.845131972775754","0.4674275748266","0.702791429220684","0.712624763930621","0.535980923073608","0.140137041901246","0.0449628165825681","5.76011499430329e-06","0.0711643853884694","0.000244157336433887","0.407005161485525","0.725880125783725","0.68798709233831"
"AES","-0.00285105627620973","-0.000692430704602093","0.00284227789643187","0.0137739612846116","-0.00211170608861464","0.0170048476465422","0.0883765008780693","-0.112938663936829","-0.00411073415091286","-0.0902714854758006","-0.242941477041321","0.0171451236654034","0.00992185603684739","0.0178268573248746","0.93647397848402","0.984556211481848","0.93666916347765","0.700182721917691","0.952925429889472","0.634494478747923","0.0133072541472782","0.00153821304697668","0.908510599549495","0.0114475032949134","5.3840019725976e-12","0.631701944505361","0.781491768144416","0.618205530732408"
"IDH3G","-0.0395554110253972","-0.0254940395785316","-0.00893594944711536","0.019339480666617","0.0141851561169983","0.00413112117966844","0.0250782140805321","-0.117016658693092","-0.0116997818141366","0.107809945511099","0.149031326252239","-0.0460722276520024","0.0140632797218442","-0.0167034706546087","0.268632479035444","0.475963335584938","0.802732466384844","0.588719877891808","0.691684141500903","0.908058866181991","0.483190760184854","0.00102883004603037","0.743605570426735","0.00250550318396878","2.79400570377722e-05","0.197520348155421","0.694199103705448","0.640511669562377"
"RPRM","0.00117396434902754","-0.00604303160380009","0.0152880098974745","0.00439088715062744","0.0198775812254378","0.00309127672404738","0.0411932308495913","0.0481888235320317","-0.116119456143308","-0.192407223328421","-0.124533026046391","-0.0114599804996197","0.00902918167365021","0.00930016833580751","0.973819273082483","0.86584662742322","0.669083453362801","0.902305650012912","0.578389196753244","0.931134257782982","0.249296767432525","0.177684974393434","0.00112524470898781","5.64750501389623e-08","0.000474106469853596","0.748681806551322","0.800717333335455","0.794867749923073"
"CDX2","-0.00448023129118672","-0.00528765265332507","-0.0214247462647706","0.0138578635868528","0.00950267739876588","-0.010664056998679","0.0539603216542258","-0.0253084712736058","-0.0818984726989562","-0.0861447889969069","-0.169446576423778","-0.00727683479976177","0.0149559540850413","-0.00515652897826951","0.900328051090771","0.882485552389262","0.549169892840694","0.698445540685279","0.790503824020695","0.765607265770642","0.131151084344558","0.47918135162793","0.0218277526756423","0.0158352023119901","1.8287818998015e-06","0.838799758032467","0.675857969686342","0.885379339100707"
"GNA15","0.000407293753744247","0.00978845223323868","-0.0216616027561399","0.006250721516976","0.00128538631480891","0.0161458457049422","-0.0410183391947333","-0.0456050558620326","0.058288102191149","0.327556533012191","0.0183737251543856","-0.00371769997053073","0.00714139490557747","-0.00913442276150599","0.990915459168972","0.784356746893281","0.544761676993939","0.861281849906258","0.971335458764528","0.651707208660862","0.251313932913433","0.202108328358685","0.102922073394867","4.59791065100027e-21","0.607470975483207","0.917225004458603","0.841760142305725","0.798444229300159"
"HRH4","0.00539065262308563","-0.00900159915982721","-0.0093450652049351","0.000783088154252027","0.000872226427906047","-0.0130828256237106","-0.0171831050897992","0.00659950296433509","-0.0904010168401606","0.132570124384462","0.220484701852627","0.0222165430173238","-0.000204876083356731","-0.00239410273991084","0.880213526967816","0.801313368040265","0.793899696290415","0.982534515771017","0.980546807342723","0.714551418662024","0.630946731445239","0.853626518040157","0.0113292254935952","0.000197273410920603","4.3567494039502e-10","0.534502689755093","0.995430238963448","0.946639010645473"
"C14orf1","0.00385731143251905","-0.00764821187355948","0.00764400494873724","-0.0101102274200753","0.00941086409056524","0.00101158781280527","-0.0689260504056467","0.0484689911107063","0.0450775377403521","0.0252760159332242","0.412388053465099","-0.0387366843951179","-0.00244387899432672","0.00534069072749342","0.914128329183023","0.830694157382447","0.830785877985465","0.777451349745414","0.792481531999324","0.977439412010207","0.0537128925344639","0.175174506570257","0.207381592176572","0.479745388384356","1.52646953029429e-33","0.278673874022834","0.945531276167705","0.881315489998551"
"KCNAB1","0.00270730553959412","-0.0529709489020601","-0.00376817145360286","0.0319947445880114","-0.0156541690482085","0.00787230068847899","0.205941169725834","-0.294020308953514","-0.313153619547746","0.0407511277290757","-0.177612676492394","-0.00237805368132363","0.0347996661587361","-0.0364824425212568","0.939670709947853","0.138377412602883","0.916105366167024","0.370972871782761","0.661644232617272","0.825811865117595","5.89726218832707e-09","4.24494204245923e-17","2.67898265527647e-19","0.254417796586523","5.58427590569348e-07","0.946996192871578","0.330488342765334","0.307625010771513"
"PITPNC1","-0.00553440335970124","-0.0440637721110423","0.0181518202022127","0.000363576643045584","0.002019892780414","-0.0103136746277632","-0.0571583404859151","0.0823070086684055","0.110357401436045","-0.283194545864083","0.377682128173482","0.0185303144662138","0.00848772345335027","-0.0232412127520576","0.87704424920379","0.2177938524901","0.611816780659297","0.991890518087694","0.954969930766941","0.773094307251283","0.109778946727453","0.0211760531628177","0.00197122645259229","6.32782597901065e-16","5.5064380523318e-28","0.604412616979309","0.812438540207193","0.51581921430981"
"QPCT","0.00553440335970124","-0.0158944320829117","-0.0175919775862488","0.00714567940754975","-0.00243305266731687","-0.0111613739122369","0.185291462191528","-0.172178541961025","-0.184210078232787","-0.380171913118086","-0.171488101440932","0.0155595220686619","0.00595604042329924","0.00609575389931146","0.87704424920379","0.656780828539456","0.622841294584662","0.841666459151617","0.945772199361015","0.755018068119732","1.73972267441077e-07","1.23730293352337e-06","2.05640361996895e-07","2.31171062053932e-28","1.36651121759258e-06","0.663564010491932","0.86775992735693","0.864687424668973"
"LIPC","-0.0424304257577095","0.00598008335792717","-0.00402656035327849","-0.00233528074571587","0.0130374897644904","-0.0105058197989106","-0.0285635549166309","-0.0637848187449179","-0.0115592438944473","0.415248833188683","0.0285813502401554","0.00221880356651062","0.000512190208391827","-0.016243066281549","0.235349619285689","0.867231044848234","0.910376023652727","0.947948184082976","0.715497555772881","0.768985851055629","0.424483873414111","0.0742705367202615","0.74657921543387","4.96130710355844e-34","0.424195218525649","0.950540972354178","0.988575924678191","0.649749551932668"
"NFE2L3","-0.0179448836208495","0.00550797151388029","-0.0262049409087696","0.00840421394116908","-0.00518745191333596","-0.0168353077896475","-0.0746974750159609","0.0178995953042107","0.105227767367385","0.35128503776583","-0.0857440507204662","-0.016596646692199","0.0111511125369878","-0.00112338667026586","0.615881773225252","0.877626847031756","0.463745421975678","0.814250121256533","0.884696757556111","0.63787652070119","0.0365178308062952","0.616772978367814","0.00317908011690464","3.47402930359039e-24","0.0163312863590734","0.64265018206907","0.755236104097258","0.974946833890207"
"MAB21L2","-0.00591773865734289","-0.0881275442220846","0.00331599087917052","0.0678629787961623","0.0310788048259155","-0.0163832015045948","-0.0637667465873355","0.043706142273238","0.0838660035746068","0.149076910300036","0.0122491501029237","0.00220055836292877","0.0786577820030306","-0.0494658458415425","0.868602589284994","0.0135704060719979","0.926142011852404","0.0575222126562447","0.384831817099046","0.646931999965874","0.0743527804739637","0.22155506177797","0.0188421107135888","2.7780922844894e-05","0.73201842747554","0.950947159615545","0.027642938312248","0.166456189975784"
"CA12","0.0123865218050456","-0.0236055922023441","-0.0386291405015059","0.0456568361363012","-0.0166641154384155","0.00667421903308951","-0.035421806239277","0.140924292073325","0.0758553421523151","-0.360570104843341","0.0734949006175424","0.0236220837585115","0.024965614157613","-0.0146040267134561","0.729130404782202","0.509257710171731","0.280011557958349","0.201596019545468","0.641299177624657","0.851988352600663","0.321910766772241","7.51510798704369e-05","0.0337018473140927","1.7558876479125e-25","0.0396519294136993","0.508961776613566","0.485158032322773","0.683066596342697"
"OFD1","0.01224277106843","0.0153593719929919","0.0238148435867701","-0.0302607636750248","0.00243305266731687","-0.024046403036237","-0.1310250801413","0.169283476981388","0.13769202681562","0.0634479583629913","0.261315202195706","0.00442585049672004","-0.0297363000986341","0.0366481880955583","0.732152629043137","0.667631021986598","0.505509468319153","0.397472840001285","0.945772199361015","0.501378591870649","0.000234408576028211","1.87157639391321e-06","0.000109884058622499","0.0758157896779403","1.04797089689254e-13","0.901531676756181","0.405707159197824","0.305431008447121"
"FSCN1","0.00409689599354508","0.0098514004791116","-0.00378970386190917","0.0126272964873139","0.0422341217722928","0.00357729098047896","0.120668995721494","-0.178186580037047","-0.0863254171691701","0.322398162413574","-0.602249880060417","0.0334191478328327","0.0112389165727121","0.0381951467890391","0.90881724063469","0.783004504920063","0.915627750631909","0.724077762635368","0.23752501511771","0.920340634060494","0.000709918148277017","5.12689166707115e-07","0.0156159567712029","2.02230962415831e-20","1.48461856416606e-78","0.350043894686809","0.753371055399721","0.285453983739172"
"MYL6","0.0103260945802218","0.0532227418855518","0.0137807413160333","-0.0964317127093211","0.0236878335157642","0.0357559558191002","0.00500315055504513","0.0708823974046745","0.105508843206763","-0.121221709067504","-0.18577877656101","0.0416760551895046","-0.111994047566361","0.111473106805233","0.772828549987578","0.136509912498759","0.700042284351172","0.00689073232841456","0.507782821427496","0.317364188352458","0.888766203466655","0.0472517773072257","0.00309849792080026","0.000670556471642041","1.61291275550653e-07","0.243786696313585","0.00168535671119792","0.00177192819936685"
"HOXD12","-0.00754691367231988","0.0160203285746575","0.0430648166126042","-0.0436851320336309","-0.00807957112165601","0.0162588722762053","0.0501376897694722","-0.0550062346131137","-0.0601853641069549","0.0170226229754367","-0.0755364256346964","-0.0378807664010114","-0.0416630149511866","0.0190975733945196","0.832903327156827","0.654238197857072","0.228415806426887","0.221777463228526","0.821301972946247","0.649431506153806","0.16076673159204","0.123833026410816","0.0921762272822986","0.634140329209401","0.034458332180266","0.289440712027456","0.243934382699283","0.593391658877125"
"BCAM","0.00146146582225877","0.0133450281250585","0.0128548477588623","-0.02083573838992","-0.00399387890672769","-0.0415994295534055","0.0658279696624477","-0.143290151626577","-0.208523138339041","0.203755638645379","0.247024527075629","0.00588479426381827","-0.0123071990073579","-0.00775320964232666","0.967410876084497","0.709088008246127","0.719313611383511","0.560207677646419","0.911100429535628","0.24465541354198","0.0654399436022074","5.66088550578345e-05","3.76400213692115e-09","8.58507822928809e-09","2.30538298676651e-12","0.869327505019912","0.730797576105664","0.828405714209631"
"COPZ2","0.00644482469160015","0.0121175373305366","0.0198959452750231","-0.036525468909041","0.0155164490859076","-0.00911559297237373","-0.173336368355877","0.179649677392348","0.194469346370108","0.28525789410353","0.130657601097853","0.00695150974313038","-0.0300875162415313","0.0142909517397755","0.857019866495003","0.734788936627353","0.578038141991162","0.307054465091092","0.66443841539973","0.798850809602885","1.0465328266163e-06","4.11812190950019e-07","4.04354798981239e-08","3.81521214644802e-16","0.000244157336433887","0.84591431978012","0.400181714233962","0.689503759218736"
"CHML","0.00141354891005356","0.0123693303140283","0.0419451313806764","-0.00460064290623066","-0.01009946390207","0.00317039532393159","0.168139587754382","-0.23820470133534","-0.324818266881961","0.133601798504185","0.00408305003430791","0.030044009343341","0.0147510780016846","-0.00998156680793598","0.968478807562051","0.729491619728574","0.240753275857048","0.897663764233992","0.77768205816449","0.929376241636629","2.19985754905099e-06","1.41286071499419e-11","1.01294317545738e-20","0.000175630519686585","0.909124068174213","0.400863718449791","0.680050947768629","0.780210375881993"
"SH3BGR","0.0026114717151837","-0.00355657589181984","0.0103140235787187","-0.000195772038563007","0.00651874488224519","0.0242385482073843","-0.0589822106008628","0.122806788652368","0.125535496762493","-0.184153830370633","0.0898271007547741","0.0747975882578353","0.000790236321518819","0.00639041269806971","0.94180240661335","0.920800399598338","0.773086840173088","0.995633302611871","0.85539786438303","0.497964436123758","0.098880825307362","0.00056862215575938","0.000426156277665123","2.07431350688131e-07","0.011861636891324","0.0362666924765886","0.982375113506335","0.858214193375781"
"IMPA2","0.0153094534495632","-0.0141948294443429","0.0162139034546455","-0.0188220831361291","-0.00482019868053342","-0.0189149967008896","-0.200444574858868","0.324122758795552","0.33128301118767","-0.273909478786572","0.189861826595318","0.0269152371454917","-0.0120730549120931","0.0224493172303948","0.668646882955262","0.691484673873308","0.650336529011305","0.598732542159958","0.892808748403947","0.596928811211883","1.50455986826193e-08","1.23638958817584e-20","1.54917145506839e-21","5.85572837228662e-15","8.4876111418168e-08","0.451714048042826","0.735726093417438","0.530228630269409"
"TCFL5","0.00644482469160015","0.00368247238356568","-0.0247407371439411","0.00411121280982314","0.0106044370971735","-0.0462674269465739","0.0362338032082607","-0.104938323079121","-0.123216621087619","0.273909478786572","-0.0837025257033122","-0.0246592955604957","-0.0010097464108296","0.0165929736050744","0.857019866495003","0.918006575770488","0.489099858360768","0.908499993142983","0.766879715381964","0.195626045184943","0.310935769039868","0.00326404960956381","0.00054471717320975","5.85572837228662e-15","0.0190758299104877","0.490531667679567","0.977480468346701","0.642723766451473"
"IQGAP1","-0.00793024896996152","-0.00975697811030222","0.0117351625269346","-0.000839023022412886","0.0110635036381767","0.0191749578147948","-0.279608033204239","0.367797771337826","0.392065661453304","0.0954298560744178","0.124533026046391","0.0113522777551993","-0.00216583288119973","0.00576426275070842","0.824550413242034","0.785033111916211","0.742857548136471","0.98128720189135","0.757098428217925","0.591895346711649","1.50959490816611e-15","1.60465416171397e-26","3.2942118260093e-30","0.00749799165031774","0.000474106469853596","0.750965270479935","0.951720277213226","0.87198063693846"
"NEB","-0.00213230259313165","0.0220633601784576","-0.020455787890987","0.00997039024967313","-0.00991583728566874","-0.0173100193889527","-0.121431023646233","0.256135426370515","0.224122847424557","-0.442072360301492","0.214360126801165","0.0178107809256397","0.00319021329798338","0.000220994099068693","0.95246682843006","0.537324776890353","0.567384286086933","0.780450179445904","0.781620963372443","0.628425991942621","0.000656186167032912","3.28496247572768e-13","2.20510074356389e-10","7.64434998328484e-39","1.33504263269034e-09","0.618522346345754","0.928935939569545","0.99507073102179"
"LSP1","0.00222813641754206","0.020647024646317","0.00452180574432344","0.021814598582735","-0.00541698518383755","0.0575135707872582","-0.119906967796756","0.0967512038356295","0.0707959770434993","0.287321242342977","0.216401651818319","0.0170833888707582","0.030833850545188","0.0123572533729244","0.95033320296211","0.56376666318857","0.899408025960457","0.541923576201898","0.879632827201338","0.107585155526004","0.000767706589691358","0.00670656925112266","0.0475227502700021","2.29060841799919e-16","9.22536241725136e-10","0.632930282206802","0.388591062321477","0.729745407359974"
"DEFA5","0.000263543017128631","-0.00239203334317087","-0.0154818015722312","-0.00633462381921729","0.0157918890105095","-0.0158971872481632","-0.115722060341225","0.0978407444193641","0.0271589529799627","0.31517644357551","0.269481302264322","0.0327429544345553","-0.00286826516699423","0.0167587191793759","0.994121694006566","0.946685065814789","0.665142109735958","0.859439078832435","0.658854745715399","0.656725142061195","0.0011705578293799","0.00611127558530354","0.447626819445141","1.53383695406649e-19","1.64286120248481e-14","0.359884384154943","0.936091354335775","0.639406813789262"
"SLC17A1","0.0017010503832848","0.00119601667158543","0.0236856491369323","-0.0258558928073571","0.0257536329502785","-0.0217745689538475","0.074135323268203","-0.136939686509953","-0.133616427144629","0.173837089173399","-0.0673703255660806","7.27068249220584e-05","-0.0282436314913207","0.020386705639087","0.962072131850577","0.973327662650842","0.507821966413759","0.469722442055807","0.471481531149556","0.542665421455647","0.0379556432578712","0.000119901742164234","0.000175340305787151","9.73090049324003e-07","0.0593621174423701","0.998378266536371","0.429692813984705","0.568693836936125"
"SLC2A1","-0.0118594357707884","0.0051932302845157","0.0126395236757993","-0.0182907018886009","0.00560061180023883","-0.0162927802475843","-0.188914217899301","0.207074970371495","0.166994183070845","0.296606309420488","0.149031326252239","0.0220796728553003","-0.015687654382744","0.0099447344580912","0.740232075853877","0.884569217362069","0.723821493500708","0.609095300588971","0.875585207592185","0.648749430380383","9.86376197553264e-08","4.8454223046919e-09","2.58348386560054e-06","2.1879278723299e-17","2.79400570377722e-05","0.537023893333605","0.66096556133759","0.781000727386381"
"RASSF2","0.0104219284046322","0.00767968599649594","0.0206065147491311","-0.00253105278427887","0.00624330495764328","-0.00137327284084738","-0.0459902590971252","0.0995528796223755","0.0114187059747579","0.224389121039847","-0.324602477727479","0.00595058908328782","-0.000395118160759409","0.00528544220272625","0.770778831696636","0.830008022485556","0.564532061589954","0.943591541131601","0.861444778406498","0.969376490137166","0.198319790211037","0.00527134870668799","0.749556631291968","2.09692342042967e-10","1.07762720162599e-20","0.867879850992238","0.991187020202651","0.882534322273697"
"ZNF117","0.0415679213380158","0.0140689329525971","0.01240266718443","-0.0226815890392284","0.00587605172484074","0.00237920932508949","0.0109119900370335","0.00438929206590211","-0.211614972572206","-0.0221809935740539","0.404221953396483","0.0284147562527058","-0.0359411186231522","0.0378820718153585","0.245013255738939","0.694082372687051","0.728791224596419","0.525981133510748","0.869519896216477","0.946970472912616","0.760322509378035","0.902340962148189","2.1818202361076e-09","0.535156951278028","3.55800027170484e-32","0.426901992315255","0.31486296910815","0.289424080766051"
"GABRA5","0.00855316882862919","0.00500438554689695","0.00755787531551203","-0.00976063449406991","0.0317674046374202","-0.0131732468807211","0.146028285675905","-0.161905730742957","-0.0587799849100617","-0.2223257728004","-0.222526226869781","0.0252002502791176","-0.00938039781654746","0.0284345740801719","0.811019525879675","0.888738924502163","0.83266420541444","0.784954529513072","0.374383540741658","0.712665679777113","4.05561405465701e-05","5.20822492040692e-06","0.100044956111238","3.09134282318406e-10","2.97744287293097e-10","0.481063514565758","0.793138087155094","0.426579472091191"
"EGF","0.006876076901447","0.00368247238356568","0.00525390762673771","-0.000209755755603222","0.0150114758908041","0.0268833699749422","-0.17384855105939","0.200973543102582","0.199950325237992","0.0541628912854804","0.29397960247017","-0.00216096689385936","0.0107998963940905","0.0147145237629905","0.847565781783798","0.918006575770488","0.883230128104138","0.995321399104637","0.67472338416612","0.452250028244528","9.71468290721248e-07","1.37644223550881e-08","1.6346675204423e-08","0.129708204265535","4.28922902072666e-17","0.951828615719815","0.762710448016875","0.680800107810568"
"IDS","-0.0174177975865922","-0.00849801319284387","-0.000602907432576458","0.000531381247528161","0.00243305266731687","0.0185646143299738","0.213548956712157","-0.206763673061857","-0.190674822538496","-0.473022583893195","-0.0734949006175424","-0.0327650728520033","0.00526824214345879","-0.0177716088001074","0.626288717607057","0.812215392859986","0.986552711794253","0.988147911669378","0.945772199361015","0.603743625511141","1.54464872424751e-09","5.11452367964356e-09","7.45649400183057e-08","5.87443177388712e-45","0.0396519294136993","0.35955978195073","0.882913827898719","0.61929460286744"
"PRKCZ","-0.0171782130255662","-0.021748618949093","0.0323416772760657","-0.0199687479334267","0.0167100220925158","-0.00919471157225794","0.189888614262081","-0.253053583005094","-0.276262415629298","-0.0624162842432679","-0.0387889753259252","-0.0180397987062994","-0.012336467019266","-0.00462245990552017","0.631043982459397","0.543146607142611","0.365805250231919","0.576647401660303","0.640380612779483","0.797142816735457","8.45154156520124e-08","6.40529384488638e-13","3.35865033794946e-15","0.0807118404664042","0.278025024144033","0.614015822774521","0.730182285781271","0.897181152835143"
"HIPK3","-0.0118115188585832","0.00327330878539171","0.0178073016693118","-0.0246952442930193","0.0147819426203025","-0.00512575500678424","-0.155772249303708","0.0729058299173244","0.305634840844367","0.184153830370633","0.385848228242098","-0.00587697311170263","-0.0248778101218887","0.00674032002159514","0.741244041924955","0.927090019326172","0.618590920939707","0.489899382578299","0.679418638835463","0.88605871676959","1.17899634681037e-05","0.0412684728651441","2.05092302458293e-18","2.07431350688131e-07","3.10670252386462e-29","0.869499619509629","0.486695085943087","0.850539605514755"
"CREB5","0.0286782719548155","-0.0288302966097962","-0.0148573617313484","0.00931315554878304","-0.00913542416596333","0.00404069992265791","-0.092511439289355","0.0899337927545475","0.10515749840754","0.459610820336791","-0.44913550377387","-0.00276033117207091","0.00777065716160172","-0.0150644310865159","0.422625080284827","0.42016912782305","0.677874510487506","0.794587690818228","0.798422608103155","0.910062633751728","0.00954899470651782","0.0117610163430729","0.00319952131196027","3.13153454873388e-42","3.4896587694788e-40","0.938491409284418","0.828025582986911","0.67364193434121"
"TARBP1","0.00529481879867522","-0.0280119694134483","0.0249775936353104","-0.00181788321522792","0.00702371807734869","-0.0109014127983316","0.323418392746169","-0.423675638417927","-0.487490908922358","0.223357446920124","-0.534879554494337","-0.0288920956130368","0.00251704902409698","-0.00117863519503303","0.882327446471555","0.433487723118737","0.484948529153363","0.959469306846032","0.844334084958068","0.760547740046195","1.51216450342332e-20","1.69894113339967e-35","4.88007479584242e-48","2.54724685182917e-10","3.1528649726874e-59","0.419173164559243","0.943903121579154","0.973715145500133"
"ARHGDIB","0.000886462875796303","-0.00997729697085743","0.00469406501077385","-0.00104877877801611","0.00596786503304137","0.00822268305939478","-0.230251109751097","0.203868608082219","0.341753086204525","0.135665146743632","0.512422779305643","0.0481005214033652","0.00117072047632418","-0.00410680700769322","0.980229357388776","0.780301986788185","0.895597452023076","0.97661020632042","0.867499809063689","0.818191500214071","6.81801676275354e-11","8.42089143559181e-09","6.72068546188968e-23","0.000138859029060237","1.05008565425897e-53","0.178481729008143","0.973891589285192","0.908597620120206"
"GZMB","0.0233115777878325","0.00994582284792097","-0.00165799543958526","0.00797071871292242","0","0.0046736487217316","0.0596567926981723","-0.117545864119478","-0.158210563090262","0.203755638645379","0.0244983002058475","-0.00907824041538804","0.0166681327816655","-0.0161141530570922","0.514548725322093","0.780977369388219","0.963031421644375","0.823669712289855","1","0.896048960099753","0.0950754032013616","0.00097559910251451","8.55156211014824e-06","8.58507822928809e-09","0.493368701752831","0.799657501895497","0.641218771062001","0.652345898427391"
"TPST2","-0.0133448600491498","-0.0463613830854038","-0.0186901304098702","0.0273801179647405","0.0524713056366638","0.00633513931930003","-0.225941279684953","0.172303060884881","0.231149743409023","0.457547472097344","0.2837719773844","-0.00235523783629842","0.025521706383867","-0.0220625775570245","0.709091505634246","0.194719005072713","0.601298370892777","0.443936006659112","0.142141268299614","0.859427759102524","1.56203581260855e-10","1.21528501550119e-06","5.72365656460457e-11","8.02809521586251e-42","5.49471636794287e-16","0.947503992612339","0.475484569117222","0.537339214287002"
"SEMG2","-0.00486356658882837","0.000472111844046882","0.0645972249189062","-0.0283030432893947","-0.0279571523470938","-0.0174117433030896","0.0233168052708907","-0.0179307250351746","-0.0282832563374774","0.0892398113560772","-0.257232152161399","-0.0043272516729948","-0.028887527753299","0.0127992415710618","0.891850226138098","0.989469792984261","0.0706493589883289","0.428722688325863","0.434388515953393","0.626408693097286","0.514454404355251","0.616160331991424","0.429045644979656","0.0124292625693875","2.58458525083083e-13","0.903714567127106","0.419246733497657","0.720476820035431"
"CRIM1","0.000359376841539042","-0.0411681528008881","0.0106585421116195","0.00755120720171598","0.00215761274271496","0.0227013868382054","-0.00280451260825875","0.0816221545872009","-0.039456020952779","-0.0706696772010554","-0.16536352638947","0.016930203885054","0.0118974468406444","-0.015395922235119","0.99198419039773","0.249585316903228","0.76572494191215","0.832809664520966","0.951903294550334","0.525619900591932","0.937508908025513","0.0222783503416046","0.269838063225706","0.0479211107667977","3.24178867381594e-06","0.63598256646881","0.739429632026001","0.666887596083034"
"CD1D","0.0094635901605281","0.00928486626625534","-0.00286381030473818","-0.0204861454639146","0.0175822485204219","0.0310540504545528","-0.0718117627108038","0.0724700136838306","0.132000241068202","0.206850661004549","-0.210277076766858","0.00787000940822575","-0.0165949627518952","0.0145856105385338","0.791345620349321","0.795197760961997","0.93619040276604","0.566809272039451","0.623033638691676","0.385210704369136","0.0444188270835168","0.0425000062993257","0.000210276820214376","5.03789953289545e-09","2.76532205460495e-09","0.825861752285723","0.642683916665449","0.68344462250733"
"LAMB1","-0.0175615483232078","0.0164609662957679","-0.019034648942771","0.0205001291809549","0.0133129296890923","0.0166883732470053","0.188464496501094","-0.26597242135509","-0.326715528797767","0.0335294088910117","-0.0551211754631568","0.0100456596433977","0.0172388590138735","-0.00239410273991084","0.623442968012271","0.645370638162874","0.594609644706718","0.56654449510417","0.709756035779676","0.640813724896195","1.0590024606678e-07","3.6710083325968e-14","5.86524607464484e-21","0.348455599657188","0.123048599228449","0.778835607465257","0.62983883107379","0.946639010645473"
"CRYGB","-0.0112844328243259","0.0132506057562491","0.00559842615963854","0.0132565637541236","-0.00550879849203819","0.00227748541095264","0.0243036938947323","-0.0184910601925238","-0.00790525798252473","-0.0211493194543304","-0.0918686257719281","0.00115227489815668","0.00544385021490742","0.00950274625995381","0.752404807241273","0.711053747225274","0.875633366051053","0.710929653345369","0.877608618179085","0.949234644293586","0.496809695989513","0.605178647449988","0.82509437632176","0.554317940769108","0.0100628651539798","0.974302803733016","0.879040451696433","0.790502341217174"
"NPPC","-0.00467189894000754","0.0209302917527451","0.036066783913056","-0.0391683914296416","-0.00339709240342355","-0.00447020089345792","0.0346847628366612","-0.0871009872368376","0.0232238912286615","0.323429836533297","-0.373599078139174","-0.00655605585279977","-0.027746075288883","0.0364640263463344","0.896087658246245","0.558428575199271","0.313172841415853","0.273347808002716","0.924340963920891","0.900550039628847","0.332088544043295","0.0147045853037157","0.516132215273658","1.50723228486273e-20","2.24896053506994e-27","0.854579395270468","0.437867145863776","0.307869429905969"
"ATP5G3","0.000886462875796303","0.0192306891141763","0.0389090618094879","-0.0343440090507675","-0.00844682435445856","-0.0137948930226685","0.242793339856628","-0.12865917807357","-0.266565299170734","-0.604045197098072","-0.285813502401554","0.0194349527582125","-0.0289606977830693","0.0212154335105946","0.980229357388776","0.590818793484143","0.276538823961413","0.336863378531467","0.813325644325592","0.699749187244511","5.5506550662564e-12","0.00030416130589708","3.20734383087745e-14","3.91107448442184e-79","3.32687529443086e-16","0.58688077071507","0.418069185088431","0.553080045269502"
"TEAD4","-0.0103260945802218","-0.00365099826062922","0.0514839882603683","-0.0469713055380814","0.0181331283696257","0.000808139984531583","-0.219157981928675","0.2173166518586","0.250473707366306","0.369855171920852","0.27356435229863","0.000656603155796636","-0.0449263982789402","0.0515468736077727","0.772828549987578","0.918704938363395","0.149808904141423","0.18890567495691","0.6121834694836","0.981975869589715","5.56847110110324e-10","7.80773106094753e-10","1.11260827476111e-12","8.0299853127937e-27","6.35031315758817e-15","0.985355207498675","0.208910639000629","0.149311324114543"
"CACNB2","-0.00529481879867522","0.00138486140920419","-0.0190992461676899","0.0309599495270355","0.0196480479549362","-0.00478667529299476","-0.0260526104433124","0.12153046968285","0.140010902490494","-0.45342077561845","0.0632872755317727","0.0385066453812201","0.0361167266946008","-0.0272006903603717","0.882327446471555","0.969118197360946","0.593359295708822","0.386653076732722","0.582785465813013","0.893549793174806","0.466348680657404","0.000649459423244027","8.37385716323916e-05","5.1757682478561e-41","0.0765620470575617","0.28154050961571","0.312502797423913","0.446928974237048"
