"","Gene","modulesA1"
"1997","HBS1L","turquoise"
"1998","HRH1","midnightblue"
"1999","MFI2","turquoise"
"2000","KIF3A","turquoise"
"2001","EIF5A2","brown"
"2002","GOLGA7","turquoise"
"2003","PTHLH","turquoise"
"2004","CYP2E1","brown"
"2005","IQGAP2","pink"
"2006","SLC26A4","brown"
"2007","SEC14L1","blue"
"2008","SH3BGRL3","greenyellow"
"2009","PTPN4","turquoise"
"2010","SLC29A1","magenta"
"2011","KLRC1","turquoise"
"2012","TIAM1","turquoise"
"2013","PAK3","turquoise"
"2014","CA5B","green"
"2015","PERP","blue"
"2016","PSMB8","yellow"
"2017","GRB7","brown"
"2018","PAQR4","red"
"2019","CHST2","red"
"2020","NCK2","turquoise"
"2021","SERPINE1","turquoise"
"2022","GLRB","turquoise"
"2023","CAV3","blue"
"2024","AVPR1B","turquoise"
"2025","MTMR4","tan"
"2026","PLA2G1B","turquoise"
"2027","SMURF2","lightcyan"
"2028","CTRB1","blue"
"2029","CD2","cyan"
"2030","IL7R","turquoise"
"2031","LIPE","red"
"2032","PLEK2","blue"
"2033","AASS","blue"
"2034","CASP5","yellow"
"2035","GLI3","royalblue"
"2036","SNTG2","turquoise"
"2037","PTPRN2","turquoise"
"2038","RAB31","royalblue"
"2039","KCNIP1","tan"
"2040","PLAUR","yellow"
"2041","LMO7","red"
"2042","GJA5","blue"
"2043","BFSP1","brown"
"2044","AK1","turquoise"
"2045","FBLN2","pink"
"2046","INPP4A","brown"
"2047","MKRN3","turquoise"
"2048","RBP1","turquoise"
"2049","MMP25","turquoise"
"2050","NEU2","blue"
"2051","TSPAN12","blue"
"2052","ATM","green"
"2053","GABRA4","midnightblue"
"2054","PSPH","turquoise"
"2055","KCNA4","turquoise"
"2056","PFN1","greenyellow"
"2057","H2AFZ","black"
"2058","SLC44A4","turquoise"
"2059","HLA-DOB","blue"
"2060","APOBEC3G","grey60"
"2061","GMPR","purple"
"2062","PIM1","yellow"
"2063","HSD17B7","green"
"2064","LIN7B","brown"
"2065","BSG","greenyellow"
"2066","NDST3","brown"
"2067","IL26","turquoise"
"2068","EPAS1","turquoise"
"2069","CD82","blue"
"2070","OAZ1","black"
"2071","ACSL1","yellow"
"2072","GFRA1","brown"
"2073","MSH5","turquoise"
"2074","FOXF2","cyan"
"2075","LXN","turquoise"
"2076","CCNT1","brown"
"2077","HMGCR","turquoise"
"2078","CR2","brown"
"2079","GP6","turquoise"
"2080","JRKL","salmon"
"2081","LEF1","cyan"
"2082","HOXC10","blue"
"2083","MAPK8","tan"
"2084","RFXAP","blue"
"2085","STAG2","blue"
"2086","GSTZ1","turquoise"
"2087","RHBG","blue"
"2088","P2RX3","turquoise"
"2089","ALDH3B1","turquoise"
"2090","ACP6","blue"
"2091","CD6","brown"
"2092","TSPAN7","black"
"2093","CASQ2","blue"
"2094","GNA14","purple"
"2095","NT5E","turquoise"
"2096","SPTBN2","lightgreen"
"2097","SLC34A2","brown"
"2098","UQCRH","black"
"2099","SLC6A12","cyan"
"2100","NOS3","cyan"
"2101","LAMA4","pink"
"2102","IRS1","lightcyan"
"2103","AGPAT4","red"
"2104","DOK1","blue"
"2105","GSTM4","green"
"2106","RPL10","turquoise"
"2107","KRAS","turquoise"
"2108","CCR10","turquoise"
"2109","TSHR","turquoise"
"2110","PC","turquoise"
"2111","DHRS3","purple"
"2112","NDRG2","royalblue"
"2113","PEBP1","turquoise"
"2114","PFDN2","turquoise"
"2115","PDE2A","brown"
"2116","FZD3","turquoise"
"2117","ACTR2","tan"
"2118","SOX17","cyan"
"2119","SLC10A2","turquoise"
"2120","DNTTIP2","blue"
"2121","APP","turquoise"
"2122","XK","brown"
"2123","SSFA2","blue"
"2124","PHGDH","green"
"2125","PAPSS2","salmon"
"2126","LY75","blue"
"2127","IRAK3","yellow"
"2128","CA7","turquoise"
"2129","CBLC","turquoise"
"2130","ITGB1BP2","cyan"
"2131","SQRDL","yellow"
"2132","SLC6A6","green"
"2133","SCAMP1","grey60"
"2134","UCP3","blue"
"2135","STMN1","turquoise"
"2136","PDE6H","turquoise"
"2137","CASP4","yellow"
"2138","PLA2G4C","red"
"2139","CTAGE5","blue"
"2140","TCEB3B","red"
"2141","TLE2","blue"
"2142","TRIM36","brown"
"2143","CPNE6","turquoise"
"2144","APCS","turquoise"
"2145","PMM2","red"
"2146","PCOLCE2","pink"
"2147","RASA2","blue"
"2148","SELENBP1","purple"
"2149","BSN","brown"
"2150","RPL27","turquoise"
"2151","SPIB","red"
"2152","LGALS7","turquoise"
"2153","HTR1D","brown"
"2154","KCNA3","turquoise"
"2155","KCNK13","yellow"
"2156","TJP3","blue"
"2157","ALPL","green"
"2158","DARS","turquoise"
"2159","PSG1","blue"
"2160","DNASE1L2","blue"
"2161","NPC1","red"
"2162","SALL1","salmon"
"2163","CCKBR","midnightblue"
"2164","GTF2I","red"
"2165","KHSRP","magenta"
"2166","ST8SIA5","turquoise"
"2167","NIT2","turquoise"
"2168","SPAG4","turquoise"
"2169","CA8","purple"
"2170","FKBP11","blue"
"2171","PLAU","pink"
"2172","CD97","red"
"2173","CUZD1","blue"
"2174","HK1","brown"
"2175","SLC15A3","yellow"
"2176","PPIB","lightcyan"
"2177","TNFAIP8","pink"
"2178","UTP20","blue"
"2179","BLVRA","turquoise"
"2180","HIST1H2BH","yellow"
"2181","SLC4A2","green"
"2182","ELL2","blue"
"2183","HYAL4","turquoise"
"2184","SLC25A12","brown"
"2185","DRD2","lightgreen"
"2186","RGS7","brown"
"2187","PTTG1","turquoise"
"2188","CALD1","blue"
"2189","CCNA1","brown"
"2190","HBQ1","turquoise"
"2191","PURA","black"
"2192","ELF4","yellow"
"2193","GRIN2A","tan"
"2194","NUDT3","blue"
"2195","MARCH6","blue"
"2196","OSMR","blue"
"2197","TRAM2","cyan"
"2198","FOSL2","darkred"
"2199","ATF3","brown"
"2200","NPAS3","salmon"
"2201","RP2","blue"
"2202","RORB","turquoise"
"2203","LHX6","midnightblue"
"2204","SERINC3","grey60"
"2205","CRISP2","yellow"
"2206","MLN","blue"
"2207","CBX4","magenta"
"2208","NKG7","yellow"
"2209","EIF4B","green"
"2210","PLXDC1","turquoise"
"2211","HMGA1","turquoise"
"2212","CDC42EP3","tan"
"2213","YAP1","blue"
"2214","BTK","yellow"
"2215","SLC2A4RG","greenyellow"
"2216","HMGN2","turquoise"
"2217","ADAMTS8","turquoise"
"2218","TUSC3","turquoise"
"2219","BAMBI","pink"
"2220","ACADSB","turquoise"
"2221","GPR35","turquoise"
"2222","SNAI1","blue"
"2223","RPS28","darkred"
"2224","PTPN13","blue"
"2225","AMFR","magenta"
"2226","IGF2BP2","blue"
"2227","CHRNB3","lightgreen"
"2228","ACAA2","purple"
"2229","CHRNA6","lightgreen"
"2230","CARHSP1","blue"
"2231","LGALS9","yellow"
"2232","ATP2B1","tan"
"2233","CUTA","darkred"
"2234","GABRB3","turquoise"
"2235","ENTPD3","turquoise"
"2236","PLP2","blue"
"2237","ARHGEF16","pink"
"2238","SMAD7","salmon"
"2239","SEZ6L2","brown"
"2240","HOXB6","blue"
"2241","CYCS","midnightblue"
"2242","CDH3","blue"
"2243","HOXA3","brown"
"2244","ANK2","tan"
"2245","BMP8B","turquoise"
"2246","IL6ST","blue"
"2247","PDE1B","brown"
"2248","NLK","tan"
"2249","LEPROT","blue"
"2250","DSC1","blue"
"2251","LIMS1","yellow"
"2252","IGFBP6","pink"
"2253","TNFRSF10B","blue"
"2254","HRC","green"
"2255","BPGM","turquoise"
"2256","SPR","lightcyan"
"2257","TSPAN3","darkred"
"2258","BHMT2","pink"
"2259","PER2","turquoise"
"2260","MX1","turquoise"
"2261","ENO2","brown"
"2262","TM7SF2","turquoise"
"2263","VASP","blue"
"2264","RBP4","midnightblue"
"2265","PCBP2","blue"
"2266","PPL","turquoise"
"2267","DUSP10","red"
"2268","RNF13","grey60"
"2269","DYNLT3","brown"
"2270","ANKRD11","blue"
"2271","SYT17","lightgreen"
"2272","CMKLR1","turquoise"
"2273","CLCN4","turquoise"
"2274","TCIRG1","yellow"
"2275","RYR1","royalblue"
"2276","TRPS1","purple"
"2277","NGFRAP1","turquoise"
"2278","ARL4D","turquoise"
"2279","HSD17B6","blue"
"2280","ICA1","turquoise"
"2281","ANKRD2","brown"
"2282","CPA3","turquoise"
"2283","LY6E","magenta"
"2284","RGS3","blue"
"2285","PRKCD","turquoise"
"2286","BCL10","salmon"
"2287","HIST3H3","turquoise"
"2288","LSAMP","brown"
"2289","PROS1","pink"
"2290","SNAP29","turquoise"
"2291","SPHK1","turquoise"
"2292","BTG3","blue"
"2293","HHLA1","turquoise"
"2294","SLCO2B1","cyan"
"2295","TMC6","green"
"2296","HAL","brown"
"2297","HIST1H2BL","turquoise"
"2298","EEF1B2","turquoise"
"2299","KCNK12","blue"
"2300","DPF2","green"
"2301","SLAMF7","blue"
"2302","GPR161","lightgreen"
"2303","HTR4","cyan"
"2304","GNAL","turquoise"
"2305","CCL13","turquoise"
"2306","PLK1","blue"
"2307","BAZ2B","salmon"
"2308","FNTA","turquoise"
"2309","PLD3","brown"
"2310","PTPN21","blue"
"2311","TOLLIP","brown"
"2312","ADAM22","turquoise"
"2313","AKR1B10","blue"
"2314","MGAT4C","turquoise"
"2315","MXD1","brown"
"2316","ITGB5","purple"
"2317","PDLIM2","brown"
"2318","MUC1","blue"
"2319","CD3E","turquoise"
"2320","FUT5","blue"
"2321","MPP6","blue"
"2322","CD7","turquoise"
"2323","ZNF217","blue"
"2324","SPAG5","blue"
"2325","GLUD2","royalblue"
"2326","SLC4A8","red"
"2327","GFER","blue"
"2328","PLCE1","blue"
"2329","ASNS","turquoise"
"2330","TNFAIP3","yellow"
"2331","CPT2","green"
"2332","RPH3AL","turquoise"
"2333","SLC26A1","salmon"
"2334","SMAD1","purple"
"2335","CHRNA3","turquoise"
"2336","MALT1","blue"
"2337","GJB3","turquoise"
"2338","ARRB1","blue"
"2339","DOK2","turquoise"
"2340","ATG12","grey60"
"2341","WNT4","turquoise"
"2342","RRAGD","lightcyan"
"2343","SOX13","salmon"
"2344","NPY1R","brown"
"2345","PPP2R5E","turquoise"
"2346","RPLP0","black"
"2347","UBE2V2","turquoise"
"2348","C12orf10","brown"
"2349","RAI14","salmon"
"2350","GALK2","turquoise"
"2351","PRDM16","blue"
"2352","ABCC4","blue"
"2353","TCN1","turquoise"
"2354","CD4","yellow"
"2355","HIVEP2","tan"
"2356","HIST1H4A","blue"
"2357","MYO5C","cyan"
"2358","ATP6V1D","grey60"
"2359","MAGEL2","brown"
"2360","SCP2","grey60"
"2361","CDS1","turquoise"
"2362","GNRH1","blue"
"2363","YARS","turquoise"
"2364","RFX3","red"
"2365","GRM2","turquoise"
"2366","PTCH2","cyan"
"2367","PSMB7","darkred"
"2368","MTCH1","turquoise"
"2369","SEMA3F","cyan"
"2370","TRAK2","black"
"2371","TCF7L1","blue"
"2372","TLR1","yellow"
"2373","MKLN1","blue"
"2374","NFE2L2","blue"
"2375","ECM1","magenta"
"2376","SPANXA1","turquoise"
"2377","LRP8","turquoise"
"2378","FAT2","blue"
"2379","LTBP2","pink"
"2380","PPP5C","blue"
"2381","BCMO1","turquoise"
"2382","ARL6IP5","grey60"
"2383","L1CAM","brown"
"2384","OR1F1","green"
"2385","LDB2","tan"
"2386","CLTCL1","lightgreen"
"2387","CBX5","brown"
"2388","MAN1A1","yellow"
"2389","LRRC3","turquoise"
"2390","GRM5","brown"
"2391","MS4A3","turquoise"
"2392","GTF2H3","red"
"2393","HIST1H2AD","blue"
"2394","TUBB","magenta"
"2395","TPST1","darkgreen"
"2396","MARCKS","turquoise"
"2397","GRM3","red"
"2398","RHBDF1","blue"
"2399","MTRR","salmon"
"2400","OVGP1","blue"
"2401","BRCA1","green"
"2402","PGK1","black"
"2403","HMMR","blue"
"2404","PRRG3","turquoise"
"2405","DECR2","turquoise"
"2406","KLK10","turquoise"
"2407","PRCP","blue"
"2408","IFIT1","turquoise"
"2409","PROX1","salmon"
"2410","ALOX12","blue"
"2411","LECT1","green"
"2412","CACYBP","turquoise"
"2413","CD46","blue"
"2414","IFIH1","blue"
"2415","TACSTD2","turquoise"
"2416","SH3BP1","magenta"
"2417","IPO8","blue"
"2418","NBEA","turquoise"
"2419","SIGLEC7","yellow"
"2420","FSHB","blue"
"2421","ANAPC2","turquoise"
"2422","CD248","red"
"2423","LLGL1","green"
"2424","GNAO1","brown"
"2425","GABRB2","turquoise"
"2426","KCNJ9","turquoise"
"2427","PSMD4","brown"
"2428","ABCG5","blue"
"2429","ABL1","greenyellow"
"2430","HN1","turquoise"
"2431","PRKD3","blue"
"2432","CPE","royalblue"
"2433","DPP6","brown"
"2434","KYNU","yellow"
"2435","TREM1","blue"
"2436","BMP7","royalblue"
"2437","RAB14","turquoise"
"2438","SERPINE2","royalblue"
"2439","SIPA1","blue"
"2440","CACNB3","turquoise"
"2441","KIF13B","green"
"2442","RAB27B","turquoise"
"2443","TDO2","turquoise"
"2444","KIFAP3","turquoise"
"2445","MERTK","turquoise"
"2446","ALCAM","grey60"
"2447","TM6SF1","tan"
"2448","MAPT","magenta"
"2449","ATPIF1","black"
"2450","FBLN5","pink"
"2451","CD80","blue"
"2452","IFNGR1","blue"
"2453","ITGB8","blue"
"2454","TXK","turquoise"
"2455","SULT2A1","brown"
"2456","TFDP3","turquoise"
"2457","CPOX","green"
"2458","SEC14L2","purple"
"2459","SPTLC2","green"
"2460","P2RY13","turquoise"
"2461","MAP4","green"
"2462","ITGA10","blue"
"2463","GPLD1","turquoise"
"2464","MEIS2","salmon"
"2465","HPCAL1","brown"
"2466","CPSF1","blue"
"2467","HRASLS","turquoise"
"2468","PDE1C","red"
"2469","DEGS1","turquoise"
"2470","TNFRSF11A","turquoise"
"2471","HHEX","blue"
"2472","RBMS1","yellow"
"2473","MOCS3","turquoise"
"2474","RUNX2","yellow"
"2475","TRPV6","turquoise"
"2476","SLC12A7","cyan"
"2477","GSTP1","blue"
"2478","PRRG1","red"
"2479","PTGES","blue"
"2480","C6","blue"
"2481","TRPV2","lightgreen"
"2482","ENPP1","brown"
"2483","APOB","brown"
"2484","AIM2","brown"
"2485","PBX1","lightgreen"
"2486","ZFPM2","turquoise"
"2487","ATP5O","black"
"2488","RASAL2","turquoise"
"2489","VRK1","brown"
"2490","UQCRB","brown"
"2491","NPFF","green"
"2492","DPYS","turquoise"
"2493","IGF2BP3","blue"
"2494","TXNRD1","black"
"2495","LILRA1","brown"
"2496","RPL38","brown"
"2497","TPP1","salmon"
"2498","GCNT1","turquoise"
"2499","DDR1","green"
"2500","RPL31","lightyellow"
"2501","SUCLA2","turquoise"
"2502","CXCL3","brown"
"2503","DCT","brown"
"2504","EXO1","turquoise"
"2505","SLC39A7","turquoise"
"2506","PDIA6","lightcyan"
"2507","NF1","turquoise"
"2508","CLDN1","brown"
"2509","ICAM3","turquoise"
"2510","EGFR","blue"
"2511","RNF5","turquoise"
"2512","RPS3","lightyellow"
"2513","ASL","turquoise"
"2514","HIP1","red"
"2515","IL6R","blue"
"2516","SARDH","red"
"2517","ZNF274","lightgreen"
"2518","FLRT3","turquoise"
"2519","COPS4","turquoise"
"2520","UST","turquoise"
"2521","KRT16","blue"
"2522","ATP2B4","grey60"
"2523","CTSB","brown"
"2524","AHSA1","lightcyan"
"2525","RAPGEF6","green"
"2526","ACTR3B","midnightblue"
"2527","CARD14","green"
"2528","MYH3","green"
"2529","HLA-DOA","turquoise"
"2530","TGFB1I1","blue"
"2531","EML4","blue"
"2532","RAD21","blue"
"2533","MYL3","purple"
"2534","ARTN","turquoise"
"2535","SCN11A","brown"
"2536","PURG","blue"
"2537","ZNF202","green"
"2538","HOMER1","turquoise"
"2539","YES1","blue"
"2540","F7","turquoise"
"2541","THBS4","purple"
"2542","ABCB4","blue"
"2543","TROVE2","blue"
"2544","STUB1","turquoise"
"2545","ACADVL","turquoise"
"2546","NDUFAB1","black"
"2547","TPM1","lightcyan"
"2548","WNT5A","yellow"
"2549","GPR56","blue"
"2550","EPHA3","turquoise"
"2551","IER2","blue"
"2552","SLC16A6","blue"
"2553","TUBGCP3","turquoise"
"2554","PAX8","yellow"
"2555","CD19","turquoise"
"2556","MAK","turquoise"
"2557","CORO1A","turquoise"
"2558","LGALS3BP","green"
"2559","HIST1H1D","turquoise"
"2560","CYP17A1","turquoise"
"2561","COX11","brown"
"2562","MACF1","salmon"
"2563","CCNL1","green"
"2564","GYPE","turquoise"
"2565","DEC1","turquoise"
"2566","CYP19A1","turquoise"
"2567","AK5","brown"
"2568","BNIP3L","black"
"2569","DRD1","tan"
"2570","KCNH4","turquoise"
"2571","AKAP9","grey60"
"2572","FBP1","yellow"
"2573","PSPN","turquoise"
"2574","TAAR2","turquoise"
"2575","NDUFB1","brown"
"2576","BCKDHB","brown"
"2577","CYP2D6","brown"
"2578","MAP1B","brown"
"2579","PTGIR","turquoise"
"2580","DGKA","brown"
"2581","COL4A4","turquoise"
"2582","FKBP4","lightcyan"
"2583","TAOK3","blue"
"2584","DMC1","turquoise"
"2585","WT1","turquoise"
"2586","CDH9","turquoise"
"2587","ACTN1","blue"
"2588","EPHB4","blue"
"2589","SDF2L1","lightcyan"
"2590","CPNE3","grey60"
"2591","OGDH","brown"
"2592","PTDSS2","green"
"2593","MTNR1B","turquoise"
"2594","DMXL1","turquoise"
"2595","LYPLA2","brown"
"2596","RUNX1T1","brown"
"2597","GATM","royalblue"
"2598","CPN1","brown"
"2599","LTB","turquoise"
"2600","PPP2R1A","magenta"
"2601","ADRA2C","brown"
"2602","BCL2","blue"
"2603","NKX6-1","turquoise"
"2604","SIRT2","red"
"2605","NMUR1","turquoise"
"2606","PRKCQ","red"
"2607","RAD51AP1","turquoise"
"2608","BIRC5","blue"
"2609","CAV2","salmon"
"2610","CD72","turquoise"
"2611","NGRN","black"
"2612","S100A14","turquoise"
"2613","BAG4","tan"
"2614","EXT1","turquoise"
"2615","SLC22A18","turquoise"
"2616","LITAF","green"
"2617","F11R","blue"
"2618","PLEKHA1","tan"
"2619","ATF4","blue"
"2620","CXCL10","turquoise"
"2621","HIST1H2AM","yellow"
"2622","RND2","blue"
"2623","NOVA2","magenta"
"2624","EPM2A","turquoise"
"2625","HTR1F","turquoise"
"2626","PHLDA1","pink"
"2627","UNG","purple"
"2628","RAD52","blue"
"2629","SPP2","brown"
"2630","GNAQ","tan"
"2631","TNNT1","turquoise"
"2632","PKN2","blue"
"2633","RAD51C","turquoise"
"2634","TIMP4","blue"
"2635","PLK2","turquoise"
"2636","NDP","black"
"2637","NOX1","blue"
"2638","MAZ","turquoise"
"2639","LAMA2","pink"
"2640","MITF","blue"
"2641","KCNH1","turquoise"
"2642","ST6GALNAC2","blue"
"2643","TMOD1","pink"
"2644","SESN1","blue"
"2645","WARS","turquoise"
"2646","CTLA4","turquoise"
"2647","PHKG1","purple"
"2648","RAC2","yellow"
"2649","OR10J1","turquoise"
"2650","PIM2","brown"
"2651","IL13RA1","yellow"
"2652","CCNA2","blue"
"2653","PRPS1","turquoise"
"2654","PCTP","blue"
"2655","MYOM1","purple"
"2656","APOL2","brown"
"2657","OPN3","tan"
"2658","RPS10","turquoise"
"2659","REG1A","blue"
"2660","TROAP","green"
"2661","PLD1","red"
"2662","APOA1","turquoise"
"2663","RANBP9","darkred"
"2664","STK11","blue"
"2665","STK17A","blue"
"2666","CDKN3","tan"
"2667","CYP27B1","red"
"2668","CYP26A1","turquoise"
"2669","LIPA","red"
"2670","ITPK1","black"
"2671","KLF6","blue"
"2672","PTGES3","lightcyan"
"2673","ZNF670","blue"
"2674","SNAPC5","black"
"2675","S100A13","black"
"2676","CDK2AP1","blue"
"2677","ZNF14","turquoise"
"2678","HGD","turquoise"
"2679","PCYOX1","tan"
"2680","EPHX2","royalblue"
"2681","MYO7A","yellow"
"2682","ABCB11","blue"
"2683","KLHL2","salmon"
"2684","QPRT","brown"
"2685","LAPTM4B","turquoise"
"2686","CACNG1","turquoise"
"2687","LRP5","blue"
"2688","C4BPB","turquoise"
"2689","IDUA","green"
"2690","CHEK1","blue"
"2691","NID1","blue"
"2692","GAD1","turquoise"
"2693","ABCG4","brown"
"2694","MGMT","turquoise"
"2695","DBH","blue"
"2696","GCHFR","brown"
"2697","FBXO24","turquoise"
"2698","CD38","brown"
"2699","STAT3","salmon"
"2700","TSC22D1","yellow"
"2701","WBP5","lightcyan"
"2702","SSSCA1","brown"
"2703","CST8","turquoise"
"2704","INPP4B","lightgreen"
"2705","PHKA1","royalblue"
"2706","EHF","turquoise"
"2707","KCNMA1","cyan"
"2708","CNOT2","green"
"2709","TEK","cyan"
"2710","NOTCH2","purple"
"2711","MRPL33","turquoise"
"2712","SLC16A4","blue"
"2713","TMOD2","blue"
"2714","JARID2","blue"
"2715","TRAF5","turquoise"
"2716","ZPBP","brown"
"2717","NPY5R","tan"
"2718","HEY2","midnightblue"
"2719","PLK3","turquoise"
"2720","CMAS","turquoise"
"2721","PRDX2","turquoise"
"2722","AHCYL1","purple"
"2723","IMPA1","black"
"2724","SPAG8","red"
"2725","ITK","turquoise"
"2726","HNMT","blue"
"2727","MDM1","turquoise"
"2728","PDLIM5","purple"
"2729","ZMYM5","brown"
"2730","GJC1","turquoise"
"2731","GABRA2","turquoise"
"2732","CCR2","yellow"
"2733","POLR1B","green"
"2734","FST","brown"
"2735","CBFB","blue"
"2736","NPBWR2","blue"
"2737","CTDSP2","salmon"
"2738","BRD4","green"
"2739","LPP","blue"
"2740","H6PD","blue"
"2741","PGRMC2","turquoise"
"2742","HIF3A","blue"
"2743","LOR","midnightblue"
"2744","BAX","blue"
"2745","GNG7","turquoise"
"2746","POLR2L","darkred"
"2747","BAG2","lightcyan"
"2748","WFDC2","turquoise"
"2749","AMH","green"
"2750","CHN2","blue"
"2751","KLK11","blue"
"2752","FBXL7","blue"
"2753","RBL2","grey60"
"2754","CASP8","turquoise"
"2755","COX5A","black"
"2756","DBT","red"
"2757","USP3","blue"
"2758","MRE11A","blue"
"2759","AKAP8L","blue"
"2760","CXCL12","cyan"
"2761","MAGEA1","blue"
"2762","CA3","blue"
"2763","CPA1","brown"
"2764","NIPSNAP1","turquoise"
"2765","TBR1","turquoise"
"2766","CPS1","salmon"
"2767","EXTL1","turquoise"
"2768","ADAM19","green"
"2769","DPEP1","turquoise"
"2770","CABYR","turquoise"
"2771","TMEM2","cyan"
"2772","TBX21","salmon"
"2773","GCLM","turquoise"
"2774","PGGT1B","purple"
"2775","IL1RAPL1","green"
"2776","INE1","turquoise"
"2777","CLEC1A","pink"
"2778","MASP2","turquoise"
"2779","RGS12","turquoise"
"2780","ASGR1","brown"
"2781","ALDH7A1","royalblue"
"2782","ABCD1","green"
"2783","ASMT","turquoise"
"2784","RNF2","turquoise"
"2785","KLF8","blue"
"2786","PYCARD","yellow"
"2787","ITGAM","yellow"
"2788","SYN1","brown"
"2789","CDKN2D","turquoise"
"2790","UBE2I","turquoise"
"2791","TRIM15","brown"
"2792","NR0B1","blue"
"2793","SFTPB","turquoise"
"2794","ST3GAL4","red"
"2795","MXRA7","magenta"
"2796","SPINT2","brown"
"2797","BRDT","cyan"
"2798","ETV1","turquoise"
"2799","PBOV1","turquoise"
"2800","DNAJC12","lightgreen"
"2801","AP1S1","tan"
"2802","MAGEA11","turquoise"
"2803","CEL","blue"
"2804","CACNA1C","brown"
"2805","AUH","turquoise"
"2806","DNAJB2","greenyellow"
"2807","ALDH6A1","purple"
"2808","PPP3CA","turquoise"
"2809","NFIC","blue"
"2810","PPP3R1","brown"
"2811","DLG2","turquoise"
"2812","LOXL1","pink"
"2813","HIST1H2BK","blue"
"2814","SSR3","turquoise"
"2815","DYNC1LI2","green"
"2816","TK1","blue"
"2817","TCN2","cyan"
"2818","SLC25A13","red"
"2819","SH3GL3","turquoise"
"2820","LIFR","purple"
"2821","SLC25A21","turquoise"
"2822","TRIM17","red"
"2823","CD151","yellow"
"2824","UPK3A","darkred"
"2825","LGALS13","brown"
"2826","ANKH","brown"
"2827","GJB5","turquoise"
"2828","STXBP2","yellow"
"2829","ARHGDIG","brown"
"2830","SETD4","brown"
"2831","CHEK2","blue"
"2832","GALNT3","turquoise"
"2833","NOL4","turquoise"
"2834","CGA","blue"
"2835","ACOX2","blue"
"2836","ZNF124","blue"
"2837","HTR1E","brown"
"2838","HS3ST1","midnightblue"
"2839","SURF1","blue"
"2840","CDC25A","blue"
"2841","CDK2AP2","lightcyan"
"2842","CTSE","blue"
"2843","PMS2","turquoise"
"2844","FYN","purple"
"2845","FGF16","turquoise"
"2846","RHOQ","blue"
"2847","MAP2K1","tan"
"2848","RCE1","magenta"
"2849","LMCD1","turquoise"
"2850","CDC42BPB","greenyellow"
"2851","CHAF1A","midnightblue"
"2852","LTK","turquoise"
"2853","ACTL6B","brown"
"2854","CKMT2","green"
"2855","TSPAN2","turquoise"
"2856","PTGER4","yellow"
"2857","PARD3","blue"
"2858","RAB6B","brown"
"2859","IFI44","turquoise"
"2860","P2RY1","purple"
"2861","LNPEP","blue"
"2862","MAGED1","turquoise"
"2863","TAS2R10","blue"
"2864","PCM1","salmon"
"2865","DHRS4","blue"
"2866","RGS19","yellow"
"2867","TFEC","yellow"
"2868","PRMT2","turquoise"
"2869","WWOX","brown"
"2870","ENPEP","brown"
"2871","ABCC9","darkgreen"
"2872","KCNE2","blue"
"2873","ADAMDEC1","turquoise"
"2874","FDFT1","green"
"2875","FZD6","turquoise"
"2876","PXN","blue"
"2877","BCAS2","turquoise"
"2878","NXF2","turquoise"
"2879","BCAT1","turquoise"
"2880","CDC6","turquoise"
"2881","TST","royalblue"
"2882","ADRB2","blue"
"2883","DNAJB6","turquoise"
"2884","NCF4","yellow"
"2885","RANBP1","turquoise"
"2886","NFYA","turquoise"
"2887","HMGB3","turquoise"
"2888","PSIP1","turquoise"
"2889","WASF1","brown"
"2890","CA6","blue"
"2891","ITPKA","turquoise"
"2892","LTBP3","greenyellow"
"2893","SLC31A1","cyan"
"2894","HCRT","turquoise"
"2895","ANGPTL3","turquoise"
"2896","DDAH1","turquoise"
"2897","MATN1","turquoise"
"2898","TSPAN6","lightgreen"
"2899","ZNF580","magenta"
"2900","ANG","blue"
"2901","FGF22","turquoise"
"2902","NME1","black"
"2903","SYNPO","cyan"
"2904","MAGEA6","blue"
"2905","CR1","turquoise"
"2906","ECEL1","turquoise"
"2907","PTPRB","cyan"
"2908","RGS11","greenyellow"
"2909","KLRC3","blue"
"2910","ITGAL","blue"
"2911","YTHDC1","black"
"2912","ZNF215","turquoise"
"2913","ELOVL4","brown"
"2914","PAWR","blue"
"2915","GUCY2F","turquoise"
"2916","LGR5","blue"
"2917","DNAJC15","turquoise"
"2918","FGF14","turquoise"
"2919","VRK2","turquoise"
"2920","LCN1","turquoise"
"2921","SIRT4","blue"
"2922","RCN1","blue"
"2923","PPID","lightcyan"
"2924","PTPN11","grey60"
"2925","P2RX2","turquoise"
"2926","DEF6","yellow"
"2927","PARK2","blue"
"2928","REST","purple"
"2929","H2AFY2","turquoise"
"2930","GAS2","turquoise"
"2931","SNX6","green"
"2932","CD59","blue"
"2933","PTGS1","turquoise"
"2934","BGLAP","greenyellow"
"2935","DDO","blue"
"2936","CST5","blue"
"2937","SCGB1A1","blue"
"2938","SAP30","blue"
"2939","FBXO5","turquoise"
"2940","SH3BP5","red"
"2941","ABCG1","green"
"2942","SFTPD","turquoise"
"2943","AURKB","turquoise"
"2944","SOX5","blue"
"2945","CFL1","magenta"
"2946","PTPRR","midnightblue"
"2947","PNMA2","brown"
"2948","PADI4","turquoise"
"2949","RAPGEFL1","brown"
"2950","TRAF1","green"
"2951","PER3","purple"
"2952","ARHGAP5","purple"
"2953","KIF3C","brown"
"2954","FOXD2","green"
