"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues","StudyGSE20164","StudyGSE20292","StudyGSE26927","StudyGSE33000","StudyGSE20333","GenderM","DiseaseCON","DiseaseAD","DiseaseHD","DiseasePD","DiseaseMS","Age","Tissuecortex_brain","Tissuesubstantia_nigra_brain","p.value.StudyGSE20164","p.value.StudyGSE20292","p.value.StudyGSE26927","p.value.StudyGSE33000","p.value.StudyGSE20333","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseAD","p.value.DiseaseHD","p.value.DiseasePD","p.value.DiseaseMS","p.value.Age","p.value.Tissuecortex_brain","p.value.Tissuesubstantia_nigra_brain"
"1","HuAgeMSNDsplit_01","HDbyCON_FC1.25__","User",1.45274446810709e-05,0.00510315114985439,0.0104494088149043,0.00432801406956672,-0.0147388377603864,0.0052792652215366,-0.00475276732161581,0.484768436613742,-0.488456608553688,-0.60758056129689,-0.580316692344433,-0.424637203568023,0.00344310031607605,-0.00575116433994251,0.0190607410446748,0.886557781222443,0.770191367591534,0.903697685535829,0.680301770067881,0.882670609357522,0.894299433648752,1.90284162791394e-47,3.00273185464618e-48,2.75833137934439e-80,9.15768225544817e-72,1.14896223817768e-35,0.923319422694013,0.872269045479055,0.594104459268484
"2","HuAgeMSNDsplit_02","ADbyCON_FC1.25__","User",2.11147134464727e-09,-0.0145427828542799,-0.0035880500147563,0.0177211720360866,-0.0114526642559359,-0.0113848502168789,0.00593954631987898,-0.497910295250215,0.563697168293301,0.670471280357864,0.205818986884825,0.579793104871724,0.0219561285416266,-0.014019377703982,0.00114180284518825,0.68432404642129,0.920101850811512,0.620289553246788,0.748836852814776,0.750274453464622,0.868122789243685,2.38137008593363e-50,5.93987145212167e-67,1.79665686097774e-103,6.02304018789579e-09,1.31105987675885e-71,0.53930474177908,0.695105862973167,0.974536264323415
"3","HuAgeMSNDsplit_03","PDbyCON_FC1.25__","User",1.72210309920281e-19,-0.00701982763806262,-0.00695578116895739,-0.0158693849217446,0.0289602779902848,-0.00564651845433914,0.00242441995359475,0.274398760341682,-0.203183754001015,-0.256727644792481,-0.668008992520925,-0.19598640164678,0.0126945892140764,0.0225363691692404,-0.0140883738156292,0.844419208945018,0.84582082498059,0.657287160618795,0.418075935396702,0.874573805770492,0.945964310625522,5.21881760767362e-15,9.46507328351218e-09,2.88640607371415e-13,1.8607653251409e-102,3.15510042560422e-08,0.722667760428299,0.528634698161427,0.693681002348999
"4","HuAgeMSNDsplit_04","ADbyCON_FC1.25__","User",3.05893293685272e-26,0.00356980995928782,-0.0124322785599012,0.00301453716288229,0.0139697333231746,-0.00867635762496015,-0.00917210625800531,-0.390976540565605,0.428998822412745,0.482361274853698,0.123285057306951,0.669620205626498,0.0440349918827749,0.0118828128346904,-0.0109760402537451,0.920506670153757,0.728169290122321,0.93283973218062,0.696131750530517,0.80835017827915,0.797630716163695,4.89751825369572e-30,1.91800398322963e-36,6.27361565503373e-47,0.000540817623360123,4.04090009639698e-103,0.218094829569511,0.739738534031651,0.758959064266852
"5","HuAgeMSNDsplit_06","MSbyCON_FC1.25__","User",2.34928610195099e-31,-0.00174896729549,0.00217171448261566,0.0118643569767724,0.0185144413612444,-0.00546289183793787,-0.00754452363181583,0.0998568887933913,-0.143943875976818,-0.19208020173539,0.503972807484898,-0.610415980129033,0.004113701839672,0.0271021790269047,0.0108102946794436,0.961004578994164,0.951589327812087,0.740128169370763,0.604722321572623,0.878620623697981,0.832955466522159,0.00513359320000709,5.2304947116144e-05,5.95280555324962e-08,9.87773103925328e-52,3.20976814910599e-81,0.90844484001371,0.448577066355954,0.762488837358521
"6","HuAgeMSNDsplit_08","ADbyCON_FC1.25__","User",4.23218151720339e-16,-0.00131771508564315,0.0215597742114743,0.0176996396277803,-0.0430558647668213,0.00812547777575633,-0.032636422452237,-0.171237668497581,0.211837819208964,0.169453596665408,0.133601798504185,0.238858427007013,0.00162526779019417,-0.0405508304986786,0.0267218698123895,0.970614837873934,0.546654690915838,0.620714527880999,0.228512627975273,0.820303904713719,0.361450382053019,1.41650252733823e-06,2.09705021523083e-09,1.82696113660699e-06,0.000175630519686585,1.23823909389637e-11,0.963760648976193,0.256761787348225,0.454971840067902
"7","HuAgeMSNDsplit_12","HDbyCON_FC1.25__","User",8.42839582841901e-51,-0.00122188126123274,-0.0019828697449969,0.0105939448867006,-0.00525787760712075,-0.00711553138554933,-0.0251653660917422,0.328939972135258,-0.334177661896873,-0.530495512347293,-0.195502245687591,-0.265398252230014,0.0290077440502116,0.00441946979812376,-0.00384898055877974,0.97275107859478,0.955794445012224,0.767103712519035,0.883142526105788,0.842325710815964,0.481671070167653,3.07555008299786e-21,6.58540694828111e-22,4.06995905683196e-58,3.41580792358082e-08,4.18249631326878e-14,0.4173130825852,0.901672917447832,0.914313077489731
"8","HuAgeMSNDsplit_15","HDbyCON_FC1.25__","User",1.66470524378416e-23,0.00558232027190645,-0.002675300449599,0.00471559741908016,0.00230731331163544,0.00601377168714169,-0.00466234606460529,0.395748584291017,-0.555541178780773,-0.620299243028774,0.295574635300764,-0.36134992803625,0.00107855929406047,0.00845845544144217,-0.00839777576461034,0.875988257740356,0.940382573619149,0.895121297439361,0.948570691519578,0.866490088380673,0.896298933844685,8.52256030181648e-31,1.08905291530882e-64,1.49644897416132e-84,2.85244170219941e-17,1.36036999444133e-25,0.975946241339555,0.813073340914977,0.814389826638444
"9","HuAgeMSNDsplit_15","MSbyCON_FC1.25__","User",5.4363443528131e-12,0.00558232027190645,-0.002675300449599,0.00471559741908016,0.00230731331163544,0.00601377168714169,-0.00466234606460529,0.395748584291017,-0.555541178780773,-0.620299243028774,0.295574635300764,-0.36134992803625,0.00107855929406047,0.00845845544144217,-0.00839777576461034,0.875988257740356,0.940382573619149,0.895121297439361,0.948570691519578,0.866490088380673,0.896298933844685,8.52256030181648e-31,1.08905291530882e-64,1.49644897416132e-84,2.85244170219941e-17,1.36036999444133e-25,0.975946241339555,0.813073340914977,0.814389826638444
"10","HuAgeMSNDsplit_16","ADbyCON_FC1.25__","User",0.00689487195479938,-0.010374011492427,-0.00692430704602093,-0.00340212051239573,0.0162910303518502,-0.00757459792655251,0.000276915099594738,-0.298521316451026,0.330753391490851,0.411530163330276,-0.0582895877643741,0.692076980815191,0.0757019401063648,0.0175754411508167,-0.0195027292428122,0.771803492136094,0.846509794831725,0.924229315715467,0.648784623217828,0.832299441352208,0.993823436575818,1.33347890933846e-17,1.80986207305198e-21,2.13372812170323e-33,0.102913286151686,8.08336018608894e-113,0.0340639360822924,0.623168235988408,0.585576786618312
