"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues","StudyGSE20164","StudyGSE20292","StudyGSE26927","StudyGSE33000","StudyGSE20333","GenderM","DiseaseCON","DiseaseAD","DiseaseHD","DiseasePD","DiseaseMS","Age","Tissuecortex_brain","Tissuesubstantia_nigra_brain","p.value.StudyGSE20164","p.value.StudyGSE20292","p.value.StudyGSE26927","p.value.StudyGSE33000","p.value.StudyGSE20333","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseAD","p.value.DiseaseHD","p.value.DiseasePD","p.value.DiseaseMS","p.value.Age","p.value.Tissuecortex_brain","p.value.Tissuesubstantia_nigra_brain"
"1","HuAgeMSNDsplit_01","HDbyCON_FC1.25__","User",1.45274446810709e-05,-3.42878937048541e-17,-1.19045398538908e-16,-1.13787018002354e-16,1.37693675905659e-16,7.02020906684364e-17,-1.58727198051878e-16,0.474793934541769,-0.462653563478544,-0.586086294081173,-0.583129508986026,-0.453437658757222,6.83047368665868e-17,9.66024135684584e-17,5.06864515636973e-17,0.999999999999999,0.999999999999997,0.999999999999997,0.999999999999997,0.999999999999998,0.999999999999996,2.51009592878393e-45,7.72159834915646e-43,1.68152066368777e-73,1.31748307281265e-72,5.13672235690024e-41,0.999999999999998,0.999999999999998,0.999999999999999
"2","HuAgeMSNDsplit_02","ADbyCON_FC1.25__","User",2.11147134464727e-09,8.863352760069e-18,-6.87790753170492e-17,-5.13098678128765e-17,1.16443313324943e-16,4.11183673915128e-17,-1.04950770296597e-16,-0.478270616035719,0.53787791821963,0.652212940797299,0.163665157438013,0.641820601595416,-7.50267903359969e-17,8.66277535815918e-17,-8.98532550447362e-17,1,0.999999999999998,0.999999999999999,0.999999999999997,0.999999999999999,0.999999999999998,4.66207648435286e-46,5.36400887200177e-60,3.60930416150568e-96,4.09685121990183e-06,3.10943618425558e-92,0.999999999999998,0.999999999999998,0.999999999999998
"3","HuAgeMSNDsplit_03","PDbyCON_FC1.25__","User",1.72210309920281e-19,5.63785129692462e-18,-7.00665653968757e-17,6.28837260041593e-17,1.79869140415345e-16,1.02999206386123e-17,5.35595873207839e-17,0.303095046411412,-0.199541962100136,-0.261175373840638,-0.668154397122619,-0.264314193565559,1.22731685925359e-16,1.30537941567255e-16,-1.3238108526048e-16,1,0.999999999999998,0.999999999999999,0.999999999999996,1,0.999999999999999,4.02547075678372e-18,1.75033515950695e-08,1.08115625391132e-13,1.62185038916596e-102,5.34589980541331e-14,0.999999999999997,0.999999999999997,0.999999999999997
"4","HuAgeMSNDsplit_04","ADbyCON_FC1.25__","User",3.05893293685272e-26,7.34225099338973e-17,5.52367125563474e-17,-4.19789528659231e-17,9.75578667329613e-17,4.47589149988117e-17,-1.63551897719438e-16,-0.376202105199139,0.414361974946269,0.469581099966649,0.130156569428458,0.640308704584729,2.7376104855259e-18,2.02630609773963e-16,1.8702487475375e-18,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999998,0.999999999999999,0.999999999999996,9.19163837984015e-28,7.03740439551061e-34,3.02173955475459e-44,0.000258061710806315,1.12855373183882e-91,1,0.999999999999996,1
"5","HuAgeMSNDsplit_06","MSbyCON_FC1.25__","User",2.34928610195099e-31,1.52465930505774e-16,4.01967955449001e-17,8.36461976072567e-17,-1.44090468723324e-16,-8.99887803162969e-18,2.75170511376821e-16,0.116991620964471,-0.180408983437444,-0.218259077847342,0.50242673519487,-0.651596349495655,-4.46691295064028e-17,-3.56377254095985e-16,8.74409052109559e-17,0.999999999999997,0.999999999999999,0.999999999999998,0.999999999999997,1,0.999999999999994,0.00103141376435991,3.6729077137391e-07,6.56989542162519e-10,2.23760193593847e-51,6.24074725940176e-96,0.999999999999999,0.999999999999992,0.999999999999998
"6","HuAgeMSNDsplit_08","ADbyCON_FC1.25__","User",4.23218151720339e-16,3.88186729397173e-17,4.89635865489821e-17,3.75337239587326e-17,2.51002967325761e-16,1.51709530083876e-16,-2.88540079416283e-16,-0.170739209793109,0.210546993454077,0.17169668062349,0.125744930141729,0.250824735369693,6.96057794735694e-17,1.35237280358622e-16,7.17267499734942e-18,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999994,0.999999999999997,0.999999999999994,1.52127824123125e-06,2.63654579098148e-09,1.32617154841677e-06,0.000416727181612076,1.032457730428e-12,0.999999999999998,0.999999999999997,1
"7","HuAgeMSNDsplit_12","HDbyCON_FC1.25__","User",8.42839582841901e-51,-5.54298360683214e-17,-9.70360944374526e-17,-1.67400815431762e-16,2.72568426162856e-16,-2.0870891820346e-17,-1.99926880606327e-16,0.3557426063353,-0.354743052967704,-0.507456344066059,-0.215828870087451,-0.297217405868881,4.64038529823796e-17,5.29307500607423e-16,-1.15033850500712e-16,0.999999999999999,0.999999999999998,0.999999999999996,0.999999999999994,1,0.999999999999996,8.39173321297666e-25,1.15627077223873e-24,1.54099227353426e-52,1.02371369544053e-09,1.8688954881106e-17,0.999999999999999,0.999999999999988,0.999999999999997
"8","HuAgeMSNDsplit_15","HDbyCON_FC1.25__","User",1.66470524378416e-23,1.2093597607718e-16,-9.22656048785164e-17,-8.18979216041238e-17,3.66894015169095e-16,-1.1097148048568e-16,-9.84455572616838e-17,0.405711156964969,-0.553396456308484,-0.601769640043981,0.286706116128423,-0.417093290905213,2.26706674266719e-16,3.29841405924403e-16,-2.42048135007389e-17,0.999999999999997,0.999999999999998,0.999999999999998,0.999999999999992,0.999999999999998,0.999999999999998,2.01668448376388e-32,4.1866357390343e-64,2.11815163970142e-78,2.66806763081181e-16,2.38997761596259e-34,0.999999999999995,0.999999999999993,0.999999999999999
"9","HuAgeMSNDsplit_15","MSbyCON_FC1.25__","User",5.4363443528131e-12,1.2093597607718e-16,-9.22656048785164e-17,-8.18979216041238e-17,3.66894015169095e-16,-1.1097148048568e-16,-9.84455572616838e-17,0.405711156964969,-0.553396456308484,-0.601769640043981,0.286706116128423,-0.417093290905213,2.26706674266719e-16,3.29841405924403e-16,-2.42048135007389e-17,0.999999999999997,0.999999999999998,0.999999999999998,0.999999999999992,0.999999999999998,0.999999999999998,2.01668448376388e-32,4.1866357390343e-64,2.11815163970142e-78,2.66806763081181e-16,2.38997761596259e-34,0.999999999999995,0.999999999999993,0.999999999999999
"10","HuAgeMSNDsplit_16","ADbyCON_FC1.25__","User",0.00689487195479938,-1.14945759074198e-16,-1.19519736989371e-16,-1.06278917957892e-16,4.63496428737553e-17,-3.06151588455594e-17,-2.8948198005363e-17,-0.258535430397779,0.298466565476438,0.363135062016021,-0.0155229102413415,0.63172571206689,-7.34004870772687e-17,3.26615904461258e-17,2.87042525165537e-17,0.999999999999997,0.999999999999997,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999999,1.94087652732103e-13,1.35256108856132e-17,7.56434844262631e-26,0.664307221340873,1.48557410680537e-88,0.999999999999998,0.999999999999999,0.999999999999999
"11","HuAgeMSNDsplit_18","PDbyCON_FC1.25__","User",1.10474558877852e-24,1.35511719033532e-16,-6.67597487707949e-17,4.89517280877205e-17,-7.48099499014998e-18,9.95839695427936e-17,-7.48099499014998e-18,0.130364142597274,0.173054315284013,0.137746855916924,-0.682896651541766,0.169074928559091,7.9580439460436e-17,2.20093041014557e-17,1.91578523878189e-16,0.999999999999997,0.999999999999998,0.999999999999999,1,0.999999999999998,1,0.000252213670109219,1.09021734548765e-06,0.00010918568454488,9.5103502029222e-109,1.92769634836441e-06,0.999999999999998,1,0.999999999999996
"12","HuAgeMSNDsplit_22","ADbyCON_FC1.25__","User",2.70778767094923e-05,5.09032919981944e-17,3.16044933279525e-17,-4.20670442924376e-17,5.76795555762288e-17,-7.15573433840433e-17,7.9580439460436e-17,-0.218483376545204,0.275882562535708,0.357175064956045,-0.225904303404259,0.573467603990276,6.72205346941013e-17,3.0140820395097e-17,-1.44198888940572e-17,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999998,0.999999999999998,6.30472394114491e-10,3.67533429342017e-15,5.29035531450798e-25,1.57307188516001e-10,9.51061213382206e-70,0.999999999999998,0.999999999999999,1
"13","HuAgeMSNDsplit_22","PDbyCON_FC1.25__","User",0.00216421242741053,5.09032919981944e-17,3.16044933279525e-17,-4.20670442924376e-17,5.76795555762288e-17,-7.15573433840433e-17,7.9580439460436e-17,-0.218483376545204,0.275882562535708,0.357175064956045,-0.225904303404259,0.573467603990276,6.72205346941013e-17,3.0140820395097e-17,-1.44198888940572e-17,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999998,0.999999999999998,6.30472394114491e-10,3.67533429342017e-15,5.29035531450798e-25,1.57307188516001e-10,9.51061213382206e-70,0.999999999999998,0.999999999999999,1
