"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues","StudyGSE20164","StudyGSE20292","StudyGSE26927","StudyGSE33000","StudyGSE20333","GenderM","DiseaseCON","DiseaseAD","DiseaseHD","DiseasePD","DiseaseMS","Age","Tissuecortex_brain","Tissuesubstantia_nigra_brain","p.value.StudyGSE20164","p.value.StudyGSE20292","p.value.StudyGSE26927","p.value.StudyGSE33000","p.value.StudyGSE20333","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseAD","p.value.DiseaseHD","p.value.DiseasePD","p.value.DiseaseMS","p.value.Age","p.value.Tissuecortex_brain","p.value.Tissuesubstantia_nigra_brain"
"1","blue","HDbyO_FC1.25__","User",0.0449621480524418,8.863352760069e-18,-6.87790753170492e-17,-5.13098678128765e-17,1.16443313324943e-16,4.11183673915128e-17,-1.04950770296597e-16,-0.478270616035719,0.53787791821963,0.652212940797299,0.163665157438013,0.641820601595416,-7.50267903359969e-17,8.66277535815918e-17,-8.98532550447362e-17,1,0.999999999999998,0.999999999999999,0.999999999999997,0.999999999999999,0.999999999999998,4.66207648435286e-46,5.36400887200177e-60,3.60930416150568e-96,4.09685121990183e-06,3.10943618425558e-92,0.999999999999998,0.999999999999998,0.999999999999998
"2","brown","PDbyO_FC1.25__","User",1.43772252210997e-21,5.63785129692462e-18,-7.00665653968757e-17,6.28837260041593e-17,1.79869140415345e-16,1.02999206386123e-17,5.35595873207839e-17,0.303095046411412,-0.199541962100136,-0.261175373840638,-0.668154397122619,-0.264314193565559,1.22731685925359e-16,1.30537941567255e-16,-1.3238108526048e-16,1,0.999999999999998,0.999999999999999,0.999999999999996,1,0.999999999999999,4.02547075678372e-18,1.75033515950695e-08,1.08115625391132e-13,1.62185038916596e-102,5.34589980541331e-14,0.999999999999997,0.999999999999997,0.999999999999997
"3","darkgreen","MSbyO_FC1.25__","User",7.72401895974079e-20,5.09032919981944e-17,3.16044933279525e-17,-4.20670442924376e-17,5.76795555762288e-17,-7.15573433840433e-17,7.9580439460436e-17,-0.218483376545204,0.275882562535708,0.357175064956045,-0.225904303404259,0.573467603990276,6.72205346941013e-17,3.0140820395097e-17,-1.44198888940572e-17,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999998,0.999999999999998,6.30472394114491e-10,3.67533429342017e-15,5.29035531450798e-25,1.57307188516001e-10,9.51061213382206e-70,0.999999999999998,0.999999999999999,1
"4","darkgreen","ADbyO_FC1.25__","User",0.0109269005476179,5.09032919981944e-17,3.16044933279525e-17,-4.20670442924376e-17,5.76795555762288e-17,-7.15573433840433e-17,7.9580439460436e-17,-0.218483376545204,0.275882562535708,0.357175064956045,-0.225904303404259,0.573467603990276,6.72205346941013e-17,3.0140820395097e-17,-1.44198888940572e-17,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999998,0.999999999999998,6.30472394114491e-10,3.67533429342017e-15,5.29035531450798e-25,1.57307188516001e-10,9.51061213382206e-70,0.999999999999998,0.999999999999999,1
"5","darkgreen","PDbyO_FC1.25__","User",0.0182121293569337,5.09032919981944e-17,3.16044933279525e-17,-4.20670442924376e-17,5.76795555762288e-17,-7.15573433840433e-17,7.9580439460436e-17,-0.218483376545204,0.275882562535708,0.357175064956045,-0.225904303404259,0.573467603990276,6.72205346941013e-17,3.0140820395097e-17,-1.44198888940572e-17,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999998,0.999999999999998,6.30472394114491e-10,3.67533429342017e-15,5.29035531450798e-25,1.57307188516001e-10,9.51061213382206e-70,0.999999999999998,0.999999999999999,1
"6","grey60","PDbyO_FC1.25__","User",6.51500382819316e-07,-1.23138261740041e-16,-1.60814287233912e-16,-2.67310045626301e-16,2.01661604082304e-17,-3.1523178165016e-17,1.01264482910146e-16,0.0918549754117113,0.044262353310562,-0.0220083397902728,-0.376642736311829,0.0452664861396004,-2.37223435339828e-16,-7.405100838076e-17,-3.72748706900516e-16,0.999999999999997,0.999999999999996,0.999999999999994,1,0.999999999999999,0.999999999999998,0.010074038906265,0.215725255956303,0.538340238315213,7.89339455497897e-28,0.205481459891512,0.999999999999995,0.999999999999998,0.999999999999992
"7","lightcyan","MSbyO_FC1.25__","User",0.000718276774480604,-1.14945759074198e-16,-1.19519736989371e-16,-1.06278917957892e-16,4.63496428737553e-17,-3.06151588455594e-17,-2.8948198005363e-17,-0.258535430397779,0.298466565476438,0.363135062016021,-0.0155229102413415,0.63172571206689,-7.34004870772687e-17,3.26615904461258e-17,2.87042525165537e-17,0.999999999999997,0.999999999999997,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999999,1.94087652732103e-13,1.35256108856132e-17,7.56434844262631e-26,0.664307221340873,1.48557410680537e-88,0.999999999999998,0.999999999999999,0.999999999999999
"8","lightgreen","PDbyO_FC1.25__","User",1.4517155637049e-24,1.35511719033532e-16,-6.67597487707949e-17,4.89517280877205e-17,-7.48099499014998e-18,9.95839695427936e-17,-7.48099499014998e-18,0.130364142597274,0.173054315284013,0.137746855916924,-0.682896651541766,0.169074928559091,7.9580439460436e-17,2.20093041014557e-17,1.91578523878189e-16,0.999999999999997,0.999999999999998,0.999999999999999,1,0.999999999999998,1,0.000252213670109219,1.09021734548765e-06,0.00010918568454488,9.5103502029222e-109,1.92769634836441e-06,0.999999999999998,1,0.999999999999996
"9","magenta","HDbyO_FC1.25__","User",5.62248651336049e-19,-5.93600689435814e-17,6.82505267579625e-17,-5.5944832100252e-17,5.36788495597573e-16,-2.12503625807159e-17,-1.03432887255117e-16,0.0396059950486001,-0.129997442848068,0.172708998093366,0.11718507737879,-0.469885749212885,2.05131051034257e-16,1.91036422791946e-16,-9.25366554216378e-17,0.999999999999999,0.999999999999998,0.999999999999999,0.999999999999988,1,0.999999999999998,0.268020323418728,0.000262630517717023,1.14608788017988e-06,0.00101160518564606,2.61588119260836e-44,0.999999999999995,0.999999999999996,0.999999999999998
"10","pink","ADbyO_FC1.25__","User",3.18736288264789e-23,3.88186729397173e-17,4.89635865489821e-17,3.75337239587326e-17,2.51002967325761e-16,1.51709530083876e-16,-2.88540079416283e-16,-0.170739209793109,0.210546993454077,0.17169668062349,0.125744930141729,0.250824735369693,6.96057794735694e-17,1.35237280358622e-16,7.17267499734942e-18,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999994,0.999999999999997,0.999999999999994,1.52127824123125e-06,2.63654579098148e-09,1.32617154841677e-06,0.000416727181612076,1.032457730428e-12,0.999999999999998,0.999999999999997,1
