"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues","StudyGSE20164","StudyGSE20292","StudyGSE26927","StudyGSE33000","StudyGSE20333","GenderM","DiseaseCON","DiseaseAD","DiseaseHD","DiseasePD","DiseaseMS","Age","Tissuecortex_brain","Tissuesubstantia_nigra_brain","p.value.StudyGSE20164","p.value.StudyGSE20292","p.value.StudyGSE26927","p.value.StudyGSE33000","p.value.StudyGSE20333","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseAD","p.value.DiseaseHD","p.value.DiseasePD","p.value.DiseaseMS","p.value.Age","p.value.Tissuecortex_brain","p.value.Tissuesubstantia_nigra_brain"
"1","black","PSVZbyQSVZ_Morizur_FC5___","User",2.48006510601222e-05,-0.0132011093125341,0.0978215740865139,-0.0196375563753475,-0.0289183268391641,0.00504973195103501,0.035032585763016,0.324680111113359,-0.292993027831707,-0.328331714874194,-0.546271446393559,-0.267439777247168,0.00196389378704767,-0.0362923347660494,0.0663166458955304,0.712084960187314,0.00612132523768904,0.582986783220061,0.418750836978121,0.88773738739903,0.327259895626454,1.05389977448899e-20,5.51317926252385e-17,3.67127038821095e-21,3.42372388367906e-62,2.62655471178928e-14,0.956217063716808,0.310154287976613,0.063461147952267
"2","brown","neuronBYoFC5__","User",3.12195435939804e-16,-0.00701982763806262,-0.00695578116895739,-0.0158693849217446,0.0289602779902848,-0.00564651845433914,0.00242441995359475,0.274398760341682,-0.203183754001015,-0.256727644792481,-0.668008992520925,-0.19598640164678,0.0126945892140764,0.0225363691692404,-0.0140883738156292,0.844419208945018,0.84582082498059,0.657287160618795,0.418075935396702,0.874573805770492,0.945964310625522,5.21881760767362e-15,9.46507328351218e-09,2.88640607371415e-13,1.8607653251409e-102,3.15510042560422e-08,0.722667760428299,0.528634698161427,0.693681002348999
"3","brown","NeuronByothers_Zhang_Cuffdiff2FCover20__","User",0.00401304556990001,-0.00701982763806262,-0.00695578116895739,-0.0158693849217446,0.0289602779902848,-0.00564651845433914,0.00242441995359475,0.274398760341682,-0.203183754001015,-0.256727644792481,-0.668008992520925,-0.19598640164678,0.0126945892140764,0.0225363691692404,-0.0140883738156292,0.844419208945018,0.84582082498059,0.657287160618795,0.418075935396702,0.874573805770492,0.945964310625522,5.21881760767362e-15,9.46507328351218e-09,2.88640607371415e-13,1.8607653251409e-102,3.15510042560422e-08,0.722667760428299,0.528634698161427,0.693681002348999
"4","cyan","endoBYoFC5__","User",5.19698255077519e-30,-0.00122188126123274,-0.00343067940007401,0.00792392625671916,-0.000545364964568376,0.00812547777575633,-0.0119412572539527,-0.28428013884116,0.225628290025947,0.217939178958226,0.575158321745815,0.465467703911102,0.00790221561741527,0.000921942375105288,0.0070349788203534,0.97275107859478,0.923595199359674,0.824688027822126,0.98783603841708,0.820303904713719,0.738505110627138,4.85146024125008e-16,1.65788888931441e-10,6.96696198277742e-10,3.05397946849176e-70,2.08860818669332e-43,0.825160603295695,0.979438235166571,0.844087706728719
"5","cyan","EndotheByothers_Zhang_Cuffdiff2FCover20__","User",1.02749864784921e-22,-0.00122188126123274,-0.00343067940007401,0.00792392625671916,-0.000545364964568376,0.00812547777575633,-0.0119412572539527,-0.28428013884116,0.225628290025947,0.217939178958226,0.575158321745815,0.465467703911102,0.00790221561741527,0.000921942375105288,0.0070349788203534,0.97275107859478,0.923595199359674,0.824688027822126,0.98783603841708,0.820303904713719,0.738505110627138,4.85146024125008e-16,1.65788888931441e-10,6.96696198277742e-10,3.05397946849176e-70,2.08860818669332e-43,0.825160603295695,0.979438235166571,0.844087706728719
"6","cyan","MicroByMacro_Zhang_Cuffdiff2FCover20__","User",0.011912971370763,-0.00122188126123274,-0.00343067940007401,0.00792392625671916,-0.000545364964568376,0.00812547777575633,-0.0119412572539527,-0.28428013884116,0.225628290025947,0.217939178958226,0.575158321745815,0.465467703911102,0.00790221561741527,0.000921942375105288,0.0070349788203534,0.97275107859478,0.923595199359674,0.824688027822126,0.98783603841708,0.820303904713719,0.738505110627138,4.85146024125008e-16,1.65788888931441e-10,6.96696198277742e-10,3.05397946849176e-70,2.08860818669332e-43,0.825160603295695,0.979438235166571,0.844087706728719
"7","lightyellow","QGBObyPGBO_GSE114574_Tejero_FC5___","User",0.000275547929187723,0.00701982763806262,0.0399406620063662,0.02224297778041,-0.0336028720476361,-0.000137719962300955,0.00833570963065794,-0.121855760522316,0.0437995314661296,0.0650339223362368,0.240895906955422,0.647163430437804,-0.0222870579270033,-0.0307460465094637,0.023922611224186,0.844419208945018,0.263994371471699,0.534016438572159,0.347399914647441,0.996928147054944,0.81573693391497,0.000627900564767441,0.2205684314765,0.0687633711324822,8.18734833456103e-12,3.08133626803132e-94,0.533206107624546,0.38994398191058,0.503584738459587
"8","magenta","qnpBYtap_Mukherjee_FC5___","User",0.00220495704229067,-0.00840941809201358,0.00686135880014801,0.00460793537754864,0.00959282988958733,0.00344299905752387,-0.0114326376832685,0.0288633691821018,-0.113810296403816,0.191588319016477,0.166615370335335,-0.430761778619485,0.014364978077702,0.00747797704252067,0.00677715237143993,0.814137197957393,0.847888085422901,0.897502444079394,0.788563200129462,0.92332167086029,0.74926130893522,0.419635952126895,0.00141300902284937,6.44227478379716e-08,2.72389828811256e-06,9.23342929949117e-37,0.687979649728099,0.834407491642452,0.849732562470687
"9","midnightblue","neuronBYoFC5__","User",0.000191455225091935,0.00558232027190645,-0.002675300449599,0.00471559741908016,0.00230731331163544,0.00601377168714169,-0.00466234606460529,0.395748584291017,-0.555541178780773,-0.620299243028774,0.295574635300764,-0.36134992803625,0.00107855929406047,0.00845845544144217,-0.00839777576461034,0.875988257740356,0.940382573619149,0.895121297439361,0.948570691519578,0.866490088380673,0.896298933844685,8.52256030181648e-31,1.08905291530882e-64,1.49644897416132e-84,2.85244170219941e-17,1.36036999444133e-25,0.975946241339555,0.813073340914977,0.814389826638444
"10","midnightblue","NeuronByothers_Zhang_Cuffdiff2FCover20__","User",0.000530100600967712,0.00558232027190645,-0.002675300449599,0.00471559741908016,0.00230731331163544,0.00601377168714169,-0.00466234606460529,0.395748584291017,-0.555541178780773,-0.620299243028774,0.295574635300764,-0.36134992803625,0.00107855929406047,0.00845845544144217,-0.00839777576461034,0.875988257740356,0.940382573619149,0.895121297439361,0.948570691519578,0.866490088380673,0.896298933844685,8.52256030181648e-31,1.08905291530882e-64,1.49644897416132e-84,2.85244170219941e-17,1.36036999444133e-25,0.975946241339555,0.813073340914977,0.814389826638444
