"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues","StudyGSE20164","StudyGSE20292","StudyGSE26927","StudyGSE33000","StudyGSE20333","GenderM","DiseaseCON","DiseaseAD","DiseaseHD","DiseasePD","DiseaseMS","Age","Tissuecortex_brain","Tissuesubstantia_nigra_brain","p.value.StudyGSE20164","p.value.StudyGSE20292","p.value.StudyGSE26927","p.value.StudyGSE33000","p.value.StudyGSE20333","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseAD","p.value.DiseaseHD","p.value.DiseasePD","p.value.DiseaseMS","p.value.Age","p.value.Tissuecortex_brain","p.value.Tissuesubstantia_nigra_brain"
"22","royalblue","AstroByothers_Zhang_Cuffdiff2FCover20__","User",3.22744057280244e-14,-2.02921989107818e-16,-2.60371151722394e-16,6.46184494801361e-17,3.68845579079569e-16,-2.37535143464418e-16,-1.40187340902376e-16,-0.139645634202605,0.22095373132277,0.227211896009728,-0.253478527195961,0.253270745309204,1.93855348440408e-16,4.90601483049691e-16,-4.02455846426619e-16,0.999999999999995,0.999999999999994,0.999999999999999,0.999999999999992,0.999999999999995,0.999999999999997,8.74252422653961e-05,3.99322521308902e-10,1.22546221649587e-10,5.84494874134514e-13,6.11265989988805e-13,0.999999999999996,0.999999999999989,0.999999999999991
"23","royalblue","astroBYoFC5__","User",1.42409537001357e-19,-2.02921989107818e-16,-2.60371151722394e-16,6.46184494801361e-17,3.68845579079569e-16,-2.37535143464418e-16,-1.40187340902376e-16,-0.139645634202605,0.22095373132277,0.227211896009728,-0.253478527195961,0.253270745309204,1.93855348440408e-16,4.90601483049691e-16,-4.02455846426619e-16,0.999999999999995,0.999999999999994,0.999999999999999,0.999999999999992,0.999999999999995,0.999999999999997,8.74252422653961e-05,3.99322521308902e-10,1.22546221649587e-10,5.84494874134514e-13,6.11265989988805e-13,0.999999999999996,0.999999999999989,0.999999999999991
"24","royalblue","QSVZbyPSVZ_Morizur_FC5___","User",6.51562030101933e-12,-2.02921989107818e-16,-2.60371151722394e-16,6.46184494801361e-17,3.68845579079569e-16,-2.37535143464418e-16,-1.40187340902376e-16,-0.139645634202605,0.22095373132277,0.227211896009728,-0.253478527195961,0.253270745309204,1.93855348440408e-16,4.90601483049691e-16,-4.02455846426619e-16,0.999999999999995,0.999999999999994,0.999999999999999,0.999999999999992,0.999999999999995,0.999999999999997,8.74252422653961e-05,3.99322521308902e-10,1.22546221649587e-10,5.84494874134514e-13,6.11265989988805e-13,0.999999999999996,0.999999999999989,0.999999999999991
"25","yellow","nscBYnpc_Walker_FC5___","User",9.7320126288707e-73,7.34225099338973e-17,5.52367125563474e-17,-4.19789528659231e-17,9.75578667329613e-17,4.47589149988117e-17,-1.63551897719438e-16,-0.376202105199139,0.414361974946269,0.469581099966649,0.130156569428458,0.640308704584729,2.7376104855259e-18,2.02630609773963e-16,1.8702487475375e-18,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999998,0.999999999999999,0.999999999999996,9.19163837984015e-28,7.03740439551061e-34,3.02173955475459e-44,0.000258061710806315,1.12855373183882e-91,1,0.999999999999996,1
"26","yellow","MicrogliByothers_Zhang_Cuffdiff2FCover20__","User",1.88439905968474e-72,7.34225099338973e-17,5.52367125563474e-17,-4.19789528659231e-17,9.75578667329613e-17,4.47589149988117e-17,-1.63551897719438e-16,-0.376202105199139,0.414361974946269,0.469581099966649,0.130156569428458,0.640308704584729,2.7376104855259e-18,2.02630609773963e-16,1.8702487475375e-18,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999998,0.999999999999999,0.999999999999996,9.19163837984015e-28,7.03740439551061e-34,3.02173955475459e-44,0.000258061710806315,1.12855373183882e-91,1,0.999999999999996,1
"27","yellow","MonoByMicro_Zhang_Cuffdiff2FCover20__","User",4.16157135991816e-07,7.34225099338973e-17,5.52367125563474e-17,-4.19789528659231e-17,9.75578667329613e-17,4.47589149988117e-17,-1.63551897719438e-16,-0.376202105199139,0.414361974946269,0.469581099966649,0.130156569428458,0.640308704584729,2.7376104855259e-18,2.02630609773963e-16,1.8702487475375e-18,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999998,0.999999999999999,0.999999999999996,9.19163837984015e-28,7.03740439551061e-34,3.02173955475459e-44,0.000258061710806315,1.12855373183882e-91,1,0.999999999999996,1
"28","yellow","microgliaBYoFC5__","User",2.77965256985479e-21,7.34225099338973e-17,5.52367125563474e-17,-4.19789528659231e-17,9.75578667329613e-17,4.47589149988117e-17,-1.63551897719438e-16,-0.376202105199139,0.414361974946269,0.469581099966649,0.130156569428458,0.640308704584729,2.7376104855259e-18,2.02630609773963e-16,1.8702487475375e-18,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999998,0.999999999999999,0.999999999999996,9.19163837984015e-28,7.03740439551061e-34,3.02173955475459e-44,0.000258061710806315,1.12855373183882e-91,1,0.999999999999996,1
"29","yellow","macrophagesBYoFC5__","User",7.43326527952416e-08,7.34225099338973e-17,5.52367125563474e-17,-4.19789528659231e-17,9.75578667329613e-17,4.47589149988117e-17,-1.63551897719438e-16,-0.376202105199139,0.414361974946269,0.469581099966649,0.130156569428458,0.640308704584729,2.7376104855259e-18,2.02630609773963e-16,1.8702487475375e-18,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999998,0.999999999999999,0.999999999999996,9.19163837984015e-28,7.03740439551061e-34,3.02173955475459e-44,0.000258061710806315,1.12855373183882e-91,1,0.999999999999996,1
"30","yellow","monocytesBYoFC5__","User",7.06123219413143e-06,7.34225099338973e-17,5.52367125563474e-17,-4.19789528659231e-17,9.75578667329613e-17,4.47589149988117e-17,-1.63551897719438e-16,-0.376202105199139,0.414361974946269,0.469581099966649,0.130156569428458,0.640308704584729,2.7376104855259e-18,2.02630609773963e-16,1.8702487475375e-18,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999998,0.999999999999999,0.999999999999996,9.19163837984015e-28,7.03740439551061e-34,3.02173955475459e-44,0.000258061710806315,1.12855373183882e-91,1,0.999999999999996,1
"31","yellow","PGBCbyQGBC_Aulestia_FC5___","User",0.0204076954132107,7.34225099338973e-17,5.52367125563474e-17,-4.19789528659231e-17,9.75578667329613e-17,4.47589149988117e-17,-1.63551897719438e-16,-0.376202105199139,0.414361974946269,0.469581099966649,0.130156569428458,0.640308704584729,2.7376104855259e-18,2.02630609773963e-16,1.8702487475375e-18,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999998,0.999999999999999,0.999999999999996,9.19163837984015e-28,7.03740439551061e-34,3.02173955475459e-44,0.000258061710806315,1.12855373183882e-91,1,0.999999999999996,1
