"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Contrast","FC"
"mt-Th",-9.96316316090741,0.664210877393827,-54.9902417333815,8.18564890082329e-31,1.81091110632914e-26,49.7916088770488,"macrophagesBYo",0.00100181847596612
"mt-Tl1",-11.4887132315769,0.765914215438457,-50.9428770535146,7.30494696063748e-30,7.31329733406041e-26,48.8230926733773,"macrophagesBYo",0.000347978735573981
"mt-Tr",-9.24059882535594,0.616039921690395,-50.4012965517043,9.9172318411523e-30,7.31329733406041e-26,48.6811140784572,"macrophagesBYo",0.00165311313132686
"Cd5l",10.9248187420141,2.64364309118338,49.7072729998567,1.47431982340927e-29,8.1540943633208e-26,48.4945098526132,"macrophagesBYo",1944.00840613683
"mt-Tl2",-9.00124521562626,0.600083014375083,-38.9497046115936,1.53885179090422e-26,6.80880363403483e-23,44.7690316582942,"macrophagesBYo",0.00195143995054377
"Saa3",13.4476115312484,3.25996659461148,37.9840109911471,3.1378031461371e-26,1.15696031669985e-22,44.3389372031265,"macrophagesBYo",11172.0903939696
"Gata6",5.88924293609588,1.27512892105733,32.8658069919224,1.88027148033824e-24,5.94246370850326e-21,41.7012285052603,"macrophagesBYo",59.2705251930671
"Cfb",6.76933627795528,1.4388163540424,32.7093066174279,2.15100988030351e-24,5.94834894774433e-21,41.6098460027499,"macrophagesBYo",109.087068323882
"Vsig4",6.25459996612478,1.38834133476577,31.0698163654804,9.14348153261053e-24,2.24756935495492e-20,40.6086462470277,"macrophagesBYo",76.3523134694502
"Gbp2b",6.48120073626045,1.48486425174671,29.5286184660613,3.81172783584944e-23,8.43268549124971e-20,39.5891522136295,"macrophagesBYo",89.33791849677
"Timd4",6.27686196739645,1.51366749649995,26.8105658580261,5.65399986681894e-22,1.13712217321487e-18,37.5814479517395,"macrophagesBYo",77.5396311603124
"Alox15",11.3322600535081,2.72624359786338,26.2051648073148,1.06708851282041e-21,1.96726659742715e-18,37.0937752009381,"macrophagesBYo",2578.39941975697
"Gm29459",5.16092212980492,1.0638575469678,25.6011859316454,2.03851756277542e-21,3.4690864647139e-18,36.5912250770932,"macrophagesBYo",35.7760481484849
"Gm48832",5.06256987165613,1.13586101317487,24.4444386736071,7.33024894716339e-21,1.15833641041497e-17,35.5815844280633,"macrophagesBYo",33.4183794954328
"Marco",5.58217822761793,1.14190422359166,24.3148300723679,8.48951411185389e-21,1.25209013797696e-17,35.4644280836431,"macrophagesBYo",47.9074536014156
"Cxcl13",8.59652965514313,2.42202635042278,22.575979340871,6.53916154854564e-20,9.0416169336547e-17,33.8083285715373,"macrophagesBYo",387.091187954152
"Calml4",5.24507768840935,1.72894657104155,21.872123433962,1.55589113223625e-19,2.02476350108604e-16,33.0905311954831,"macrophagesBYo",37.9250108580892
