"","PSID","Gene","Module","kTotal","kWithin","kOut","kDiff"
"64","ACOT7","ACOT7","HuAgeMSNDsplit_03",23.1585984464268,9.28969956171709,13.8688988847097,-4.57919932299265
"65","ACOT8","ACOT8","HuAgeMSNDsplit_01",4.86711604937566,1.93170496023609,2.93541108913957,-1.00370612890348
"66","ACOT9","ACOT9","HuAgeMSNDsplit_01",3.36909127828681,0.916702482334323,2.45238879595249,-1.53568631361817
"67","ACOX1","ACOX1","HuAgeMSNDsplit_10",2.70977586835768,0.120264102027323,2.58951176633036,-2.46924766430304
"68","ACOX2","ACOX2","HuAgeMSNDsplit_02",6.79677569413837,2.92241201077492,3.87436368336346,-0.951951672588541
"69","ACOX3","ACOX3","HuAgeMSNDsplit_05",2.56465879715826,0.20612106892655,2.35853772823171,-2.15241665930516
"70","ACP1","ACP1","HuAgeMSNDsplit_01",13.5431909352255,7.74404431174925,5.79914662347621,1.94489768827304
"71","ACP2","ACP2","HuAgeMSNDsplit_01",10.3604824501696,5.99351016567721,4.36697228449234,1.62653788118487
"72","ACP5","ACP5","HuAgeMSNDsplit_02",2.574156703249,0.692144538700257,1.88201216454875,-1.18986762584849
"73","ACP6","ACP6","HuAgeMSNDsplit_02",2.55448045487036,0.802663018570809,1.75181743629955,-0.949154417728738
"74","ACPP","ACPP","HuAgeMSNDsplit_03",2.6762177692669,0.320031906682546,2.35618586258435,-2.0361539559018
"75","ACR","ACR","HuAgeMSNDsplit_01",2.81442500574154,1.01974651555077,1.79467849019077,-0.77493197464
"76","ACRV1","ACRV1","HuAgeMSNDsplit_03",3.6850331571347,0.899318139944015,2.78571501719069,-1.88639687724667
"77","ACSBG1","ACSBG1","HuAgeMSNDsplit_10",4.86867788553378,0.674689207198803,4.19398867833497,-3.51929947113617
"78","ACSL1","ACSL1","HuAgeMSNDsplit_04",4.32521849339827,0.756817433597683,3.56840105980059,-2.8115836262029
"79","ACSL3","ACSL3","HuAgeMSNDsplit_01",2.82487544420073,1.2036850370759,1.62119040712483,-0.417505370048931
"80","ACSL4","ACSL4","HuAgeMSNDsplit_03",3.69510407056354,0.7636040139216,2.93150005664194,-2.16789604272034
"81","ACSL5","ACSL5","HuAgeMSNDsplit_14",5.08744434104568,0.515307119854277,4.5721372211914,-4.05683010133712
"82","ACSM3","ACSM3","HuAgeMSNDsplit_02",2.13190014184982,0.527726578559252,1.60417356329057,-1.07644698473132
"83","ACTA2","ACTA2","HuAgeMSNDsplit_02",2.83364242503728,0.914037151805194,1.91960527323209,-1.0055681214269
"84","ACTB","ACTB","HuAgeMSNDsplit_09",3.17018097445507,0.312935084163907,2.85724589029116,-2.54431080612726
"85","ACTG2","ACTG2","HuAgeMSNDsplit_02",2.32033136257145,0.51445282061595,1.8058785419555,-1.29142572133955
"86","ACTL6A","ACTL6A","HuAgeMSNDsplit_02",6.90923424621526,3.32590687879265,3.58332736742261,-0.257420488629953
"87","ACTL6B","ACTL6B","HuAgeMSNDsplit_03",14.5516466076774,5.20555163123701,9.34609497644043,-4.14054334520343
"88","ACTL7A","ACTL7A","HuAgeMSNDsplit_02",2.58328144762418,0.710066793927319,1.87321465369686,-1.16314785976954
"89","ACTN1","ACTN1","HuAgeMSNDsplit_02",3.69104920903839,1.20936489815512,2.48168431088327,-1.27231941272815
"90","ACTN2","ACTN2","HuAgeMSNDsplit_15",5.0932968349649,0.524101035439501,4.5691957995254,-4.0450947640859
"91","ACTN3","ACTN3","HuAgeMSNDsplit_03",2.7523217895098,0.480530032539486,2.27179175697031,-1.79126172443083
"92","ACTN4","ACTN4","HuAgeMSNDsplit_11",4.10507647600231,0.573582078707819,3.53149439729449,-2.95791231858667
"93","ACTR1A","ACTR1A","HuAgeMSNDsplit_09",5.17899101275993,0.543957228659267,4.63503378410067,-4.0910765554414
"94","ACTR1B","ACTR1B","HuAgeMSNDsplit_01",6.39211872215447,2.79694891603636,3.59516980611811,-0.798220890081755
"95","ACTR2","ACTR2","HuAgeMSNDsplit_12",7.82758767789991,1.80918004400409,6.01840763389582,-4.20922758989173
"96","ACTR3","ACTR3","HuAgeMSNDsplit_01",4.42111184293189,1.5918362688147,2.82927557411719,-1.23743930530248
"97","ACTR3B","ACTR3B","HuAgeMSNDsplit_15",10.8164791718315,0.713043770909696,10.1034354009218,-9.3903916300121
"98","ACVR1","ACVR1","HuAgeMSNDsplit_14",5.3787044703939,0.544370957160851,4.83433351323305,-4.2899625560722
"99","ACVR1B","ACVR1B","HuAgeMSNDsplit_04",2.6596208698465,0.21274344368423,2.44687742616227,-2.23413398247804
"100","ACVR2A","ACVR2A","HuAgeMSNDsplit_03",2.51708726219956,0.435936067792217,2.08115119440734,-1.64521512661513
"101","ACVR2B","ACVR2B","HuAgeMSNDsplit_02",2.83659992357014,0.894672480427471,1.94192744314267,-1.0472549627152
"102","ACVRL1","ACVRL1","HuAgeMSNDsplit_14",3.35225928141345,0.308435724354846,3.04382355705861,-2.73538783270376
"103","ACYP1","ACYP1","HuAgeMSNDsplit_11",4.00165242966827,0.0970086771612318,3.90464375250704,-3.80763507534581
"104","ACYP2","ACYP2","HuAgeMSNDsplit_01",6.65326214980395,2.71818649044213,3.93507565936182,-1.21688916891969
"105","ADA","ADA","HuAgeMSNDsplit_05",3.61111315602634,0.384030583024709,3.22708257300163,-2.84305198997693
"106","ADAM10","ADAM10","HuAgeMSNDsplit_12",2.95674316994718,0.180737580676145,2.77600558927104,-2.59526800859489
"107","ADAM11","ADAM11","HuAgeMSNDsplit_03",5.36122032230151,1.56866787045338,3.79255245184813,-2.22388458139475
"108","ADAM12","ADAM12","HuAgeMSNDsplit_08",4.11385205946958,0.962536580515083,3.1513154789545,-2.18877889843941
"109","ADAM15","ADAM15","HuAgeMSNDsplit_01",2.72143929562624,0.786178425463336,1.9352608701629,-1.14908244469956
"110","ADAM17","ADAM17","HuAgeMSNDsplit_13",2.96135579047204,0.206098624056532,2.75525716641551,-2.54915854235898
"111","ADAM18","ADAM18","HuAgeMSNDsplit_01",1.92007664875324,0.605666303743814,1.31441034500942,-0.708744041265609
"112","ADAM19","ADAM19","HuAgeMSNDsplit_05",2.47631511723082,0.153579227788463,2.32273588944236,-2.1691566616539
"113","ADAM2","ADAM2","HuAgeMSNDsplit_01",1.99868367432712,0.699838413618777,1.29884526070834,-0.599006847089565
"114","ADAM20","ADAM20","HuAgeMSNDsplit_01",2.2709567486342,0.799469740572632,1.47148700806157,-0.67201726748894
"115","ADAM21","ADAM21","HuAgeMSNDsplit_01",2.98029780536826,1.33270111999999,1.64759668536827,-0.314895565368283
"116","ADAM22","ADAM22","HuAgeMSNDsplit_01",4.08622509638054,1.83995512671214,2.2462699696684,-0.406314842956251
"117","ADAM23","ADAM23","HuAgeMSNDsplit_01",9.60210233116733,4.17189232296925,5.43021000819808,-1.25831768522884
"118","ADAM28","ADAM28","HuAgeMSNDsplit_04",2.37443012872302,0.236459042642273,2.13797108608075,-1.90151204343847
"119","ADAM30","ADAM30","HuAgeMSNDsplit_01",2.34999446518341,0.889284318633397,1.46071014655001,-0.571425827916616
"120","ADAM8","ADAM8","HuAgeMSNDsplit_05",2.7637555253614,0.209569856356356,2.55418566900505,-2.34461581264869
"121","ADAM9","ADAM9","HuAgeMSNDsplit_17",4.78182245449712,0.496199185424362,4.28562326907276,-3.78942408364839
"122","ADAMDEC1","ADAMDEC1","HuAgeMSNDsplit_01",2.16313016360883,0.603558722177208,1.55957144143162,-0.95601271925441
"123","ADAMTS1","ADAMTS1","HuAgeMSNDsplit_02",3.07783934507797,1.04620431429015,2.03163503078782,-0.985430716497673
"124","ADAMTS12","ADAMTS12","HuAgeMSNDsplit_02",2.15497177598705,0.543856967520658,1.61111480846639,-1.06725784094573
"125","ADAMTS13","ADAMTS13","HuAgeMSNDsplit_11",3.15612737819574,0.236030446653957,2.92009693154178,-2.68406648488782
"126","ADAMTS2","ADAMTS2","HuAgeMSNDsplit_08",2.51222488084976,0.296073464151083,2.21615141669868,-1.9200779525476
"127","ADAMTS6","ADAMTS6","HuAgeMSNDsplit_01",1.98752877920208,0.671821181676273,1.31570759752581,-0.643886415849539
"128","ADAMTS8","ADAMTS8","HuAgeMSNDsplit_01",4.04105230152624,1.9783671025792,2.06268519894703,-0.0843180963678327
"129","ADAMTS9","ADAMTS9","HuAgeMSNDsplit_02",2.44642162176624,0.623146990532905,1.82327463123334,-1.20012764070043
"130","ADAR","ADAR","HuAgeMSNDsplit_03",3.1357391376993,0.490449023762803,2.64529011393649,-2.15484109017369
"131","ADARB1","ADARB1","HuAgeMSNDsplit_03",4.08312276741304,0.813023464160126,3.27009930325291,-2.45707583909279
"132","ADARB2","ADARB2","HuAgeMSNDsplit_05",3.17926940113406,0.341934414346668,2.8373349867874,-2.49540057244073
"133","ADAT1","ADAT1","HuAgeMSNDsplit_06",3.08904868258905,0.26897793446652,2.82007074812253,-2.55109281365601
"134","ADCY3","ADCY3","HuAgeMSNDsplit_02",2.85165646612442,0.72194188343199,2.12971458269243,-1.40777269926044
"135","ADCY6","ADCY6","HuAgeMSNDsplit_05",3.49531396515272,0.296675722493014,3.19863824265971,-2.90196252016669
"136","ADCY7","ADCY7","HuAgeMSNDsplit_15",3.59788504469983,0.0694435427816314,3.5284415019182,-3.45899795913656
"137","ADCY8","ADCY8","HuAgeMSNDsplit_10",3.62479542395436,0.354249128117231,3.27054629583713,-2.9162971677199
"138","ADCY9","ADCY9","HuAgeMSNDsplit_05",3.40624287205927,0.351510205589537,3.05473266646973,-2.7032224608802
"139","ADCYAP1","ADCYAP1","HuAgeMSNDsplit_15",5.86560213219282,0.789908757055865,5.07569337513696,-4.28578461808109
"140","ADCYAP1R1","ADCYAP1R1","HuAgeMSNDsplit_01",2.47351794013992,0.685572057056465,1.78794588308346,-1.10237382602699
"141","ADD1","ADD1","HuAgeMSNDsplit_15",2.85481624786708,0.0815933726849746,2.77322287518211,-2.69162950249713
"142","ADD2","ADD2","HuAgeMSNDsplit_03",2.29060951982169,0.444831172920488,1.84577834690121,-1.40094717398072
"143","ADD3","ADD3","HuAgeMSNDsplit_10",5.22028178428872,0.543179506253523,4.6771022780352,-4.13392277178167
"144","ADH1A","ADH1A","HuAgeMSNDsplit_08",3.99613237648602,0.639756820114223,3.3563755563718,-2.71661873625758
"145","ADH1B","ADH1B","HuAgeMSNDsplit_08",4.63597115867059,0.949750731137698,3.68622042753289,-2.7364696963952
"146","ADH1C","ADH1C","HuAgeMSNDsplit_02",2.50430667723115,0.655377042334032,1.84892963489711,-1.19355259256308
"147","ADH5","ADH5","HuAgeMSNDsplit_07",5.09238898682227,0.542285014208524,4.55010397261374,-4.00781895840522
"148","ADH6","ADH6","HuAgeMSNDsplit_01",1.93940794320558,0.582389743446928,1.35701819975865,-0.774628456311725
"149","ADK","ADK","HuAgeMSNDsplit_03",4.03039293849238,0.795718623526749,3.23467431496563,-2.43895569143888
"150","ADM","ADM","HuAgeMSNDsplit_02",2.93893725539677,0.876798988826575,2.06213826657019,-1.18533927774361
"151","ADORA1","ADORA1","HuAgeMSNDsplit_06",4.52048085451321,0.69491682902018,3.82556402549303,-3.13064719647285
"152","ADORA2A","ADORA2A","HuAgeMSNDsplit_14",6.3701340213776,0.520470280884387,5.84966374049321,-5.32919345960882
"153","ADORA2B","ADORA2B","HuAgeMSNDsplit_02",4.85814018951563,1.92958965314291,2.92855053637272,-0.998960883229804
"154","ADORA3","ADORA3","HuAgeMSNDsplit_04",3.88352223895891,1.19336066030064,2.69016157865827,-1.49680091835763
"155","ADPRH","ADPRH","HuAgeMSNDsplit_02",4.00382424485165,1.58763229702023,2.41619194783142,-0.828559650811198
"156","ADRA1A","ADRA1A","HuAgeMSNDsplit_10",2.40590707406477,0.0870960461969825,2.31881102786779,-2.23171498167081
"157","ADRA1B","ADRA1B","HuAgeMSNDsplit_03",2.86455726447224,0.565976087161763,2.29858117731048,-1.73260509014872
"158","ADRA1D","ADRA1D","HuAgeMSNDsplit_01",2.85810241951823,1.08483555257633,1.7732668669419,-0.688431314365574
"159","ADRA2A","ADRA2A","HuAgeMSNDsplit_01",4.31260685120893,2.10821294720903,2.20439390399989,-0.0961809567908629
"160","ADRA2B","ADRA2B","HuAgeMSNDsplit_02",2.90516617110879,0.973828530965806,1.93133764014298,-0.957509109177179
"161","ADRA2C","ADRA2C","HuAgeMSNDsplit_03",3.01506364757099,0.431484545180703,2.58357910239029,-2.15209455720959
"162","ADRB1","ADRB1","HuAgeMSNDsplit_15",2.7579806419994,0.155742366531614,2.60223827546778,-2.44649590893617
"163","ADRB2","ADRB2","HuAgeMSNDsplit_02",3.13288636275647,0.988547255855774,2.1443391069007,-1.15579185104492
"164","ADRB3","ADRB3","HuAgeMSNDsplit_02",2.73085626398384,0.74434368142182,1.98651258256202,-1.2421689011402
"165","ADRBK2","ADRBK2","HuAgeMSNDsplit_01",4.4086586813254,2.10959936466487,2.29905931666053,-0.189459951995662
"166","ADRM1","ADRM1","HuAgeMSNDsplit_09",5.31081053831369,1.16272074673427,4.14808979157942,-2.98536904484514
"167","ADSL","ADSL","HuAgeMSNDsplit_02",3.54831121882376,1.434498799698,2.11381241912576,-0.679313619427754
"168","ADSS","ADSS","HuAgeMSNDsplit_12",5.56101697399449,0.876050361325531,4.68496661266896,-3.80891625134343
"169","AEBP1","AEBP1","HuAgeMSNDsplit_04",5.42298819757361,0.734119887607963,4.68886830996565,-3.95474842235769
"170","AES","AES","HuAgeMSNDsplit_01",4.36494072552867,1.80423311421883,2.56070761130984,-0.75647449709101
"171","AFF1","AFF1","HuAgeMSNDsplit_02",7.75424967890248,3.55171353276624,4.20253614613624,-0.650822613369997
"172","AFF2","AFF2","HuAgeMSNDsplit_03",4.66445187748531,1.61003179095202,3.05442008653329,-1.44438829558127
"173","AFF3","AFF3","HuAgeMSNDsplit_18",3.22313366421977,0.205024084318741,3.01810957990103,-2.81308549558229
"174","AFF4","AFF4","HuAgeMSNDsplit_02",2.50136457735616,0.678558544473701,1.82280603288246,-1.14424748840876
"175","AFG3L2","AFG3L2","HuAgeMSNDsplit_03",9.23869759090185,2.35518955898926,6.8835080319126,-4.52831847292334
"176","AFM","AFM","HuAgeMSNDsplit_01",2.35772401304629,0.751045238490105,1.60667877455618,-0.855633536066079
"177","AFP","AFP","HuAgeMSNDsplit_01",2.77859392397612,1.22991221577418,1.54868170820193,-0.318769492427753
"178","AGA","AGA","HuAgeMSNDsplit_01",2.52246330807841,1.04674615270135,1.47571715537705,-0.428971002675698
"179","AGER","AGER","HuAgeMSNDsplit_02",3.1787772823808,0.922730896157012,2.25604638622378,-1.33331549006677
"180","AGL","AGL","HuAgeMSNDsplit_01",3.65697451347988,1.55635080531125,2.10062370816863,-0.544272902857383
"181","AGPAT1","AGPAT1","HuAgeMSNDsplit_01",3.22094574855193,1.41348640683307,1.80745934171886,-0.393972934885793
"182","AGPAT2","AGPAT2","HuAgeMSNDsplit_01",3.14318093739643,0.958194984040082,2.18498595335635,-1.22679096931627
"183","AGPAT3","AGPAT3","HuAgeMSNDsplit_10",2.81047826641912,0.107580366524836,2.70289789989429,-2.59531753336945
"184","AGPAT4","AGPAT4","HuAgeMSNDsplit_06",3.40080453178433,0.684875213368447,2.71592931841589,-2.03105410504744
"185","AGPS","AGPS","HuAgeMSNDsplit_02",3.11345395297143,0.990347500563247,2.12310645240818,-1.13275895184494
"186","AGR2","AGR2","HuAgeMSNDsplit_01",2.40987150206849,0.993412490643535,1.41645901142495,-0.423046520781415
"187","AGRP","AGRP","HuAgeMSNDsplit_01",2.4140234895984,0.73694749750736,1.67707599209104,-0.940128494583678
"188","AGT","AGT","HuAgeMSNDsplit_10",4.77413482398234,0.892678424774348,3.88145639920799,-2.98877797443364
"189","AGTR1","AGTR1","HuAgeMSNDsplit_08",4.41030246613118,0.968204427332789,3.44209803879839,-2.4738936114656
"190","AGTR2","AGTR2","HuAgeMSNDsplit_01",1.94861664736344,0.704579173019433,1.24403747434401,-0.53945830132458
"191","AHCY","AHCY","HuAgeMSNDsplit_07",6.80899708655073,1.31625679773504,5.4927402888157,-4.17648349108066
"192","AHCYL1","AHCYL1","HuAgeMSNDsplit_10",3.32360515228625,0.338777449990639,2.98482770229561,-2.64605025230497
"193","AHR","AHR","HuAgeMSNDsplit_02",3.15030225773582,0.989812005113106,2.16049025262271,-1.17067824750961
"194","AHSA1","AHSA1","HuAgeMSNDsplit_16",5.45917158801588,1.16772143313832,4.29145015487756,-3.12372872173924
"195","AIF1","AIF1","HuAgeMSNDsplit_04",5.87894885761294,3.07305448452015,2.80589437309278,0.267160111427367
"196","AIM2","AIM2","HuAgeMSNDsplit_03",2.76651197761616,0.387833771485637,2.37867820613053,-1.99084443464489
"197","AIP","AIP","HuAgeMSNDsplit_04",3.76439057743428,0.419512006667691,3.34487857076659,-2.9253665640989
"198","AIPL1","AIPL1","HuAgeMSNDsplit_01",2.68317742746102,1.12255430267504,1.56062312478598,-0.438068822110937
"199","AIRE","AIRE","HuAgeMSNDsplit_03",2.530476411158,0.447113512569791,2.08336289858821,-1.63624938601842
"200","AK1","AK1","HuAgeMSNDsplit_01",2.5949156833495,1.09217107523519,1.50274460811431,-0.410573532879122
"201","AK2","AK2","HuAgeMSNDsplit_05",3.256799584232,0.326430422483322,2.93036916174868,-2.60393873926536
"202","AK5","AK5","HuAgeMSNDsplit_03",4.28281400370179,0.987127146558732,3.29568685714306,-2.30855971058433
"203","AKAP1","AKAP1","HuAgeMSNDsplit_03",2.63533390875871,0.312605439026427,2.32272846973228,-2.01012303070585
"204","AKAP10","AKAP10","HuAgeMSNDsplit_02",2.74799910961331,0.922302900577863,1.82569620903545,-0.903393308457589
"205","AKAP11","AKAP11","HuAgeMSNDsplit_01",4.16700554761407,1.95703835803792,2.20996718957615,-0.252928831538228
"206","AKAP12","AKAP12","HuAgeMSNDsplit_01",3.2870049582055,1.24584260583025,2.04116235237526,-0.795319746545005
"207","AKAP3","AKAP3","HuAgeMSNDsplit_02",3.00434656869695,1.00974749445397,1.99459907424298,-0.984851579789011
"208","AKAP4","AKAP4","HuAgeMSNDsplit_01",2.55669094902892,0.968927259079475,1.58776368994944,-0.618836430869965
"209","AKAP5","AKAP5","HuAgeMSNDsplit_01",2.7388452013478,1.24655229839109,1.49229290295671,-0.245740604565616
"210","AKAP6","AKAP6","HuAgeMSNDsplit_01",8.86483758729411,4.30131935965064,4.56351822764347,-0.262198867992826
"211","AKAP7","AKAP7","HuAgeMSNDsplit_01",3.80674170414623,1.54697494065005,2.25976676349619,-0.712791822846139
"212","AKAP8","AKAP8","HuAgeMSNDsplit_02",2.71929684306613,0.962895701201339,1.75640114186479,-0.793505440663449
"213","AKAP8L","AKAP8L","HuAgeMSNDsplit_02",5.97279986639904,2.83140183076535,3.1413980356337,-0.309996204868349
"214","AKAP9","AKAP9","HuAgeMSNDsplit_17",3.0671533164086,0.0807714410004094,2.98638187540819,-2.90561043440778
"215","AKR1A1","AKR1A1","HuAgeMSNDsplit_01",5.30257092576155,2.44183598388729,2.86073494187427,-0.41889895798698
"216","AKR1B1","AKR1B1","HuAgeMSNDsplit_01",5.88927767196654,1.83561633623232,4.05366133573422,-2.2180449995019
"217","AKR1B10","AKR1B10","HuAgeMSNDsplit_02",2.05608785275545,0.447929680039686,1.60815817271576,-1.16022849267608
"218","AKR1C3","AKR1C3","HuAgeMSNDsplit_02",7.08183235250605,3.17369065050666,3.90814170199939,-0.734451051492721
"219","AKR7A2","AKR7A2","HuAgeMSNDsplit_11",3.64369752108874,0.253864074299676,3.38983344678906,-3.13596937248938
"220","AKR7A3","AKR7A3","HuAgeMSNDsplit_01",3.10634592733801,1.2766837505737,1.82966217676431,-0.552978426190609
"221","AKT1","AKT1","HuAgeMSNDsplit_09",3.1192164863261,0.165968266402095,2.953248219924,-2.78727995352191
"222","AKT3","AKT3","HuAgeMSNDsplit_02",2.02383575272954,0.402628356407443,1.62120739632209,-1.21857903991465
