"","Var1","Freq"
"1","black",194
"2","blue",1486
"3","brown",783
"4","cyan",99
"5","darkgreen",29
"6","darkred",37
"7","green",297
"8","greenyellow",134
"9","grey",2
"10","grey60",80
"11","lightcyan",80
"12","lightgreen",66
"13","lightyellow",53
"14","magenta",172
"15","midnightblue",99
"16","pink",186
"17","purple",139
"18","red",245
"19","royalblue",52
"20","salmon",107
"21","tan",108
"22","turquoise",2141
"23","yellow",335
