"","DEG_edgeRnames","DEG_Limmanames","DEG_Simplenames"
"DEG_edgeRnames",0,1.99951672121678e-51,0.999978342346823
"DEG_Limmanames",1.99951672121677e-51,0,0.999999972789433
"DEG_Simplenames",0.999978342346823,0.999999972789433,0
