"","endoBYo","AveExpr","F","P.Value","adj.P.Val"
"Prkch",2.29378387496022,1.46442769479144,35.221466819836,1.91691871140489e-06,9.17921918883344e-05
"Vamp2",-3.24261204948942,7.2704850388162,35.1874253342949,1.93207687637684e-06,9.2318221892192e-05
"Procr",5.01683498758902,1.56963893634409,35.0352699015663,2.00141497302904e-06,9.54252229489685e-05
"Mllt6",-2.18773900178626,3.43180256087605,34.9187873956642,2.05629541218786e-06,9.7831018072757e-05
"Stx1b",-4.30714545906603,2.15104401427102,34.8558241377213,2.08662910555896e-06,9.88914170301356e-05
"Pomp",1.39822333775391,5.66923192816613,34.8539816813084,2.08752392320541e-06,9.88914170301356e-05
"Kif1a",-5.52657639333461,2.57227375346956,34.6821414912471,2.17281379525304e-06,0.000102702219540572
"Mamstr",2.12934698052697,0.525541287397053,34.6733985006128,2.17725177256829e-06,0.000102702219540572
"Tmem222",-2.03942410787929,4.96451911719415,34.6113881413521,2.20900827655157e-06,0.000103818652079917
"Gm9260",2.12916308721223,1.29298630101933,34.608875699165,2.21030534419567e-06,0.000103818652079917
"Mmp28",2.66362221906948,1.35289637570535,34.5524586061754,2.23964681046002e-06,0.000104909616742918
"Clip3",-5.84556241301477,3.15597333557887,34.5460305964259,2.24301625997379e-06,0.000104909616742918
"AL592187.2",1.42428393746131,0.842721371452821,34.4878031155583,2.27378642467034e-06,0.000106124424204603
"Pcsk1n",-6.1387981457168,3.61137500285093,34.4765944715773,2.27976129247475e-06,0.000106179282259829
"Ipo13",-3.36348009544752,4.30112283606533,34.3844477273209,2.3295226212066e-06,0.000108268968380154
"Pqlc2",-1.89629596536294,3.3326272936566,34.1314526592873,2.47222001389069e-06,0.000114459416705614
"Car11",-4.57259888932111,2.84064409932455,34.1300027389656,2.47306428537195e-06,0.000114459416705614
"Cyp46a1",-3.54920559346718,1.73066948405744,33.9302837616008,2.5923604235607e-06,0.000119730249792137
"Gm44731",1.54470685935336,0.23945980479875,33.8745667164731,2.62672961644457e-06,0.000121064873551257
"Fdxr",-2.86407363727355,3.64373026972452,33.6820832976798,2.74926673641861e-06,0.000126449122681474
"Snx30",-2.78400110857494,2.2013315271891,33.666498503476,2.759452541306e-06,0.000126654291641728
"Lrrc32",2.35298243693397,0.896188698301878,33.6557875198214,2.76647637027513e-06,0.000126713782069558
"Gm7368",-2.07258744995569,2.27534666930543,33.6075923988474,2.79831840144044e-06,0.000127907433874105
"Ap5z1",-2.27225990606605,3.66400027037093,33.4756121589079,2.88754150255112e-06,0.000131548887059628
"Dennd4b",-3.14476345464905,4.55324833883385,33.469308490914,2.89187849064505e-06,0.000131548887059628
"Adgrb1",-4.90603449233049,2.05862940698255,33.4635830248763,2.89582371278935e-06,0.000131548887059628
"Slc25a19",-1.69224495904036,2.42294938221401,33.3712577751778,2.960243711704e-06,0.000134199736954975
"Pcp4l1",2.58609222891295,1.25293743389981,33.3158267909456,2.99965635216395e-06,0.000135708379302501
"Tfpi2",1.21359016155621,0.237776974369046,33.2360355768477,3.0573789632101e-06,0.000138037540414484
"Gm13881",1.6838562552065,0.319232343500568,33.1785320925585,3.09971486113615e-06,0.000139663934568055
"Pitpnm1",-4.01075759479093,4.88503303766987,33.106291696914,3.15379195949601e-06,0.000141811665690915
"Gm47441",-2.45534444199307,5.04962205271818,32.9815301682,3.2495773637239e-06,0.000145822312409055
"Hspg2",3.04680631251493,1.31867710616865,32.9281912707415,3.2914742536651e-06,0.000147403410756747
"Mapk8ip1",-4.92776406847267,2.95724482198121,32.862573469668,3.34381086828556e-06,0.000149444702705215
"Fam71f2",1.47961257032931,0.486161843443998,32.8386261951744,3.36313243664723e-06,0.000150005199386989
"Clec2d",4.89315798951859,1.72207425006105,32.8155092221214,3.38189749145715e-06,0.000150538668417518
"Tkfc",-1.58253425423895,2.63444738979705,32.7457996187984,3.43916556473418e-06,0.000152780441342599
"Gatd1",-1.86372905603676,5.021274185984,32.6388259791946,3.52907507298679e-06,0.000156460376432238
"Cic",-2.14955119010104,4.71493212400965,32.5117691946467,3.63914525606011e-06,0.000161017620999636
"Myo1b",3.73437991521303,1.2265270752316,32.3830793037307,3.75438515042128e-06,0.00016578495545463
"Noc2l",-2.15362973108409,4.3728522806608,32.3010006474412,3.82992142756811e-06,0.000168783569207349
"Galnt18",1.24425532142997,0.29344325017616,32.2442523029727,3.88309679335195e-06,0.00017078678003842
"Atp10a",2.10781835062709,0.692481138526813,32.2247269666453,3.90157507560822e-06,0.000171259018646192
"Slco1b2",1.3336367199002,0.2917958189708,32.1469076312036,3.97616190393154e-06,0.000174187385743916
"Epn1",-1.9247811305711,5.2448923477658,32.1060357608342,4.01594611540603e-06,0.000175582561089185
"Hspb2",1.31654179362413,0.256871601403079,32.0779377451099,4.04354345808784e-06,0.000176440457442362
"Sox7",6.77544312652216,2.21659412103339,31.8996685732396,4.22343530324834e-06,0.000183927281916856
"Ggt7",-4.01978645376625,1.88135924518383,31.8679876732925,4.25629167256975e-06,0.000184993989532929
"Pomc",2.93406140073017,1.48692439020367,31.7849649899895,4.34369987479056e-06,0.000188422886921552
"Tax1bp3",2.10404504263823,4.40568067051309,31.6989702166039,4.43626673102155e-06,0.000192061700372583
"Ephb4",3.6409053937555,0.87596547688937,31.6254057047629,4.51712990400884e-06,0.000195180595442163
"Slc4a3",-4.58211935701144,2.13368567257284,31.5158094468978,4.64053993022381e-06,0.000199728774694713
"St8sia4",3.99015277593053,2.20472654433628,31.5132233033745,4.64349527529283e-06,0.000199728774694713
"Pmm1",-3.54664716445992,3.77713539511775,31.5040454824449,4.65399960943176e-06,0.000199728774694713
"Nat8l",-5.1043553370988,4.39314770191204,31.5001181373633,4.65850236145513e-06,0.000199728774694713
"Hdac11",-4.10046831643981,2.28734446969473,31.4150589226072,4.75717703506905e-06,0.000203564850187297
"Rnf145",-2.09234872640566,3.88759334934153,31.3918291090003,4.78451255904176e-06,0.000204339326918303
"Ssh3",-4.65667232677489,3.49658634915772,31.316935106344,4.87379465393516e-06,0.000207751366337201
"Rflnb",5.51249290868088,2.75687096380822,31.2830329696674,4.9147947693113e-06,0.000209096162848988
"Gm13597",1.86533089372828,4.06829271204211,31.2614674306325,4.94106745383168e-06,0.000209810432401379
"Sec14l2",-3.33338670066831,1.89578520127248,31.2481962281313,4.95731008758728e-06,0.000210096879440026
"Dnah6",1.10042160068728,0.214870940319772,31.2310593610549,4.97836852460098e-06,0.000210585940477529
"Hsf4",2.40659576274681,0.652573532939172,31.1554656276824,5.07241065412823e-06,0.000213706768502548
"Agap2",-4.86425720233418,3.57939279743615,31.151731936944,5.07710455889361e-06,0.000213706768502548
"Mapk8ip3",-2.51203836483609,3.9073132789698,31.1485357351764,5.08112644000995e-06,0.000213706768502548
"Sbk1",-5.20611597049167,3.68575652002729,31.1176576692814,5.12015739839281e-06,0.000214939738376934
"Mapk8ip2",-4.92176485410819,2.52539805039694,31.1061065023627,5.13484087085042e-06,0.000215126627902176
"Dlc1",2.10124850598775,0.630757285195129,31.0988739582538,5.14405759437017e-06,0.000215126627902176
"Igfbp1",1.15888156863747,0.200873971218832,31.0871029269844,5.15909578618931e-06,0.000215348445429936
"Rxfp4",1.58624767557438,0.2530794512793,31.0231611909383,5.24161164577719e-06,0.000218380742823971
"Gm16897",2.03239752119401,0.561304729792998,30.9945677180261,5.27896728027031e-06,0.000219523671318459
"Pak1",-2.7858092108237,2.31647044312946,30.9240102504952,5.37237122142346e-06,0.000222988683924111
"Pias4",-1.50733261818825,3.74010683062102,30.9029236137385,5.40062792472648e-06,0.000223741744529445
"Usf2",-1.48610239198568,2.89993625330011,30.8418467763261,5.48337428906014e-06,0.000226745213825939
"Sgsm2",-2.22429955293542,1.94214012959846,30.6930236409913,5.69073571734579e-06,0.000234880869915748
"AI413582",-1.73915688492889,6.7422724567251,30.6419480901969,5.7638235584439e-06,0.000237454503879804
"Ltbp4",3.74915645272297,1.61157173368982,30.5915204622816,5.83697102600415e-06,0.000240021022320241
"Pom121",-2.1158470952832,3.32824587311655,30.5829357007393,5.84952229020158e-06,0.000240090875002096
"Cpt1c",-3.84881705855344,2.22259367075836,30.4323388567405,6.07446543488781e-06,0.000248729635787348
"Slc12a9",-2.87024850691333,4.53975352414,30.427083070329,6.08248126207816e-06,0.000248729635787348
"Rps15a-ps7",1.51842854744321,4.89368324808085,30.4080492611132,6.11160545364001e-06,0.000249459497141841
"Nrp1",2.73654866052335,2.01689351245678,30.4006101220498,6.12302884895896e-06,0.000249465501336131
"4430402I18Rik",1.10771855576921,0.410919242082861,30.3863617113483,6.14497230233864e-06,0.00024989930559676
"Gm11205",2.14737170941488,0.371090856147534,30.3749896744492,6.16254637381458e-06,0.000250154153078716
"Gm8894",2.15249200402681,5.28867872095783,30.3322256625693,6.22911604939524e-06,0.000252393286375038
"Fam173a",-2.10385541388992,5.69967349547285,30.3217486344031,6.24554252640115e-06,0.000252596229088798
"Ramp2",4.43972958373926,2.11650604942682,30.3119118238537,6.26100745346846e-06,0.000252759612943582
"P4htm",-3.54451326167403,1.9421831722413,30.2280304070202,6.39455912192443e-06,0.000257680931610809
"Arpc3",2.15993289454739,6.12440071547904,30.1625287247623,6.50096779261482e-06,0.000261492564501851
"Kctd12b",4.5827911331475,2.91880840981505,29.9183999881185,6.91457162084345e-06,0.000277624442772994
"Tnfrsf25",2.50325412243862,0.891554370076695,29.8910902772527,6.96256306671544e-06,0.000279044896240844
"Gm42517",-4.57893881084737,2.15832988902345,29.6762965388469,7.35268906295574e-06,0.000294147450523996
"Fam168a",-2.69438678266441,2.97796657263482,29.5767907864256,7.54129451351392e-06,0.000301148120076658
"Itpk1",-2.1169006286873,1.74024079781379,29.5509967438196,7.59102605013177e-06,0.000302587872625342
"Gm37670",0.988016487590524,3.18866246679795,29.525082974768,7.64134220014935e-06,0.000303110481757457
"Myadml2os",1.07753487014281,0.260346442697456,29.5232165078183,7.64498003590896e-06,0.000303110481757457
"Mboat7",-2.29804506792628,5.20576077499914,29.5230830645581,7.64524019439773e-06,0.000303110481757457
"Gpr153",-3.21143522276664,2.06195328587695,29.3982559650279,7.89280342643243e-06,0.000312365814316574
"Gm36241",1.13451241366118,0.190966535830866,29.3822883776065,7.92508519869507e-06,0.000312720458215224
"Hdac5",-2.21356104325629,4.36495770014063,29.3798459239691,7.93003557649237e-06,0.000312720458215224
"Pglyrp1",6.03337253349206,2.74146639461973,29.3133964622402,8.06599411564302e-06,0.000317515992562937
"Bche",2.09263958356841,0.564654307401554,29.2128808526649,8.27641845459363e-06,0.000325220613625177
"Gm5879",-2.16132819073914,2.57597556318177,29.1907602346457,8.32351138665721e-06,0.0003255847506107
"Fam219a",-2.53670695792419,2.54078134889828,29.1879453640586,8.32952455742459e-06,0.0003255847506107
"Snph",-3.19271145431258,1.64741052342791,29.187799483177,8.32983631721088e-06,0.0003255847506107
"Dnmt3a",-2.43621668938636,2.93501730489023,29.1276089022367,8.45954108183372e-06,0.000330071300446927
"Tpd52l1",1.71844742315884,0.538449151809397,29.0797732755775,8.56416428744602e-06,0.000333565152343606
"Cln3",-2.37369744196912,4.60472685907404,29.0636256583621,8.59979348087664e-06,0.000334364202420798
"Cd40",5.37683487256102,2.14137969658413,29.0189122327712,8.69928303116996e-06,0.000337639014909777
"Kctd13",-2.62768442192684,2.09753674801389,28.9846711900524,8.77630413251089e-06,0.000340031832440523
"Ankrd13d",-3.30173672090091,3.2349890985341,28.9719107025267,8.80519380383803e-06,0.000340554724689351
"Lrrc4b",-4.47465976233344,1.90665240922379,28.9309601110085,8.89859555266064e-06,0.000343566543475587
"Osmr",3.12998261922181,0.655308313790844,28.894210618893,8.98331882099284e-06,0.000346233383757534
"Tmem55b",-2.16498739636162,7.06354158035512,28.8822233025878,9.01114120363679e-06,0.000346701698866186
"Adora1",-3.50647606007609,1.5695903985092,28.8090788801926,9.18292008927689e-06,0.00035269746724839
"Gm7367",1.64135246663975,3.65620199380998,28.801350870038,9.20127300605525e-06,0.00035278988338468
"Gm18726",2.63777942327391,1.46194667452027,28.748191484599,9.32858822517488e-06,0.000357052521289868
"Kctd21",-2.30406295327418,2.56625825960526,28.6791514966154,9.49676011632982e-06,0.000362861526862806
"Dvl2",-2.37054360607126,3.66073606741727,28.5589694231012,9.79730100127518e-06,0.000373699465605536
"Gm7665",5.48996090087766,2.22574261868871,28.5483383159996,9.82437245080407e-06,0.000374087076986469
"Slc35e3",-2.85200084953573,3.81548430919429,28.5314211050503,9.86761635856395e-06,0.00037508810429641
"Lman2l",-2.02767880041917,3.92586026203047,28.5178056407056,9.90256835648164e-06,0.000375771045884122
"Gm9837",1.7099617433846,0.25570362247113,28.4885216997459,9.97819262337566e-06,0.000377479996773062
"Apol8",2.83444994603509,1.03112937605258,28.4871580032329,9.98172933653851e-06,0.000377479996773062
"Pdia5",1.81506951408205,0.854597289929979,28.4791570738595,1.00025066099388e-05,0.00037762022821105
"Camta2",-2.32403178051668,4.57070643367943,28.4214070056863,1.01538558738509e-05,0.000382681011068491
"Def6",3.56368695412798,2.3866489309089,28.3599216178512,1.03176938775975e-05,0.00038819445859539
"Gimap6",6.32000068940776,4.54961607662168,28.3337354253127,1.03883288917347e-05,0.000390188455130469
"Gm14648",1.88991327109841,1.27304638756382,28.2671684639864,1.05702294792082e-05,0.000396347774183936
"Slfn5",5.47559020251749,2.83926279030075,28.1727279345422,1.08341731510078e-05,0.0004055573817593
"Apc2",-4.91959419989322,2.61045912877262,28.1552333448622,1.08838375262863e-05,0.000406728272962893
"Brsk2",-3.65858652533169,1.6135650064419,28.1075506832728,1.10204430442488e-05,0.00041113872085652
"Hr",-4.32087678248285,1.84806378579647,28.0381952929106,1.1222426221399e-05,0.000417969251340083
"Abcg2",3.22889762079181,1.52854150520826,28.0253996736172,1.12601221028754e-05,0.000418389927835167
"Abcc4",2.25744629353686,1.12392775403783,28.0215311950141,1.12715453143678e-05,0.000418389927835167
"Bcl10",1.96240257236799,5.38747971160841,27.9954379761012,1.13489207679017e-05,0.000420556405608525
"Scamp5",-6.17062474479741,4.24271573282496,27.7820575771442,1.20034300226744e-05,0.000442005943828793
"Pccb",-1.63242763884148,2.7097806009267,27.7814185708931,1.20054497282123e-05,0.000442005943828793
"Usf1",-1.80276945442582,5.91872325512939,27.7809233696761,1.20070151598282e-05,0.000442005943828793
"Rap1gap",-4.45748495558684,1.95758955898727,27.7807178305441,1.20076649749629e-05,0.000442005943828793
"Adam11",-3.34324306411802,1.86058547045446,27.7182372993803,1.22069549666345e-05,0.000448049972571277
"Npr1",2.53935526246841,0.971513595798473,27.7165566786052,1.22123642119279e-05,0.000448049972571277
"Tbx2",1.55924010986527,0.800108539540832,27.6411608105935,1.24576938852892e-05,0.000454894348719794
"Hs6st1",-2.29669986444179,2.3438334705348,27.6371731571114,1.24708153742122e-05,0.000454894348719794
"Gpatch2l",-1.03804688239103,2.49130331846089,27.6343507042813,1.24801116822146e-05,0.000454894348719794
"Slc23a3",1.05889912784955,0.513401489742242,27.6340302750674,1.24811675483847e-05,0.000454894348719794
"Map1s",-2.42792553162671,4.82155950115688,27.6141669481683,1.25468075797338e-05,0.000456534579089558
"Srgn",4.78834822031092,4.65931835838955,27.5651707021264,1.27103057459993e-05,0.000461724292313205
"Cd109",1.0030438269231,0.23186198628732,27.5565697420081,1.27392414361451e-05,0.000462016784084981
"Gstt2",3.86955744355159,2.54933861134383,27.5112797505481,1.2892776144041e-05,0.000466819781726056
"Eng",5.38954369385386,2.68744404893192,27.3858217946676,1.33285249096555e-05,0.000481808752575667
"Cbarp",-4.04592828001382,2.29566004083489,27.3729450594522,1.33741337218052e-05,0.000482666716678305
"Nlgn2",-4.41430917247468,3.1218952180995,27.3668180289908,1.33958940487492e-05,0.000482666716678305
"Tango2",-1.35707066037416,2.84162870824214,27.3519039076537,1.34490206307988e-05,0.000483792981162865
"Cldn5",9.3103125488269,4.04590996154722,27.3328283385626,1.35173000980571e-05,0.000485459789073567
"AU040320",-1.72865251160599,2.55954849463151,27.3073471120272,1.36090878910427e-05,0.000487964102777207
"Lmtk3",-4.69281204010032,2.06203330385218,27.1915210766022,1.40348085111672e-05,0.000501655318151467
"Grina",-2.7477112588767,8.58945408742822,27.1911270483292,1.40362808812439e-05,0.000501655318151467
"Pla1a",0.980593655279804,0.344021978516359,27.12491889226,1.42860467814114e-05,0.000509758407976071
"Gm11942",4.22197159846523,4.86186754240082,27.1116393901354,1.43367135865107e-05,0.00051074253570753
"Serpina3f",2.27421037822805,0.489143067513683,27.0989460636295,1.43853238273707e-05,0.000511650352142963
"Tmem50b",-1.99342335294659,5.26263410181944,27.0762333243354,1.44727454027344e-05,0.000513933461548465
"Haghl",-2.4470819255999,3.67978799951752,27.0093269842552,1.47335919005988e-05,0.000522357778232288
"Il27ra",2.96572041213361,1.22962974733433,26.935490567194,1.50273128899015e-05,0.000531918788901265
"Bambi",3.20545557198577,3.00487343515564,26.9038246024306,1.51551959966331e-05,0.00053497186810387
"Gm9847",3.68697277927215,1.08847525135943,26.9021652712712,1.51619292727535e-05,0.00053497186810387
"Reep6",-2.64557393448823,1.26349346677357,26.880092367811,1.52518027025205e-05,0.000537286036923345
"Cln8",-3.09595704454176,5.22302064337802,26.8527681648626,1.53638487747467e-05,0.00054037269704884
"Apln",4.26787574539721,2.50458627983706,26.7974698965696,1.55933124950042e-05,0.000546730281393312
"Depdc5",-1.30766382409794,1.57033508296606,26.7972974709416,1.55940337006364e-05,0.000546730281393312
"Lurap1l",1.86223823195312,0.753669648123191,26.7624995579153,1.5740316896593e-05,0.000550985808074884
"Vwf",3.66003175500985,1.10235661100389,26.7489028040359,1.57978735715326e-05,0.00055212694632388
"Dolpp1",-2.12099158149552,3.70968175101634,26.7365985366023,1.58501533236274e-05,0.00055308035012399
"4930443O20Rik",0.967273976246691,0.208356756179638,26.6910158339424,1.60454509789991e-05,0.000558844590878991
"Tepsin",-2.24426219171032,3.74272032563062,26.6862852194455,1.60658662839144e-05,0.000558844590878991
"Acacb",1.04043487729097,0.30838962643461,26.6596334861281,1.6181404877447e-05,0.00056197993736854
"Gm5203",-1.69317449707175,0.759667978767398,26.6403125510499,1.62657198617925e-05,0.000564022759408205
"Cend1",-4.28717912012909,3.17513875307824,26.6324234333772,1.6300282518607e-05,0.000564336698214621
"Snx32",-3.36012635807297,2.96634351316861,26.601326898639,1.64372862144614e-05,0.000567688660488237
"Actn4",1.65595610421227,3.47777997064869,26.5941848834015,1.64689260246036e-05,0.000567688660488237
"Scarb2",-1.90037846092239,5.24028499402783,26.5930223839647,1.64740821784319e-05,0.000567688660488237
"Snai2",2.96128333919033,0.75134688145378,26.574849938042,1.65549094845288e-05,0.000569586722435818
"Nmi",2.14993486942455,1.94758282925826,26.5628988944289,1.66082967325108e-05,0.000570260656709648
"Manba",1.67822502309586,2.17194702370659,26.5589336416604,1.66260508781686e-05,0.000570260656709648
"Rpl22-ps1",1.9481459327782,3.99368510848668,26.5347814330816,1.67346306775185e-05,0.000572810362810322
"Flad1",-1.92246368600476,3.91934193440238,26.530895304326,1.67521721619255e-05,0.000572810362810322
"Maz",-1.76928521559969,6.53994420467607,26.5172795380616,1.68137875310357e-05,0.000574009135079707
"Wiz",-1.51564026426366,2.88620962015911,26.5116962990637,1.68391234763246e-05,0.000574009135079707
"Tmem259",-1.15440619881179,4.41611768183667,26.4803890159781,1.69819511063674e-05,0.000577987237424869
"Ncs1",-3.31673471847472,1.77006042724656,26.4527028311856,1.7109340258965e-05,0.000581428470889526
"Zmiz2",-2.40625304366862,4.46285837079379,26.4224547207192,1.72496882596992e-05,0.00058529885486093
"Wwtr1",3.9063761339273,1.02957914866937,26.4130387365143,1.72936287133542e-05,0.0005858911914633
"Btbd17",-5.07746500605771,2.6508953774478,26.4056540023243,1.73281740585633e-05,0.000586163906265436
"Gm40117",2.83369802772491,1.35053075807279,26.3267553360616,1.77019056977233e-05,0.000597891999619439
"Map3k10",-1.87738336851525,3.52977266701313,26.3093240014244,1.77856343081911e-05,0.000599804249695293
"Igsf8",-3.08354722168813,3.86154378861517,26.2991294128301,1.78347988884544e-05,0.000600546812495094
"Scap",-1.72574649431943,2.92537105889115,26.2623569953686,1.80133512542305e-05,0.00060563734011754
"Carmil3",-4.22343149943067,1.77330748803456,26.2004086235072,1.83184924609365e-05,0.000614166252250627
"Olig1",-8.1862706553797,4.78105643980736,26.1950790280941,1.83450020935817e-05,0.000614166252250627
"Zfr2",-3.16776387328334,1.62571955133757,26.1936909041645,1.83519134239543e-05,0.000614166252250627
"Gm12579",-2.07165031750271,0.828660127001085,26.1884423361261,1.83780707404021e-05,0.000614166252250627
"Cbx3-ps8",1.3239897134823,0.34056466531656,26.1823965620405,1.84082506012626e-05,0.000614246950304271
"Khsrp",-2.49980266091247,4.42331406952125,26.1671158496447,1.84847672036236e-05,0.000615283621269606
"Pik3r6",3.06743238297565,2.25817689220463,26.1650889454265,1.84949422837901e-05,0.000615283621269606
"Ncor2",-2.34047342358302,2.42734534589348,26.1446223135797,1.85980217893878e-05,0.000617783837907847
"Cr1l",2.17995068124088,4.08572947809652,26.1076277066963,1.87859086889458e-05,0.000623089442167239
"Nudt14",1.9597528701529,3.68232332649216,26.0637875087426,1.90111989069205e-05,0.000629617894338028
"Pgam1-ps2",-1.41684875375114,4.18753282026806,26.0471531066709,1.90974372712524e-05,0.000631528557177754
"Sept3",-4.62496062405042,2.58984818654863,25.9595328752676,1.9558660623936e-05,0.000645815296990053
"Mgrn1",-1.48303517455391,2.998475861615,25.9490859208254,1.96144433736097e-05,0.000646473180250418
"BC048502",-2.2345191300426,1.29792130250077,25.9448652792756,1.96370283021417e-05,0.000646473180250418
"Ppp1r13b",2.13515169027812,1.4100642043597,25.9381929779904,1.96727890698642e-05,0.000646688131638343
"Maoa",3.00982040712744,1.89625642797973,25.919789021478,1.97717887116912e-05,0.000648430519099375
"Wdr91",-2.09287057316559,3.28045762597992,25.9174490103123,1.97844144280648e-05,0.000648430519099375
"Stk11ip",-1.71927713892898,3.87454075358673,25.862260080069,2.00847084977602e-05,0.000657298825585723
"Fsd1",-3.61192736048023,1.89653871882676,25.8521376431864,2.01403146885292e-05,0.000657422060514573
"Apbb1",-4.63691725530493,3.62936998840035,25.850757791668,2.01479074731673e-05,0.000657422060514573
"Tmem121",-4.60839857228041,2.23539656418617,25.8414037199194,2.01994602001265e-05,0.000658133516947567
"Slc16a11",3.16623927582034,1.7971633929605,25.7597996491143,2.06552413941359e-05,0.00067199397847422
"Odf3b",3.20522693127317,0.909796175357803,25.7377626718985,2.07802044797532e-05,0.000675066760213775
"Aqp11",2.43960963736034,1.45038502208711,25.7201145252795,2.08808642040248e-05,0.000677342168307391
"Lrfn3",-3.21796388861239,2.06027011491084,25.7094612816833,2.09418798251067e-05,0.000678326804349687
"Cntfr",-3.58679422667508,1.53228219959832,25.5207402982147,2.20550293660213e-05,0.00071333832553288
"Lrp1",-5.02653849880832,5.31772904547962,25.4800072820898,2.23035070511709e-05,0.000719962529675028
"Lnx2",1.64571328071168,1.14938380443741,25.4765191641805,2.23249240770722e-05,0.000719962529675028
"Syt11",-6.10672458215211,4.03080758586946,25.3879838018003,2.28759740182176e-05,0.000735605169757917
"Jcad",3.75125380946222,2.06196562105237,25.3879036346812,2.28764795368371e-05,0.000735605169757917
"Dpysl4",-4.49170265127488,2.01052740172861,25.3385549990147,2.31899455553085e-05,0.0007437800674374
"Prps2",-2.68036937865328,2.96632092013789,25.3373042512428,2.31979499404152e-05,0.0007437800674374
"Rnf183",1.51562897094216,0.436970251436423,25.3066168382849,2.33952696419587e-05,0.000749021056858253
"Cnih2",-3.805559804382,3.03496244154167,25.2932975565138,2.34814713496231e-05,0.000750694495184554
"Gm15473",1.14600226932411,0.30461094037885,25.2738214048562,2.36081331129742e-05,0.0007536547313973
"Gga3",-2.26155319055051,3.85871922965627,25.2513446450264,2.37552195441507e-05,0.000757257524460007
"Nhlrc1",-4.3274086829526,3.69328259633171,25.0540903061796,2.50889596727109e-05,0.00079825665925301
"Bcan",-6.91732258055128,4.04065021190514,25.0485877432198,2.51272967656873e-05,0.00079825665925301
"Nptx1",-4.45358132938434,2.09321103654938,25.0453887908559,2.51496131401414e-05,0.00079825665925301
"Cd93",8.26441294542657,4.30477111529579,25.0303847067777,2.52545676279946e-05,0.000798752441089931
"Ttyh1",-4.77323421974694,2.12964475836002,25.0290078048315,2.5264222621559e-05,0.000798752441089931
"Sall2",-4.1649641557762,2.40389934487669,25.0275470861602,2.52744696706725e-05,0.000798752441089931
"Lipa",2.63830206721341,4.29738828556874,25.0225364704115,2.53096533564183e-05,0.000798752441089931
"Zeb2",-2.77939289757127,4.05048570241259,24.9547106034336,2.5791112560931e-05,0.000812787440435153
"Gm12407",-1.85287845701467,0.925431455050041,24.942435880583,2.58792879941739e-05,0.000814406099993044
"Aatk",-5.15973022672536,3.26056278403463,24.890784881665,2.62538773448448e-05,0.000825020637073867
"Gm11730",1.29930624874976,0.274037077245299,24.87979422453,2.63343321421925e-05,0.000826375077988262
"H2-DMa",-2.26034963570669,6.01348587823421,24.8646372263779,2.64457193827254e-05,0.00082869497153546
"Mapt",-4.14179487970754,1.97091144048651,24.8512760087082,2.65443282653529e-05,0.000830608450091094
"Lef1",1.65146442453294,0.44087598182212,24.7996096195471,2.69293611663888e-05,0.000841466464807936
"Rrp9",-1.67666098973146,3.84111395614706,24.7744393784718,2.71191008243076e-05,0.000846200095255511
"Mgat3",-4.03414236696377,1.86431024333703,24.7152099215202,2.75712617502523e-05,0.000858416988189665
"Scaf1",-1.58147508707905,4.81782329790353,24.7104438005654,2.7607996092535e-05,0.000858416988189665
"Tnfrsf21",-2.0259598107636,3.96991644782358,24.7079762561389,2.76270350129296e-05,0.000858416988189665
"Lin7b",-2.49099160327773,1.62932061415147,24.6182963749369,2.83286170774617e-05,0.00087898176101639
"Plppr2",-3.74489894484506,2.82547572456639,24.5612715974818,2.87846436929175e-05,0.000891395458843134
"Serpinh1",5.03428159247484,2.79561816286539,24.5582182218206,2.88092823338987e-05,0.000891395458843134
"Fam13a",1.81562298535314,0.709187230776156,24.5396022175621,2.89599903793687e-05,0.000894807077042979
"Slc35c2",-2.22058525613199,5.59706871453836,24.5258418140186,2.90719322146658e-05,0.000897013049351537
"Neurl4",-1.90231104020568,4.25043675690718,24.4960129420892,2.93161870923218e-05,0.000903289703403113
"Pip4k2c",-1.47548494392762,1.99370922782776,24.4387525351937,2.97912496829337e-05,0.0009166506491454
"Lrrc61",-1.55892794477732,2.01690088818147,24.4213973581043,2.99368611820691e-05,0.000919851638792938
"Gm10020",1.14639487397057,2.14830121212837,24.4094759315888,3.00373247334483e-05,0.000921658439775418
"Tecr",-2.14297385057777,5.18469628090138,24.3931848589872,3.01751964305525e-05,0.000924606469020932
"Gm6473",-1.54925358163616,1.75128021918643,24.3631866311159,3.04308491026964e-05,0.000931150310786932
"Pop5",2.05032986625122,4.34998324163237,24.3503453514072,3.05409942886026e-05,0.000933229857246901
"Eif2ak1",-1.21198861284232,2.00794738859599,24.3181436509267,3.08190852323831e-05,0.000940428444960017
"4931406P16Rik",1.98090729122787,2.09005200459182,24.2971079123724,3.10022122165184e-05,0.000944713417170849
"Gm6157",2.30686190302041,2.51872202941249,24.2264687638338,3.16257432670293e-05,0.000962388333282655
"Tepp",0.908600637503792,0.272325912496752,24.2106414492023,3.17672852351609e-05,0.000965367652826188
"Slc41a3",-2.73192740415885,2.54558292058008,24.1936537688026,3.19199597991517e-05,0.00096867664010512
"Aacs",-3.48059247481576,3.37431994356526,24.1030239371555,3.2747880496364e-05,0.000992440219480905
"Adamts9",1.99907029106784,0.503648611117141,24.0853295156157,3.29121909333313e-05,0.000996055266782609
