"","monocytesBYo","AveExpr","F","P.Value","adj.P.Val"
"Aqp1",2.21544371408316,0.865905072691297,36.9260028226467,1.37431443283326e-06,2.53871766912771e-05
"Mzt2",-3.02052952481356,3.13662451833969,36.9245481417005,1.37476100330651e-06,2.53871766912771e-05
"Rftn1",2.50037165389378,1.38322569130528,36.8806876206866,1.38829894377789e-06,2.56157944396982e-05
"Samhd1",3.6715671996871,4.13958105497933,36.8760011316589,1.38975389224103e-06,2.5621271131707e-05
"Gm45663",1.19878803071288,1.11482725298662,36.8625063352878,1.39395256247168e-06,2.56772793834813e-05
"Rps7",2.43371357984384,6.44136170578783,36.8251813301644,1.40563650745115e-06,2.58709621084375e-05
"Gm37102",1.42373987158442,1.56023729637813,36.7165232750021,1.44025122979298e-06,2.6486016589119e-05
"Ttc30a1",-2.77982836278397,2.79065330619332,36.7047636968652,1.44405182452433e-06,2.65338525863386e-05
"Rps26",2.03286328939487,8.17348541377428,36.681670723342,1.45154657344638e-06,2.66494314061031e-05
"Gm11361",3.00848963419398,6.21190227905559,36.6754522596667,1.45357186835146e-06,2.66644862715916e-05
"Cyp4b1-ps2",1.51379005132481,0.327243565779813,36.6498730786942,1.46193465523378e-06,2.67956755407929e-05
"Gm38399",1.36685698232236,1.31788276952086,36.6343735720444,1.4670270852138e-06,2.68667551375703e-05
"Gm46336",-1.49834835299758,0.461482535799997,36.6305041714462,1.46830135516326e-06,2.68678501904688e-05
"1700041I07Rik",-1.16066374047926,0.211577194819047,36.6209522903178,1.47145205659674e-06,2.69032511141237e-05
"Myof",2.80813367490524,1.13143178207609,36.6112605051969,1.47465630853092e-06,2.69395718527082e-05
"St3gal1",3.78479318885628,1.82197468307399,36.5722910056757,1.48761586517932e-06,2.71538991628401e-05
"Inafm2",2.76241091501011,5.6870452611055,36.5378512408559,1.49917060207954e-06,2.7328356489952e-05
"Gm14421",-1.63049518726474,0.514262839991311,36.5364462356953,1.49964402562047e-06,2.7328356489952e-05
"Ahnak",7.33508285521313,3.39457475533196,36.4564673281515,1.52685912721787e-06,2.78014028571531e-05
"Slc28a2",3.81344511457349,1.41264590415249,36.4369323239134,1.53358654546125e-06,2.7900933507598e-05
"Olfr839-ps1",1.4725578644204,0.743574684393469,36.4323799334357,1.53515884411451e-06,2.79065892426831e-05
"Gm37296",1.98107632880619,0.674950005378131,36.3537312960753,1.56259677013278e-06,2.8376800571326e-05
"Mtrr",-1.95707766769959,2.17673966843242,36.3509097385426,1.56359082838884e-06,2.8376800571326e-05
"Rab34",-4.44040301916927,4.71452832472408,36.2928969884659,1.58418006603041e-06,2.87268980334351e-05
"Lipo3",-0.928243492254314,0.56574743733428,36.2876884482653,1.5860427792909e-06,2.87371207258416e-05
"Cd6",1.21963608201462,0.318304886911064,36.2530583711128,1.5984872315378e-06,2.89388977277501e-05
"Fam169b",0.878739510478019,0.198325610347415,36.2271295636282,1.60787330890758e-06,2.90850214333298e-05
"D6Wsu163e",-2.00599216748217,2.64010467163621,36.2188888149054,1.61086876151037e-06,2.91154000089003e-05
"Gm10076",2.90035270026153,6.39752237522862,36.1578006660212,1.63326113629627e-06,2.94960294843122e-05
"Gm10571",2.14902819789145,0.901554527434372,36.1442478237417,1.6382740965086e-06,2.95624289046164e-05
"Bola1",-1.37587104988441,2.20308426077935,36.1347293477755,1.64180466610546e-06,2.96019923620628e-05
"S100a6",7.57810603512751,5.38345960227205,36.1166709514236,1.64852526065166e-06,2.96989611900625e-05
"Ighv1-82",2.87684269227541,0.493107428884509,36.1110959991956,1.65060597756265e-06,2.9712250644116e-05
"Slco4a1",-4.69330619038865,1.46756376819043,36.1040710054255,1.65323189435003e-06,2.97353245517933e-05
"Snx6",-1.4562872843309,3.80874172510696,35.9858177388376,1.69811275779591e-06,3.05177486114695e-05
"Lrrk2",3.37286765322847,1.27855241740228,35.9716627227825,1.70357187866429e-06,3.05785860406865e-05
"Padi4",5.39357058795947,1.98628366876838,35.9698757816489,1.70426237798519e-06,3.05785860406865e-05
"4933439K11Rik",0.735818572322025,0.211566346457373,35.9643705691974,1.70639155514964e-06,3.05919776131082e-05
"Igkv13-87",2.22215752203786,0.37035958700631,35.8899780784518,1.73544444552079e-06,3.10876416747015e-05
"Eef2k",-3.85498458498897,2.73856694498041,35.8843079988547,1.73768044046196e-06,3.11025116378155e-05
"Gm10521",2.46440264915394,1.31086114355293,35.8673564862399,1.7443836907726e-06,3.11972517307698e-05
"Gm43510",1.69704380293732,0.282840633822887,35.8548003159218,1.74936671681654e-06,3.12610984459874e-05
"H2-Ab1",5.54502972179782,5.01790597016949,35.8464247393475,1.75269911424587e-06,3.12953692529954e-05
"Gm20655",-1.22196111109317,0.223116117383483,35.8021673138703,1.77042111736553e-06,3.15863115963529e-05
"Rpp38",-3.04529414584996,3.07760999188066,35.7661254767953,1.7849951624728e-06,3.18028606617708e-05
"Chka",-3.15389766246542,3.46436910029558,35.762421891936,1.78650002664824e-06,3.18028606617708e-05
"1110019B22Rik",1.69936341200315,0.283227235333858,35.7597417291319,1.78758989503747e-06,3.18028606617708e-05
"Rab3il1",-6.95441531398904,2.47773433680157,35.7579744411834,1.78830893925972e-06,3.18028606617708e-05
"1810011H11Rik",-4.01240013796851,1.94285771327722,35.6850537712791,1.81824947960315e-06,3.2309343965671e-05
"Morn3",1.46659928193138,0.66978358947657,35.677105273813,1.82154536863787e-06,3.23419327370591e-05
"Ubc",-3.51652488460508,10.6235868711954,35.670432163357,1.82431735323781e-06,3.23651746637371e-05
"Gm47079",-1.24546067291093,0.282049688292367,35.6600503841815,1.8286388921252e-06,3.24158479250688e-05
"Cmah",1.8196926222116,0.739973403394295,35.6394544513617,1.83724468509087e-06,3.25423251947681e-05
"Higd2a",-1.61450240651494,8.9296805290984,35.6335397635129,1.8397240857895e-06,3.2560172759937e-05
"Cd55",3.57936833347148,1.5441737491609,35.5996977209895,1.85397956047683e-06,3.27807905572154e-05
"Pip5k1b",1.71000477316006,0.785033414132999,35.5969244436531,1.85515299813017e-06,3.27807905572154e-05
"Rbpms2",3.16018721366624,0.967857003913779,35.569264554308,1.86690017046111e-06,3.29620370878781e-05
"Igkv1-133",1.84123400149394,0.306872333582324,35.4741639480069,1.90790128178012e-06,3.36590909544031e-05
"Egr2",-6.28950787631766,3.53456988915872,35.4330880363883,1.92590785634705e-06,3.39496888493751e-05
"AC129208.1",1.96727130375067,0.450864618917921,35.4276807360257,1.92829179825583e-06,3.39646492458707e-05
"Gm45735",2.27083594472843,0.378472657454738,35.3654496485858,1.9559565957786e-06,3.44245248754255e-05
"Tas2r135",1.60491508491468,0.533579128123939,35.3286868353097,1.97249901704059e-06,3.46880729363983e-05
"Med22",-2.37263784511256,6.43042501985319,35.2614850252644,2.00312693911683e-06,3.519871109935e-05
"Hdc",4.84096045488294,2.29007412908659,35.2473187242259,2.00964816400249e-06,3.52852748668468e-05
"Gm47513",-1.67508313552022,0.457305750419314,35.23982729319,2.01310591173569e-06,3.53179556584684e-05
"Gm3055",-0.959543920810467,0.246107113326043,35.2177979275626,2.02331077074721e-06,3.5468862267227e-05
"Eif2s3y",-5.40657185375777,3.01694876930305,35.1981581260466,2.03245542303788e-06,3.56009590846137e-05
"Pgk2",1.11197493477646,0.308132895221437,35.1868489892908,2.03774124429195e-06,3.56653081862901e-05
"Ddx43",-2.01996182453959,0.676991490166818,35.1762302476997,2.04271778589446e-06,3.5724146701457e-05
"Olfr986",1.51121247829317,1.02307349907061,35.1652311550506,2.04788631165346e-06,3.57862471348416e-05
"Nudt9",-1.60568908243273,3.96631711777056,35.1488476806083,2.05561097547483e-06,3.58928820918939e-05
"Tln2",-1.9859683984205,1.02341195649373,35.1060402210348,2.07594202105825e-06,3.62192944257664e-05
"Gm35279",1.4346482405446,0.596841730353613,35.0947220327067,2.0813534323272e-06,3.62752405589924e-05
"AC136518.1",1.51601101190642,0.854870237641233,35.0924782002344,2.08242803914118e-06,3.62752405589924e-05
"Gm9973",1.60018646272445,0.873010899152048,35.0870494324184,2.08503042110752e-06,3.62919968577196e-05
"G730013B05Rik",1.65650619193398,0.419551461772001,34.9876427436132,2.13330401136704e-06,3.71030539649945e-05
"Gm28187",3.36719131507099,0.912209773776487,34.9641399702653,2.14489148103705e-06,3.72713119070653e-05
"1810058I24Rik",2.74256501740925,5.47954171510189,34.9611958474137,2.14634775435525e-06,3.72713119070653e-05
"Gm11998",-0.959717195829068,0.367142031316134,34.9432205475665,2.15526201678658e-06,3.73967541940154e-05
"Nfya",-2.34832349317954,3.04955510115894,34.8713465433836,2.19130392421891e-06,3.79923328491341e-05
"Btbd19",-2.34218030798082,3.09672689040558,34.8044641665453,2.2254231321517e-06,3.85266210102407e-05
"Ppp1r15a",-4.55121646028314,6.63263787818678,34.8041139274945,2.2256032930022e-06,3.85266210102407e-05
"E030030I06Rik",0.925738276103321,0.549062366752244,34.7707607907941,2.24283174446804e-06,3.8794500924837e-05
"Tmem51os1",3.66276162896767,1.05245838736035,34.7350923369107,2.26141437637127e-06,3.90853673816107e-05
"Il5ra",0.821619425045202,0.194494033457658,34.7188237565882,2.26994472698996e-06,3.91672864491295e-05
"Tusc1",3.74388028743965,4.71127267735602,34.7168620816419,2.27097564821257e-06,3.91672864491295e-05
"Hpn",-2.84673237566292,1.21880840128484,34.7159305436522,2.27146537604453e-06,3.91672864491295e-05
"Gm48565",-2.09377700222772,0.576018446676579,34.7035014635756,2.27801042397904e-06,3.92495518767044e-05
"Gm26350",2.21823221596093,0.369705369326821,34.6910275052469,2.28459942138622e-06,3.93324459138734e-05
"1810021B22Rik",-1.51392860210237,0.513920075187839,34.6817036035634,2.28953782798465e-06,3.93868159941714e-05
"Defb38",1.91418706080658,0.462895902142765,34.669523406459,2.29600630626675e-06,3.94674028854229e-05
"Gm4149",2.69412460830799,6.40989348174466,34.5286032149028,2.37228426816379e-06,4.07469292426922e-05
"Gm31373",1.85390973585315,0.477761907521446,34.5025854854711,2.38666182117998e-06,4.09620787199106e-05
"Gm48061",1.02808094963035,0.233726251788736,34.4533486088237,2.41412653504754e-06,4.14013343681061e-05
"Ptgs2os2",1.50017809500027,0.607683687083561,34.4439061256217,2.41943221348086e-06,4.1460185018464e-05
"Ncr3-ps",1.90208072773588,1.23284903697814,34.4100922265923,2.43853475589564e-06,4.17551891677084e-05
"Prkar2b",4.09321609546936,1.64393405310648,34.3887420887354,2.45067929680267e-06,4.19306868392617e-05
"Ighv1-78",2.58599623901264,0.494428715199192,34.3798890300673,2.45573414828565e-06,4.19847036804663e-05
"Cebpe",3.59557239233841,1.59846135013905,34.3752721184911,2.45837470740002e-06,4.19973927813209e-05
"Gm38947",1.25636294879225,0.459246477923807,34.3455474682546,2.47544818397344e-06,4.22564353194788e-05
"Rps3a1",1.81761234099585,8.4846691976698,34.3269492649754,2.48619533812025e-06,4.24071699809054e-05
"Tubgcp5",-3.40964225029893,3.16631830371123,34.3065077069978,2.49806538251681e-06,4.25768108300612e-05
"Gm15966",0.819304991921098,0.239348475241072,34.2933958337072,2.50571116239588e-06,4.26742479181555e-05
"Rhob",-5.04856436793394,9.72700733708601,34.2789486184254,2.51416464463689e-06,4.27852803333091e-05
"6030468B19Rik",-3.19684559789645,0.769802371624209,34.2648267663256,2.52245728223485e-06,4.28934069599398e-05
"Tnmd",0.95647158858953,0.207368441359245,34.2317676536463,2.54198507346834e-06,4.3192270184593e-05
"Vipr1",-1.92395819385295,0.761581877681155,34.2205607095523,2.54864164438385e-06,4.32721405208779e-05
"Gm553",0.711516552323674,0.225459102222529,34.2154562902261,2.55167969583442e-06,4.32904983979638e-05
"AC123724.1",-4.00238258014373,1.97306671345328,34.2007254573693,2.56046897643073e-06,4.34063257973771e-05
"AC131747.1",-1.88448920902851,0.336349498667233,34.195068886659,2.56385263246551e-06,4.34304071883877e-05
"Ly96",-1.87079756033948,2.30769887731013,34.153534745024,2.58884479261993e-06,4.38202091408803e-05
"Olfr365",1.09660475891683,0.393111429207939,34.1434060926614,2.59497896359282e-06,4.38904584186269e-05
"Jrk",-2.76399242841295,2.07811085238455,34.1160543778492,2.61162179383352e-06,4.41382039304653e-05
"Diaph1",3.319794706072,2.70420698989731,33.9789315834479,2.69679901385909e-06,4.55429653309959e-05
"Tmem51",5.00256051501734,2.17718849705145,33.9724209288595,2.7009165845425e-06,4.55777098396901e-05
"Gm13596",1.41216987825513,0.329413478045301,33.94086720746,2.72096793103182e-06,4.58810773919337e-05
"Igkv13-85",1.4585633872459,0.243093897874317,33.9342002307678,2.72522494730911e-06,4.59178610124291e-05
"Gm37168",-2.31324751115383,1.13192208329979,33.9287597696138,2.72870409251644e-06,4.59414921147194e-05
"Trbv15",2.70823964487394,0.451373274145657,33.9166433028341,2.73646961829628e-06,4.60371995175427e-05
"Gm36694",0.95127338137671,0.231803107156483,33.9003732076375,2.7469344956893e-06,4.61719002382184e-05
"Gm12149",-1.01529912969972,0.154188849819702,33.8958413820907,2.74985698087393e-06,4.61719002382184e-05
"Pald1",-6.25117282325436,2.32222597435894,33.8944770782256,2.75073744582434e-06,4.61719002382184e-05
"Gpr155",-3.80229110529819,3.00386061393684,33.8840945736154,2.7574477853119e-06,4.62494445446969e-05
"Gm24471",3.33540289401746,0.555900482336243,33.8790663723146,2.76070387451405e-06,4.62689786483897e-05
"Igkv13-76",1.43825962687171,0.239709937811951,33.860504761881,2.77275944665929e-06,4.64358495370503e-05
"Sla2",1.2494229458961,0.283934558832565,33.8426865076793,2.78438528687273e-06,4.65952766274474e-05
"A930007I19Rik",-2.31286608088314,0.949279722096808,33.8295341078292,2.79300030339757e-06,4.66893477394347e-05
"4933432G23Rik",1.10516826004456,0.204627006864147,33.8276640066229,2.79422756439052e-06,4.66893477394347e-05
"Aars",-2.53498245613973,4.70231034327579,33.7975461509718,2.81407230041526e-06,4.69854501902542e-05
"Pi16",6.48114978688997,2.73239760167819,33.7675072390398,2.83401549427577e-06,4.72827487027624e-05
"Gm27414",1.93245414593993,0.322075690989989,33.7604613784364,2.8387152150883e-06,4.73254685029377e-05
"Spib",4.28504390732888,1.55283889365786,33.727501453074,2.86081125967022e-06,4.76510959853859e-05
"Whrn",-3.35906934287158,1.3971358895911,33.7249118399384,2.86255510394512e-06,4.76510959853859e-05
"Rnf135",-2.39424428077375,2.9998648890378,33.6694301177963,2.90019135226391e-06,4.82413032226574e-05
"Pmepa1",-3.99739830459522,2.65076445143856,33.6517407035176,2.91230222095906e-06,4.84063576515982e-05
"E230014E18Rik",2.6605538936583,1.00815466908993,33.628657085919,2.9281877214129e-06,4.86338565771904e-05
"Trbj1-4",4.17499350595759,0.75895359196363,33.6223174985044,2.9325666784887e-06,4.86700469828999e-05
"Eif3h",2.06476375214366,4.27672662577174,33.6181352291559,2.93545934703728e-06,4.86815345835876e-05
"Fut7",3.86371925674578,1.84910366030385,33.603750593094,2.94543184838386e-06,4.87997348863024e-05
"Gm7639",1.42386591117599,0.237310985195998,33.6014956813175,2.94699840926185e-06,4.87997348863024e-05
"Rpl29",2.09880811295206,5.29548499448755,33.5750064393643,2.96546833478132e-06,4.90688526330346e-05
"Cmpk2",4.87422344910117,3.3198112264398,33.5657025559179,2.97198497019176e-06,4.91399278741049e-05
"AC169509.3",1.70354621423266,0.292335058544214,33.5308630058791,2.99652394854786e-06,4.95086626689503e-05
"Igkv4-91",2.94677897473584,0.491129829122639,33.4958277916878,3.0214197762496e-06,4.98827385895298e-05
"Gatm",-4.87143459321545,5.03874460541336,33.4628590447848,3.04504964564096e-06,5.02053645774866e-05
"Tcrg-C2",1.14625210206023,0.220852860549195,33.4622331948369,3.04550012489206e-06,5.02053645774866e-05
"Mtif3",-1.47621416755779,2.0312113032179,33.4344341119523,3.06558176660214e-06,5.04724813640784e-05
"Abca6",2.04017005509989,0.691066034652797,33.4312201628323,3.06791260828853e-06,5.04724813640784e-05
"Olfr455",0.867709995200754,0.211934214286552,33.4303444862651,3.06854800138704e-06,5.04724813640784e-05
"Gm15337",0.997708523174908,0.408762986444948,33.4167344480428,3.07844162435785e-06,5.05975958808831e-05
"Cfh",-3.56148096888961,2.66998290010206,33.374380297539,3.10944964927564e-06,5.10693055611914e-05
"Gm47495",1.51157486120655,1.16048070208144,33.3697214944907,3.11288079275806e-06,5.10877312894558e-05
"Tmem230",-1.67985532760156,4.46435969600848,33.3507645612877,3.12688420044505e-06,5.12795101307976e-05
"Gm44627",1.37890792102748,0.453597120810874,33.3420986975716,3.13330810220495e-06,5.13119796397896e-05
"Laptm4b",-2.52445434481601,2.88655461916857,33.3418362221178,3.13350289261654e-06,5.13119796397896e-05
"Rufy4",2.02137396041962,0.566281411470737,33.3296222408265,3.14258159566095e-06,5.14225833142065e-05
"Tmem38b",2.23062842604275,2.56648020961128,33.3240063193115,3.14676538740679e-06,5.14280819154445e-05
"AC138177.1",-1.9703030470146,0.424246026743833,33.3229313352965,3.1475669173942e-06,5.14280819154445e-05
"Zfp791",-1.83798342760947,0.698643377192166,33.2791141195532,3.18042481455233e-06,5.19265964371522e-05
"Cnpy2",-1.67392648660462,6.03489621208583,33.1755697940094,3.25954052099139e-06,5.31790670692423e-05
"Gm37746",3.05292048200078,1.0272623181379,33.165238845618,3.26754905851085e-06,5.32704405463784e-05
"Slc25a24",3.63014647292684,1.71138905733075,33.1354396403406,3.2907676949081e-06,5.36094651800088e-05
"Lck",2.22710383359452,0.799337688626905,33.1174100433699,3.30490159031542e-06,5.38001014588285e-05
"Clec12b",0.985938127139458,0.257878532342855,33.0624054477797,3.34842455513325e-06,5.44685267891271e-05
"Gm25810",-2.60097597981124,0.260097597981124,33.0488087191621,3.35927750220971e-06,5.46049200451032e-05
"Gm42759",2.32781844309823,0.768840747282671,33.0372877557658,3.36850306553741e-06,5.47146793824407e-05
"Gm29129",0.993321209363751,0.277963429381609,33.0239076709197,3.37925142612551e-06,5.48489943508251e-05
"9130023H24Rik",-2.44658755248161,3.16473583885581,32.9978934246853,3.40025425441697e-06,5.5149431723216e-05
"Gm21833",1.35931935087031,1.34864116082569,32.9898080542099,3.4068105042052e-06,5.51779757499303e-05
"Pex11g",1.61901671374665,1.56743534322272,32.9895716101546,3.40700243522148e-06,5.51779757499303e-05
"Olfr483",1.00635273366158,0.207196971783869,32.9851864917731,3.41056411029914e-06,5.51952522400496e-05
"Gm40773",-1.59276581965287,0.434674959390397,32.8403479984853,3.53047559467023e-06,5.7094087412931e-05
"Cops4",-1.53971708692609,4.22001231200643,32.8157829571387,3.55125715416161e-06,5.73882118491727e-05
"Ighv5-9",2.20759140318628,0.379191311754544,32.7999115386448,3.56475374257706e-06,5.75642679175418e-05
"Sall1",-7.52300814216256,3.08368253577969,32.7905745866006,3.57271927917651e-06,5.76508159104464e-05
"Gm12689",2.33989942749736,1.38504841791291,32.7737882047676,3.58708807295123e-06,5.78404879284985e-05
"5930403N24Rik",-3.07661718767348,1.63121665885469,32.7595369401666,3.59933545733428e-06,5.79957016187955e-05
"Pex14",0.981144260326812,0.64957801261217,32.740524012275,3.61574476904773e-06,5.82177012559264e-05
"Gm14902",-1.14259516772943,0.236896587139888,32.7192176056372,3.63422878148688e-06,5.84727587875158e-05
"Wdr45b",-1.30378250644244,4.7663312655108,32.6526172865052,3.6926625418729e-06,5.93697481205335e-05
"Itga2",2.15462868606183,0.609345068682965,32.6462776776306,3.69827702754016e-06,5.94168356428983e-05
"BC051226",3.26712176511557,3.52010140731403,32.5382868464205,3.79533405344442e-06,6.09319123834186e-05
"4930507D10Rik",0.959961158877761,0.204471215775343,32.5061547403861,3.82473699986346e-06,6.13594319419719e-05
"Gm47356",1.80650269947158,0.607401006274992,32.5029005442646,3.82772838070753e-06,6.13629238886903e-05
"4732491K20Rik",-2.03325674204485,1.24106865384209,32.4862502589303,3.84307323155392e-06,6.15643078216273e-05
"Igkv4-59",2.73784641421966,0.497157585761946,32.4753863892686,3.85312086297398e-06,6.16806026422383e-05
"Palm",3.35717224101665,3.46790556256603,32.4682802307858,3.85970833648735e-06,6.17413792683366e-05
"Gm2814",-1.33093180953216,0.335520333100183,32.4537319074953,3.87323243497232e-06,6.19129488142287e-05
"Lilrb4a",0.811724034768985,0.546321409081954,32.4481668845483,3.87841908918196e-06,6.1951094231027e-05
"Extl3",-2.41742131471873,2.7959411810768,32.4003633598345,3.92328016138774e-06,6.26224581604481e-05
"Cep68",-2.19341304147716,3.76354981967371,32.3881452701657,3.93483518266514e-06,6.27616140923582e-05
"Smtnl1",0.713540237276081,0.19983205081397,32.3756579779106,3.94668248363336e-06,6.2905228087479e-05
"Mycs",0.907999475756616,0.168509856076602,32.3589783401428,3.96256692238297e-06,6.31129359423171e-05
"Mmachc",-2.8491843003027,3.19594264167415,32.315599482637,4.00419930437438e-06,6.37301447558809e-05
"Gm21370",2.02155086549421,0.347336200563773,32.3043819476433,4.01504130824413e-06,6.38567640994141e-05
"Mpi",-2.66727926299651,4.90519046622575,32.2793258005894,4.03937240778298e-06,6.41975831734072e-05
"Gm14843",2.50684367412699,0.452402152327998,32.2540650127423,4.06406222084818e-06,6.45436098433772e-05
"F830208F22Rik",2.907311582266,1.00778712930865,32.2476782015277,4.07033024557341e-06,6.45967833736159e-05
"Fam241a",3.05730737081479,2.100793777983,32.2417970893586,4.07611113743556e-06,6.46421553358329e-05
"Zfp354b",-1.97664652740151,1.04661617327433,32.2267729883551,4.09091919155757e-06,6.48305195378425e-05
"Zfyve19",-1.85467793272,4.33209824298694,32.2218441471229,4.09578970405956e-06,6.48612423929203e-05
"Trf",-1.04858586906055,0.218403225495076,32.1465778054647,4.17094226884035e-06,6.6004117177078e-05
"Abhd6",-2.85539314041364,1.85000357430954,32.1287724804463,4.18893591879545e-06,6.62414791504729e-05
"AC113595.1",-2.17913614729498,1.18523875681589,32.0889196929693,4.22951235157267e-06,6.68353583956016e-05
"Slc1a5",2.91350972044124,3.22486035543541,32.0687375991743,4.25022136718161e-06,6.7069132019974e-05
"Ndufa6",1.46158165866485,7.308224593117,32.0685936748686,4.25036943868388e-06,6.7069132019974e-05
"Stra6l",0.840910321240796,0.233424344604079,32.012117814506,4.30890150776594e-06,6.79442822924489e-05
"Alkbh6",-1.46830912178691,4.41230121836859,32.0053310808862,4.31599325643885e-06,6.80076344816216e-05
"Hddc3",-1.81848051605356,2.05436447489661,31.9673723506286,4.35588923752236e-06,6.85874288980122e-05
"Ighv2-2",1.67952949269334,0.279921582115557,31.9544383651468,4.36957342874398e-06,6.87539637013536e-05
"Gm6904",0.986061991634787,0.452513669991684,31.9499195553987,4.37436519326643e-06,6.87804414858801e-05
"Ighv10-1",2.82665222871853,0.471108704786422,31.9453168093984,4.37925175283568e-06,6.88083711136249e-05
"Gm37903",2.11248219850703,0.950078773532654,31.9221553170669,4.40393035342254e-06,6.91470200204166e-05
"Rnd3",4.92759752454536,2.61925631571591,31.9000393165747,4.42763409949113e-06,6.94698930376187e-05
"Rps19-ps7",2.08501887552942,1.00536260607158,31.8941994869146,4.43391596929265e-06,6.95191516574495e-05
"AC150560.1",1.8913551255994,0.660831383286595,31.8127160841819,4.52257052623556e-06,7.08589431670746e-05
"Rasgrp4",4.44885317251273,2.28137925103647,31.7712924060342,4.56836634258193e-06,7.15258093396604e-05
"Gucd1",1.30550066123658,1.33488603195445,31.7450820852067,4.59759956742977e-06,7.1932599172736e-05
"Map3k5",1.66604501226624,1.56856510011282,31.6858144344333,4.66444438673207e-06,7.29268573623135e-05
"Ssc4d",1.60332936098903,0.940718048332416,31.6551348992172,4.69945457463707e-06,7.34223400809999e-05
"Gm13104",1.51739263590195,0.252898772650324,31.6479226368782,4.70772571242e-06,7.34996583880506e-05
"Plekhm3",1.82364589552246,1.82798699344434,31.6369475120276,4.72034210378558e-06,7.36446603399495e-05
"Dpp4",1.88390345037308,0.488887438235224,31.612554238858,4.74851318194595e-06,7.39817791212719e-05
"Comt",-2.33964442786886,4.71897004462713,31.6100413344176,4.75142548033778e-06,7.39817791212719e-05
"Mrps6",-2.01798945099508,1.82423045950966,31.6095609206295,4.75198246762769e-06,7.39817791212719e-05
"AC073947.1",1.05147121659433,0.320472820508917,31.6029369235109,4.75966940521083e-06,7.40493433554706e-05
"B230303A05Rik",0.979243978827906,0.32770075557164,31.510283069347,4.86859926892332e-06,7.56908092947228e-05
"Dnajb4",-3.36329298336013,3.18590254088932,31.4947081806788,4.88717091317785e-06,7.58920500872674e-05
"Nrgn",5.04844491003121,3.87227096053091,31.4936759469842,4.88840443766018e-06,7.58920500872674e-05
"Gm48187",0.766531128453756,0.157172137982157,31.4895538349933,4.8933337095164e-06,7.59153027038088e-05
"Vkorc1",-2.42799699700855,2.22117171019322,31.4304075789679,4.96465105337286e-06,7.6967747199557e-05
"Gm47571",2.27646078672565,0.379410131120942,31.3837978994151,5.02163661043422e-06,7.77966853870001e-05
"Igkv8-28",2.93272050444936,0.522903062515695,31.3735344003184,5.03427880538891e-06,7.79379636190475e-05
"Gm5395",1.55215721182375,0.639489263876803,31.3599729761119,5.05103558905854e-06,7.81279468637252e-05
"Kdelc2",-2.67419799473917,2.72286508794641,31.3578909094063,5.0536135226683e-06,7.81279468637252e-05
"Pcbd2",0.894926485437564,0.728228472361472,31.323823160612,5.0959957464192e-06,7.87281521634302e-05
"Fkbp5",-3.1679515142723,2.08292036654162,31.2912973990338,5.13681520894024e-06,7.93033934873586e-05
"Gm10310",1.2776178635371,0.417842574943996,31.2869045280042,5.14235501180155e-06,7.93335564338115e-05
"Rnf144a",3.8571904178862,1.86336946426601,31.2363309053877,5.20659600534904e-06,8.0268657439956e-05
"Ddx60",1.11055725643752,0.858118130654943,31.2256867027718,5.22022600273564e-06,8.04227436340672e-05
"Ltc4s",-6.98046500805279,4.68027432715808,31.1935197414267,5.26164895774431e-06,8.099597947167e-05
"Gde1",-2.07593582702617,4.33677001841934,31.1911171687534,5.26475697148947e-06,8.099597947167e-05
"Serpinb10",6.45261294406893,2.51461032427146,31.1474604646761,5.32157609928577e-06,8.18132231025012e-05
"Ly6g6e",-3.48433626921859,1.09204831964025,31.1387640832884,5.33297271056089e-06,8.19314967192628e-05
"Efnb1",-3.69134136732627,2.52790717312743,31.1032924067082,5.37972997896267e-06,8.25924818352471e-05
"Ifit3",2.96433041666315,2.46932154361002,31.0195975238272,5.49180308456743e-06,8.42546183355654e-05
"Adamts1",-7.10441171955137,4.21079241545454,31.0060486786235,5.51017998575006e-06,8.44779707725215e-05
"Mir466j",-2.06443793914293,0.206443793914293,31.0026695694641,5.51477348081672e-06,8.44898432937039e-05
"Galnt12",-3.74743241659173,1.43391709472195,30.9830573596523,5.5415150852522e-06,8.47978889974265e-05
"Ptk6",0.899341688619722,0.274701177318213,30.9823032443185,5.54254610542326e-06,8.47978889974265e-05
"Rpl3l",1.18983361403785,0.46607200650545,30.9711503918254,5.55781821548865e-06,8.49727798073637e-05
"Tmed1",-1.85731660641566,4.18063669601891,30.9381711147086,5.60324265657309e-06,8.56081058642033e-05
"Ccdc162",-1.01244005751795,0.340062403650749,30.8929853060625,5.6661269951004e-06,8.65091287181547e-05
"Gda",5.88752818308001,2.57819311639433,30.8737129959192,5.6931776325522e-06,8.68621853551396e-05
"Pld3",-2.80859097928512,5.75922916150751,30.8585192524738,5.71460113982601e-06,8.71289600388496e-05
"Sbf2",-2.2257584863216,1.62983835527279,30.851460802194,5.72458308107407e-06,8.72210409797532e-05
"Blk",1.61398820711112,0.51309131154182,30.8372853790228,5.74468620982312e-06,8.74670977425444e-05
"Lrmda",1.00712274201006,0.59851365267437,30.8074864245928,5.78719321791846e-06,8.80536970839134e-05
"Sit1",2.13178827309583,0.536747151223009,30.8013328681555,5.79601293265773e-06,8.8127281174699e-05
"Tox4",-1.6386515820507,5.04046067810737,30.782884731653,5.82254054165401e-06,8.84698244526179e-05
