"","logFC","logCPM","LR","PValue","adj.P.Val","Contrast","FC"
"Itga7",6.21845316296064,3.73440850537613,134.154553640592,5.05437101258321e-31,1.11817849911378e-26,"astroBYo",74.4630684783401
"Fmo1",6.05228368054484,3.34737854142187,132.708116164289,1.04731412696415e-30,1.1584865215414e-26,"astroBYo",66.3619180836477
"Slc25a34",5.87151417054222,3.76361219506759,128.928611140482,7.03019998853553e-30,5.18430381154571e-26,"astroBYo",58.546627786055
"Ccdc80",5.9895712561701,3.52616524502406,124.089651195325,8.05220652295331e-29,4.4534741226824e-25,"astroBYo",63.5390342079703
"Phkg1",5.93364390723909,2.69268493073193,119.648976935329,7.55063526838087e-28,3.3408540808478e-24,"astroBYo",61.1230193959291
"Slc14a1",6.03371291065213,2.97164117968912,118.174389457765,1.58794482501774e-27,5.85501722731125e-24,"astroBYo",65.5131635269565
"Aldh1l1",6.0589696598808,3.00786362958051,103.198308814437,3.03224841496863e-24,8.67523037471472e-21,"astroBYo",66.670177356747
"Gm45518",5.89311415143179,3.03948398347018,103.130967020137,3.13709004193454e-24,8.67523037471472e-21,"astroBYo",59.4297806683017
"Paqr6",6.3780647490089,3.92260815867646,102.334449240707,4.68965562138876e-24,1.15276945902204e-20,"astroBYo",83.1742328222701
"Abcd2",4.89211888077993,4.28678089514228,101.373956344259,7.61585554021689e-24,1.53217418837364e-20,"astroBYo",29.6943980204164
"Cbs",6.15843774562855,4.13706843179632,101.373326421328,7.61827784301862e-24,1.53217418837364e-20,"astroBYo",71.4289864775984
"Grhl1",5.62304018857592,2.56087063987117,100.513649958769,1.1758381813155e-23,2.06319179855702e-20,"astroBYo",49.283752009659
"Plcd4",5.57476739031794,3.01956298747154,100.453032710568,1.21238048100354e-23,2.06319179855702e-20,"astroBYo",47.6619935263203
"Gli1",6.4614335758374,2.40508868774528,98.0971494499572,3.98351872674161e-23,6.29481319940748e-20,"astroBYo",88.122198051534
"Gm13110",7.19538216715196,2.4013357942336,96.5633895485536,8.64318044502237e-23,1.27475387323487e-19,"astroBYo",146.563511808277
"Lrig1",5.12719088157308,3.64767819459632,92.5497334845845,6.56539896518461e-22,9.07789508167369e-19,"astroBYo",34.9492812632694
"Grm3",5.74947188094205,2.32494020576346,91.1868187584533,1.30728190626522e-21,1.70123515366503e-18,"astroBYo",53.7976735669984
"Cth",5.83402831012498,2.14531213473093,88.6702321491191,4.66431619239816e-21,5.73270372913469e-18,"astroBYo",57.0449911250366
"Gcnt4",6.22286592697585,2.083034764207,87.0719221142432,1.04645672965787e-20,1.21846117001163e-17,"astroBYo",74.6911769680856
"Itih3",6.40122912146435,4.61890706316415,83.4248540086894,6.61846283124106e-20,7.3210126607773e-17,"astroBYo",84.5204838710637
"Ppp1r3c",6.43193842029228,6.10388919925488,82.6375953932507,9.85644302306438e-20,1.03835280475835e-16,"astroBYo",86.3388768476695
"Gm6145",6.85718253695631,1.82846990245836,82.1520918812894,1.26007431902761e-19,1.26711927999308e-16,"astroBYo",115.935817674957
"Hgf",6.27183218747695,2.14370001159183,81.8088571396567,1.49905252921552e-19,1.44189300451457e-16,"astroBYo",77.2697694072901
"C030018K13Rik",6.36526075550388,2.01911836359088,80.7001373358648,2.62703894510781e-19,2.42158260760917e-16,"astroBYo",82.4393231855576
"Pla2g3",6.24217078362992,4.26168917684525,80.5198727613093,2.87795965093408e-19,2.54676405430458e-16,"astroBYo",75.6973443999942
"Gm20083",6.79655474605508,1.80055349558434,80.4238614956962,3.02124739895615e-19,2.57073293104257e-16,"astroBYo",111.164686034684
"Slc13a3",4.65795620626765,2.56385991630898,79.7416547734716,4.26709078621812e-19,3.49632775790754e-16,"astroBYo",25.2455325548309
"Cyp4f15",6.09258215618046,3.47211592526435,78.2346349606025,9.15000525494685e-19,7.2294845091139e-16,"astroBYo",68.2417224473034
"Cybrd1",5.67231246210339,2.49646939278174,76.8847923592526,1.81227264572134e-18,1.38251406004459e-15,"astroBYo",50.9960097956252
"A2m",6.05138167087236,1.97424730360249,76.8109236319158,1.88134111039344e-18,1.38736364617447e-15,"astroBYo",66.3204398907624
"Nat8",6.2222882225574,2.69940614685102,76.4254008596434,2.28690730877126e-18,1.63204033522409e-15,"astroBYo",74.6612740546964
