"","astro_SRR1033783","astro_SRR1033784","endo_SRR1033795","endo_SRR1033796","macrophages_SRR1106141","macrophages_SRR1106142","macrophages_SRR1106143","macrophages_SRR1106169","macrophages_SRR1106186","macrophages_SRR1106188","microglia_SRR1033793","microglia_SRR1033794","microglia_SRR1106118","microglia_SRR1106122","microglia_SRR5483445","microglia_SRR5483446","microglia_SRR5483447","monocytes_SRR5483448","monocytes_SRR5483449","monocytes_SRR5483450","monocytes_SRR5483451","monocytes_SRR5483452","myeoligo_SRR1033791","myeoligo_SRR1033792","neuron_SRR1033785","neuron_SRR1033786","newoligo_SRR1033789","newoligo_SRR1033790","preoligo_SRR1033787","preoligo_SRR1033788"
"0610025J13Rik",0.332507214781449,0.0346757626092227,0.0621027997933265,0.136438854518002,0,0,0,0,0,0,0.294579458488877,0,0.262764134443709,0,0.961207781050986,1.53897500077445,1.55263779186772,0,0.322506851212607,0.297872581299368,0.415566707544378,0.693888734903358,0,0.0827361872480942,0.156943988643766,0.119957464927965,0.0614238887384755,0,0.19342745062766,0
"0610039K10Rik",0,0.339820704382974,0.880042636488254,1.71642973378414,0,0,0,1.83406583027629,0,0,1.53171940716513,1.7030364836435,2.422856903796,0,3.50318907587823,3.27354841242022,4.03148576579529,0,0,0,1.14724084010721,0,0.842983413495709,0.280732761621822,0.504107217744692,0,0.307360277715131,0.303958706645034,0.476768538138329,0
"0610040J01Rik",3.02028470408718,2.61216578176621,0.306934860883222,0.322769439214137,0.856659321769099,0.825532148871468,0.738315910551713,0.788829869529316,0.74421610047028,0.91509634725046,3.12170173181833,3.35457710071054,3.27403002053495,3.569162035217,5.45177997956686,5.71277475767023,5.77850790544512,2.89916938817945,3.06520557998631,2.89656825810925,2.84325300360704,2.68245625977472,1.06276708378041,1.20056626231156,0.491694435210055,0.844144821727661,1.6671739494467,1.78492647216442,3.25149202991384,3.53489476868939
"1600017P15Rik",0.914017459284548,0.352353699420165,0.585166370466323,0,0,0,0,0,0,0,2.11561076938205,1.00503343671739,0,0,4.05275318896771,4.18255759412962,5.2086930790524,0,0,0,0,0,0,1.08318834026479,0.284297471230783,0.317878178329466,0.318823778391312,0.315308687786125,0.493550019819433,0.276046797589953
"1700001C19Rik",0.061749152540166,0.0293059882251948,0.585849412853325,0.715002422795242,0,0,0.620853166267347,0.260882804833193,0.0763246180666322,0.341326668478342,0.501723031706839,0.509227111754413,0.590310565477157,0.872395517068598,1.83812886077778,2.06418501995371,2.23479426040546,0.198598022327785,0.453965891944043,0.569139276266369,0.409836155887139,0.867853665793243,0,0,0,0,0.0131731670092245,0,0.0430058082936743,0.0444426908706686
"1700008N11Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912798938116094,1.05196241273028,2.52397636873355,0,1.42917213789148,1.35040859642568,0,0,0,0,0,0,0,0,0,0
"1700009J07Rik",0,0,0,0,0,0,0,0,0,0,0.442910788971514,1.17046181375363,0.469693614271442,0,2.65154718931214,3.28081742431407,3.47995232243714,0,0,0,0,0,0,0,0.198594176483119,0.115706203254552,0.416978757425619,0,0.096387200168155,0.893164443532621
"1700011L22Rik",0.488139646831985,0.285431472065479,0.0509707405769045,0.0342546436581866,0,0.0730839140802229,0,0,0.0497740402886694,0.119331564136963,0.335095199984748,0.127640458477184,0.316139245295226,0.740637934077601,2.51732723166378,1.99904038980412,2.67018451258449,0.0889159082626344,0.42367097603253,0.321917081603216,0.68391544352524,0.880960138398306,0.0352942953734845,0.0456821028089158,0.410178406176584,0.285181049249717,0.0991206277577697,0,0.172586443112249,0.0917938229249016
"1700013A02Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63449182605798,1.83163187419254,0,0,0,0,0,0,0,0,0,1.26134574376109,0,0,0,0
"1700016G22Rik",0.392497837362592,0.371217099163723,0.339475131148082,0.389784973422887,0,0,0,0,0,0,0.459486658308038,0,0,0,2.96851644453217,1.46267028071276,2.57226306364667,0,0,0,0,0,0,0,0.206681744978195,0.120558472215174,0.523283888703213,0,0.100457229759879,0
"1700016J18Rik",0,0,0.822438814968328,0,0,0,0,0,0,0,0,0.330916314457976,1.45676798570657,4.74436084531667,1.09816824717146,0,0,0,0,0,0,0,0,0,0.739150509329639,0,0.464570345703167,0,0.955978904034854,0
"1700017B05Rik",5.04450939883395,4.87959288811554,5.04197994117499,4.77325438311736,4.99779073519698,4.70291572902065,5.01173905568696,5.1586801150634,4.66623929266039,4.9762783159519,8.26037325924826,8.29617586172038,5.6274545515483,6.22562638529242,8.80888914018264,9.04071881558246,8.94476755092011,4.94230810789242,4.21320675086971,4.40646060948664,2.87449027471517,3.34008012304677,1.58942726273849,2.51507329422879,2.96599951147389,2.78323082414751,2.07504005756281,3.42094805948394,4.92258714295594,4.39317819433457
"1700017J07Rik",0,0,0,0,0,0,0,0,0,0,0,0.971029402157787,0,0,2.53112590179162,3.32797366176577,4.18229701188806,0,0,0,0,0,0,0,0,0,0,0,0,0
"1700020N01Rik",0,0,0.0334550997993319,0.0608855086868834,0,0,0,0.115762614175771,0.0646067302050548,0,0.618610001042531,0.456890588594286,0.400158239280611,0.232750471566073,3.19751028180852,3.80910093985862,3.7944233130308,0,0.290042880419608,0.362217137568825,0.439454050076365,0.561524862614015,0,0,0.0671892768439638,0.0110765296997047,0,0,0.0182837962417164,0
"1700030C10Rik",0.13032324742893,0,0.0286456931728843,0,0,0.761670876754604,0.763468892151187,0.514506262776061,0,1.00707262955306,0,0,0.348507629581173,0.535021345330729,1.38283683461308,1.72993506578012,1.69772646597341,0.145808911930086,0.425055220053851,0.273946979688119,0.383376218812077,1.21044798538515,0.0237135981658043,0,0.0249793283349021,0.028236238024611,0,0,0,0
"1700031P21Rik",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29229400343859,0.769663167846724,1.35626419797509,0,0,0,0.579029948317316,1.24523124190073,0,0,0,0,0.366870918395314,0,0,0
"1700037F03Rik",0,0.194414048723305,0,0.0233814914083765,0,0,0,0,0.252124932627909,0,0,0,0,0,1.69011202523967,1.5279107623005,2.2166992420171,0.230095968078395,0.245724086390331,0.887502750524151,1.21396070140629,1.24701470939173,0,0.196409138196413,0.295333398592676,0,0.255136000201898,0,0.246250125747872,0.220260895253343
"1700040L08Rik",0.36948057329521,0.630301529843402,0,0.168780716049857,0,0,0,0,0,0,0,0,1.0873575030301,0,2.10748274151699,1.69405890887382,1.57503439721799,0,0,0,0,0,0,0,0.517413182311833,0,0.316031830572671,0,0,0.273594881295285
"1700041I07Rik",0,0,0,0,0,0.249095899780152,0,0,0,0.209608683724898,0,0,0,0,0.853481795530463,1.90579874468036,1.62519319608767,0,0,0.154887595018008,0.411371701106891,0.937878228642967,0,0,0,0,0,0,0,0
"1700064M15Rik",0.356533459637404,1.21136081415958,0,0,0,0,0,0,0,0,0.898969618778699,0.399714615422838,1.3898691451254,1.87291298874622,3.66158987279016,3.96359737472884,4.25254997849343,1.1772742368215,0.746179227868964,0,1.48814559594794,1.07954978325872,0.135259368882904,0,0.271621963522928,1.40112977234066,0,0.550567508473677,0.905273705563471,0.76719459325804
