"","astro_SRR1033783","astro_SRR1033784","endo_SRR1033795","endo_SRR1033796","macrophages_SRR1106141","macrophages_SRR1106142","macrophages_SRR1106143","macrophages_SRR1106169","macrophages_SRR1106186","macrophages_SRR1106188","microglia_SRR1033793","microglia_SRR1033794","microglia_SRR1106118","microglia_SRR1106122","microglia_SRR5483445","microglia_SRR5483446","microglia_SRR5483447","monocytes_SRR5483448","monocytes_SRR5483449","monocytes_SRR5483450","monocytes_SRR5483451","monocytes_SRR5483452","myeoligo_SRR1033791","myeoligo_SRR1033792","neuron_SRR1033785","neuron_SRR1033786","newoligo_SRR1033789","newoligo_SRR1033790","preoligo_SRR1033787","preoligo_SRR1033788"
"","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.00000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.000  ","Min.   : 0.000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  ","Min.   : 0.0000  "
"","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.00000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.000  ","1st Qu.: 0.000  ","1st Qu.: 0.4712  ","1st Qu.: 0.7778  ","1st Qu.: 1.063  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.000  ","1st Qu.: 0.000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  ","1st Qu.: 0.0000  "
"","Median : 0.0000  ","Median : 0.0000  ","Median : 0.0000  ","Median : 0.0000  ","Median : 0.0000  ","Median : 0.0000  ","Median : 0.0000  ","Median : 0.0000  ","Median : 0.0000  ","Median : 0.0000  ","Median : 0.0000  ","Median : 0.0000  ","Median : 0.00000  ","Median : 0.0000  ","Median : 0.0000  ","Median : 0.0000  ","Median : 0.0000  ","Median : 1.287  ","Median : 1.392  ","Median : 1.8106  ","Median : 1.7440  ","Median : 1.881  ","Median : 0.0000  ","Median : 0.0000  ","Median : 0.000  ","Median : 0.000  ","Median : 0.0000  ","Median : 0.0000  ","Median : 0.0000  ","Median : 0.0000  "
"","Mean   : 0.9353  ","Mean   : 0.9641  ","Mean   : 0.9057  ","Mean   : 0.9010  ","Mean   : 0.7391  ","Mean   : 0.7047  ","Mean   : 0.7238  ","Mean   : 0.7339  ","Mean   : 0.6839  ","Mean   : 0.7342  ","Mean   : 0.7811  ","Mean   : 0.7393  ","Mean   : 0.32857  ","Mean   : 0.3905  ","Mean   : 0.4382  ","Mean   : 0.3707  ","Mean   : 0.3904  ","Mean   : 2.128  ","Mean   : 2.028  ","Mean   : 2.3097  ","Mean   : 2.1504  ","Mean   : 2.296  ","Mean   : 0.7029  ","Mean   : 0.7585  ","Mean   : 1.066  ","Mean   : 1.039  ","Mean   : 0.8837  ","Mean   : 0.8440  ","Mean   : 0.9619  ","Mean   : 0.9150  "
"","3rd Qu.: 0.7901  ","3rd Qu.: 0.8086  ","3rd Qu.: 0.5780  ","3rd Qu.: 0.5511  ","3rd Qu.: 0.2727  ","3rd Qu.: 0.2606  ","3rd Qu.: 0.2638  ","3rd Qu.: 0.2990  ","3rd Qu.: 0.2765  ","3rd Qu.: 0.3481  ","3rd Qu.: 0.5117  ","3rd Qu.: 0.3903  ","3rd Qu.: 0.08871  ","3rd Qu.: 0.1441  ","3rd Qu.: 0.3858  ","3rd Qu.: 0.2005  ","3rd Qu.: 0.1843  ","3rd Qu.: 3.624  ","3rd Qu.: 3.142  ","3rd Qu.: 3.3462  ","3rd Qu.: 3.0031  ","3rd Qu.: 3.194  ","3rd Qu.: 0.1339  ","3rd Qu.: 0.2713  ","3rd Qu.: 1.232  ","3rd Qu.: 1.154  ","3rd Qu.: 0.5362  ","3rd Qu.: 0.3853  ","3rd Qu.: 0.8873  ","3rd Qu.: 0.6027  "
"","Max.   :12.9895  ","Max.   :12.1884  ","Max.   :13.6210  ","Max.   :13.0267  ","Max.   :15.2698  ","Max.   :14.9113  ","Max.   :15.8697  ","Max.   :15.9780  ","Max.   :15.3599  ","Max.   :15.9300  ","Max.   :13.5852  ","Max.   :13.9782  ","Max.   :13.69036  ","Max.   :14.1012  ","Max.   :11.1295  ","Max.   :11.3118  ","Max.   :11.7629  ","Max.   :14.872  ","Max.   :15.677  ","Max.   :15.6762  ","Max.   :17.7716  ","Max.   :17.874  ","Max.   :14.6482  ","Max.   :14.8842  ","Max.   :15.432  ","Max.   :14.035  ","Max.   :12.6917  ","Max.   :14.9745  ","Max.   :15.2535  ","Max.   :15.2461  "
