"","newoligoBYo","AveExpr","F","P.Value","adj.P.Val"
"Glis3",-0.242742305997448,0.359387630693028,0.686228513748087,0.414220994184162,1
"Cdk6",-0.338181339724579,1.1408842678723,0.686175550518361,0.414238799948735,1
"Lsp1",-0.86724569974521,2.13404894879207,0.686149575782995,0.414247532847971,1
"Fam43b",-0.590441429934811,0.735763053047269,0.686120558923717,0.414257288862906,1
"Nfatc1",-0.503749562540978,2.07120696723799,0.686092741475317,0.414266641941284,1
"Gm5312",0.36927932731698,0.458183957959526,0.685849084876947,0.414348580479706,1
"Prps2",0.597619778879982,2.96632092013789,0.685779745585492,0.414371902884118,1
"Smkr-ps",-0.271801068028266,0.673496343388921,0.685777015551833,0.414372821177049,1
"Gm6059",-0.480755304568133,0.268026170439038,0.685589389657112,0.414435939731445,1
"Jade1",-0.583075608041605,2.0175688399322,0.685528608260338,0.414456390118664,1
"Gm37494",0.590322059502435,2.752793689071,0.685038990730412,0.414621181846481,1
"Gm7856",-0.506280265927502,1.00693063426097,0.684623137269602,0.414761224917627,1
"Igf2r",0.452689734507622,1.38393280460642,0.684346994504981,0.414854258691583,1
"Gm23780",-0.285761318242971,0.114304527297188,0.684335677366355,0.414858072165206,1
"Pusl1",0.492831358596031,3.49638629031852,0.683883556012455,0.415010464643534,1
"Reep4",-0.453645871373734,4.36578974150664,0.683620612252027,0.41509913191747,1
"Gm6439",0.467531392129974,2.5173164468606,0.683174187749309,0.4152497367915,1
"AC132863.4",0.578055363571348,1.70315233734011,0.683057420586742,0.415289142851763,1
"Rpa3",0.476121324826664,5.02232647057001,0.682842875826782,0.415361561301613,1
"Gm6012",-0.489193979523558,1.53207552961994,0.682646389238149,0.415427901181915,1
"Seh1l",0.444615817077683,4.00217943675488,0.682441362998663,0.415497141513254,1
"AC119264.1",-0.333748438531634,0.532468306553383,0.682419595150597,0.415504493862932,1
"Sdha",0.36923940382218,5.50841822799257,0.682375043363105,0.415519542377017,1
"Gm24765",-0.442290919453572,0.176916367781429,0.682194344501652,0.41558058658499,1
"Gm26253",-0.286016833972167,0.114406733588867,0.682127944870743,0.415603021330726,1
"Sfta3-ps",-0.326962883562586,0.250604566105578,0.682019467209772,0.415639677141096,1
"Gm5340",0.320725894958419,0.408047062479585,0.681844955435745,0.41569865694893,1
"Kcnma1",-0.360299616289877,0.552316852392271,0.681617488768508,0.415775553083305,1
"Pikfyve",0.503054590244366,2.01594129215853,0.68143470342151,0.415837360200552,1
"Ttc39a",-0.270854584243918,0.586194256832377,0.680987090321895,0.415988775422685,1
"Pcbd2",-0.207150507214463,0.728228472361472,0.680500318686828,0.416153532292501,1
"Gm35202",-0.377847874817151,0.184697496685646,0.680351763100826,0.416203833489731,1
"Bcl2a1a",-0.927807185681291,1.42878195137013,0.680154681241488,0.416270580078914,1
"Dnajb1",-0.659921862764456,7.3110844510375,0.680129549438095,0.416279092751603,1
"Tm4sf5",-0.297890651116853,0.333972432134515,0.679862111078677,0.416369696215474,1
"Rprd1a",0.610449358844448,2.53464897464557,0.679730877980778,0.416414166703682,1
"Tmem107",-0.618614402363296,3.02867121531607,0.679637377095954,0.416445855430945,1
"Gm27668",-0.277818910824519,0.111127564329808,0.679337611841433,0.416547474769126,1
"Zfp229",-0.364238637345646,1.18923030081917,0.678731793693137,0.416752960418291,1
"Sstr3",0.304014717203863,0.419198693217547,0.678710894460995,0.41676005192541,1
"Vamp7",0.489462794962912,3.23135977007672,0.67867293299615,0.41677293344362,1
"Gm26249",-0.345028445985417,0.138011378394167,0.67861754517123,0.416791729363245,1
"Vac14",0.235413655474638,2.26233042700258,0.678167627235831,0.416944457445499,1
"Ttyh3",-0.737846225203372,4.6961533484417,0.678032886007691,0.41699021300229,1
"Hdac4",-0.378648090783339,1.06842684841614,0.677961119665849,0.417014586613756,1
"Plekhg6",-0.3739103335807,0.918849682842487,0.6778915399586,0.417038219666316,1
"Gabrg2",-0.211720432365548,0.137821092767393,0.677842049819506,0.417055030452979,1
"Safb2",0.567950094781303,4.3628316852305,0.677828680256822,0.417059571997035,1
"Dtwd2",0.197321068123849,0.786217097599197,0.677144037952499,0.417292240998869,1
"Fam184b",-0.365331670302545,0.424848883349476,0.677088286888437,0.417311196177591,1
"1700018A04Rik",-0.263065566809826,0.18946514274489,0.677022440646608,0.417333585376788,1
"Smad1",-0.5710389914026,2.89235381538212,0.676748967906809,0.417426591871252,1
"Gm43096",0.531827981538759,3.16679673539883,0.676443331502046,0.417530574499047,1
"Slc5a10",-0.263825417203788,0.278359460193103,0.676216157061946,0.417607888681518,1
"Med6",0.406332371158808,2.71778529308683,0.676188446477647,0.417617320909294,1
"Gadd45b",-0.877794456137382,6.54392626082176,0.675977755202861,0.417689047402532,1
"Hps1",0.466252262609298,2.76461637176638,0.675549329217006,0.417834956264473,1
"Gpr135",-0.823604279240875,1.34590692198023,0.675466340848398,0.417863228581431,1
"Gm26879",-0.282127554059193,0.429608190288208,0.675375782988788,0.417894082992936,1
"Vat1l",0.525760027789866,0.611293196936135,0.675296510142066,0.41792109528988,1
"Hmgn5",-0.818020063998601,2.71683302224677,0.675149457608139,0.417971210644245,1
"Gm22846",0.412704997270818,0.247293272382,0.674935330223956,0.418044201462868,1
"Gm8614",-0.281151392080549,0.11246055683222,0.674895618856836,0.41805774024354,1
"Stat1",0.32237006514728,2.40164404738569,0.67484838532505,0.418073844425357,1
"Gm42879",-0.315200621596152,0.704033308043414,0.674802504579727,0.418089488284992,1
"Cryba4",-1.18419314505918,2.18440361725489,0.674794552052744,0.418092199932087,1
"Krt73",-0.370347776739627,0.211841831601877,0.674624067741623,0.418150338018772,1
"Myt1l",-0.458345855724557,0.366594070229043,0.674601753114837,0.418157948605372,1
"Bmp3",-0.29287505598516,0.325736609032994,0.674545069588495,0.418177281939231,1
"Cdh24",0.818546527660325,1.64035198231855,0.674263664190956,0.418273282517809,1
"Dock2",-0.407658406060872,1.71997073010458,0.674221565809175,0.418287647147122,1
"Samd4",-0.264363975019805,0.39327454518471,0.674168151274695,0.418305874111043,1
"Gm25747",-0.314614995972601,0.12584599838904,0.674114869618644,0.418324056941774,1
"Znrd1",-0.408458484680012,5.02286784038555,0.674033188585441,0.418351933654251,1
"Qpct",0.805312111460668,2.12131692382024,0.674030609830746,0.418352813797142,1
"Psme3",0.430868317782438,6.17782356206589,0.673943554330908,0.418382527970002,1
"Henmt1",-0.204204749602067,0.365166309015388,0.673181007872472,0.418642941733667,1
"4930597O21Rik",0.314271459979617,0.553888330454907,0.673021114099116,0.418697577765401,1
"Ice1",0.535054462515599,2.37748865251643,0.672532218236079,0.418864702167066,1
"Bcl2l10",-0.263964080581933,0.211277096762377,0.672163866019937,0.41899068729329,1
"Ltc4s",-1.52263617892723,4.68027432715808,0.672107879131398,0.419009841202762,1
"n-R5s54",-0.856774199573389,0.714576154656758,0.672007451178563,0.419044202388867,1
"Ticrr",-0.260762733640129,0.58655447090275,0.671883165979818,0.419086732245852,1
"H3f3c",0.365720931917686,4.50718770379901,0.671721942556994,0.419141912046642,1
"Ttc12",-0.425263618392372,0.8005775358449,0.671430802832472,0.419241584750665,1
"Ppp6c",0.343024314482093,4.1522176352273,0.671303417692366,0.41928520690973,1
"Slc39a10",-0.77223835998435,2.51826528273291,0.671252613622489,0.419302606349771,1
"Stk35",0.483578747412311,2.55727721020583,0.671205756835243,0.419318654899495,1
"Gm16861",0.255720506767509,0.676784430309932,0.671049788970239,0.419372081001437,1
"Rnf41",-0.303253785703575,3.66977581314792,0.670979497221545,0.419396162535717,1
"Slc1a4",-1.10167267912594,2.82642943303584,0.670594747518285,0.419528013011243,1
"Gm43446",-0.271671859545317,0.108668743818127,0.670552067703026,0.419542642934515,1
"Vegfa",1.37119151946605,3.14305939087052,0.670482565137122,0.419566468917961,1
"Npy",-1.24477823609584,1.44729571972419,0.670181193344781,0.419669805330325,1
"Sh3bp5",0.524586437499303,3.03507391734423,0.670022468080389,0.419724245802004,1
"Gm8449",-0.367926373846565,0.288302329835474,0.669894568929873,0.419768121232566,1
"Gm26940",-0.275576025806607,0.110230410322643,0.669726974070154,0.41982562479615,1
"Trerf1",-0.460515072055079,0.895500426727121,0.669712674862495,0.419830531563787,1
"Gm24334",-0.267297808791772,0.106919123516709,0.669697562242247,0.419835717549136,1
"Gm15204",0.308861009391503,0.975524714572642,0.669296725137395,0.419973303012216,1
"Prox1",0.71343355527714,1.52306486369826,0.669290956632454,0.419975283528799,1
"Gm4928",0.348782989197967,3.45137145346697,0.669217352778985,0.420000555397513,1
"Rev1",0.439618803994442,1.75166907771462,0.669055666379382,0.420056078573736,1
"Rsl1d1",0.482597186443535,5.60332583065638,0.668753281185044,0.420159947968104,1
"Magee1",1.001859206266,4.76354142290668,0.668591720086901,0.420215460383392,1
"Mta1",0.370174458867552,2.60897828420715,0.668582796806937,0.420218526751189,1
"Exosc9",0.430347413967724,2.39571168565479,0.668274348869148,0.420324541915378,1
"Hrh4",-0.221745684846797,0.235045112167468,0.668078730093541,0.420391798356834,1
"Rita1",0.392974703643196,2.08179506931687,0.667836319006033,0.420475165536378,1
"8030462N17Rik",-0.388680526155994,1.52577050041633,0.667723273239695,0.420514051578313,1
"Epp13",-0.253262634059177,0.172818050664154,0.667273979778348,0.420668656293322,1
"4930500F10Rik",0.301910570953866,0.289989689606741,0.667217223046942,0.42068819284416,1
"Proscos",0.546198589764242,0.716414706312649,0.667063754805515,0.420741025972185,1
"Gm26243",-0.272501906881749,0.1090007627527,0.6669300659208,0.420787058134263,1
"4833403J16Rik",-0.681955837022297,1.03435635591051,0.666878517543043,0.42080480949166,1
"Rassf4",-0.851014298345886,4.01992883708083,0.66680593768131,0.420829805262818,1
"Gm43906",-0.7126908566326,0.4838129849951,0.666746982880381,0.420850110377163,1
"Setd2",0.55872105691427,2.90432059238809,0.666256534138793,0.421019088195927,1
"Mecom",-0.24432854228986,0.191922953814766,0.666232347152334,0.421027424205031,1
"Gm14387",-0.1861986661098,0.265568365840814,0.666159282406611,0.421052607399732,1
"Crocc",-0.378936739399147,1.04560033473677,0.666063163016226,0.421085740349672,1
"Gm25266",-0.506806025214036,0.522815517513526,0.6660159547357,0.421102014801854,1
"Plrg1",0.391774452069219,3.9205440229866,0.665584293779378,0.421250869185464,1
"Plk4",-0.538603749006876,2.06106490872107,0.665557193515161,0.42126021716109,1
"Gm14418",-0.226964503303382,0.457064510248583,0.665503103956462,0.421278875786412,1
"Rnu3a",1.0190212159468,3.13199699033564,0.665396930184583,0.421315504966349,1
"Herc2",0.388984382846391,2.52768812334095,0.665282657117964,0.421354933806993,1
"Cul1",0.3984808277901,3.72402258378124,0.665194781607238,0.421385258273769,1
"Ddx39b",0.456673665491655,6.03850923557371,0.664900842340797,0.421486716477482,1
"Amz2",0.35926544395315,2.99991594641204,0.664891335158832,0.421489998671344,1
"Gm8000",-0.375925404044861,1.07168097819782,0.664883191955883,0.42149281000571,1
"Gm37385",0.268522127951225,0.150871953904129,0.664505884780567,0.42162310195724,1
"Sat2",0.870184316106604,3.56820235579519,0.664492605787042,0.421627688594272,1
"Gm25332",-0.381164795578499,0.1524659182314,0.664469262481126,0.421635751685631,1
"Usmg5",0.370369880500843,2.97539864912762,0.664184301942899,0.421734199976213,1
"9830144P21Rik",-0.261724356251524,0.22827218069825,0.664097493848414,0.421764197490329,1
"Gm45454",0.445890904181996,0.493408584779475,0.663979152492521,0.42180509695758,1
"Gm45734",-0.2835101900967,0.203998446868327,0.663910512575774,0.421828822107402,1
"Eif2a",0.473392529882622,3.52498740144541,0.66389919693294,0.421832733517037,1
"Wdr31",-0.355013653454064,0.947579237492077,0.663785807936914,0.421871931080219,1
"Stau1",0.319045709606199,3.78333830618467,0.663748923169798,0.421884683020906,1
"Mir124-2hg",-0.815822443473646,1.08509082615124,0.663700497166542,0.421901425940348,1
"Armc2",-0.280874976492377,0.473785525925417,0.663394284053185,0.422007320417946,1
"Gm22224",-0.985571220342103,1.34043390223133,0.663309131419134,0.422036775119794,1
"A230107N01Rik",0.362102688525288,0.362302585494705,0.66308764951617,0.422113401561245,1
"Gm8838",-0.330258812603609,0.266936287412009,0.662960222372081,0.422157497419529,1
"Cotl1",-0.803156888695619,5.67667236388553,0.662837789126289,0.422199871820316,1
"Cxcl12",-1.13157614001503,3.88901610084553,0.662795226625203,0.422214604321685,1
"B230208B08Rik",-0.475894397570101,0.3414288883772,0.662783505747286,0.422218661502331,1
"Ssfa2",0.566671152476507,3.91372493840845,0.662429435178678,0.422341251245236,1
"Lyplal1",0.413249950827172,1.59040277589205,0.662290055760024,0.422389523546806,1
"Gm8251",-0.242904491680755,0.305121331391397,0.662110022365469,0.422451888394684,1
"Gm9434",0.331698975485937,2.11698731051066,0.662001457002974,0.422489503050974,1
"Gm42636",0.410805076743577,1.6637244311747,0.661601691297794,0.422628054334429,1
"A430093F15Rik",-0.198699019337891,0.298957555919575,0.661275766267492,0.422741065540237,1
"Gm47513",-0.358214588338792,0.457305750419314,0.66127041969529,0.422742919797495,1
"3110079O15Rik",-0.61222801589447,0.47828272473711,0.661221692016209,0.422759819734841,1
"Sele",-0.542509704526418,0.629297290865552,0.661170051381537,0.422777731089859,1
"Zfp568",0.263358208778039,1.52486153304872,0.66099310317409,0.422839113746609,1
"Hspa1a",-1.21027976110067,5.44547090313239,0.660598391448554,0.422976087145676,1
"Metrnl",-1.24020646294601,4.15350974060705,0.660487066416581,0.423014731651612,1
"Ilk",0.365840127802428,1.09425545812024,0.660427139815168,0.423035536355346,1
"Rpl15-ps3",0.352345143202313,0.327808302945946,0.660418614483941,0.423038496220451,1
"Apc2",1.04591339513245,2.61045912877262,0.659720535877298,0.42328096666318,1
"Cbfa2t2-ps1",-0.339330227759227,2.15816730600695,0.659574848641614,0.423331596607784,1
"Rpl9-ps3",0.418675163966858,0.36870173995731,0.659237305076851,0.423448937235323,1
"Bola3",0.379467772020803,3.66676884256058,0.65906085301624,0.423510297383518,1
"Nxn",0.439971333222364,1.22609294661987,0.659056592015937,0.423511779290158,1
"Vsnl1",-0.492137976583833,0.610737866230335,0.659012190396117,0.423527221926844,1
"Mir540",-0.610101633581041,0.244040653432417,0.659005132389512,0.423529676742192,1
"Gm45446",0.564684348841727,0.415693217364751,0.658780129456103,0.42360794554191,1
"Alox8",-0.266577722786388,0.583315728029503,0.658484450857543,0.423710833224556,1
"Rxfp1",-0.29713804420802,0.276757746169936,0.658347599716866,0.423758466530919,1
"Gm43860",0.343994065443697,2.22207193046331,0.658276152596554,0.423783338161743,1
"Ctf2",-0.197319523524515,0.549850153443301,0.658227583781314,0.423800246853953,1
"Eid2b",0.643623826474552,5.05718281646761,0.658137283274679,0.423831686732113,1
"Ndufb10",0.271324069277203,7.82611938595031,0.657839664176102,0.423935334051072,1
"Gm5586",0.491620822513812,1.28287157115006,0.657787751911031,0.42395341675291,1
"Dhx38",0.44425634918007,4.17435913952205,0.657678200239674,0.423991581003214,1
"Csgalnact1",0.331835030980546,0.466499374020593,0.65764512476858,0.424003104465251,1
"Slf1",-0.37432680634268,1.07705368411468,0.657073334580731,0.42420239192137,1
"1600020E01Rik",-0.304008535039003,1.63723797919493,0.657002017483547,0.424227258371131,1
"Gm7656",-0.461070718781847,0.357118072962315,0.656814991780582,0.424292480127897,1
"Trpv6",-0.660525997900609,0.554551853777782,0.656514226908159,0.424397398736548,1
"Thsd7b",-0.415487295927551,0.316386137329653,0.656374382006183,0.424446195756717,1
"Clk4",0.613331653597862,4.41139305931334,0.656368664210422,0.424448191089625,1
"Gm48315",0.519214858978418,1.02784403163637,0.655896498976757,0.424613011994765,1
"Rps7",0.508736869298738,6.44136170578783,0.655675637403218,0.42469014304927,1
"Fgfr1op",0.623069372333511,2.98146664913177,0.655670425993438,0.424691963280625,1
"Gm11847",0.624481325810844,2.54639913262968,0.655471743471976,0.424761367710805,1
"1700022N22Rik",0.505665364765663,1.54099620891016,0.655215775899885,0.424850808933614,1
"Wdr20",0.418941374611981,2.28475852161005,0.655203496875119,0.424855100250252,1
"Gimap4",-1.16806333365585,1.93321980225518,0.65516589002657,0.424868243639571,1
"2010007H06Rik",-0.386254854730603,0.483126148515194,0.655158643202038,0.424870776437465,1
"Has3",-0.439307500688235,0.561470390038932,0.655064905812317,0.424903540177732,1
"Zfp54",0.285962096556688,1.30783007333173,0.654687360659205,0.425035541843094,1
"Acp6",0.479821344754132,3.43351537279954,0.654360756804964,0.425149783878416,1
"Bcl2l15",-0.276703237350918,0.336163891714884,0.654195943836449,0.425207451430105,1
"Gm5564",-0.273434507038853,0.504604385207271,0.654164002649523,0.425218628949834,1
"Adora1",0.738419962148246,1.5695903985092,0.653962300928153,0.425289223056344,1
"Afdn",-0.651444176419214,1.81867319017857,0.653950115600107,0.425293488410199,1
"Aif1",-1.33348011690245,4.66745479053651,0.653879389862865,0.425318246560611,1
"Coro7",0.331959752792307,3.0872234928729,0.653826486791473,0.425336767188571,1
"Ddx56",0.366276285272846,4.90412796617723,0.653725859325359,0.425371998898215,1
"Ttc26",-0.349838458423926,0.641999268708542,0.653492472435013,0.425453729709014,1
"Aatf",0.432092772726538,1.7461894165172,0.653402999591943,0.425485069037543,1
"Rapgef3os2",-0.300128371952862,0.418511067177902,0.653345321162935,0.425505273741298,1
"Fam159b",-0.318680898646252,0.298100465996541,0.652529386640479,0.425791253692756,1
"Kdelr3",-0.363924714330062,1.00817011714049,0.652443425448102,0.425821399836818,1
"Smad3",0.557294852042853,2.42248293044488,0.652161528787267,0.425920282670321,1
"Kin",-0.49889554429309,3.02532936659475,0.651778772163696,0.426054601641922,1
"Prop1",-0.243240508859992,0.113567871062527,0.651773827486731,0.426056337282212,1
"Dbnl",0.33748165604101,6.39812300694663,0.651688047863357,0.426086448686745,1
"Dalir",-0.314465810069084,0.382667449781342,0.651502615866202,0.426151552516186,1
"Cse1l",0.439377982859266,3.72748680813612,0.651459579187026,0.426166664580033,1
"Usp35",-0.582815991524817,2.28285560969646,0.65130348448775,0.42622148321885,1
"Twnk",0.406799235151437,3.93743418724083,0.651065714498615,0.42630500621373,1
"Bcl9l",-0.549885850504418,2.50627131904071,0.651052472980978,0.426309658390527,1
"Mcm8",0.318780665392534,0.924738086830733,0.650998491911858,0.42632862451186,1
"Fam193b",0.575620384255215,3.58358028457271,0.650780927841172,0.426405078358711,1
"Icos",-0.203026948153517,0.561164250532941,0.650663255875025,0.426446438110956,1
"Gm23934",-0.248657265191846,0.0994629060767383,0.650455402903825,0.426519510151993,1
"Calu",0.536086513879411,5.16648703057197,0.649982523540874,0.426685826060436,1
"Fanci",-0.252825445218806,0.573612620921282,0.649706677910433,0.426782889760488,1
"Dtx4",-1.0326153994614,3.16791379392177,0.649526476565502,0.426846316891499,1
"Zfp945",-0.748014508582757,2.52410250304725,0.649495895709073,0.426857082165044,1
"Cntnap1",-0.441346305045904,1.16425375666378,0.649461515444078,0.426869185432809,1
"Cdadc1",0.350001989470027,1.80068567887351,0.649285973979255,0.426930991526858,1
"Itgb1bp2",0.579089655925921,1.15157188258434,0.649249071052775,0.426943986376199,1
"Rxfp4",-0.328325883949061,0.2530794512793,0.649223378198249,0.426953034116849,1
"Nt5m",0.312541155243328,2.45248180204369,0.649218463152714,0.426954764984304,1
"Gm1995",0.241905261801461,0.477144519611217,0.649100140370348,0.426996436451386,1
"Gm12504",-0.487556526684157,1.43376726371028,0.648807903432944,0.427099384782445,1
"Gm7986",-0.362103389992818,0.277168064079818,0.648731287629063,0.427126381117116,1
"Gm44226",-0.510791791224571,0.423623313051148,0.648171359138067,0.427323757646546,1
"Fmo4",-0.248991865171825,0.202429589971954,0.648115018835062,0.427343625594736,1
"Dmkn",-0.232596113458242,0.262760611781834,0.647867014005987,0.427431099477745,1
"Glra2",-0.282445028731449,0.203730595622185,0.647446521945944,0.427579474759265,1
"Rbmx",0.793928796278718,4.94805256095252,0.647296734870761,0.42763234805305,1
"Alg12",0.365726334264165,3.10989274891113,0.647283607486248,0.427636982367028,1
"Ajap1",-0.418970814105381,0.329752000363505,0.647076662011162,0.427710049872495,1
"Mrpl37",0.368724971457175,4.84230981999429,0.646949341876062,0.427755013179436,1
"Raver1",0.358880908747961,4.11000982138937,0.646561163025274,0.42789214435204,1
"Fam221a",-0.234944640249217,0.469906902760293,0.646435535132489,0.427936539255032,1
"Gm25979",-0.246525290088613,0.0986101160354453,0.646310603314555,0.427980695253329,1
"Shb",0.382859264189021,1.2203545650943,0.646289905396468,0.427988011423105,1
"Dclre1b",0.397482784907625,3.21133697377871,0.645993392907964,0.428092842066881,1
"Dlat",0.543795781613231,3.79587486897097,0.645814332763227,0.428156167237713,1
"Gm5117",0.418872626536014,1.3548951272952,0.645677073345855,0.428204719282184,1
"Il27ra",-0.631448588451055,1.22962974733433,0.645286936334137,0.428342766980629,1
"Rgs17",-0.433644180093438,0.572927027214759,0.645222758756079,0.428365482448266,1
"Mall",-0.218022124280784,0.237039780159121,0.64513504432069,0.428396531738666,1
"Slc7a14",0.406672526067127,0.542507254062423,0.644999178045217,0.428444632779282,1
"Pex3",0.433686099940261,2.84676186672726,0.644753083174945,0.428531779616857,1
"Ddx20",0.606378115484955,3.62952814484356,0.644638574521549,0.428572338661633,1
"Gm10033",-0.344732931310919,1.42261571479274,0.644527352664963,0.428611739219603,1
"Gm2822",0.399573543681013,0.594558096994268,0.644165930189191,0.428739812623999,1
"Fndc8",0.361687885926643,0.608971500120684,0.644160415730317,0.42874176718329,1
"Klhl21",0.428479386526453,3.9942297757587,0.644051665393411,0.428780315762348,1
"Sectm1a",-0.248500399273814,0.197003235216649,0.643717323627388,0.428898863095693,1
"Edem3",0.51873373654345,2.52615742088168,0.643601893788228,0.428939802782702,1
"Ptpra",0.331494561765912,2.74259067155199,0.643504970414728,0.428974183434468,1
"2310009B15Rik",0.411458368348287,3.66725779755815,0.643473397480305,0.428985383906598,1
"Igf2bp2",-0.220613872340925,0.432048195464093,0.643282865584912,0.429052984569544,1
"Lin28b",-0.292955104199144,0.23070395607737,0.643247139838058,0.429065661894682,1
"Vps11",0.309690638484971,5.10158309024602,0.643140144209405,0.429103632902188,1
"Xpo7",0.392688359064962,2.53134726884159,0.6430114580941,0.429149308418132,1
"Gm12314",-0.438624277551945,0.876088678189285,0.64274256104833,0.429244774396628,1
"D130043K22Rik",-0.342244969051782,0.365651271560107,0.642708786314043,0.429256767702684,1
"Parvg",-1.24385550698724,3.13847868452495,0.642539229738364,0.429316984590701,1
"Tmod4",-0.3723803523362,1.16720869312149,0.642476857943726,0.429339138816782,1
"Gm37103",-0.3951280482607,0.15805121930428,0.642260267673578,0.429416084646497,1
"Ibtk",0.484829792161197,2.36299245444,0.642256136371962,0.429417552540203,1
"Gm27901",-0.426458646005554,0.170583458402222,0.642174944138057,0.429446402552091,1
"Polq",-0.252015938423293,0.4101500453688,0.642154134848202,0.429453797195207,1
"Zfp473",-0.217083888515278,0.453465710213319,0.642125885001348,0.429463836178757,1
"Tpgs1",0.297414464886681,4.92901198408742,0.641722213419106,0.429607326409557,1
"Crhr2",-0.212934927874229,0.124559836246108,0.64160098008771,0.429650434885424,1
"Cetn4",-0.460501209869405,1.25468149856064,0.641581666230216,0.42965730317944,1
"Slc35d3",-0.558790249260195,0.825947490485043,0.641320686601737,0.429750128125651,1
"Gm13597",-0.38245721260888,4.06829271204211,0.641203926390674,0.429791667353746,1
"Ptprc",-0.445111846397887,2.92043455875369,0.641160031815697,0.429807285132093,1
"Myo1g",-1.05780185181699,3.59520928063292,0.640947012442586,0.42988309037641,1
"Slc35e1",0.3431959035792,5.37510448166753,0.640933611947366,0.429887859781689,1
"4933427E11Rik",-0.227338328302467,0.161022710979523,0.640651687490917,0.429988219312464,1
"3110099E03Rik",-0.230042063206339,0.219626841571722,0.640533805203794,0.430030193868149,1
"Slc38a10",0.323864673339731,4.39066426238542,0.640490917258219,0.43004546663474,1
"Gm32444",-0.520648729591565,0.44866232681125,0.640283699986894,0.43011927036421,1
"Vipr1",-0.405871851954032,0.761581877681155,0.640071566153834,0.430194845596475,1
"A730020E08Rik",-0.513353481550128,0.704358708956738,0.63998449336357,0.430225872300501,1
"Gm44066",-0.416454762888652,1.27785538452405,0.639951633527246,0.430237582171281,1
"mt-Atp6",-0.740865275221512,6.19986926155583,0.639829433746596,0.430281133406988,1
"Gm47383",-0.399974359367268,0.159989743746907,0.639556352882963,0.43037848248556,1
"Gm44811",-0.467809215480697,0.230967761952046,0.639531173167539,0.430387460386256,1
"Cacna1g",0.695401371044453,0.941934257896576,0.639361996470613,0.430447788379539,1
"Pnck",0.927085610146708,2.48298108883689,0.639245120808364,0.430489473631706,1
"Muc1",0.827152457636079,1.15738630476525,0.639100331016621,0.430541123532495,1
"Asap1",-0.457276092154063,2.08274806805625,0.638879511821625,0.430619913453405,1
"Snapc5",0.400468212952571,4.96559465729331,0.638817944368914,0.430641885172892,1
"Map3k4",0.367965156199086,1.9805104970865,0.638812274113995,0.430643908817577,1
"Gm10638",-0.584696359827686,1.79407656807832,0.638724568237257,0.430675211856713,1
"Tctn1",-0.464601854783765,1.67741109904478,0.638344106481903,0.430811043159412,1
"Zgpat",0.485436330199611,2.98325167111097,0.638221338260005,0.430854887718395,1
"Lrrc74b",-0.300954640206784,0.320434400364842,0.637940397338735,0.430955247058336,1
"Nedd4",0.87916610049108,3.28288307701913,0.637827996823958,0.43099540960649,1
"Sirt1",0.506763385844995,1.9651321990692,0.637772222159107,0.431015340971257,1
"Pigg",0.481475573073664,1.95305320410981,0.637758282869071,0.431020322472602,1
"Tfpi",-0.783400203638245,1.89020996309665,0.637240376315797,0.431205470900796,1
"Abhd12",0.720744737124833,4.56621662039499,0.637108848126805,0.43125251113331,1
"AA414768",0.434734101681019,2.80592992344296,0.63672701339202,0.431389117195843,1
"Neu3",-0.370266980328078,0.982372015501975,0.636599446375452,0.431434770873937,1
"Gm35570",0.300216910254229,0.216582352118394,0.636559759859773,0.43144897541644,1
"Gm21811",0.608934035967217,1.97160220553158,0.63648108679561,0.431477136122639,1
"Gm47184",-0.580653702177655,1.58203060898614,0.636473450761045,0.431479869562793,1
"Rflnb",-1.12190438668778,2.75687096380822,0.636461944510996,0.431483988459124,1
"Gskip",0.278918448372337,3.37497341160059,0.636206038091216,0.431575611193896,1
"Hpgds",-1.41315847621793,2.19118551328139,0.636132034399072,0.431602112544731,1
"Phf6",0.559428166767884,2.44897013366245,0.636010432768919,0.431645664625185,1
"Atxn7",-0.578961517069811,1.73084720691514,0.636008614920404,0.431646315746378,1
"Igsf5",-0.24728562150665,0.167448065883028,0.635894795545465,0.431687086880157,1
"Khdrbs1",0.409051206394667,4.73655104797393,0.635835626489875,0.431708284142652,1
"Top2a",-0.894884304534187,2.41342749841711,0.635772622857705,0.431730856921025,1
"Trpm6",-0.230663673612235,0.203119098618023,0.635694793729091,0.431758743878083,1
"Ckap2l",-0.512680186495099,1.12490086279884,0.635667323391486,0.431768587445365,1
"Mrps5",0.485626403843539,3.31316227659734,0.635666738450269,0.431768797053734,1
"Xcr1",-0.316988335476902,0.831469000646772,0.635644713900892,0.431776689466146,1
"Pbdc1",0.306548282388375,2.48649277122343,0.635567599541296,0.431804324870693,1
"A730085K08Rik",-0.226901893590707,0.704354387426866,0.63500679472344,0.432005382905066,1
"Sult6b1",-0.190746943285739,0.287032648697445,0.634865642994688,0.432056011169088,1
"Cul4a",0.439658383570277,3.56394049201943,0.634728558712944,0.432105189372671,1
"Gm37858",-0.397568137836986,0.253639870435948,0.634666889878131,0.432127315559943,1
"Atp5h",0.284824158230752,6.91023921841156,0.634408842861589,0.43221991951302,1
"Cd300c2",-1.48463704107519,4.73419433878972,0.634185574289776,0.432300067672305,1
"Gm44059",-0.335452125899866,0.134180850359946,0.634145386832431,0.432314496483267,1
