"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Contrast","FC"
"Epcam",4.13751709132647,0.584687672526058,15.250598239533,2.22015543443337e-15,4.91164986759695e-11,22.4002276426536,"newoligoBYo",17.6001655169409
"Mir6338",3.08867493579349,0.261849565337813,12.7661572548356,2.00774817492501e-13,2.2208706436933e-09,18.9503618351377,"newoligoBYo",8.50714436006103
"Casr",3.77172237238735,0.483420086972709,11.5273983909438,2.41276448801394e-12,1.77925295894441e-08,16.9385989803845,"newoligoBYo",13.6584547880535
"B230206H07Rik",1.9008160057061,0.192374144175669,10.5420328461802,1.98298113697834e-11,1.0967372923343e-07,15.1819305396008,"newoligoBYo",3.73424350207508
"Dnah10",2.04611818513528,0.348680616399554,10.1558243296631,4.67903300328689e-11,2.07028494263432e-07,14.4534395012594,"newoligoBYo",4.12993245087542
"Gm44268",1.5745428398299,0.104969522655327,9.98396281372903,6.89804233434046e-11,2.54342317604357e-07,14.1218289007905,"newoligoBYo",2.97841097995908
"Gm29127",3.48305564799233,0.358857450326628,9.53126017405815,1.9530116463087e-10,6.17235380732677e-07,13.2261132915181,"newoligoBYo",11.1816070662224
"Tmem108",1.98973772440059,0.399548092170153,9.24035282176104,3.86621952763153e-10,1.0691546826224e-06,12.6333708726224,"newoligoBYo",3.97164788803335
"Gm24183",3.72803041015238,0.390087805708004,8.98437744486516,7.1163204940962e-10,1.74927064767656e-06,12.1006316239724,"newoligoBYo",13.251009892622
"Matn1",4.43625504543257,0.671074791088987,8.42361156951742,2.79143232663643e-09,6.17548573621778e-06,10.8969812330978,"newoligoBYo",21.6493986262983
"Gbp11",2.0628475241952,0.337778628489072,8.3260675810531,3.55555091140211e-09,6.97455857558296e-06,10.6825040950653,"newoligoBYo",4.17810145220732
"Tmprss5",2.24635609989278,0.572295180972116,8.30113325726479,3.78315341079399e-09,6.97455857558296e-06,10.6274380640904,"newoligoBYo",4.74482901753914
"Ffar3",1.28461377961166,0.111650668307817,7.60216933288655,2.22499721146781e-08,3.78643179302326e-05,9.04450298345401,"newoligoBYo",2.43616825935299
"Dct",3.38110421463738,0.720906932559102,7.51634731719995,2.77743438432234e-08,4.38894149174023e-05,8.84502337952496,"newoligoBYo",10.4187060958789
"4933430A20Rik",1.48782201520451,0.17868560029313,7.37691215823305,3.98981239692953e-08,5.8844413104848e-05,8.51862066938935,"newoligoBYo",2.80465247092096
"Enpp6",5.82620175194146,0.838243890913809,7.33763762612437,4.4202188658567e-08,6.11178137308424e-05,8.42617395195695,"newoligoBYo",56.7363624216385
"Cdv3-ps",2.59545362507463,3.03004429091747,7.19953555917175,6.34622181690286e-08,8.25867442678482e-05,8.09935352498658,"newoligoBYo",6.0437903861351
"Gm15217",2.19825145424289,0.394303901073183,7.04538321283671,9.52727593021001e-08,0.000117095514113353,7.73139956661633,"newoligoBYo",4.58922790575906
"Capn6",2.26590995001861,0.470075602110669,7.01142673722981,1.04230291828024e-07,0.000121362460321651,7.64991013339368,"newoligoBYo",4.8095767825855
"Mical3",2.8571678003603,1.2015862101728,6.97858304546814,1.13708533518355e-07,0.000124481925084052,7.57094349384251,"newoligoBYo",7.24591458997045
"2010203P06Rik",1.95619407122112,0.2119067001965,6.96409661506038,1.18163017075672e-07,0.000124481925084052,7.53606766358236,"newoligoBYo",3.88036959326596
"Kif19a",5.18835134463893,1.62108871911244,6.93937602801428,1.2617780399629e-07,0.000126883252627724,7.47648882171158,"newoligoBYo",36.4627468919616
"Fam163a",2.01143046575911,0.462134393905944,6.77207906058576,1.97068029495082e-07,0.000187581168169016,7.07118897985346,"newoligoBYo",4.03181786038586
"Ust",3.04803297229451,0.977739230476516,6.7600773703865,2.03496272479156e-07,0.000187581168169016,7.04197520609839,"newoligoBYo",8.27083491488546
"Brca1",2.51858241487794,1.01741592984446,6.5880858107126,3.22870097347661e-07,0.000284771124231448,6.62136429760053,"newoligoBYo",5.73018777032812
"n-R5s172",4.57952584540394,0.575155403287687,6.57474995945417,3.34676546129262e-07,0.000284771124231448,6.58860129428184,"newoligoBYo",23.9097285410992
"Ubl3",2.02025256727922,5.49581417946063,6.49016570608153,4.20462131792974e-07,0.000344514212653925,6.38031208263418,"newoligoBYo",4.05654802184356
"Pycr1",4.07136813080143,2.10367441374632,6.30746720531943,6.89862065834991e-07,0.000534689528144523,5.92765739463035,"newoligoBYo",16.8114019026191
"Gm24480",3.09244333010718,0.415080395478845,6.29916254054185,7.05614238473678e-07,0.000534689528144523,5.90699567517089,"newoligoBYo",8.52939450921872
"Rap2a",3.28508568149376,3.89414672276845,6.28916129583121,7.25068292923007e-07,0.000534689528144523,5.88210330780281,"newoligoBYo",9.74786101656359
"Gm26834",1.58563611423798,0.313255934392408,6.18147285628352,9.72278153869103e-07,0.000693861599936973,5.61342344523918,"newoligoBYo",3.00140106699287
"Asb18",1.00095855706126,0.20850666026737,6.08358428416748,1.27045178017867e-06,0.000878318897902897,5.36820073929412,"newoligoBYo",2.00132928380206
"Col20a1",3.07377426090183,1.19878754622099,6.02504277404316,1.49135893979778e-06,0.000999797994701403,5.22111895573291,"newoligoBYo",8.41973169565002
"Gm39164",1.20049551177752,0.150395817766335,5.98339806709367,1.67176870807785e-06,0.00108778056261195,5.11630274878148,"newoligoBYo",2.29818591534534
"Bmp4",5.30126692891042,1.29991101967272,5.97027966960428,1.73304421958487e-06,0.00109543249342503,5.08325359947258,"newoligoBYo",39.431233282453
"Olfr279",1.64085744209706,0.300464935732365,5.94010667440583,1.88272496430621e-06,0.00114746770492785,5.00718323182517,"newoligoBYo",3.11851120387486
"9630041A04Rik",1.26971359488835,0.278182396077446,5.93313944114717,1.9191025214632e-06,0.00114746770492785,4.98960698456096,"newoligoBYo",2.41113694680009
"Utf1",1.78541722438822,0.303523640625248,5.91518085210539,2.01617242745553e-06,0.00117378375296312,4.94428430197119,"newoligoBYo",3.44718141236289
"Fyn",3.37285724399319,2.1288063364629,5.88098751239268,2.2149046280429e-06,0.00125641884836392,4.85791682850396,"newoligoBYo",10.3593188759473
"Gipc1",2.51396549480802,4.24840044190098,5.8210521477325,2.61213923533737e-06,0.00144470890758422,4.70630629780007,"newoligoBYo",5.71187930508088
"Dnaic2",2.18650026707777,0.547953279657044,5.78966031966256,2.84811222539948e-06,0.0015053258624704,4.62678981883422,"newoligoBYo",4.55199908320222
"AC122356.1",3.87133527527298,0.732200133174936,5.78275176991906,2.90286375390983e-06,0.0015053258624704,4.60928052590362,"newoligoBYo",14.6348421025763
"Rapgef1",1.88881999197335,3.12806505113038,5.77988798842285,2.92586955142734e-06,0.0015053258624704,4.60202143447143,"newoligoBYo",3.703321990182
"Gm13052",1.28467750381365,0.28684361348468,5.72095246578943,3.44233243309677e-06,0.00173078910039545,4.45250328839495,"newoligoBYo",2.43627586789287
"Gm47135",4.86859799463327,1.22323790731318,5.6377782951051,4.33134096379026e-06,0.00212404107011184,4.24109604788159,"newoligoBYo",29.2142023611485
"Mx2",1.98661666337223,1.66631765544517,5.63010179720901,4.4242339687047e-06,0.00212404107011184,4.22156236783122,"newoligoBYo",3.96306509226096
"Prickle1",3.17495721622671,1.48896710801488,5.62295686180284,4.51249515414981e-06,0.00212404107011184,4.20337810369322,"newoligoBYo",9.03144740282429
"Gm32568",1.13282651819879,0.160586614844824,5.54567042210633,5.58825476251974e-06,0.00252409275100243,4.00649069649322,"newoligoBYo",2.19287947102629
"Dusp9",3.94619471044352,1.17686513831887,5.54551972413403,5.59058648461416e-06,0.00252409275100243,4.00610646870462,"newoligoBYo",15.4142705200575
"Gm42966",1.82293389512297,0.396874964570004,5.52260658933036,5.95674344465408e-06,0.00263562070452164,3.94767195332668,"newoligoBYo",3.53799962502173
"Fbxo32",2.70230962592752,2.15493460951406,5.50611276219108,6.23515541599982e-06,0.0026872327982255,3.90559159247825,"newoligoBYo",6.50843025064903
"B3gnt6",2.62776294868914,0.991893226250827,5.50144315268053,6.31632714856601e-06,0.0026872327982255,3.89367562801436,"newoligoBYo",6.18066875911368
"Ppp1r17",0.99318042692553,0.177738338102703,5.48801281385647,6.55575519628796e-06,0.00269141646902174,3.85939793943636,"newoligoBYo",1.99056837336142
"Tmem2",2.81702167873318,2.03097629122835,5.48134598054361,6.67797395434392e-06,0.00269141646902174,3.84237920758115,"newoligoBYo",7.04706088525257
"Neurog2",2.58196621726211,0.849298197721295,5.48063557174015,6.69113166370727e-06,0.00269141646902174,3.84056558871382,"newoligoBYo",5.98755173856566
"Gm43520",2.51698372717618,0.336871568876134,5.4564645569758,7.15467576669499e-06,0.00282648021404631,3.77884471542674,"newoligoBYo",5.72384151787494
"Rtkn2",2.09973149900136,0.592325668064395,5.42097725743227,7.89433694929335e-06,0.0030255432174984,3.68817977572014,"newoligoBYo",4.28629605030594
"Gm2654",2.13082760167073,0.78434444050188,5.41513949983246,8.02316783812121e-06,0.0030255432174984,3.67325993357717,"newoligoBYo",4.37968649068494
"Gm48022",1.06476303938582,0.1414680206676,5.41309230875424,8.06884463374794e-06,0.0030255432174984,3.66802748935676,"newoligoBYo",2.09182627186914
"Gm47063",2.62778628326969,0.393263326931322,5.30277192283493,1.09584604343681e-05,0.00404056700315875,3.38582145001784,"newoligoBYo",6.18076872790496
"Ablim2",3.18931158778983,0.841573018757483,5.2670229000956,1.21019581939661e-05,0.00438904296926412,3.29428605840567,"newoligoBYo",9.1217560510087
"Trpm5",1.09991981479336,0.371206146940273,5.25477215483539,1.25207442272263e-05,0.0044082888288562,3.2629097144719,"newoligoBYo",2.14342778972397
"Adamts4",5.8979334157833,2.03193026024015,5.25213710568463,1.26127036932493e-05,0.0044082888288562,3.25616036289459,"newoligoBYo",59.6286353917388
"1810041L15Rik",4.63157453445261,1.40040532011885,5.24815913894057,1.2752813137766e-05,0.0044082888288562,3.2459709536605,"newoligoBYo",24.7880784543724
"Samd4b",1.81707260524936,1.84980449156417,5.20187809710514,1.45021929970327e-05,0.00492068707827253,3.12739580217281,"newoligoBYo",3.52365482393499
"Chrne",2.61493272993599,0.608472921183826,5.197491652963,1.46799867633678e-05,0.00492068707827253,3.1161549659186,"newoligoBYo",6.12594634075383
"S100a14",2.15898607806538,0.69204527932689,5.17691275414085,1.55436968188602e-05,0.00506915544792473,3.06341377322389,"newoligoBYo",4.46600875096241
"Slc1a1",2.24082294279151,0.824736540186356,5.17604567739117,1.55811856646423e-05,0.00506915544792473,3.06119138661198,"newoligoBYo",4.72666606398884
"Slc12a2",3.09208494024066,3.21391206853482,5.01555293731637,2.43378615917176e-05,0.00779811910691757,2.6496763213406,"newoligoBYo",8.52727592641506
"Rhbdl2",1.95564488921659,0.608868994361973,5.0106132126201,2.46742456938132e-05,0.00779811910691757,2.63700798283797,"newoligoBYo",3.87889275752479
"Rac1",1.32350672109375,6.11295470828496,4.95874586404266,2.84994130685859e-05,0.00884688056499747,2.50399286534487,"newoligoBYo",2.50273704795391
"Col2a1",2.44799520605,0.546420438389713,4.95506408157347,2.87924513257613e-05,0.00884688056499747,2.49455129529,"newoligoBYo",5.45657320776966
"Sema5a",3.01107779842086,0.827754991899579,4.9430124553327,2.97728670921704e-05,0.00900868737299438,2.46364675510946,"newoligoBYo",8.06166480293233
"En2",2.44889990115906,0.546082005463001,4.93867917677815,3.01334749175783e-05,0.00900868737299438,2.4525350098673,"newoligoBYo",5.45999602624137
"Il23a",5.52515406827619,1.97992290687575,4.92173380646367,3.15860024900449e-05,0.00928160367208101,2.409083978451,"newoligoBYo",46.0507921535546
"Etnk2",2.78501631189311,0.927044898736402,4.91833724969934,3.18854531066382e-05,0.00928160367208101,2.40037493849703,"newoligoBYo",6.89244720700437
"St18",1.46209781174297,0.33281943700894,4.91007071288466,3.26261507925788e-05,0.00937387446732754,2.37917943361549,"newoligoBYo",2.75508687563225
"2610035D17Rik",1.81593648661664,0.950321360506225,4.89825138334194,3.37151146375979e-05,0.00956255745035356,2.34887598768784,"newoligoBYo",3.52088104714171
"Tnr",4.2496114359732,0.961407486789518,4.87944413648754,3.55231657183361e-05,0.00983990736669586,2.30066030959362,"newoligoBYo",19.022189864474
"Kndc1",5.70539326065331,1.44834471398692,4.87884282351445,3.55825425726922e-05,0.00983990736669586,2.29911882698531,"newoligoBYo",52.1788506385269
"Sgk2",3.2235486709322,0.624235609657133,4.86948076639981,3.65198777771785e-05,0.0099397482517797,2.27511969651685,"newoligoBYo",9.3408165423543
"Slc22a21",2.50820418587142,1.68519607857453,4.86376324548915,3.71043933664989e-05,0.0099397482517797,2.26046387349497,"newoligoBYo",5.6891147706848
"Gm10698",0.964901447939939,4.334150692245,4.86195233297646,3.72914661166078e-05,0.0099397482517797,2.25582205020155,"newoligoBYo",1.9519301785345
"Tmprss3",1.64226658881409,0.317846689868402,4.83696373449896,3.99709985168076e-05,0.010527123811754,2.1917763962125,"newoligoBYo",3.12155868551524
"Nfasc",6.01288745963762,1.96815151533448,4.81829503267532,4.20973781448021e-05,0.0109567093729113,2.14393716848643,"newoligoBYo",64.5742671224762
"Strn",2.62244288129566,2.48705538848584,4.79879330368922,4.44391381974891e-05,0.0114317099342215,2.09397209466208,"newoligoBYo",6.15791896031278
"Pik3r3",2.79467035570553,1.360693012818,4.79176527075733,4.53145139167963e-05,0.0115229079469113,2.07596807015805,"newoligoBYo",6.93872387308472
"Fbn2",1.62119611984674,0.429714282169474,4.76983620886879,4.81578562368349e-05,0.0120586307540204,2.01980021452716,"newoligoBYo",3.07629982606596
"Prima1",2.80247117219396,0.601013973112796,4.76720002180419,4.85114196586276e-05,0.0120586307540204,2.01304897602228,"newoligoBYo",6.97634396016005
"Ppfibp2",1.70765954416767,1.09876942532043,4.76226415825557,4.9180381523091e-05,0.0120890842270594,2.00040886537721,"newoligoBYo",3.26630507121421
"Cdk19",1.24439211871577,2.37043908864215,4.72318780640702,5.48111143639112e-05,0.0133210546657161,1.90036723723605,"newoligoBYo",2.36918707173302
"Cdv3",2.51226666524834,5.35237583041574,4.71935711339713,5.53965117409883e-05,0.0133210546657161,1.89056289642402,"newoligoBYo",5.70515730338143
"Fnta",2.25420275741471,5.2717911937744,4.71457000001389,5.61368226099594e-05,0.0133539239419369,1.8783114331498,"newoligoBYo",4.77070592070431
"Ddc",2.48589758185815,0.725726866582621,4.70214048067299,5.8105303403138e-05,0.0136294435311865,1.84650509628532,"newoligoBYo",5.60182759095144
"Gm16401",1.91876039646867,0.382564872584529,4.69622635893007,5.90659020728474e-05,0.0136294435311865,1.83137333688435,"newoligoBYo",3.78098046768253
"Slc44a1",3.84257814763156,2.64783174689966,4.69575419547806,5.91432707586631e-05,0.0136294435311865,1.83016532799551,"newoligoBYo",14.3460150835046
