"","InputCategories","UserDefinedCategories","Type","NumOverlap","Pvalues","CorrectedPvalues"
"1","HuAgeMSNDsplit_00","ADbyCON_FC1.25__","User",0,1,1
"2","HuAgeMSNDsplit_00","HDbyCON_FC1.25__","User",0,1,1
"3","HuAgeMSNDsplit_00","MSbyCON_FC1.25__","User",0,1,1
"4","HuAgeMSNDsplit_00","PDbyCON_FC1.25__","User",0,1,1
"5","HuAgeMSNDsplit_01","ADbyCON_FC1.25__","User",5,1,1
"6","HuAgeMSNDsplit_01","HDbyCON_FC1.25__","User",113,1.57907007402945e-07,1.45274446810709e-05
"7","HuAgeMSNDsplit_01","MSbyCON_FC1.25__","User",105,0.106329333035802,1
"8","HuAgeMSNDsplit_01","PDbyCON_FC1.25__","User",105,0.0856752112172339,1
"9","HuAgeMSNDsplit_02","ADbyCON_FC1.25__","User",95,2.29507754852964e-11,2.11147134464727e-09
"10","HuAgeMSNDsplit_02","HDbyCON_FC1.25__","User",2,1,1
"11","HuAgeMSNDsplit_02","MSbyCON_FC1.25__","User",13,1,1
"12","HuAgeMSNDsplit_02","PDbyCON_FC1.25__","User",8,1,1
"13","HuAgeMSNDsplit_03","ADbyCON_FC1.25__","User",1,0.999999999999703,1
"14","HuAgeMSNDsplit_03","HDbyCON_FC1.25__","User",23,0.848317168283804,1
"15","HuAgeMSNDsplit_03","MSbyCON_FC1.25__","User",36,0.426023701572756,1
"16","HuAgeMSNDsplit_03","PDbyCON_FC1.25__","User",94,1.87185119478567e-21,1.72210309920281e-19
"17","HuAgeMSNDsplit_04","ADbyCON_FC1.25__","User",60,3.3249271052747e-28,3.05893293685272e-26
"18","HuAgeMSNDsplit_04","HDbyCON_FC1.25__","User",0,1,1
"19","HuAgeMSNDsplit_04","MSbyCON_FC1.25__","User",1,0.999999819678077,1
"20","HuAgeMSNDsplit_04","PDbyCON_FC1.25__","User",4,0.999824132713288,1
"21","HuAgeMSNDsplit_05","ADbyCON_FC1.25__","User",3,0.998086716442295,1
"22","HuAgeMSNDsplit_05","HDbyCON_FC1.25__","User",0,1,1
"23","HuAgeMSNDsplit_05","MSbyCON_FC1.25__","User",16,0.239858487256559,1
"24","HuAgeMSNDsplit_05","PDbyCON_FC1.25__","User",0,1,1
"25","HuAgeMSNDsplit_06","ADbyCON_FC1.25__","User",0,1,1
"26","HuAgeMSNDsplit_06","HDbyCON_FC1.25__","User",6,0.866858769930793,1
"27","HuAgeMSNDsplit_06","MSbyCON_FC1.25__","User",64,2.55357184994673e-33,2.34928610195099e-31
"28","HuAgeMSNDsplit_06","PDbyCON_FC1.25__","User",0,1,1
"29","HuAgeMSNDsplit_07","ADbyCON_FC1.25__","User",0,1,1
"30","HuAgeMSNDsplit_07","HDbyCON_FC1.25__","User",5,0.817652260929061,1
"31","HuAgeMSNDsplit_07","MSbyCON_FC1.25__","User",2,0.998598312754964,1
"32","HuAgeMSNDsplit_07","PDbyCON_FC1.25__","User",17,0.00477135632729931,0.438964782111536
"33","HuAgeMSNDsplit_08","ADbyCON_FC1.25__","User",36,4.60019730130803e-18,4.23218151720339e-16
"34","HuAgeMSNDsplit_08","HDbyCON_FC1.25__","User",0,1,1
"35","HuAgeMSNDsplit_08","MSbyCON_FC1.25__","User",12,0.120544223377863,1
"36","HuAgeMSNDsplit_08","PDbyCON_FC1.25__","User",6,0.830943745939331,1
"37","HuAgeMSNDsplit_09","ADbyCON_FC1.25__","User",1,0.997620767953131,1
"38","HuAgeMSNDsplit_09","HDbyCON_FC1.25__","User",0,1,1
"39","HuAgeMSNDsplit_09","MSbyCON_FC1.25__","User",10,0.229403938376734,1
"40","HuAgeMSNDsplit_09","PDbyCON_FC1.25__","User",3,0.982949886079149,1
"41","HuAgeMSNDsplit_10","ADbyCON_FC1.25__","User",5,0.516037246225649,1
"42","HuAgeMSNDsplit_10","HDbyCON_FC1.25__","User",1,0.993375528917844,1
"43","HuAgeMSNDsplit_10","MSbyCON_FC1.25__","User",0,1,1
"44","HuAgeMSNDsplit_10","PDbyCON_FC1.25__","User",4,0.86449874667825,1
"45","HuAgeMSNDsplit_11","ADbyCON_FC1.25__","User",0,1,1
"46","HuAgeMSNDsplit_11","HDbyCON_FC1.25__","User",0,1,1
"47","HuAgeMSNDsplit_11","MSbyCON_FC1.25__","User",6,0.546539415708067,1
"48","HuAgeMSNDsplit_11","PDbyCON_FC1.25__","User",0,1,1
"49","HuAgeMSNDsplit_12","ADbyCON_FC1.25__","User",0,1,1
"50","HuAgeMSNDsplit_12","HDbyCON_FC1.25__","User",55,9.16129981349892e-53,8.42839582841901e-51
"51","HuAgeMSNDsplit_12","MSbyCON_FC1.25__","User",6,0.342949756296872,1
"52","HuAgeMSNDsplit_12","PDbyCON_FC1.25__","User",3,0.858363952160332,1
"53","HuAgeMSNDsplit_13","ADbyCON_FC1.25__","User",0,1,1
"54","HuAgeMSNDsplit_13","HDbyCON_FC1.25__","User",0,1,1
"55","HuAgeMSNDsplit_13","MSbyCON_FC1.25__","User",1,0.992362752390255,1
"56","HuAgeMSNDsplit_13","PDbyCON_FC1.25__","User",0,1,1
"57","HuAgeMSNDsplit_14","ADbyCON_FC1.25__","User",8,0.0192842407285952,1
"58","HuAgeMSNDsplit_14","HDbyCON_FC1.25__","User",0,1,1
"59","HuAgeMSNDsplit_14","MSbyCON_FC1.25__","User",2,0.937747130157756,1
"60","HuAgeMSNDsplit_14","PDbyCON_FC1.25__","User",0,1,1
"61","HuAgeMSNDsplit_15","ADbyCON_FC1.25__","User",0,1,1
"62","HuAgeMSNDsplit_15","HDbyCON_FC1.25__","User",34,1.80946222150452e-25,1.66470524378416e-23
"63","HuAgeMSNDsplit_15","MSbyCON_FC1.25__","User",26,5.90906994870989e-14,5.4363443528131e-12
"64","HuAgeMSNDsplit_15","PDbyCON_FC1.25__","User",0,1,1
"65","HuAgeMSNDsplit_16","ADbyCON_FC1.25__","User",11,7.49442603782541e-05,0.00689487195479938
"66","HuAgeMSNDsplit_16","HDbyCON_FC1.25__","User",0,1,1
"67","HuAgeMSNDsplit_16","MSbyCON_FC1.25__","User",0,1,1
"68","HuAgeMSNDsplit_16","PDbyCON_FC1.25__","User",0,1,1
"69","HuAgeMSNDsplit_17","ADbyCON_FC1.25__","User",0,1,1
"70","HuAgeMSNDsplit_17","HDbyCON_FC1.25__","User",2,0.777420036202519,1
"71","HuAgeMSNDsplit_17","MSbyCON_FC1.25__","User",0,1,1
"72","HuAgeMSNDsplit_17","PDbyCON_FC1.25__","User",10,0.00240662711807819,0.221409694863194
"73","HuAgeMSNDsplit_18","ADbyCON_FC1.25__","User",0,1,1
"74","HuAgeMSNDsplit_18","HDbyCON_FC1.25__","User",1,0.90644950713834,1
"75","HuAgeMSNDsplit_18","MSbyCON_FC1.25__","User",3,0.563675898203334,1
"76","HuAgeMSNDsplit_18","PDbyCON_FC1.25__","User",32,1.20081042258535e-26,1.10474558877852e-24
"77","HuAgeMSNDsplit_19","ADbyCON_FC1.25__","User",0,1,1
"78","HuAgeMSNDsplit_19","HDbyCON_FC1.25__","User",0,1,1
"79","HuAgeMSNDsplit_19","MSbyCON_FC1.25__","User",0,1,1
"80","HuAgeMSNDsplit_19","PDbyCON_FC1.25__","User",0,1,1
"81","HuAgeMSNDsplit_20","ADbyCON_FC1.25__","User",1,0.836360206178328,1
"82","HuAgeMSNDsplit_20","HDbyCON_FC1.25__","User",1,0.845065183756137,1
"83","HuAgeMSNDsplit_20","MSbyCON_FC1.25__","User",1,0.905515764209391,1
"84","HuAgeMSNDsplit_20","PDbyCON_FC1.25__","User",8,0.00171631249594743,0.157900749627164
"85","HuAgeMSNDsplit_21","ADbyCON_FC1.25__","User",1,0.723769751986282,1
"86","HuAgeMSNDsplit_21","HDbyCON_FC1.25__","User",0,1,1
"87","HuAgeMSNDsplit_21","MSbyCON_FC1.25__","User",2,0.49145106905772,1
"88","HuAgeMSNDsplit_21","PDbyCON_FC1.25__","User",1,0.809873366834463,1
"89","HuAgeMSNDsplit_22","ADbyCON_FC1.25__","User",9,2.94324746842307e-07,2.70778767094923e-05
"90","HuAgeMSNDsplit_22","HDbyCON_FC1.25__","User",0,1,1
"91","HuAgeMSNDsplit_22","MSbyCON_FC1.25__","User",0,1,1
"92","HuAgeMSNDsplit_22","PDbyCON_FC1.25__","User",8,2.35240481240275e-05,0.00216421242741053
