"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues","StudyGSE53697","StudyGSE64810","StudyGSE68719","StudyGSE67333","GenderM","DiseaseCON","DiseaseAD","DiseaseHD","DiseasePD","DiseaseMS","Age","Tissueprefrontal_cortex","p.value.StudyGSE53697","p.value.StudyGSE64810","p.value.StudyGSE68719","p.value.StudyGSE67333","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseAD","p.value.DiseaseHD","p.value.DiseasePD","p.value.DiseaseMS","p.value.Age","p.value.Tissueprefrontal_cortex"
"1","HuAgeMSNDsplitRnaseq_03","HDbyCON_FC1.25__","User",0.0245995914450753,0.101471459274205,-0.0748634941121072,-0.0184969531545721,0.049419973549339,-0.0408316113305808,0.145708480419634,-0.277572244802705,-0.218128803524692,-0.0728236506210695,-0.104446593573419,-0.00348294730111809,-0.0326317932866291,0.245161459818267,0.391765001260531,0.832636203026388,0.57213877871971,0.640755416458482,0.0942340399433781,0.00121766456063211,0.0116594274756918,0.404832033689837,0.231524013008177,0.968261926945512,0.709241311721575
"2","HuAgeMSNDsplitRnaseq_06","ADbyCON_FC1.25__","User",0.019217299272533,0.0164231263565187,0.0501702997191085,-0.00711421275175848,-0.0255336530004918,0.0480371898006833,-0.0693290350383743,0.321983803971137,0.0368894300078523,-0.00445859085435119,0.174077655955698,0.0301192014230022,0.080720751814293,0.851170191891551,0.566311677640773,0.935225901546491,0.770488159069222,0.582950757704929,0.427807545336878,0.000157202991035296,0.673348101989342,0.95937822040381,0.0450766254901789,0.730732813022063,0.355674727716957
"3","HuAgeMSNDsplitRnaseq_08","MSbyCON_FC1.25__","User",1.85004835642186e-14,-0.0240481493077595,0,-0.0289311318571512,0.0131786596131571,-0.0379493799425398,0.0712874823558425,0.0555144489605409,-0.0400972065302743,-0.0193205603688552,-0.731126155013931,0.00836927996166105,-0.0583937353550205,0.783501677912031,1,0.740969422873169,0.880326275346884,0.664521777441112,0.414840477581224,0.525643506107031,0.64677793124765,0.825300389020668,1.66588833067203e-23,0.923830456106176,0.504361710542911
"4","HuAgeMSNDsplitRnaseq_08","HDbyCON_FC1.25__","User",0.0262843609690761,-0.0240481493077595,0,-0.0289311318571512,0.0131786596131571,-0.0379493799425398,0.0712874823558425,0.0555144489605409,-0.0400972065302743,-0.0193205603688552,-0.731126155013931,0.00836927996166105,-0.0583937353550205,0.783501677912031,1,0.740969422873169,0.880326275346884,0.664521777441112,0.414840477581224,0.525643506107031,0.64677793124765,0.825300389020668,1.66588833067203e-23,0.923830456106176,0.504361710542911
"5","HuAgeMSNDsplitRnaseq_12","ADbyCON_FC1.25__","User",2.13512570871366e-31,0.0610001836099266,-0.00352759919899982,-0.107661752976612,0.0131786596131571,-0.0883884292332573,0.0466110461557432,0.266469355010596,-0.0176427708733207,-0.104529185585345,-0.452601905484814,0.0884285873022334,-0.0755683634006147,0.485491274684204,0.967855256468191,0.217395044011406,0.880326275346884,0.311679213003113,0.594199437228141,0.00193309864448811,0.840259588301579,0.231153181896946,4.51184433971126e-08,0.311458556840414,0.387309165937374
"6","HuAgeMSNDsplitRnaseq_14","PDbyCON_FC1.25__","User",1.24738729044822e-13,-0.0175962068105558,-0.0533059434515528,0.0516966126627783,0.0420069775169382,-0.0139307850421982,-0.0199761626381757,-0.288675134594813,0.0240583239181646,0.0866948221679399,0.104446593573419,0.029562950498721,-0.0326317932866291,0.840675594881349,0.542269462433473,0.554545829634936,0.631165383266698,0.87355159571063,0.819471711080746,0.000752295874294587,0.783412336370661,0.321077781492843,0.231524013008177,0.735519791856447,0.709241311721575
"7","HuAgeMSNDsplitRnaseq_14","HDbyCON_FC1.25__","User",4.71558052795891e-06,-0.0175962068105558,-0.0533059434515528,0.0516966126627783,0.0420069775169382,-0.0139307850421982,-0.0199761626381757,-0.288675134594813,0.0240583239181646,0.0866948221679399,0.104446593573419,0.029562950498721,-0.0326317932866291,0.840675594881349,0.542269462433473,0.554545829634936,0.631165383266698,0.87355159571063,0.819471711080746,0.000752295874294587,0.783412336370661,0.321077781492843,0.231524013008177,0.735519791856447,0.709241311721575
"8","HuAgeMSNDsplitRnaseq_15","ADbyCON_FC1.25__","User",0.0300968373818635,0.0610001836099266,0.123074016498438,-0.119518774229542,-0.0378886463878266,0.0441942146166286,0.0759877559177662,0.0555144489605409,-0.213317138741059,-0.223424941701377,0.522232967867094,-0.0424154087813085,0.0950329418522882,0.485491274684204,0.158146593965973,0.170604519933345,0.665026287153852,0.613482664564817,0.384672529851035,0.525643506107031,0.0136892237030621,0.00973494329463925,1.14148293019977e-10,0.627847128524782,0.276554161648386
"9","HuAgeMSNDsplitRnaseq_18","ADbyCON_FC1.25__","User",4.54893694981651e-06,-0.011144264313352,0.0231253725267766,-0.012331302103048,-0.0172969907422687,0.011528925552164,-0.0203678521016693,0.377498252931678,-0.0176427708733207,0.002476994919084,-0.313339780720256,0.00333240232619797,0.00801482642127732,0.898692904668026,0.791616020199911,0.887969107521969,0.843349856718141,0.895215744390838,0.815994045767962,7.48861144689976e-06,0.840259588301579,0.977425676700503,0.00024025770565508,0.969633086006153,0.927047270462199
"10","HuAgeMSNDsplitRnaseq_24","ADbyCON_FC1.25__","User",0.000238592427491683,0.0668655858801119,0.000391955466555535,-0.0602336679648885,0.0271809854521365,-0.0393904956365603,0.064237072012957,0.321983803971137,-0.102648848717502,-0.0629156709447335,-0.382970843102535,0.0609349923062279,-0.00686985121823771,0.444444894865602,0.996427418026875,0.491001254913015,0.756131431519568,0.652595021101976,0.462592679916359,0.000157202991035296,0.239699390015951,0.471867957625106,5.37396785566634e-06,0.485958601482392,0.937446193660125
