"","Gene","modulesA1"
"4893","LRRC3","pink"
"4894","AL449403.1","black"
"4895","AC069544.1","orange"
"4896","AC008543.4","yellow"
"4897","ZMYND15","red"
"4898","SLC9A3R1","black"
"4899","JAG1","darkgrey"
"4900","DEFA3","brown"
"4901","AC131235.1","turquoise"
"4902","OR2L9P","brown"
"4903","AC008496.1","blue"
"4904","FAM231C","salmon"
"4905","RNU6-694P","midnightblue"
"4906","ECEL1P2","turquoise"
"4907","PCDH18","blue"
"4908","AC010501.1","orange"
"4909","CNIH2","cyan"
"4910","AP003721.3","turquoise"
"4911","AC091932.4","magenta"
"4912","STK24-AS1","turquoise"
"4913","SLC2A5","red"
"4914","MT3","brown"
"4915","AC016717.2","cyan"
"4916","BEND3P1","yellow"
"4917","RNU6-756P","salmon"
"4918","AC011978.2","turquoise"
"4919","CHST2","brown"
"4920","RPL17P25","darkturquoise"
"4921","CLIC1","tan"
"4922","CITED4","turquoise"
"4923","SLC30A1","black"
"4924","AC024288.1","greenyellow"
"4925","GLRXP3","green"
"4926","RSAD2","darkorange"
"4927","GNAI2P1","turquoise"
"4928","COL20A1","black"
"4929","RNU6-297P","lightcyan"
"4930","CASP1","red"
"4931","AC099521.1","purple"
"4932","AC022211.2","cyan"
"4933","CBS","black"
"4934","CPNE9","pink"
"4935","AP005121.2","purple"
"4936","ALDH1B1","darkgrey"
"4937","AC132872.1","turquoise"
"4938","RASAL1","greenyellow"
"4939","MIR3678","grey60"
"4940","RPL23AP12","orange"
"4941","AC138761.1","tan"
"4942","MTRF1LP1","blue"
"4943","MRAS","black"
"4944","AC021028.1","brown"
"4945","FGR","lightgreen"
"4946","MEG9","cyan"
"4947","ITIH5","tan"
"4948","HRK","pink"
"4949","NAP1L2","cyan"
"4950","PPP1R32","yellow"
"4951","AC007036.1","brown"
"4952","TAL1","red"
"4953","MEX3B","lightgreen"
"4954","GDPD2","black"
"4955","PSAT1","black"
"4956","AL022313.4","cyan"
"4957","AL022069.1","cyan"
"4958","ACHE","cyan"
"4959","SLC7A3","white"
"4960","AC055874.1","black"
"4961","GHSR","white"
"4962","PLK3","green"
"4963","GRIN3B","cyan"
"4964","AC037459.2","brown"
"4965","OGFOD1P1","yellow"
"4966","RNF144A-AS1","yellow"
"4967","MTCO1P30","salmon"
"4968","AC090152.1","greenyellow"
"4969","PMS2P5","orange"
"4970","AC011840.2","brown"
"4971","MTCO1P31","magenta"
"4972","RSPH4A","yellow"
"4973","ARHGDIB","red"
"4974","AC009237.14","cyan"
"4975","AC099811.3","blue"
"4976","PABPC1L2A","white"
"4977","AL353746.1","blue"
"4978","LINC02137","yellow"
"4979","SMTN","turquoise"
"4980","TRAJ33","darkorange"
"4981","EIF1P2","yellow"
"4982","AC018868.2","blue"
"4983","AL020994.2","yellow"
"4984","AL034379.1","green"
"4985","BX537318.1","pink"
"4986","CTSS","red"
"4987","CHRM1","greenyellow"
"4988","UBB","brown"
"4989","AC016168.2","blue"
"4990","CLDN24","magenta"
"4991","HMGB3P1","purple"
"4992","AC005498.2","greenyellow"
"4993","PRKAG2-AS1","green"
"4994","SOD2","green"
"4995","AC090192.1","darkred"
"4996","AC084757.4","grey60"
"4997","MARVELD1","tan"
"4998","RAB3A","cyan"
"4999","RPL7L1P9","turquoise"
"5000","PLAC9","blue"
"5001","BCL2L12P1","pink"
"5002","AL133467.1","magenta"
"5003","SLC16A3","red"
"5004","AC002467.1","turquoise"
"5005","AC005837.1","orange"
"5006","AC093162.2","green"
"5007","GDF15","tan"
"5008","AC024067.1","green"
"5009","AL109945.1","darkturquoise"
"5010","TCTEX1D1","yellow"
"5011","C6orf226","turquoise"
"5012","MARCKSL1","pink"
"5013","AC008115.4","black"
"5014","LINC02433","darkgrey"
"5015","UBXN10","yellow"
"5016","MT-ND2","darkturquoise"
"5017","LILRB4","red"
"5018","PNMA2","cyan"
"5019","AC007906.2","yellow"
"5020","SLC38A3","black"
"5021","INHBB","black"
"5022","BATF2","darkorange"
"5023","AC016745.2","lightcyan"
"5024","AP000797.2","salmon"
"5025","RNU4-58P","darkred"
"5026","AC136944.2","yellow"
"5027","AL035409.1","yellow"
"5028","VWA3A","yellow"
"5029","GAPDHP37","greenyellow"
"5030","EPAS1","lightgreen"
"5031","NCDN","yellow"
"5032","HMGN2","black"
"5033","AP001505.1","lightcyan"
"5034","RPSAP11","purple"
"5035","RXFP4","lightyellow"
"5036","AL359715.3","purple"
"5037","AC024896.1","salmon"
"5038","NKX1-2","red"
"5039","AC006557.6","brown"
"5040","AL049838.1","black"
"5041","IGBP1P4","blue"
"5042","HLA-F","darkorange"
"5043","YBX1P4","red"
"5044","CSRP1","black"
"5045","MAFK","midnightblue"
"5046","AC095052.1","greenyellow"
"5047","FAM87A","blue"
"5048","LINC01114","green"
"5049","RPL11P5","blue"
"5050","SMTNL1","blue"
"5051","AC021106.1","pink"
"5052","AL356489.2","pink"
"5053","GAPDHP16","purple"
"5054","VCX3B","turquoise"
"5055","RPS15P9","yellow"
"5056","AC104623.2","purple"
"5057","AC116165.3","blue"
"5058","AC096921.2","lightgreen"
"5059","AC015813.6","turquoise"
"5060","RN7SKP226","turquoise"
"5061","RN7SL385P","grey60"
"5062","SEPT12","purple"
"5063","MYBPHL","blue"
"5064","RN7SL769P","darkturquoise"
"5065","RNU1-57P","blue"
"5066","LINC02475","black"
"5067","LENG9","green"
"5068","CCDC87","green"
"5069","CRYGD","pink"
"5070","CTXND1","salmon"
"5071","AC009310.1","grey60"
"5072","RF00571","brown"
"5073","ENPP6","tan"
"5074","AC023232.1","grey60"
"5075","CALR","midnightblue"
"5076","ALDOB","purple"
"5077","CU639417.3","red"
"5078","RNU6-927P","royalblue"
"5079","LSMEM1","green"
"5080","C2CD4A","green"
"5081","AC005674.2","lightgreen"
"5082","PLCB2","red"
"5083","LINC02526","yellow"
"5084","CCDC80","tan"
"5085","AL365475.1","tan"
"5086","MIR4697HG","pink"
"5087","AOC2","green"
"5088","RNA5SP200","purple"
"5089","AC139792.1","lightcyan"
"5090","CAMK2N1","blue"
"5091","FAM110C","green"
"5092","SYNJ2","darkgreen"
"5093","LINC00324","lightgreen"
"5094","PART1","blue"
"5095","AP001094.1","grey60"
"5096","LINC01952","blue"
"5097","SOX8","pink"
"5098","AL512329.1","pink"
"5099","TCIRG1","red"
"5100","IGHD3-9","green"
"5101","C2orf66","white"
"5102","AC120024.2","turquoise"
"5103","GDF7","green"
"5104","NPTXR","white"
"5105","DTX3L","darkorange"
"5106","RRP7A","brown"
"5107","AC110771.1","lightcyan"
"5108","SNRPCP1","turquoise"
"5109","RNU2-23P","darkturquoise"
"5110","AC233263.6","skyblue"
"5111","AC015909.5","turquoise"
"5112","RNU1-21P","blue"
"5113","AC138356.1","greenyellow"
"5114","MROH6","green"
"5115","AF106564.1","yellow"
"5116","RN7SL310P","darkturquoise"
"5117","AL135791.1","purple"
"5118","APOL3","darkorange"
"5119","TTC9B","white"
"5120","SPON2","lightcyan"
"5121","AC060766.6","lightgreen"
"5122","AC092121.1","greenyellow"
"5123","AC112200.1","darkturquoise"
"5124","AC005229.4","brown"
"5125","GATA2","lightgreen"
"5126","AC010997.5","tan"
"5127","COL18A1","darkgrey"
"5128","PANX2","cyan"
"5129","CDH5","lightgreen"
"5130","RN7SKP14","lightyellow"
"5131","AL359885.1","darkorange"
"5132","RNU6-502P","darkturquoise"
"5133","LINC01945","yellow"
"5134","AL031777.3","red"
"5135","LRRC37A13P","grey60"
"5136","OR9A2","magenta"
"5137","RNU1-96P","magenta"
"5138","TAGLN2","darkgrey"
"5139","RN7SL211P","salmon"
"5140","CYP2J2","black"
"5141","PEAR1","tan"
"5142","AIRE","blue"
"5143","AC127002.1","purple"
"5144","AL137077.2","lightcyan"
"5145","RPS27P12","turquoise"
"5146","ETV5","tan"
"5147","C10orf25","blue"
"5148","CYP4F11","black"
"5149","KRT18P37","lightyellow"
"5150","TNFRSF1B","red"
"5151","PARP14","darkorange"
"5152","TRIM60P18","yellow"
"5153","PPIAP48","green"
"5154","MTND6P25","salmon"
"5155","RNF182","black"
"5156","CPE","black"
"5157","USP46-AS1","black"
"5158","CNR1","cyan"
"5159","GAL3ST4","red"
"5160","FGFBP3","black"
"5161","TRPV2","red"
"5162","SYNGR3","cyan"
"5163","SURF1","magenta"
"5164","AL512303.1","yellow"
"5165","JAK3","green"
"5166","NIFKP8","blue"
"5167","AC007541.1","greenyellow"
"5168","RNU6-311P","lightcyan"
"5169","RN7SL546P","salmon"
"5170","SRP14P1","green"
"5171","HSPA12B","lightgreen"
"5172","ADH1B","tan"
"5173","COL6A1","green"
"5174","FNDC10","cyan"
"5175","SLC6A1","black"
"5176","BPIFB9P","pink"
"5177","LINC02251","yellow"
"5178","TRIB2","tan"
"5179","SIRPB3P","black"
"5180","LDHA","brown"
"5181","LINC01410","red"
"5182","AC104115.1","greenyellow"
"5183","RSPH1","yellow"
"5184","AC244131.1","lightyellow"
"5185","ANKRD40","brown"
"5186","RPL29P19","tan"
"5187","WASH5P","red"
"5188","TRAJ28","purple"
"5189","AL662890.1","midnightblue"
"5190","AL355338.1","tan"
"5191","SEC14L5","darkgreen"
"5192","H2AFJ","tan"
"5193","LINC01750","pink"
"5194","DBI","brown"
"5195","RF00432","blue"
"5196","GOLGA6L10","tan"
"5197","PRTN3","blue"
"5198","FAM189A2","black"
"5199","QDPR","pink"
"5200","OSCAR","blue"
"5201","UBXN10-AS1","black"
"5202","RN7SL643P","blue"
"5203","KMT2E-AS1","tan"
"5204","DHFR","yellow"
"5205","SYTL4","green"
"5206","EXOSC3P2","midnightblue"
"5207","AL139393.2","grey60"
"5208","TSPAN15","pink"
"5209","FAM198B","black"
"5210","AP001453.4","yellow"
"5211","IGHV3-53","green"
"5212","ENO1-AS1","purple"
"5213","NTRK2","black"
"5214","MMP17","yellow"
"5215","ASPDH","lightcyan"
"5216","AC008269.1","purple"
"5217","ID2-AS1","black"
"5218","RGS5","lightgreen"
"5219","SCRG1","black"
"5220","LAT2","red"
"5221","LINC01299","pink"
"5222","NAT8","pink"
"5223","RRAS","darkgrey"
"5224","TRIM21","darkorange"
"5225","ARHGAP9","red"
"5226","AL731532.1","pink"
"5227","ARHGAP5-AS1","black"
"5228","AC136475.3","green"
"5229","LINC01372","yellow"
"5230","TRBV6-7","darkturquoise"
"5231","AC145098.2","tan"
"5232","HNRNPLP2","yellow"
"5233","CDRT15L2","salmon"
"5234","MT-ND1","darkturquoise"
"5235","SLC22A31","brown"
"5236","LEAP2","yellow"
"5237","RNU6-973P","salmon"
"5238","VWA5A","green"
"5239","AL162511.1","pink"
"5240","AL513320.1","yellow"
"5241","SLC6A11","black"
"5242","DUSP23","magenta"
"5243","JPH4","cyan"
"5244","FRMPD2B","blue"
"5245","RNA5SP532","darkgreen"
"5246","IGHA2","green"
"5247","AC008608.1","turquoise"
"5248","AC009414.2","white"
"5249","RN7SL193P","blue"
"5250","FAM74A3","yellow"
"5251","AC131281.1","cyan"
"5252","AC138393.2","midnightblue"
"5253","LINC00926","red"
"5254","RNU6-111P","blue"
"5255","SULT1C4","black"
"5256","TSPAN6","black"
"5257","CCDC154","yellow"
"5258","NTS","yellow"
"5259","MKNK2","midnightblue"
"5260","CHRNA4","darkgreen"
"5261","SAPCD2","black"
"5262","RNU4-90P","magenta"
"5263","AGER","midnightblue"
"5264","KRT18P6","blue"
"5265","KCNV1","blue"
"5266","AC109347.1","yellow"
"5267","AC000067.1","lightgreen"
"5268","CORO1A","red"
"5269","RCOR2","yellow"
"5270","SLC26A10","pink"
"5271","AC097359.2","purple"
"5272","CROCCP2","pink"
"5273","DNM1P41","cyan"
"5274","AL390195.2","turquoise"
"5275","CTXN3","blue"
"5276","AC009533.2","purple"
"5277","RPL23AP20","purple"
"5278","PON2","black"
"5279","AC083843.3","pink"
"5280","ABCA6","yellow"
"5281","RNU2-71P","turquoise"
"5282","LIPT2","magenta"
"5283","AC239859.2","purple"
"5284","ASH1L-AS1","turquoise"
"5285","OR7E155P","cyan"
"5286","TRBV7-9","green"
"5287","ERICH4","darkgrey"
"5288","AL352984.2","grey60"
"5289","EMP3","tan"
"5290","B3GAT1","darkgreen"
"5291","TMEM92-AS1","green"
"5292","SLC5A5","tan"
"5293","LIMS2","lightgreen"
"5294","AL358613.1","grey60"
"5295","VWA5B2","brown"
"5296","FTH1P12","darkturquoise"
"5297","AL117335.1","black"
"5298","PRPH2","pink"
"5299","SERTAD4","blue"
"5300","HIST3H3","turquoise"
"5301","NOTUM","yellow"
"5302","RNU6-1310P","purple"
"5303","AC003005.2","brown"
"5304","RNU4ATAC13P","darkorange"
"5305","AC139103.1","cyan"
"5306","SMIM1","turquoise"
"5307","HIST1H2BE","green"
"5308","FAUP1","brown"
"5309","CCNI","turquoise"
"5310","SLC10A5","pink"
"5311","OR6L1P","greenyellow"
"5312","AGAP7P","turquoise"
"5313","AC093227.1","greenyellow"
"5314","RN7SKP246","grey60"
"5315","AC016737.2","yellow"
"5316","C1QTNF8","green"
"5317","AL121772.1","yellow"
"5318","AC092692.1","darkorange"
"5319","SPATA2L","lightgreen"
"5320","RTCA-AS1","black"
"5321","IL11","green"
"5322","GPR27","yellow"
"5323","TRAM1L1","pink"
"5324","OR13C2","lightcyan"
"5325","LINC02348","purple"
"5326","OR2L5","brown"
"5327","TLX2","blue"
"5328","LINC00533","turquoise"
"5329","UBC","midnightblue"
"5330","AL772337.3","orange"
"5331","NALT1","cyan"
"5332","C14orf132","black"
"5333","RN7SKP249","darkred"
"5334","RASAL2-AS1","blue"
"5335","NUDT17","midnightblue"
"5336","C1QL4","white"
"5337","AC022424.1","darkgreen"
"5338","AL590096.1","red"
"5339","HSD3B7","darkgrey"
"5340","SPRY2","brown"
"5341","SSSCA1-AS1","yellow"
"5342","FADS2","black"
"5343","HYI-AS1","magenta"
"5344","SMIM22","purple"
"5345","AC004130.1","black"
"5346","SAMD14","cyan"
"5347","PTPRZ1","black"
"5348","AP001107.5","turquoise"
"5349","OR6V1","darkgreen"
"5350","EN2","turquoise"
"5351","AC017104.5","pink"
"5352","AL158032.1","grey60"
"5353","AP000356.3","green"
"5354","AC005840.2","brown"
"5355","HMGN2P13","yellow"
"5356","IGFBP1","tan"
"5357","AL583722.3","blue"
"5358","FAM160A1-DT","yellow"
"5359","DOK3","red"
"5360","KIT","salmon"
"5361","PRRG3","yellow"
"5362","AC068987.1","blue"
"5363","L29074.1","darkturquoise"
"5364","DPYSL5","darkgreen"
"5365","AC124798.1","pink"
"5366","COL5A2","salmon"
"5367","RPP25","turquoise"
"5368","HMGCS1","turquoise"
"5369","AL441964.1","lightyellow"
"5370","AC010655.1","red"
"5371","AC091932.2","salmon"
"5372","MYL12AP1","magenta"
"5373","CYCSP45","turquoise"
"5374","AC093734.1","darkorange"
"5375","RPL5P34","purple"
"5376","PRR36","cyan"
"5377","BATF3","red"
"5378","AC087071.1","pink"
"5379","SULT1A1","black"
"5380","PPIAL4E","pink"
"5381","SLAIN1","pink"
"5382","C10orf82","pink"
"5383","LMO2","lightgreen"
"5384","AC000068.1","orange"
"5385","AC103808.3","blue"
"5386","AL158071.2","red"
"5387","TCN2","lightgreen"
"5388","AC012183.1","purple"
"5389","AC006329.1","blue"
"5390","TUBA1A","brown"
"5391","CTBP2P7","green"
"5392","CD164L2","yellow"
"5393","FLNC","green"
"5394","AL162391.1","darkgreen"
"5395","AL353133.2","darkturquoise"
"5396","TLCD2","red"
"5397","AC009486.1","grey60"
"5398","AC133637.1","blue"
"5399","AL512604.3","purple"
"5400","MIR6068","purple"
"5401","AC010655.4","brown"
"5402","AC103855.2","blue"
"5403","AL353611.1","blue"
"5404","S100A13","black"
"5405","ADCY4","lightgreen"
"5406","PTMS","brown"
"5407","AC015813.5","brown"
"5408","SLCO2B1","red"
"5409","RN7SL383P","darkred"
"5410","SRP14-AS1","brown"
"5411","RNA5SP75","turquoise"
"5412","AL359504.2","green"
"5413","ABI3","red"
"5414","BEST1","green"
"5415","CCL21","darkgrey"
"5416","RNU6-416P","midnightblue"
"5417","CPNE5","yellow"
"5418","AL590399.1","turquoise"
"5419","AC104058.1","green"
"5420","IL33","black"
"5421","RPL12","brown"
"5422","RNU6-1088P","green"
"5423","CDK2AP1","brown"
"5424","MEG3","cyan"
"5425","FBLL1","cyan"
"5426","CD55","tan"
"5427","MYH7","blue"
"5428","ADAMTS14","midnightblue"
"5429","AF274858.1","purple"
"5430","DIRAS1","turquoise"
"5431","KLHL30-AS1","darkgrey"
"5432","MTCO2P23","salmon"
"5433","AC091138.1","blue"
"5434","AC074134.1","salmon"
"5435","AC087463.3","turquoise"
"5436","AC006252.1","brown"
"5437","MYBPC1","black"
"5438","AL355377.1","lightyellow"
"5439","AC010776.3","lightcyan"
"5440","AP004608.1","greenyellow"
"5441","HLA-V","pink"
"5442","MIAT","blue"
"5443","HIST3H2A","brown"
"5444","KCNF1","cyan"
"5445","RPL23P8","darkred"
"5446","SKA2P1","turquoise"
"5447","AL132640.2","pink"
"5448","AC233263.1","turquoise"
"5449","HK2","tan"
"5450","AC022417.1","grey60"
"5451","CLEC10A","tan"
"5452","SH3TC1","red"
"5453","SNX18P14","grey60"
"5454","HIST1H4H","turquoise"
"5455","Z97353.1","salmon"
"5456","AC106788.2","lightyellow"
"5457","AC239600.1","darkturquoise"
"5458","UPK1B","tan"
"5459","RCN1","magenta"
"5460","AL162574.2","pink"
"5461","TOB2P1","turquoise"
"5462","AL049651.2","blue"
"5463","AC092053.1","darkorange"
"5464","FEZF1","white"
"5465","PIM3","green"
"5466","AC148476.1","tan"
"5467","JAKMIP3","red"
"5468","AC104083.1","tan"
"5469","RPS27","brown"
"5470","RN7SL301P","darkorange"
"5471","PFKFB2","black"
"5472","ALKAL2","purple"
"5473","AC073046.1","salmon"
"5474","AL627309.2","greenyellow"
"5475","FOXN3P1","brown"
"5476","AL139424.2","turquoise"
"5477","APIP","green"
"5478","AL163051.1","pink"
"5479","PECAM1","lightgreen"
"5480","C5AR2","tan"
"5481","CYP4A44P","lightyellow"
"5482","CPLX1","pink"
"5483","AC107375.1","pink"
"5484","AL606923.1","lightcyan"
"5485","RAC1P3","purple"
"5486","RPS24P1","salmon"
"5487","SEMA4A","yellow"
"5488","AC016820.1","cyan"
"5489","ARRDC2","pink"
"5490","AC145285.3","greenyellow"
"5491","SAA1","green"
"5492","AP003973.2","turquoise"
"5493","PTGES2-AS1","black"
"5494","AC073911.2","turquoise"
"5495","ZNF680P1","brown"
"5496","HBEGF","midnightblue"
"5497","COPG2","white"
"5498","AC005972.3","blue"
"5499","CYP2D7","red"
"5500","AC021979.2","blue"
"5501","CCDC74B","yellow"
"5502","OR2C1","darkgreen"
"5503","AP001357.2","greenyellow"
"5504","CTSZ","brown"
"5505","ALS2CL","blue"
"5506","AP001331.1","turquoise"
"5507","AL157777.1","brown"
"5508","RGMA","black"
"5509","AC018716.2","blue"
"5510","AL451046.2","darkred"
"5511","ETS2","lightgreen"
"5512","MT-ATP8","darkturquoise"
"5513","AL451046.1","greenyellow"
"5514","TLR7","red"
"5515","GMPR","yellow"
"5516","NUDT11","cyan"
"5517","LINC00609","magenta"
"5518","GABRA5","yellow"
"5519","LINC01763","darkgreen"
"5520","RNU6-1023P","yellow"
"5521","RAMP2-AS1","tan"
"5522","AC011840.3","tan"
"5523","GBX2","yellow"
"5524","TRERNA1","midnightblue"
"5525","CHCHD4P2","greenyellow"
"5526","MIR5580","midnightblue"
"5527","AC004817.2","purple"
"5528","AL021154.1","yellow"
"5529","AC096720.2","turquoise"
"5530","TRAJ9","turquoise"
"5531","MMD2","black"
"5532","RGS19","red"
"5533","AL136139.1","brown"
"5534","AL160286.1","cyan"
"5535","RPS5P3","purple"
"5536","AL158207.1","magenta"
"5537","LCAT","black"
"5538","RPS20P10","blue"
"5539","TERC","midnightblue"
"5540","BEX1","cyan"
"5541","RNA5SP193","blue"
"5542","AC074051.2","grey60"
"5543","FBXO2","turquoise"
"5544","PHKA1P1","turquoise"
"5545","AC020765.1","grey60"
"5546","AC005951.1","grey60"
"5547","AP001330.3","lightcyan"
"5548","AL137802.1","tan"
"5549","AL357094.1","magenta"
"5550","LRP4","black"
"5551","YWHAZP5","greenyellow"
"5552","TAGLN3","cyan"
"5553","PDE6B","yellow"
"5554","AC007683.2","turquoise"
"5555","HIST4H4","brown"
"5556","MFNG","red"
"5557","CTSW","darkorange"
"5558","OR2T8","greenyellow"
"5559","AC234782.4","brown"
"5560","SLC7A5","lightgreen"
"5561","Z95115.1","yellow"
"5562","AL157935.1","purple"
"5563","HCG14","greenyellow"
"5564","RPL23AP35","orange"
"5565","ATP1A1","turquoise"
"5566","AC006273.1","purple"
"5567","AC091953.2","salmon"
"5568","AC012307.1","pink"
"5569","AL118558.3","purple"
"5570","LGI3","darkgreen"
"5571","CHRNA2","blue"
"5572","AC083843.2","black"
"5573","AC020915.4","cyan"
"5574","AC005261.2","turquoise"
"5575","LMNTD2","tan"
"5576","AC122108.2","midnightblue"
"5577","AC253536.2","yellow"
"5578","RNU6-380P","turquoise"
"5579","KLF9","turquoise"
"5580","Z97180.1","black"
"5581","SNHG17","turquoise"
"5582","MTCO1P44","blue"
"5583","AC104561.3","turquoise"
"5584","NPFFR1","black"
"5585","TNFRSF25","pink"
"5586","DDTL","green"
"5587","SYT5","yellow"
"5588","SMPD5","green"
"5589","AC120049.1","lightcyan"
"5590","RPL12P14","salmon"
"5591","LCN1","pink"
"5592","AL157884.1","green"
"5593","LSMEM2","pink"
"5594","AL031118.1","green"
"5595","AP003774.1","turquoise"
"5596","BTBD19","blue"
"5597","AC106886.1","green"
"5598","AC103778.1","grey60"
"5599","RPS3A","brown"
"5600","TMPRSS3","midnightblue"
"5601","CNFN","yellow"
"5602","LINC00846","tan"
"5603","AC231657.2","cyan"
"5604","GNB3","yellow"
"5605","RN7SL804P","grey60"
"5606","PTPRH","darkred"
"5607","AC115284.2","salmon"
"5608","RPL27AP","cyan"
"5609","AL606534.5","black"
"5610","TMTC4","pink"
"5611","MT-ND3","magenta"
"5612","AP001029.2","red"
"5613","CALML6","yellow"
"5614","AC010425.1","purple"
"5615","FP565260.1","greenyellow"
"5616","AL118511.1","orange"
"5617","AC093591.2","midnightblue"
"5618","SLFN5","green"
"5619","AC016739.1","salmon"
"5620","AL591503.1","turquoise"
"5621","GMNN","black"
"5622","FST","white"
"5623","AMOT","black"
"5624","AC026468.1","yellow"
"5625","NOTCH4","lightgreen"
"5626","TUBA4A","turquoise"
"5627","AL118506.1","lightcyan"
"5628","AC091874.1","turquoise"
"5629","AC021231.2","salmon"
"5630","AL023284.4","greenyellow"
"5631","FAM136BP","green"
"5632","AC073869.5","yellow"
"5633","LINC02414","pink"
"5634","TMEM35A","cyan"
"5635","PABPC1L2B","white"
"5636","LINC02556","orange"
"5637","GNMT","blue"
"5638","CLNS1AP1","purple"
"5639","MCL1","midnightblue"
"5640","THBS1","midnightblue"
"5641","AL135925.1","blue"
"5642","MT-TI","red"
"5643","MIR146B","salmon"
"5644","GPT","black"
"5645","APOL2","green"
"5646","FOXE3","blue"
"5647","AL356488.1","black"
"5648","FXYD7","white"
"5649","CFP","purple"
"5650","FBXL8","purple"
"5651","CKMT1A","cyan"
"5652","AK4P3","pink"
"5653","AC079922.2","green"
"5654","ZNF33CP","blue"
"5655","AL109615.1","darkred"
"5656","AC008267.5","green"
"5657","GVINP2","darkturquoise"
"5658","TRAV39","purple"
"5659","CLU","black"
"5660","PSD","cyan"
"5661","Z73965.1","salmon"
"5662","AC104964.1","pink"
"5663","SCART1","purple"
"5664","DYNC1LI2","brown"
"5665","AC011481.1","blue"
"5666","AC012150.1","red"
"5667","KREMEN2","pink"
"5668","SAR1AP4","grey60"
"5669","SHMT2","turquoise"
"5670","KRT18P17","pink"
"5671","AL512625.3","greenyellow"
"5672","DNALI1","yellow"
"5673","SLC2A4","red"
"5674","SNHG8","brown"
"5675","AL355615.1","salmon"
"5676","AC105275.2","magenta"
"5677","PTER","greenyellow"
"5678","NDRG1","pink"
"5679","AC040169.2","black"
"5680","AC139887.2","pink"
"5681","AC010203.2","yellow"
"5682","LSR","lightgreen"
"5683","SOCS5P2","greenyellow"
"5684","ENPP5","black"
"5685","RN7SL680P","grey60"
"5686","FALEC","yellow"
"5687","C1QTNF12","purple"
"5688","AL035252.3","yellow"
"5689","NUDT4B","lightgreen"
"5690","WNT6","tan"
"5691","FOXD4L4","pink"
"5692","ARAP3","darkred"
"5693","AL591846.2","green"
"5694","MIR8054","salmon"
"5695","BAALC","turquoise"
"5696","SASH3","red"
"5697","SLC25A29","yellow"
"5698","AL627309.5","green"
"5699","AC007387.1","green"
"5700","NPM1P18","brown"
"5701","AC009075.1","turquoise"
"5702","AL078621.3","red"
"5703","NRSN1","cyan"
"5704","MTCO1P23","salmon"
"5705","AL645568.3","grey60"
"5706","ADAM1B","green"
"5707","PARD6G-AS1","midnightblue"
"5708","FBLIM1","darkgrey"
"5709","AC006033.1","green"
"5710","FOXL2","blue"
"5711","AL590648.1","darkturquoise"
"5712","CCDC85B","brown"
"5713","OR6L2P","greenyellow"
"5714","DCAF4L1","midnightblue"
"5715","AC008555.8","yellow"
"5716","THEM5","magenta"
"5717","LINC00235","orange"
"5718","OR2B7P","purple"
"5719","RPL36AL","brown"
"5720","LINC01018","pink"
"5721","SFTPB","green"
"5722","ATP2B1-AS1","pink"
"5723","RNA5SP270","grey60"
"5724","AL024498.1","green"
"5725","AC114811.2","darkgreen"
"5726","RPL31P40","brown"
"5727","AP001972.5","cyan"
"5728","AC087897.1","magenta"
"5729","STIP1","midnightblue"
"5730","GP1BA","blue"
"5731","AC011008.2","cyan"
"5732","AL109811.2","red"
"5733","AC023161.2","turquoise"
"5734","AHCYL1","black"
"5735","LGI4","black"
"5736","CLPS","cyan"
"5737","SCIN","red"
"5738","AP000808.2","turquoise"
"5739","TMEM97","turquoise"
"5740","LPAR2","red"
"5741","AL137003.2","midnightblue"
"5742","AL645728.1","purple"
"5743","CTAGE3P","magenta"
"5744","TMA16P1","blue"
"5745","AC226101.1","pink"
"5746","LINC01765","yellow"
"5747","AL138966.2","royalblue"
"5748","AC005740.2","salmon"
"5749","ADRB1","greenyellow"
"5750","CES4A","greenyellow"
"5751","AC079238.1","blue"
"5752","TCF19","red"
"5753","AC096540.1","blue"
"5754","MTSS1L","brown"
"5755","ELOVL2","black"
"5756","U73166.1","purple"
"5757","RNU6-563P","grey60"
"5758","PANO1","black"
"5759","RNU6-1290P","grey60"
"5760","PALM3","turquoise"
"5761","AK4P4","grey60"
"5762","GPAT2","yellow"
"5763","PLEKHB1","brown"
"5764","MIR4675","blue"
"5765","ALPL","tan"
"5766","CDC37L1-AS1","blue"
"5767","AC067735.1","green"
"5768","LGI2","turquoise"
"5769","RNU6-13P","turquoise"
"5770","RGS20","black"
"5771","AL513497.1","yellow"
"5772","OR9A3P","magenta"
"5773","RNU1-38P","yellow"
"5774","RPSAP69","blue"
"5775","POSTN","greenyellow"
"5776","C18orf65","purple"
"5777","EGFL7","lightgreen"
"5778","FAM20C","green"
"5779","AL353743.3","blue"
"5780","C19orf18","green"
"5781","AL109933.4","blue"
"5782","DBP","turquoise"
"5783","ROBO4","lightgreen"
"5784","NLRP2","turquoise"
"5785","STRIP2","yellow"
"5786","AL596244.1","darkgreen"
"5787","AC010615.3","blue"
"5788","TRBV7-1","purple"
"5789","ZNF514","pink"
"5790","AL512635.1","purple"
"5791","EEF1A1P34","yellow"
"5792","SYT15","magenta"
"5793","RPSAP44","black"
"5794","AL390719.2","green"
"5795","AC062029.1","pink"
"5796","PPP1R26-AS1","blue"
"5797","RHPN1","yellow"
"5798","FOXL1","darkgrey"
"5799","RPL12P3","yellow"
"5800","STAT1","darkorange"
