"","InputCategories","UserDefinedCategories","Type","CorrectedPvalues","StudyGSE53697","StudyGSE64810","StudyGSE68719","StudyGSE67333","GenderM","DiseaseCON","DiseaseAD","DiseaseHD","DiseasePD","DiseaseMS","Age","Tissueprefrontal_cortex","p.value.StudyGSE53697","p.value.StudyGSE64810","p.value.StudyGSE68719","p.value.StudyGSE67333","p.value.GenderM","p.value.DiseaseCON","p.value.DiseaseAD","p.value.DiseaseHD","p.value.DiseasePD","p.value.DiseaseMS","p.value.Age","p.value.Tissueprefrontal_cortex"
"1","HuAgeMSNDsplitRnaseq_03","HDbyCON_FC1.25__","User",0.0245995914450753,2.31802424477401e-16,-2.24687347720465e-16,2.09935421911084e-16,-3.02221355580334e-18,-2.12612046024407e-16,0.128403671352713,-0.151062312867636,-0.236105657222618,-0.0411418458926606,0.0593679569714193,6.0712611153757e-16,1.07383448921111e-16,0.999999999999998,0.999999999999998,0.999999999999998,1,0.999999999999998,0.140764548219023,0.0826229509682115,0.00621920543472003,0.638218304338805,0.497263998160813,0.999999999999994,0.999999999999999
"2","HuAgeMSNDsplitRnaseq_06","ADbyCON_FC1.25__","User",0.019217299272533,9.28077059647592e-17,-9.6710833785707e-17,2.47198095326695e-17,1.18503297452666e-16,1.73472347597681e-17,-0.104309062302936,0.32883773726496,0.00563091247549503,0.0169702518931111,0.315735822888588,-6.07153216591882e-17,3.84891771232354e-17,0.999999999999999,0.999999999999999,1,0.999999999999999,1,0.232142443118202,0.000111277350895192,0.948710353536863,0.846272144689815,0.000213880192984178,0.999999999999999,1
"3","HuAgeMSNDsplitRnaseq_08","MSbyCON_FC1.25__","User",1.85004835642186e-14,-1.73472347597681e-17,1.94289029309402e-16,-2.1987620058006e-16,1.08853898117545e-16,4.0766001685455e-16,0.0372256076270575,0.0875425068845351,0.0174610801481254,0.00830000959391301,-0.612314912575265,-2.60208521396521e-16,3.05745012640912e-17,1,0.999999999999998,0.999999999999998,0.999999999999999,0.999999999999996,0.670543822404413,0.316350964760349,0.841883074527562,0.924459018560598,4.8257241483518e-15,0.999999999999998,1
"4","HuAgeMSNDsplitRnaseq_08","HDbyCON_FC1.25__","User",0.0262843609690761,-1.73472347597681e-17,1.94289029309402e-16,-2.1987620058006e-16,1.08853898117545e-16,4.0766001685455e-16,0.0372256076270575,0.0875425068845351,0.0174610801481254,0.00830000959391301,-0.612314912575265,-2.60208521396521e-16,3.05745012640912e-17,1,0.999999999999998,0.999999999999998,0.999999999999999,0.999999999999996,0.670543822404413,0.316350964760349,0.841883074527562,0.924459018560598,4.8257241483518e-15,0.999999999999998,1
"5","HuAgeMSNDsplitRnaseq_12","ADbyCON_FC1.25__","User",2.13512570871366e-31,1.07986536379556e-16,-2.64545330086463e-17,2.42861286636753e-17,-3.32579016409928e-17,7.15573433840433e-17,-0.0769848365979243,0.30885746494566,0.173814923730659,0.0547054975840071,-0.513053053457927,2.05998412772246e-17,1.46855184263162e-16,0.999999999999999,1,1,1,0.999999999999999,0.378447793898635,0.000297869904549515,0.0454066953617941,0.531703378128862,2.717059608183e-10,1,0.999999999999999
"6","HuAgeMSNDsplitRnaseq_14","PDbyCON_FC1.25__","User",1.24738729044822e-13,5.89805981832114e-17,-2.68014777038417e-16,1.84314369322536e-17,1.95590071916385e-16,-5.23019128007007e-16,0.0258812119094385,-0.309017290016309,0.0188466644148818,0.0122435165201049,0.077903078244514,1.29670579829266e-16,-3.21357523924704e-16,0.999999999999999,0.999999999999998,1,0.999999999999998,0.999999999999995,0.767452474709294,0.000295612900881803,0.829519549323374,0.888761500300121,0.372769814590249,0.999999999999999,0.999999999999997
"7","HuAgeMSNDsplitRnaseq_14","HDbyCON_FC1.25__","User",4.71558052795891e-06,5.89805981832114e-17,-2.68014777038417e-16,1.84314369322536e-17,1.95590071916385e-16,-5.23019128007007e-16,0.0258812119094385,-0.309017290016309,0.0188466644148818,0.0122435165201049,0.077903078244514,1.29670579829266e-16,-3.21357523924704e-16,0.999999999999999,0.999999999999998,1,0.999999999999998,0.999999999999995,0.767452474709294,0.000295612900881803,0.829519549323374,0.888761500300121,0.372769814590249,0.999999999999999,0.999999999999997
"8","HuAgeMSNDsplitRnaseq_15","ADbyCON_FC1.25__","User",0.0300968373818635,1.44415729375069e-16,-9.84455572616838e-17,0,1.00342911063533e-16,-3.89445420356793e-16,-0.0409120476196137,0.0151631902456763,-0.139626344943903,-0.026671763171435,0.546148437194044,6.01949046163952e-16,-1.1817803680092e-17,0.999999999999999,0.999999999999999,1,0.999999999999999,0.999999999999996,0.64009720478555,0.862470859850944,0.108954083378277,0.76056074957753,1.05099394731378e-11,0.999999999999994,1
"9","HuAgeMSNDsplitRnaseq_18","ADbyCON_FC1.25__","User",4.54893694981651e-06,8.23993651088983e-17,3.68195057776077e-16,-2.2291196666302e-16,-2.82705716475595e-16,4.17634676841416e-16,-0.016697626960584,0.369780043304245,-0.029228408640824,0.0167534319006533,-0.28805879726448,-2.47414935761192e-16,2.90674602443364e-16,0.999999999999999,0.999999999999997,0.999999999999998,0.999999999999997,0.999999999999996,0.848712050766047,1.18377129021557e-05,0.73840369949442,0.848212496944943,0.000773075942301568,0.999999999999998,0.999999999999997
"10","HuAgeMSNDsplitRnaseq_24","ADbyCON_FC1.25__","User",0.000238592427491683,-2.55871712706579e-16,4.81385764583564e-17,1.6154612370034e-17,1.30158470806885e-16,-9.75781955236954e-17,0.0503132399349858,0.343630055227604,-0.107145994299706,-0.0126445584041803,-0.336654116351403,-7.80625564189563e-18,-1.58076676748387e-16,0.999999999999998,1,1,0.999999999999999,0.999999999999999,0.565204791242224,5.13162207527424e-05,0.219619278576169,0.885142420429913,7.4284853392094e-05,1,0.999999999999999
